num,clean_id,loja_nome,destino_atual,score_atual,wl,vivino_id_atual,vivino_nome_atual,llm
329,106519,2021 nino negri mazer valtellina superiore docg,A,0.701,4,94077,nino negri — mazer valtellina superiore,W|Nino Negri|Valtellina Superiore DOCG|IT|r|V|Valtellina Superiore
330,633384,2021 oriol artigas el rumbero tinto,A,0.847,4,817998,oriol artigas — el rumbero,W|Oriol Artigas|El Rumbero Tinto|ES|r|V|Catalunya
331,2378922,2021 pierre morey monthelie rouge 1er cru,A,0.498,6,1697467,monthelie benjamin — monthelie 1er cru,W|Pierre Morey|Monthelie Rouge 1er Cru|FR|r|V|Monthelie
332,888772,2021 planeta la segreta il rosso sicilia doc italian red wine,A,0.736,6,118033,planeta — la segreta il rosso,W|Planeta|La Segreta Il Rosso Sicilia DOC|IT|r|V|Sicilia
333,2296116,2021 sean w mcbride rowan vineyard syrah d94we91,A,0.781,7,1733095,sean w mcbride — rowan vineyard syrah,W|Sean W McBride|Rowan Vineyard Syrah|US|r|V|Paso Robles
334,564440,2021 tresor blanc brut bouvetladubay,A,0.612,5,1209354,tresor dautrefois — blanc,W|Tresor Blanc Brut|Bouvet-Ladubay|FR|s|V|Saumur
335,3645644,2021 verget macon charnaylesmacon le clos saintpierre,B,0.385,3,0,,W|Verget|Mâcon-Charnay Les Mâcon Le Clos Saint-Pierre|FR|w|V|Mâcon-Charnay
336,3069205,2021 vietti barolo lazzarito future arrival,A,0.610,4,17259,vietti — barolo lazzarito,W|Vietti|Barolo Lazzarito|IT|r|V|Barolo
337,348872,2021 vinuva nero davola,A,0.750,3,77341,vinuva — organic nero davola,W|Vinuva|Nero d'Avola|IT|r|V|Sicilia
338,2171568,2021 weingut velich tiglat chardonnay burgenland austria,A,0.475,6,37340,velich — tiglat,W|Weingut Velich|Tiglat Chardonnay|AT|w|V|Burgenland
339,2523821,2022 15 minute bottles test pots riesling,A,0.673,4,1536643,15 minute bottles — test pots pinot noir,X|15 Minute Bottles Test Pots Riesling|N|N|N|N|N
340,3699123,2022 alchemy 6 bottle case,B,0.442,3,0,,X|Alchemy 6 Bottle Case|N|N|N|N|N
341,332102,2022 aurelio settimo langhe nebbiolo,A,0.860,6,62502,aurelio settimo — nebbiolo langhe,W|Aurelio Settimo|Langhe Nebbiolo|IT|r|V|Langhe
342,1206115,2022 avast chardonnay,A,0.780,6,1195942,hold fast avast — margarita vineyard chardonnay,X|Avast Chardonnay|N|N|N|N|N
343,369833,2022 bodega sottano malbec seleccion,A,0.873,6,229739,sottano — reserva de familia 3s malbec,W|Bodega Sottano|Malbec Selección|AR|r|V|Mendoza
344,615028,2022 burn cottage pinot noir,A,0.840,5,100108,burn cottage — cashburn pinot noir,W|Burn Cottage|Pinot Noir|NZ|r|V|Central Otago
345,3875552,2022 case corini,C2,0.457,1,0,,X|Case Corini|N|N|N|N|N
346,1167360,2022 chateau lafite rothschild premier cru classe pauillac,A,0.835,7,1982,chateau lafite rothschild — pauillac premier grand cru classe,W|Château Lafite Rothschild|Premier Cru Classé Pauillac|FR|r|V|Pauillac
347,3010867,2022 chateau lespaultmartillac blanc pessacleognan future arrival,B,0,3,0,,W|Château Lespault-Martillac Blanc|Pessac-Léognan|FR|w|V|Pessac-Léognan
348,1021115,2022 chateau rauzangassies,A,0.733,5,31366,chateau rauzangassies — margaux,W|Château Rauzan-Gassies|Margaux|FR|r|V|Margaux
349,484195,2022 chateau siran 12 pack,A,0.612,6,28845,chateau siran — margaux,W|Château Siran|Haut-Médoc|FR|r|V|Haut-Médoc
350,2619161,2022 chateau valandraud premier grand cru classe b saintemilion grand cru,A,0.868,7,73215,chateau valandraud — saintemilion grand cru premier grand cru classe,W|Château Valandraud|Premier Grand Cru Classé B Saint-Émilion Grand Cru|FR|r|V|Saint-Émilion Grand Cru
351,1630156,2022 cossetti barbera dasti la vigna vecchia,A,0.786,3,62911,cossetti — la vigna vecchia barbera dasti,W|Cossetti|Barbera d'Asti La Vigna Vecchia|IT|r|V|Barbera d'Asti
352,268973,2022 coteaux champenois blanc pierre brocard,B,0.354,4,0,,W|Coteaux Champenois Blanc|Pierre Brocard|FR|s|V|Coteaux Champenois
353,887331,2022 crossing original red,A,0.595,4,1481648,crossing vineyards — le nouveau red,X|Crossing Original Red|N|N|N|N|N
354,1026960,2022 deidesheim kalkofen riesling gg,A,0.465,5,1210270,pfarrgut deidesheim — riesling,W|Deidesheim|Kalkofen Riesling GG|DE|w|V|Pfalz
355,1741109,2022 domaine dupuy de lome bandol rouge,A,0.866,6,107933,domaine dupuy de lome — bandol rouge,W|Domaine Dupuy de Lome|Bandol Rouge|FR|r|V|Bandol
356,931817,2022 domaine gerard duplessis fourchaume chablis premier cru,A,0.593,4,84162,gerard tremblay — chablis premier cru fourchaume,W|Domaine Gérard Duplessis|Chablis Premier Cru Fourchaume|FR|w|V|Chablis Premier Cru
357,3931360,2022 domaine heitzlochardet armand heitz julienas cru beaujolais,A,0.690,4,1136791,domaine armand heitz — julienas,W|Domaine Heitz-Lochardet|Julienas Cru Beaujolais|FR|r|V|Julienas
358,1675371,2022 domaine heresztynmazzini gevreychambertin premier cru les goulots,A,0.868,6,30635,domaine heresztynmazzini — gevreychambertin premier cru les goulots,W|Domaine Heresztyn-Mazzini|Gevrey-Chambertin 1er Cru Les Goulots|FR|r|V|Gevrey-Chambertin
359,310440,2022 domaine heresztynmazzini moreysaintdenis premier cru les millandes future arrival,A,0.653,5,241451,domaine heresztynmazzini — moreysaintdenis premier cru les millandes,W|Domaine Heresztyn-Mazzini|Morey-Saint-Denis 1er Cru Les Millandes|FR|r|V|Morey-Saint-Denis
360,1761480,2022 domaine philippe et vincent jaboulet viognier,B,0.517,6,0,,W|Domaine Philippe et Vincent Jaboulet|Viognier|FR|w|V|Northern Rhône
361,311383,2022 domaine taupenotmerme gevreychambertin future arrival,B,0.169,3,0,,W|Domaine Taupenot-Merme|Gevrey-Chambertin|FR|r|V|Gevrey-Chambertin
362,2700898,2022 domaine vacheron sancerre chambrates,A,0.840,4,426900,domaine vacheron — sancerre chambrates,W|Domaine Vacheron|Sancerre Chambrates|FR|w|V|Sancerre
363,589360,2022 donnhoff niederhauser hermannshohle riesling spatlese,A,0.783,3,51952,donnhoff — niederhauser hermannshohle riesling spatlese,W|Donnhoff|Niederhäuser Hermannshöhle Riesling Spätlese|DE|w|V|Nahe
364,3554833,2022 duclot collection,A,0.588,4,1510437,collection — khvanchkara,X|Duclot Collection|N|N|N|N|N
365,991415,2022 famiglia peraccini bianco appasimento,C2,0.367,2,0,,W|Famiglia Peraccini|Bianco Appassimento|IT|w|V|Veneto
366,466462,2022 frankly this wine was made by bob sambo wine,A,0.788,4,1727835,frankly bob made this — sambo wine,X|Frankly This Wine Was Made By Bob Sambo Wine|N|N|N|N|N
367,3058781,2022 gaston pierre ravaut aloxecorton premier cru future arrival,A,0.636,4,18052,domaine gaston pierre ravaut — aloxecorton premier cru,W|Gaston Pierre Ravaut|Aloxé-Corton Premier Cru|FR|r|V|Aloxé-Corton
368,451675,2022 hay shed hill vineyard series cabernet sauvignon,A,0.784,7,187730,hay shed hill — cabernet sauvignon,W|Hay Shed Hill Vineyard Series|Cabernet Sauvignon|AU|r|V|Margaret River
369,878641,2022 hochkirch riesling towards laidlaws,A,0.860,5,1613337,hochkirch — towards laidlaws riesling,W|Hochkirch|Riesling Towards Laidlaws|AU|w|V|Eden Valley
370,3021666,2022 le marquis de calon segur saintestephe future arrival,B,0.381,3,0,,W|Le Marquis de Calon Ségur|Saint-Estèphe|FR|r|V|Saint-Estèphe
371,1044211,2022 maison champy pommard,A,0.483,5,585607,chateau de pommard — pommard,W|Maison Champy|Pommard|FR|r|V|Pommard
372,914021,2022 maison glandien les roches rouge vdf,A,0.764,5,1617967,maison glandien — les roches rouge,W|Maison Glandien|Les Roches Rouge VDF|FR|r|V|Vin de France
373,1012256,2022 oberkircher gewurztraminer auslese,B,0.250,4,0,,W|Oberkircher|Gewürztraminer Auslese|DE|w|V|Alsace
374,822163,2022 pernot belicard bienvenues batard montrachet grand cru,A,0.566,3,1336898,alvina pernot — bienvenues batard montrachet grand cru,W|Pernot Belicard|Bienvenues-Bâtard-Montrachet Grand Cru|FR|w|V|Bienvenues-Bâtard-Montrachet
375,1107846,2022 piattelli vineyards reserve cabernet sauvignon mendoza argentina,A,0.690,6,556153,piattelli — cabernet sauvignon reserve,W|Piattelli Vineyards|Reserve Cabernet Sauvignon Mendoza|AR|r|V|Mendoza
376,944704,2022 pinot sekt brut,A,0.548,4,1168778,vitis straznice — pinot noir sekt brut nature,W|Pinot Sekt Brut|Sekt|DE|s|V|Pfalz
377,3885827,2022 raphael bartucci,D,0,0,0,,X|Raphael Bartucci|N|N|N|N|N
378,1756199,2022 roterfaden pinot noir trocken,A,0.648,5,731100,weingut roterfaden — pinot noir,W|Roterfaden|Pinot Noir Trocken|DE|r|V|Baden
379,137389,2022 sea smoke estate vineyard chardonnay sta rita hills california,A,0.530,5,547045,sea smoke — chardonnay,W|Sea Smoke Estate Vineyard|Chardonnay Sta. Rita Hills|US|w|V|Sta. Rita Hills
380,454722,2022 shadow point chardonnay,A,0.855,6,1401863,shadow point — chardonnay,W|Shadow Point|Chardonnay|US|w|V|California
381,928768,2022 spatburgunder weiherbst vdpgutswein 0,C2,0.092,2,0,,W|Spatburgunder Weiherherbst VDP Gutswein 0|Pinot Noir|DE|r|V|Pfalz
382,2070206,2022 stephane bernaudeau les coqueries loire vin de france,A,0.594,4,1353417,stephane bernaudeau — les coqueries,W|Stéphane Bernaudeau|Les Coqueries Loire Vin de France|FR|w|V|Loire Valley
383,2146639,2022 tellus vinea vignobles pueyo bordeaux france,A,0.588,5,114958,vignobles pueyo — tellus vinea bordeaux,W|Tellus Vinea Vignobles Pueyo|Bordeaux|FR|r|V|Bordeaux
384,1746575,2022 terra sara verdejo,A,0.448,3,1145150,can terra ibiza — besos verdejo,W|Terra Sara|Verdejo|ES|w|V|Rueda
385,1580564,2022 terrazze delletna carusu etna rosso,A,0.573,5,219873,terrazze dell etna — carusu rosso,W|Terrazze dell'Etna|Carusu Etna Rosso|IT|r|V|Etna
386,2984551,2022 the vice brooklynites 30 orange of gewurztraminer los carneros ca,A,0.720,3,1427774,the vice — brooklynites 20 orange of gewurztraminer,W|The Vice|Brooklynites 30 Orange of Gewürztraminer|US|w|V|Los Carneros
387,3039171,2022 thibault ligerbelair charmeschambertin grand cru aux charmes future arrival,A,0.670,2,758564,thibault ligerbelair — charmeschambertin grand cru aux charmes,W|Thibault Liger-Belair|Charmes-Chambertin Grand Cru Aux Charmes|FR|r|V|Charmes-Chambertin
388,190300,2022 tiberi cri cro frizzante rosso,A,0.313,5,467720,tiberi mireno — rosso,W|Tiberi|Cri Cro Frizzante Rosso|IT|r|V|Abruzzo
389,2870631,2022 tiberio montepulciano dabruzzo,A,0.458,5,1139995,santangelo dabruzzo — cerasuolo montepulciano dabruzzo,W|Tiberio|Montepulciano d'Abruzzo|IT|r|V|Abruzzo
390,625892,2022 valentin morel cotes du jura en bois darnaux poulsard,B,0.403,3,0,,W|Valentin Morel|Cotes du Jura En Bois Darnaux Poulsard|FR|r|V|Cotes du Jura
391,1741149,2022 vina progreso tannat uruguay overground,A,0.705,4,1613375,vina progreso — overground viognier,W|Vina Progreso|Tannat Uruguay Overground|UY|r|V|Canelones
392,2452831,2022 vinho do porto vintage quinta do noval,A,0.392,3,1147163,quinta do vallado — vintage porto,W|Vinho do Porto Vintage|Quinta do Noval|PT|f|V|Port
393,2172502,2022 weingut wasenhaus hohlen chardonnay baden germany,A,0.495,6,1489795,wasenhaus — chardonnay,W|Weingut Wasenhaus|Hohlen Chardonnay|DE|w|V|Baden
394,443490,2022 yalumba the steeple shiraz,A,0.860,5,510030,yalumba — the steeple shiraz,W|Yalumba|The Steeple Shiraz|AU|r|V|Barossa Valley
395,2585852,2023 alice olivier de moor bourgogne aligote burgundy france,A,0.463,6,1214157,olivier defrance — bourgogne aligote,W|Alice Olivier de Moor|Bourgogne Aligoté|FR|w|V|Bourgogne Aligoté
396,806061,2023 alternate series malbec,B,0.448,4,0,,X|Alternate Series Malbec|N|N|N|N|N
397,2067586,2023 bernhard huber malterdinger chardonnay alte reben baden germany,A,0.679,3,1191027,bernhard huber — malterdinger alte reben chardonnay,W|Bernhard Huber|Malterdinger Chardonnay Alte Reben|DE|w|V|Baden
398,279115,2023 bio sauvignon blanc geboch sudtirol italien,B,0.245,3,0,,W|Bio Sauvignon Blanc|Geboch Südtirol|IT|w|V|Alto Adige
399,3657075,2023 casabianca chianti colli senesi,A,0.635,5,59641,fattoria casabianca — chianti colli senesi,W|Casabianca|Chianti Colli Senesi|IT|r|V|Chianti Colli Senesi
400,1671677,2023 cederberg five generations chenin blanc western cape,A,0.726,6,53310,cederberg — five generations chenin blanc,W|Cederberg|Five Generations Chenin Blanc|ZA|w|V|Western Cape
401,3017144,2023 chateau beausejour becot premier grand cru classe b saintemilion grand cru future arrival,A,0.636,5,25715,chateau beausejour becot — saintemilion grand cru premier grand cru classe,W|Château Beauséjour Bécot|Premier Grand Cru Classé B Saint-Émilion Grand Cru|FR|r|V|Saint-Émilion Grand Cru
402,2812157,2023 chateau les carmes hautbrion,A,0.820,6,132663,chateau les carmes hautbrion — pessacleognan,W|Château Les Carmes Haut-Brion|Pessac-Léognan|FR|r|V|Pessac-Léognan
403,1663126,2023 chateau margaux,A,0.733,5,230155,chateau margaux — margaux du chateau margaux,W|Château Margaux|Margaux|FR|r|V|Margaux
404,3027338,2023 chateau troplong mondot premier grand cru classe b saintemilion grand cru future arrival,A,0.656,5,52487,chateau troplong mondot — saintemilion grand cru premier grand cru classe,W|Château Troplong Mondot|Premier Grand Cru Classé B Saint-Émilion Grand Cru|FR|r|V|Saint-Émilion Grand Cru
405,932065,2023 clonakilla viognier,A,0.847,5,18223,clonakilla — viognier,W|Clonakilla|Viognier|AU|w|V|Canberra District
406,1764162,2023 colome autentico malbec salta argentina,A,0.670,6,212388,colome — autentico malbec,W|Colomé|Auténtico Malbec Salta|AR|r|V|Salta
407,1740986,2023 cos terre siciliane zibibbo in pithos,A,0.617,2,729628,cos — zibibbo in pithos,W|COS|Terre Siciliane Zibibbo in Pithos|IT|w|V|Sicilia
408,2143449,2023 dalton estate cabernet sauvignon kosher,A,0.679,4,1251090,dalton — estate m cabernet sauvignon,W|Dalton Estate|Cabernet Sauvignon Kosher|IL|r|V|Galilee
409,1496620,2023 divergent vaux beaujolais l ether creatif,B,0.245,5,0,,W|Divergent|Vaux Beaujolais L'Éther Créatif|FR|r|V|Beaujolais
410,2968177,2023 domaine berthautgerbet gevreychambertin,A,0.805,4,1373621,domaine berthautgerbet — combe du dessus gevreychambertin,W|Domaine Berthaut-Gerbet|Gevrey-Chambertin|FR|r|V|Gevrey-Chambertin
411,878788,2023 domaine collotte bourgogne blanc,A,0.500,6,1621929,domaine de luniversite de bourgogne — bourgogne blanc,W|Domaine Collotte|Bourgogne Blanc|FR|w|V|Bourgogne
412,3195416,2023 domaine la soufrandiere saintveran cuvee la combe desroches burgundy france,A,0.723,6,1501705,la soufrandiere — cuvee la combe desroches saintveran,W|Domaine la Soufrandière|Saint-Véran Cuvée La Combe des Roches|FR|w|V|Saint-Véran
413,3553230,2023 domaine mongeard mugneret vosne romanee les maizieres hautes,A,0.463,6,421262,b mugneret gouachon — vosne romanee,W|Domaine Mongeard-Mugneret|Vosne-Romanée Les Maizières Hautes|FR|r|V|Vosne-Romanée
414,2297796,2023 domaine robert chevillon bourgogne passetoutgrains,A,0.759,6,37699,domaine robert chevillon — bourgogne,W|Domaine Robert Chevillon|Bourgogne Passetoutgrains|FR|r|V|Bourgogne
415,3050973,2023 domaine tempier tourtine bandol future arrival,A,0.584,3,50691,domaine tempier — bandol cuvee la tourtine,W|Domaine Tempier|Tourtine Bandol|FR|r|V|Bandol
416,773840,2023 domaine vacheron sancerre blanc,A,0.920,5,31018,domaine vacheron — sancerre les romains,W|Domaine Vacheron|Sancerre Blanc|FR|w|V|Sancerre
417,1105576,2023 domaine vincent wengier chablis,A,0.840,6,1188370,domaine vincent wengier — petit chablis,W|Domaine Vincent Wengier|Chablis|FR|w|V|Chablis
418,270140,2023 durnsteiner burg riesling reserve weingut fj gritsch,B,0.323,5,0,,W|Durnsteiner|Burg Riesling Reserve Weingut FJ Gritsch|AT|w|V|Wachau
419,1741820,2023 envinate vidueno de santiago del teide ycoden daute isora tenerife canary isles,A,0.555,3,842010,envinate — vidueno de santiago del teide,W|Envínate|Vidueño de Santiago del Teide Ycoden-Daute-Isora|ES|w|V|Tenerife
420,1549146,2023 font du loup la ferme du pasteur ko,A,0.525,3,1580829,chateau de la font du loup — beatus chateauneufdupape,W|Font du Loup|La Ferme du Pasteur KO|FR|r|V|Châteauneuf-du-Pape
421,2836142,2023 henri prudhon fils saintaubin 1er cru en remilly,A,0.789,5,53830,henri prudhon fils — saintaubin 1er cru en remilly,W|Henri Prudhon & Fils|Saint-Aubin 1er Cru En Remilly|FR|w|V|Saint-Aubin
422,1700431,2023 koshu kayagatake grace winery,A,0.590,5,1247029,domaine kayagatake — koshu,W|Koshu|Kayagatake Grace Winery|JP|w|V|Japan
423,1741396,2023 menina duva ciste vinho tinto,A,0.655,5,1156976,menina duva — tinto,W|Menina Duva|Ciste Vinho Tinto|PT|r|V|Alentejo
424,1741795,2023 model farm pinot noir alta heights mendocino ridge,A,0.569,4,1616946,model farm — pinot noir,W|Model Farm|Pinot Noir Alta Heights Mendocino Ridge|US|r|V|Mendocino Ridge
425,472142,2023 mystery hunter valley shiraz deal no 5831,A,0.562,6,1242093,mystery — heathcote shiraz,X|Mystery Hunter Valley Shiraz Deal No 5831|N|N|N|N|N
426,3886437,2023 no control,D,0,0,0,,X|No Control|N|N|N|N|N
427,619067,2023 pinot gris,C2,0.483,2,0,,W|Pinot Gris|N|N|N|N|N
428,438111,2023 small lot york rd gamay noir niagara,A,0.458,4,1178092,small island — gamay,W|Small Lot|York Rd Gamay Noir Niagara|CA|r|V|Niagara Peninsula
429,504774,2023 spinifex grenache gris,A,0.855,6,1613638,spinifex — grenache gris,W|Spinifex|Grenache Gris|AU|w|V|Barossa Valley
430,1686191,2023 tablas creek esprit de tablas rouge,A,0.827,4,519824,tablas creek vineyard — esprit de tablas,W|Tablas Creek|Esprit de Tablas Rouge|US|r|V|Paso Robles
431,1231385,2023 the austin winery cerasuolo red,A,0.488,5,495062,cerasuolo — valle dei monaci,W|The Austin Winery|Cerasuolo Red|US|r|V|California
432,615122,2023 torbreck the struie shiraz,A,0.753,5,6510,torbreck — the struie,W|Torbreck|The Struie Shiraz|AU|r|V|Barossa Valley
433,449314,2023 unico zelo alluvium fiano,A,0.753,5,781814,unico zelo — alluvium,W|Unico Zelo|Alluvium Fiano|AU|w|V|Adelaide Hills
434,2378077,2024 attwoods vin de folie victoria white blend chardonnaypinot gris,A,0.600,5,1358370,attwoods — vin de folie blanc,W|Attwoods|Vin de Folie Victoria White Blend|AU|w|V|Victoria
435,1340436,2024 bouchard finlayson sauvignon blanc walker bay,A,0.697,6,10187,bouchard finlayson — sauvignon blanc,W|Bouchard Finlayson|Sauvignon Blanc Walker Bay|ZA|w|V|Walker Bay
436,451079,2024 cape wild sauvignon blanc,A,0.698,5,1473663,cape 1652 — sauvignon blanc,W|Cape Wild|Sauvignon Blanc|ZA|w|V|Western Cape
437,1060953,2024 chateau levangile pomerol,A,0.775,5,32866,chateau levangile — pomerol,W|Château Levangile|Pomerol|FR|r|V|Pomerol
438,2677529,2024 chateau talbot saintjulien 4eme grand cru classe,A,0.418,3,18121,chateau talbot — saintjulien grand cru classe,W|Château Talbot|Saint-Julien 4ème Grand Cru Classé|FR|r|V|Saint-Julien
439,2026182,2024 cristom mt jefferson cuvee pinot noir,A,0.866,7,372980,cristom — mt jefferson cuvee pinot noir,W|Cristom|Mt Jefferson Cuvée Pinot Noir|US|r|V|Willamette Valley
440,3880815,2024 francois dhumes amor invictus,A,0.530,1,1734642,francois dhumes — amor invictus,W|François Dhumes|Amor Invictus|FR|r|V|Languedoc
441,1025993,2024 glow glow spatburgunder bio,B,0.250,3,0,,W|Glow Glow|Spatburgunder Bio|DE|r|V|Pfalz
442,3886695,2024 marcel richaud,D,0,0,0,,X|Marcel Richaud|N|N|N|N|N
443,1016966,2024 mitchelton estate single vineyard chardonnay,A,0.733,5,490248,mitchelton — chardonnay,W|Mitchelton|Estate Single Vineyard Chardonnay|AU|w|V|Nagambie Lakes
444,3656323,2024 quintodecimo exultet fiano di avellino,A,0.783,5,240133,quintodecimo — exultet fiano di avellino,W|Quintodecimo|Exultet Fiano di Avellino|IT|w|V|Fiano di Avellino
445,3887627,2024 sauvignon blanc,A,0.563,3,1059435,vilagi — sauvignon blanc,W|Sauvignon Blanc|N|N|N|N|N
446,990250,2024 terra sara verdejo,A,0.448,4,1145150,can terra ibiza — besos verdejo,W|Terra Sara|Verdejo|ES|w|V|Rueda
447,1699291,2024 the wolftrap white boekenhoutskloof,A,0.840,4,52843,boekenhoutskloof — the wolftrap white blend,W|The Wolftrap|White Boekenhoutskloof|ZA|w|V|Swartland
448,451718,2024 vignerons schmolzer brown king valley chardonnay,A,0.721,5,1613856,vignerons schmolzer brown — chardonnay,W|Vignerons Schmolzer Brown|King Valley Chardonnay|AU|w|V|King Valley
449,741033,2024 windesheim riesling s trocken,B,0.400,3,0,,W|Windesheim|Riesling S Trocken|DE|w|V|Pfalz
450,536596,2024 windowrie pig in the house cabernet sauvignon,A,0.538,5,1390717,windowrie — cowra cabernet sauvignon,W|Windowrie|Pig in the House Cabernet Sauvignon|AU|r|V|Orange
451,886855,2024 zweigelt exklusiv weingut hirtl,A,0.523,3,1159844,weingut latschka — zweigelt exklusiv,W|Weingut Hirtl|Zweigelt Exklusiv|AT|r|V|Neusiedlersee
452,360439,2025 luna rosa rosado 12 pack,A,0.453,6,1121234,pozo de luna — nebbiolo rosado,W|??|Luna Rosa Rosado|??|p|N|
453,1989625,2025 mauricio flores,A,0.582,3,1041057,mauricio lorca — vista flores malbec,W|Mauricio Flores|??|CL|r|N|
454,367579,2025 printhie mountain range sauvignon blanc 12 pack,A,0.608,6,14189,printhie — sauvignon blanc,W|Printhie|Mountain Range Sauvignon Blanc|AU|w|V|Orange
455,2568840,2025 the doctors rose,A,0.855,5,732720,the doctors — rose,W|The Doctors|Rose|ZA|p|V|Western Cape
456,3219276,20250413 marisca johannisen leopards leap wines pty ltd,C2,0.092,1,0,,W|Leopards Leap Wines Pty Ltd|Marisca Johannisen|ZA|w|N|
457,3579442,20260220 pick,D,0,1,0,,X
458,1326737,20260528 20002130,D,0,0,0,,X
459,4063829,21 years old 529,A,0.500,2,330529,years — red,S|??|??|??|??|??|
460,413166,24 34 2935 mm,D,0,0,0,,X
461,2989606,24 ice frozen cocktails strawberry daiquiri 50 pack,A,0.371,2,1278125,frozen wines — frozen,X
462,3320747,243 lefort triple,C2,0.433,2,0,,S|Lefort|Triple|BE|??|??|
463,2836822,24k gold leaf bear size 75 inches,C2,0.356,2,0,,X
464,3046702,25000 no1110,D,0,0,0,,X
465,3075647,271022 au fil de soi rouge guld,C2,0,1,0,,W|??|Au Fil de Soi Rouge Guld|FR|r|N|
466,3888500,2717 13oz,D,0,0,0,,X
467,3342161,2nd pez 2021,D,0,0,0,,W|Pez|2nd|ES|r|N|
468,1681859,3 208 mgzavrebi,D,0,0,0,,W|??|Mgzavrebi|GE|r|N|
469,604561,3 beruhmte italiener,D,0,0,0,,X
470,1504176,3 fruit power,D,0,0,0,,X
471,3880202,322000 nv11,D,0,0,0,,X
472,3900477,32off world pinot noir 5 bottles set,C2,0.168,1,0,,W|??|World Pinot Noir|??|r|N|
473,3939637,33 acres fluffy cloud,C2,0.300,2,0,,W|33 Acres|Fluffy Cloud|CA|??|N|
474,130947,35cinco blanco de cereza finca pastorelli 2024,A,0.496,5,1537729,35cinco — torrontes de hilario,W|Finca Pastorelli|35 Cinco Blanco de Cereza|ES|w|N|
475,691089,3er geschenkkarton schwarz weinzubehor,D,0,0,0,,X
476,3915345,3kg mix de biscuiti 5 tipuri cate 2 bucati biscottini,D,0,0,0,,X
477,3714169,4 1000,D,0,0,0,,X
478,3873969,40 26 2020by,D,0,0,0,,W|??|??|??|??|N|
479,349611,42 degrees south chardonnay 2025,A,0.670,5,170644,30 degrees — chardonnay,W|42 Degrees South|Chardonnay|AU|w|V|Tasmania
480,3485191,5 500gr,D,0,0,0,,X
481,402685,5 masseria altemura,D,0,0,0,,W|Masseria Altemura|5|IT|r|N|
482,2563099,5 may tone toast,C2,0.308,2,0,,X
483,2516691,5 year old cask strength single malt,D,0,0,0,,S|??|Cask Strength Single Malt|??|??|??|
484,3873755,50 29,D,0,0,0,,X
485,1352446,50 crystal uhd u8000f 4k smart tv 2025,C2,0.383,2,0,,X
486,1740504,500 shower gel pineapple lemon eco sante,D,0,0,0,,X
487,3588732,53 2012 gift box with glasses,A,0.525,3,1338490,gift box — red,X
488,2837911,5pcs set easter cute bunny balloons,D,0,0,0,,X
489,3485694,6 480gr,D,0,0,0,,X
490,33199,6 estuches individuales encuentro malbec,C2,0.129,1,0,,W|Encuentro|Malbec|AR|r|V|Mendoza
491,3898737,612domaine camille thiriet bourgogne aligote le jardin blanc 2023,A,0.598,3,1313967,domaine thiriet — aligote du jardin,W|Domaine Camille Thiriet|Le Jardin Blanc Bourgogne Aligoté|FR|w|V|Bourgogne
492,407,689 white wine,A,0.787,1,203346,689 six eight nine — white,W|??|White Wine|??|w|N|
493,199581,6er box zweigelt reserve ried haidberg 2020,C2,0.143,2,0,,W|??|Zweigelt Reserve Ried Haidberg|AT|r|N|
494,687527,6erpaket primitivo weinpakete,C2,0,1,0,,W|??|Primitivo|IT|r|N|
495,168983,6pc sheep cupcakes collection,D,0,0,0,,X
496,2021820,7 vidas lucky enough,D,0,0,0,,W|7 Vidas|Lucky Enough|ES|??|N|
497,3715943,72 divine names ball pendant,D,0,0,0,,X
498,3456683,7days mini croissant cocoa 103gr,C2,0.390,2,0,,X
499,3079763,8 sticle gruner veltliner vom wagram 2025 gold,B,0.278,3,0,,W|??|Grüner Veltliner vom Wagram Gold|AT|w|N|
500,1441436,81 botas de barro toro,A,0.760,2,756365,botas de barro — tinta de toro,W|Botas de Barro|Toro|ES|r|N|
501,3823488,90 capsule caffe borbone nero compatibili nescafe dolce gusto,D,0,0,0,,X
502,3568258,a dream of scotland cigar malt 14yo 2024 the tasteful 8 refill px sherry quarter 506,D,0,0,0,,S|The Tasteful|A Dream of Scotland Cigar Malt 14yo|??|??|??|
503,1703836,a los vinateros bravos granitico cinsault 2021,A,0.533,2,786875,a los vinateros bravos — granitico cinsault,W|A los Vinateros Bravos|Granitico Cinsault|ES|r|V|Itata Valley
504,1753919,a mix of our wines,D,0,0,0,,W|??|A Mix of Our Wines|??|??|N|
505,519291,a moreau 23 bourg blanc 2023,B,0.335,3,0,,W|A. Moreau|Bourgogne Blanc|FR|w|V|Bourgogne
506,2393802,a pequena vadrouilha,D,0,0,0,,X
507,3683263,a pie de tierra gre2 garnacha spain 2023,A,0.323,2,1236160,txerovid — tierra de flores garnacha,W|A Pie de Tierra|GRE2 Garnacha|ES|r|N|
508,1625719,a the original regular 295 g,D,0,0,0,,X
509,1266985,a to z wineworks rose wine oregon 2024 12 bottles,A,0.334,4,4546,a to z wineworks — rose,W|A to Z Wineworks|Rose Wine|US|p|V|Oregon
510,3897196,a10eaac1a34aaeaaa3aa14aae2a a1aaa set7,D,0,0,0,,X
511,3197564,a2 mixed flowers and lilies in a glass vase,C2,0.346,2,0,,X
512,3897045,a4eaac1a34aaeaaa3aa14aae2a a1aaa set6,D,0,0,0,,X
