W|castello di ama|ama|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco
W|dievole|petrignano|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco
W|dievole|petrignano|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco|=447
W|dievole|petrignano|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco|=447
W|??|chianti classico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
X
X
W|??|chianti classico doppelmagnum|it|r|sangiovese|toscan|chianti classico|2008|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|chianti classico double magnum|it|r|sangiovese|toscan|chianti classico|2015|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|lamole di lamole|duelame|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|medio|carne vermelha, queijo|seco
W|lamole di lamole|duelame|it|r|sangiovese|toscan|chianti classico|2021|14|DOCG|medio|carne vermelha, queijo|seco
X
W|??|chianti classico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|rocca delle macie|famiglia zingarelli|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|medio|carne vermelha, queijo|seco
W|rocca delle macie|famiglia zingarelli|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|medio|carne vermelha, queijo|seco
W|rocca delle macie|famiglia zingarelli|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fattoria rodano|chianti classico|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco
X
W|fattoria rodano|chianti classico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|felsina|chianti classico berardenga|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|felsina|rancia riserva|it|r|sangiovese|toscan|chianti classico|2011|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fontodi|filetta di lamole biologico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|filetta di lamole biologico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco|=467
W|fontodi|filetta di lamole|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|filetta di lamole|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|medio|carne vermelha, queijo|seco
W|filigare|filigare|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|medio|carne vermelha, queijo|seco
W|mazzei|fonterutoli|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|mazzei|fonterutoli|it|r|sangiovese|toscan|chianti classico|2014|13.5|DOCG|medio|carne vermelha, queijo|seco
W|mazzei|fonterutoli jeroboam|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|mazzei|fonterutoli magnum|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|mazzei|fonterutoli|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco|=477
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco|=480
W|fontodi|filetta di lamole|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico magnum|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico magnum|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|2001|13.5|DOCG|medio|carne vermelha, queijo|seco
W|fontodi|chianti classico|it|r|sangiovese|toscan|chianti classico|2017|13.5|DOCG|medio|carne vermelha, queijo|seco
W|tenuta degli dei|forcole|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|medio|carne vermelha, queijo|seco
W|sensi vini|forziere|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|medio|carne vermelha, queijo|seco
X
X
X
X
X
W|castello di gabbiano|chianti classico|it|r|sangiovese|toscan|chianti classico|2017|13.5|DOCG|medio|carne vermelha, queijo|seco
X
X
W|??|gallo nero|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco
W|??|gallo nero|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|medio|carne vermelha, queijo|seco|=498
W|??|gallo nero gran selezione san martino|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
X
W|la massa|giorgio primo|it|r|sangiovese, merlot|toscan|chianti classico|1996|14|DOCG|encorpado|carne vermelha, queijo|seco
W|la massa|giorgio primo|it|r|sangiovese, merlot|toscan|chianti classico|1997|14|DOCG|encorpado|carne vermelha, queijo|seco
W|la massa|giorgio primo|it|r|sangiovese, merlot|toscan|chianti classico|2001|14|DOCG|encorpado|carne vermelha, queijo|seco
W|meleto|gr sel poggiarso|it|r|sangiovese|toscan|chianti classico|2017|13.5|DOCG|medio|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=506
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=506
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=506
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|2013|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=511
W|acquadiaccia|gran selezione|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione lanciola|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione scheggiolla|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|acquadiaccia|gran selezione|it|r|sangiovese|toscan|chianti classico|2017|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|acquadiaccia|gran selezione|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione castellinuzza|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione lornano|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione arillo in terrabianca|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione campolungo|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fattoria tregole|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|giovanni folonari|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|castello di meleto|gran selezione|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione colle bereto|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|lamole di lamole|gran selezione campolungo|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|lamole di lamole|gran selezione campolungo magnum|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione nardi|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|tenuta casenuove|gran selezione|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fattoria tregole|gran selezione|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|azienda agricola savignola|gran selezione 360|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|savignola|gran selezione 360|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fattoria di lamole|gran selezione antico lamole vigna grospoli|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fattoria di lamole|gran selezione antico lamole vigna grospoli|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=536
W|??|gran selezione asofia|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|terra di seta|gran selezione assai|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|2015|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=541
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=543
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=543
W|badia a passignano|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=543
W|renzo marinai|gran selezione bio|it|r|sangiovese|toscan|chianti classico|2017|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|renzo marinai|gran selezione bio|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|borgo scopeto|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|vallone di cecione|gran selezione campo dellorzo|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|fattoria della aiola|gran selezione cancello rosso|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione carus|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|poggio al sole|gran selezione casasilia|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|castello di meleto|gran selezione casi|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|la croce|gran selezione castellina|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=557
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=557
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=557
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=557
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=557
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=557
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|san fabiano calcinaia|gran selezione cellole|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione ceniprimo|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione colledila|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|felsina|gran selezione colonia|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|colombaio di cencio|gran selezione cornia|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|pieve di campoli|gran selezione cortine|it|r|sangiovese|toscan|chianti classico|2015|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione di nittardi|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|villa mangiacane|gran selezione district|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione 100 sangiovese|it|r|sangiovese|toscan|chianti classico|2011|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione 100 sangiovese|it|r|sangiovese|toscan|chianti classico|2015|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione 100 sangiovese|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2013|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|isole e olena|gran selezione|it|r|sangiovese|toscan|chianti classico|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|castello di bossi|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione magnum|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|badia a passignano|gran selezione magnum|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=584
W|badia a passignano|gran selezione magnum|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=584
W|brancaia|gran selezione bio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|capannelle|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|capannelle|gran selezione|it|r|sangiovese|toscan|chianti classico|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=588
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|barone ricasoli|gran selezione castello di brolio|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=590
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=592
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=592
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=592
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=592
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=592
W|mazzei|gran selezione castello fonterutoli|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|castello di volpaia|gran selezione coltassala|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|castello di volpaia|gran selezione coltassala|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=599
W|castello di volpaia|gran selezione coltassala|it|r|sangiovese|toscan|chianti classico|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=599
W|castello di volpaia|gran selezione coltassala|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|??|gran selezione dal vigneto il poggio|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|giovanni folinari|gran selezione|it|r|sangiovese|toscan|chianti classico|??|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|san felice|gran selezione il grigio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|san felice|gran selezione il grigio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=605
W|san felice|gran selezione il grigio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=605
W|san felice|gran selezione il grigio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=605
W|san felice|gran seleção il grigio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=605
W|castello di monsanto|gran selezione il poggio|it|r|sangiovese|toscan|chianti classico|2020|13.5|DOCG
