W|branco|chileno dona paula los cardos sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cazas novas avesso colheita 2023 vinhos verdes|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cavic meio seco white wine|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|caves messias|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cave vinum vin de france 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cave de cairanne grande reserve|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cave de angelina domans chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cave de angelina domans 1931 chardonnay 2022|??|w|chardonnay|??|??|1931|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catena zapata adrianna white stones chardonnay 2014 mendoza|ar|w|chardonnay|mendoza|??|2014|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catena chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catena chardonnay 2016|??|w|chardonnay|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catena alma negra blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catarina bacalhoa setubal|pt|w|??|setubal|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|catarina bacalhoa magnum|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catarina bacalhoa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|catarina bacalhoa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=444
W|branco|catarina 2023 peninsula de setubal|pt|w|??|setubal|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|catamayor sauvignon blanc uruguaio|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castrus sauvignon blanc 2019 vinhos verdes|??|w|sauvignon blanc|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castrus loureiro 2018 vinhos verdes|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castillo viejo sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|castillo viejo catamayor sauvignon blanc premium 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|castillo viejo catamayor blanc de blancs 2024|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|castillo viejo catamayor blanc de blancs 2023|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|castillo de molina reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|castillo de molina gran reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|castillo de molina gran reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=455
W|branco|castelo de azurara reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|castello dalba superior branco 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|castello dalba superior 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|castello dalba reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|castello dalba reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|castello dalba reserva 0|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|castello dalba douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|castello dalba colheita 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|castello dalba biologico 2021 doc douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|castello dalba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castelli di jesi verdicchio classico riserva|??|w|verdicchio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castelli di jesi verdicchio classico riserva|??|w|verdicchio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=467
W|branco|castellani pietraforte frascati|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castellamare select pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castellamare select pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=470
W|branco|castellamare select gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castellamare select gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=472
W|branco|castellamare riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castellamare riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=474
W|branco|castellamare chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|castellamare chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=476
W|branco|castell de raimat albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cassa 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casmurro curtimenta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casmurro arinto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo sauvignon blanc 2023 chile|cl|w|sauvignon blanc|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo reserva sauvignon blanc 2021|??|w|sauvignon blanc|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo reserva chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=485
W|branco|casillero del diablo devils carnaval phenomenal sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo chardonnay 2021 chile|cl|w|chardonnay|valle central|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo blanc cabernet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casillero del diablo belight sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casi hermano torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casi hermano torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=491
W|branco|casi hermano chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casi hermano chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=493
W|branco|caselle aurora etna bianco doc 2023|it|w|??|sicilia|etna|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|cascas selecao do enologo 2022 lisboa|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casca wines bote regional lisboa 2021no pixem ate3xdesem juroscomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casas del toqui reserva semillon|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casas altas malvasia 2008 dop beira interior|??|w|??|??|??|2008|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casas altas chardonnay cerca da rogenda 2023 beira interior|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casas altas chardonnay beira interior|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casas altas chardonnay 2009 dop beira interior|??|w|chardonnay|??|??|2009|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casalinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal santa maria malvasia 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=505
W|branco|casal garcia sweet white blend 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia sweet verde|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia sweet ig minho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia sweet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia lata|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia lata|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=511
W|branco|casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=513
W|branco|casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=513
W|branco|casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=513
W|branco|casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=513
W|branco|casal di serra umani ronchi|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal de ventozela loureiro vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal de ventozela arinto vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal de ventozela alvarinho vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal das aires vinhas velhas fernaopires 2019 tejo|pt|w|??|tejo|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casal das aires vinhas velhas fernao pires tejo|pt|w|??|tejo|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casal das aires chardonnay tejo|pt|w|chardonnay|tejo|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casal das aires chardonnay 2021 tejo|pt|w|chardonnay|tejo|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casal da coelheira branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casal da coelheira branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=526
W|branco|casabel 2019 lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa verrone chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa valduga frisante naturelle|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa silva sauvignon blanc reserva detalhes|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa saima vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa saima garrafeira|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa relvas sommelier edition|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa relvas sauvignon blanc vinha da safa 2023 regional alentejano|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa relvas rabo de ovelha 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa perini fracao unica sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa perini eden|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa perini eden|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=538
W|branco|casa perini chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa jose pedro reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa grande sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa grande santana vinha da cruz 2017 vinhos verdes|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa grande santana loureiro 2017 vinhos verdes|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa grande santana avesso 2017 vinhos verdes|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa grande santana alvarinho 2017 vinhos verdes|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa ferreirinha planalto reserva douro 2024|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa ferreirinha branco papa figos 2024 13|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa ermelinda freitas sauvignon blanc verdelho 2023 peninsula de setubal|pt|w|sauvignon blanc|setubal|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa ermelinda freitas sauvignon blanc 2022 peninsula de setubal|pt|w|sauvignon blanc|setubal|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa ermelinda alvarinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa dos migueis vinha do calvario douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa dos migueis vinha do calvario 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa dos migueis douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa do capitaomor sobrelias|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa do capitaomor reserva maceracao alvarinho 2015 vinhos verdes|??|w|??|??|??|2015|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa do capitaomor reserva garrafa magnum 1|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa do capitaomor reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa do capitaomor alvarinho 2016 vinhos verdes|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa do capitaomor|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa del nonno nobile goethe|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa del bosque botanic series rieslingno pixno boletoem ate3xdesem juroscomprar|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho grande escolha moncao|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho grande escolha 2023 vinhos verdes|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avessocurtimenta moncao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso superior moncao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso superior 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso reserva 2018 vinhos verdes|??|w|??|??|??|2018|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso raw sem sulfitos moncao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso nature 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso loureiro 2018 vinhos verdes|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso grande reserva moncao|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso grande reserva 2017 vinhos verdes|??|w|??|??|??|2017|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso curtimenta 2021 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso azal 2016 vinhos verdes|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso arinto 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso alvarinho moncao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de vilacetinho avesso alvarinho 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim tia chica 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim sauvignon blanc 2020 vinhos verdes|??|w|sauvignon blanc|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim reserva 2022 vinhos verdes|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim loureiro e arinto reserva 2024|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim loureiro e arinto grande escolha 2025|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim loureiro 2025|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de sezim loureiro 2021 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de santar vinha dos amores encruzado 2021 dao|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de santar reserva dao|pt|w|??|dao|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de santar reserva 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de santar dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de santar branco de curtimenta dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de santar 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de santar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de saima vinhas velhas 2020 bairrada|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de saima garrafeira 2019 bairrada|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos superior 2016 vinhos verdes|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos sauvigon blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos reserva especial|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos loureiro reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos loureiro e arinto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos loureiro|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos fernao pires|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos family blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de pacos arinto reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa de mouraz encruzado 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa de mouraz biologico 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa das gaeiras reserva vinhas velhas 2018 obidos|??|w|??|??|??|2018|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casa das gaeiras maria gomes 2020 obidos|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa das gaeiras 2024 obidos|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella villa oliveira encruzado 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella villa oliveira encruzado 2021 dao|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella villa oliveira 2o edicao l20152019 dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella o oenologo encruzado 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella o oenologo encruzado 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella o fugitivo curtimenta 2017 dao|pt|w|??|dao|??|2017|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella o fugitivo branco em curtimenta 2019 dao|pt|w|??|dao|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella o fugitivo branco em curtimenta 2018 dao|pt|w|??|dao|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella abanico reserva 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella a descoberta colheita dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa da passarella a descoberta 2024 doc dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa cadaval riesling 2021 tejo|pt|w|riesling|tejo|??|2021|10.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa cadaval reserva 2022 tejo|pt|w|??|tejo|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa burmester reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa americo encruzado 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa americo colheita 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|casa amarela reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|casa amarela grande reserva 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|carvalhas 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa peramanca 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa peramanca|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa peramanca|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=629
W|branco|cartuxa pera manca 2022 alentejo premium|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa foral de evora 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa evora white blend 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa evora colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa de curtimenta branco 2016|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa de curtimenta branco 2016|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco|=635
W|branco|cartuxa colheita alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa colheita 2023no pixno boletoem ate3xdesem juroscomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cartuxa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=642
W|branco|carta vieja reservado sauvignon blanc carta vieja sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|carolina reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|carolina reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
