W|rose|periquita|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances mouton cadet bordeaux|fr|p|??|bordeaux|??|NV|12.5|AOC|medio|saladas, sushi, petiscos|seco|=503
W|rose|frances mediterranee brise marine|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances marquis de gerlys|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances marius by michael chapoutier|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances madan domaine de cantarelle|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances lyv seco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances lyv seco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=509
W|rose|frances lyv pays doc 750mlcomprar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances lyv pays doc|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances lyv pays doc|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=512
W|rose|frances loire chateau des cosse|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances les maitres note bleue|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances les jamelles clair de rose 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances les fumees blanches gris de sauvignon|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances les acolytes|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances le vigneron catalan|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances le beau sud|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances lacheteau soupcon de fruit haute valeur environnementale danjou 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances lacheteau soupcon de fruit haute valeur environnementale danjou|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances la belle angele|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances jas des vignes provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances haute provence perle de valensole|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances grand sud merlot|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances fresco caprice|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances elodie fruite vin de pays du var domaine de cantarelle|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances domaine tropez aoc cotes de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances domaine des gillieres|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances domaine des cedres danjou loire domaine|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances denis dubourdieu le rose de floridene 2017|??|p|??|??|??|2017|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances denis dubourdieu le rose de floridene|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances denis dubordieu le rose de floridene|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances danjou lacheteau|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances cotes de provence marius peyol|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
X
W|rose|frances cote des roses languedoc|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances cote des roses languedoc|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=538
W|rose|frances cote des roses|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances claude val|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances chateau desclans whispering angel|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances chateau de pourcieux|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances calvet cotes de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances brise marine mediterranee estandon|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances bord de mer|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances bleu de mer|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances bertrand cotes des roses|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|frances art de vivre|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|franca cotes de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|franca chateau de pourcieux provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|franca calvet varietales cinsault|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|franca calvet d anjou|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|franca albert bichot cest la vie|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fragolino exoticos buffon|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|foye rosa reserva 2022|??|p|??|??|??|2022|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|folha do meio 2022 alentejo|pt|p|??|alentejo|??|2022|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|flor de trois 2022 peninsula de setubal|pt|p|??|setubal|??|2022|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|flor de lisboa portugal|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|flor de lisboa kit 4 garrafas|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|flor de lisboa kit 4 garrafas|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=560
W|rose|flor de lisboa 3 und|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|flor de lisboa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|flor de lisboa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=563
W|rose|fleur passion|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fiuza 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fita preta freshly macanita|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fita preta antonio macanita|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fita preta alentejo|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|fino viapiana|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco winemaker selection santa alba|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco villa de vinhas zanella|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco teroldego rotava|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco sauvignon blanc e malbec|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco rotava kit com 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco reserva especial barbera piemonte de mari|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco pinot noir reserva monte paschoal basso|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco pinot noir otto|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco pinot grigio e rondinella brasile valparaiso|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco ouro meu|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco merlot unus ulian|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco marselan e schonburger cave antiga|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco malbec vaccaro|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco malbec sinais don guerino|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco malbec reserva mondadori|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco malbec finca rivadavia|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco liberta lovara|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco jovem mayos|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco jovem luiz argenta|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco ice tous a la mer franca|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco goethe salvati e sirena|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco eu floria weber|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco essencia casa eva|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco corte elementos tom dunamis|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco classic gazzaro kit com 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco classic gazzaro|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco carmenere reserva santa vita|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco carmenere reserva gran pareja|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco cabernet franc dal pizzol|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco blusch pleno marzarotto|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco blend verde doc conde villar|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco bebber marselan malbec 2022 brasil aromatico refrescante e equilibrado|??|f|palomino|??|??|2022|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino seco barbera petronius|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino meio seco passal|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fino meio seco alem do rio|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|fincafella cala rey tempranillo|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|finca agostino uma wine bar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|finca agostino uma wine bar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=607
W|rose|festivo monteviejo malbec 2023|??|p|malbec|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ferraton la tournee 3 und|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ferraton la tournee|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|felitche|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fausto pizzato|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fausto pizzato|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=613
W|rose|fausto pizzato|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=613
W|rose|faro syrah|??|p|syrah|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|fam margaca vinha do furo 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|falua conde vimioso sommelier|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|falua conde vimioso colheita selecionada|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|faces do brasil lidio carraro pinot noir 2024|??|p|pinot noir|??|??|2024|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ezimit pinot noir doc|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|eve encore igp mediteranee|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|eua sutter home zinfandel|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|et or chateau minuty|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|et or chateau minuty|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=624
W|rose|espumante mm gold edition bruto|??|s|chardonnay, pinot noir|??|??|NV|12|??|medio|aperitivos, frutos do mar, canapes|brut
W|rose|espinho camila 2023 douro|pt|p|??|douro|??|2023|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|espanhol victorium iii|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol vicente gandia el miracle n5|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol vicente gandia el miracle n5|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=629
W|rose|espanhol utiel requena toro loco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol torres mas rabell|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol torres esmeralda|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol torrelongares tempranillo e garnacha|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol tempranillo talma|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol pata negra oro|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol pago del vicario petit verdot rose dop|??|p|petit verdot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol navaldar doca rioja rosado|es|p|??|rioja|??|NV|12.5|DOCa|medio|saladas, sushi, petiscos|seco
W|rose|espanhol luciente tempranillo|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol luciente tempranillo|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=639
W|rose|espanhol lacrima purpura|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol i heart|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol freixenet vegano|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol finca manzanos|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol finca fella cala rey 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol finca fella cala rey|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol faustino vii rioja doc|es|p|??|rioja|??|NV|12.5|DOCa|medio|saladas, sushi, petiscos|seco
W|rose|espanhol faustino art collection|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol esteban martin garnacha seco 2021|??|p|garnacha|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol esprit mediterranee grand cru chateau de berne|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol dominio de punctum 99 rosas edicao especial|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol dominio de punctum 99 rosas|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol de andres sisters oh sister bobal|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol condado de eguren tempranillo|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol benedictum iii|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol avelino vegas condado real tempranillo|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol abuelo blend|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|espanhol 99 rosas edicao especial e limitada|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|esp freixenet vegano|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|escorihuela familia gascon rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|escorihuela familia gascon rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=660
W|rose|escorihuela familia gascon rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=660
W|rose|escorihuela familia gascon|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|escorihuela familia gascon|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=663
W|rose|escadas infinitas 2023 douro|pt|p|??|douro|??|2023|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|es vino es vino malbec rose argentina 2021|ar|p|malbec|mendoza|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|errazuris blush|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|equinoccio merlot|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|encosta do xisto espadeiro escolha 2021 vinhos verdes|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|encosta do sobral selection 2023 tejo|pt|p|??|tejo|??|2023|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|encosta das perdizes regional alentejano rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|emotion de provence 20212023 13|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|emiliana tais|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|emiliana tais|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=673
W|rose|elixir cotes de provence maitres vignerons|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|el picoteo rosado 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|el aviador garnacha|??|p|garnacha|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|eguigal cotes du rhone|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|eguigal cotes du rhone|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=678
W|rose|ed limitada mateus|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ea 2022 alentejo|pt|p|??|alentejo|??|2022|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|ea 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ea|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|duee rosato di verona igt|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|duca di saragnano toscana da uve leggermente appassite rosato 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dracula castellum pinot noir doc|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dracula castellum pinot noir doc|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=686
W|rose|douro magnum crasto|pt|p|??|douro|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dos villoes 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dona paterna 2022 moncao e melgaco|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dona natercia escolha|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dona maria alentejo|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|dona maria alentejo|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco|=692
W|rose|dona maria 2023 alentejo|pt|p|??|alentejo|??|2023|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|dona graca bastardo 2024 douro doc|pt|p|??|douro|??|2024|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dona ermelinda 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|don pascual coastal|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|don guerino sinais malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|don guerino sinais malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=698
W|rose|domino caparide 2021 alentejo|pt|p|??|alentejo|??|2021|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|domaines ott clos mireille|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|domaine tropez crazy tropez|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|domaine de la rouviere cote de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|domaine de la gypiere les armoises|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|domaine de la gypiere aoc cotes de provence les armoises 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|domaine de la guillaudiere grolleau noir|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|domaine bousquet premium|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dom lopo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dom diogo padeiro 2022 vinhos verdes|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dom daniel|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dizeres 2019 alentejo|pt|p|??|alentejo|??|2019|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|diego de almagro tempranillo 2018|??|p|tempranillo|??|??|2018|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|di nere feudo maccari|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|di mallo rose blend|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dgraca 2019 douro|pt|p|??|douro|??|2019|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dez tostoes alentejo|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|dez tostoes 2022 alentejo|pt|p|??|alentejo|??|2022|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|dez tostoes 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dermelinda pinot noir merlot|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|denis dubourdieu le rose de floridene|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|demisec verde doc conde villar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|demisec levemente gaseificado quinta da lixa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|demi sec sem alcool eua fre|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|demi sec freixenet mia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|demi sec casal garcia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|delta do jacui|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|delitk rose 2019|??|p|??|??|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|de mesa suave vinhedos do vale sao francisco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|rose|de mesa suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|rose|de mesa suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=729
W|rose|de floridene 2017|??|p|??|??|??|2017|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|de cabernet sauvignon|??|p|cabernet sauvignon|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dao quinta dos monteirinhos rosa maria|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dao casa passarela a descoberta2023 075|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dao casa passarela a descoberta 075|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dao casa da passarela o fugitivo 075|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|dao casa da passarela o brazileiro 075|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|danjou famille bougrier|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|dai terra rossa a mare rosato puglia igp 2019|it|p|??|??|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|da pipa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cuvee faustine vieilles vignes rose 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
