W|ginebra|boodles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|snap cookies 70g snackible|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|soy salmon bowl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
W|ginger|strips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|sushi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|tom|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|turmeric concentrate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|vielseitig geschmackvoll und bierisch lecker|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|ginger|wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|ginger|wine hutchisons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|wine stones|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|with turmeric|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|zingers blood orange in tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginger|zingers danjoy pear in tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbeard|preserves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbeards|preserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbeards|preserved|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbeards|preserves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbeards|preserves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=502
W|gingerbeards|preserves beetroot horseradish relish|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbeards|preserves mango chutney|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbon|ginger sweets bag extra strong 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gingerbon|ginger sweets bag regular 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gingerbon|regular 20g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerborn|extra 20g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerbreads|beresteyskiy pekar zarnitsa glazed 360g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerlemon|gummies share size 113g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingerrr|romantic 03|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingery|lime big tree|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingeryuzu|gingeryuzu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|gingeur|contre de gingembre edition noel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|bow bobbins pack of 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|bunny bag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|floral ruffle duvet set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|hair bow|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gingham|paper dinner plate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|picnic tie headband|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|toffee mitre edge table napkin 4pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingham|toffee table napkin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginginha|de marvao botica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginginha|de marvao botica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=526
W|ginginha|portuguesa neto costa c fruto 20o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingisol|oldat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingisol|plusz foginyecsetelo oldat interherb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingivaction|85g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingko|biloba forte 120mg magnezium jutavit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingko|biloba terra verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingko|floral cushion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingko|vase s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|alsace gewurtztraminer|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|cremant dalsace extra brut|fr|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|ginglinger|ggg folies|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|oui dry pinot blanc auxerrois nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ginglinger|paul pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|paul pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|paul pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|paul pinot noir les rocailles|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|paul pinot noir les rocailles|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglinger|pinot gris les prelats|??|w|pinot gris|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ginglinger|pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginglingerfix|cremant dalsace brut|fr|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ginglingerfix|cremant dalsace brut|fr|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|brut
X
W|ginglingerfix|cremant dalsace extra brut|fr|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|ginglingerfix|riesling goldert alsace grand cru|fr|w|riesling|??|??|2021|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gingo|biloba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingo|biloba health trade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingrass|smoked salmon 4oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingrass|smoked steelhead 34 side|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gingrass|smoked steelhead 8oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|gini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico superiore contrada salvarenza vecchie vigne|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|6 pvc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|amarone scajari ris|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|bianco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gini|bitter lemon tonic quinine 112 fl oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|boite|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|camillo|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|campo alle more|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|campo alle more pinot nero 2020bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gini|col foscarin recioto di soave|??|d|??|??|??|2016|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gini|contrada salvarenza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza soave|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contrada salvarenza soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|contranda salvarenza soave classico doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|garganega soave|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gini|la frosca|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca di soave classico doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca soave|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|la frosca soave classico veneto italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|le mattoline valpolicella superiore doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|maciete fume veneto sauvignon bio|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|metodo classico camillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|monte serea amarone della valpolicella docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|recioto di soave classico col foscarin|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gini|renobilis|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|scajari amarone riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|scajari amarone riserva|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|scajari le mattoline|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|scajari scajari riserva|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gini|sloe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gini|soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gini|soave classico veneto italy|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=611
W|gini|soave classico|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=611
W|gini|soave classico contrada salvarenza vecchie vigne|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico doc bio|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico doc bio|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico doc bio|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico doc bio|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|gini|soave classico doc la frosca|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico doc la frosca|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico doc la frosca bio|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico la frosca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico la frosca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=622
W|gini|soave classico la frosca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=622
W|gini|soave classico la frosca|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico salvarenza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave classico veneto italy case|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|soave la frosca|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gini|sorai bianco verona|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|ginial|ginial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginial|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ginibo5076|gini boucles grenat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginicollk3051|gini k diopside|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginifer|original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginisa|mix 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginisa|mix 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginisa|mix 40g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginisa|mix 7g x 16s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginish|ginish|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giniu|517|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giniu|silvio carta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginius|ginius|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|ginja|albergaria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|albergaria com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|albergaria s fruto litro 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|albergaria sem fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|albergaria sf box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|baia 16o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|com elas albergaria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|com fruto espinheira|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de alcobaca santa maria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos box dom pimpas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos c fruto mariquinhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos extra com fruta vila das rainhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos mariquinhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos mariquinhas limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos mariquinhas limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=659
W|ginja|de obidos oppidum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos oppidum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=661
W|ginja|de obidos oppidum bag in tube 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos oppidum com elas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos oppidum com elas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|ginja|de obidos oppidum miniatura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos s fruto mariquinhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|de obidos vila das rainhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|do bairro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|dobidos mariquinhas com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|dobidos mariquinhas sem fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|dobidos mariquinhas sem fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|ginja|dobidos oppidum com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|dobidos oppidum with fruit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|dobidos vila rainha cfruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|dobidos viladasrainhas extra cf|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|don pablo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|espinheira|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|espinheira|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=678
W|ginja|espinheira com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|espinheira com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
W|ginja|espinheira lisboa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|espinheira lisboa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=682
W|ginja|espinheira s fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|espinheira sem fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|jule kirsebrlikr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|kirsebr likr 15 alk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|kirsebr likr sequeirinha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|lemos figueiredo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|lemos figueiredo miniatura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|m s r david pintoalcobaca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|m s r david pintoalcobaca conjunto com 2 calices|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|m s r david pintoalcobaca miniatura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|ginja|mariquinhas reserve|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas blended reserva|??|r|??|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas c fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas com fruto obidos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas especial gourmet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas gourmet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|mariquinhas select harvest|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|milbar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|msr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|msr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|ginja|msr 2 calices|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|ninja|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|ninja natural orange wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|ninja orange wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|ninja orange wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=710
W|ginja|ninja orange wine 12 abv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|obidos oppidum box tubo 19o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|obidos ti ginja liquor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|olaias|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|oppidum com elas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|oppidum sem elas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|oppidum sem fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|portugueza sfruto lt 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|requinte sf litro 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|rossio com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|santo antonio com fruto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|serra da estrela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginja|serra da estrela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|ginja|serra da estrela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|ginja|serra da estrela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
