W|stag's leap|wine cellars cask 23 cabernet sauvignon 2016|gb|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap aveta 2024 napa valley sauvignon blanc|us|w|sauvignon blanc wine|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco|=447
X
W|stag's leap|artemis napa valley cabernet sauvignon|us|r|cabernet sauvignon, malbec, merlot|napa valley|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|artemis napa valley cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stag's leap|artemis merlot|us|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|artemis cabernet sauvignon vintage|us|r|cabernet sauvignon|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag|s leap artemis cabernet sauvignon napa valley|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag|s leap artemis cabernet sauvignon napa valley|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=455
W|stags|leap artemis cabernet sauvignon|us|r|cabernet sauvignon|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|artemis cabernet sauvignon 2021 22|us|r|cabernet sauvignon|napa|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap artemis cabernet sauvignon 2021|us|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|artemis cabernet sauvignon 2021|us|r|cabernet sauvignon|napa valley|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|artemis cabernet sauvignon 2021|us|r|cabernet sauvignon|napa valley|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=460
W|stag's leap|artemis cabernet sauvignon 2021|us|r|cabernet sauvignon|napa valley|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=460
W|stag's leap|'artemis' cabernet sauvignon 2021|gb|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|'artemis' cabernet sauvignon 2021|gb|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco|=463
W|stag's leap|'artemis' cabernet sauvignon 2021|gb|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco|=463
W|stag|s leap artemis cabernet sauvignon 2020|gr|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|artemis cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap artemis cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap artemis cabernet sauvignon|us|r|cabernet sauvignon|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=457
W|stags|leap artemis cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=468
W|stag|s leap artemis cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap artemis cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=468
W|stag's leap|artemis cabernet sauvignon|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|artemis cabernet sauvignon|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=473
W|stags|leap artemis cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=468
W|stag's leap|artemis cabernet sauvignon|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=473
W|stag's leap|artemis cabernet 2021|us|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|'artemis' cabernet 2021|us|r|cabernet sauvignon|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
W|stags|leap artemis 22 2022|us|r|cabernet sauvignon, malbec, merlot|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap artemis 21 2021|us|r|cabernet sauvignon, malbec, merlot|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stag's leap|artemis 2017|us|r|cabernet sauvignon|california|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stag's leap|artemis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon 2016|us|r|cabernet sauvignon|california|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap 2010 cabernet sauvignon sld robert sinskey vineyards napa valley|us|r|??|napa valley|??|2010|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon fay 2003|us|r|cabernet sauvignon|california|??|2003|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon fay 2001|us|r|cabernet sauvignon|california|??|2001|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon artemis 2001|us|r|cabernet sauvignon|california|??|2001|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon fay 1996|us|r|cabernet sauvignon|california|??|1996|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon slv 1995|us|r|cabernet sauvignon|california|??|1995|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon slv 1994|us|r|cabernet sauvignon|california|??|1994|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa cabernet sauvignon 1985|us|r|cabernet sauvignon|california|??|1985|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
S
S
S
W|stagnum|rose 2023|hr|p|??|??|??|2023|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagmanskop|vineyard chenin '24|za|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
X
W|staglin|staglin family vineyard estate chardonnay napa valley|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|staglin family vineyard estate cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|salus rutherford cab sauv 2019 c12|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|salus rutherford|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|salus chardonnay napa valley|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|salus chardonnay '23|us|w|chardonnay|napa valley|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|salus chardonnay 2017|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|salus chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|salus chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=511
W|staglin|salus chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=511
W|staglin|salus cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|'salus' cabernet sauvignon 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|'salus' cabernet sauvignon 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=515
W|staglin|salus cabernet sauvignon 2015|us|r|cabernet sauvignon|california|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|salus cabernet sauvignon 2012|us|r|cabernet sauvignon|california|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|salus cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|'salus' cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|salus cabernet 22|us|r|cabernet sauvignon|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|salus benchlands chardonnay 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|salus benchlands cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|rutherford napa valley|us|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|staglin|rutherford estate chardonnay 2021|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|rutherford chardonnay 2022|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|rutherford booth bella oaks cabernet sauvignon 2012|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|resa sonoma valley grenache 2019|us|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyards salus cabernet sauvignon 2019|gb|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyards estate cabernet sauvignon x 2017|gb|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyards estate cabernet sauvignon 2021|gb|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyards cabernet sauvignon|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard vineyard salus chardonnay 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard stagliano sangiovese|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard salus estate chardonnay 2016|us|w|chardonnay|california|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard salus estate chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard 'salus' estate cabernet sauvignon 2019|us|r|??|california|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard salus cabernet sauvignon 2022|us|r|??|california|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard salus cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard rutherford chardonnay 2019|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard napa valley cabernet sauvignon 1999|us|r|cabernet sauvignon|california|??|1999|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate salus chardonnay 2021 750|us|w|chardonnay|california|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard estate chardonnay rutherford usa 2021|us|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard estate chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard estate cabernet sauvignon rutherford napa 2014|us|r|cabernet sauvignon|california|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon 2021|us|r|??|california|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon 2018|us|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon 2016|us|r|??|california|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon 2002|us|r|cabernet sauvignon|california|??|2002|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family vineyard estate cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=552
X
W|staglin|family vineyard estate cabernet sauvignon 2016|us|r|??|california|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco|=550
W|staglin|family vineyard chardonnay 'salus'|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard chardonnay 2020|us|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family vineyard cabernet sauvignon 1999|us|r|cabernet sauvignon|california|??|1999|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard cabernet 21|us|r|cabernet sauvignon|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family vineyard salus cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=540
W|staglin|family vineyard 2013 estate cabernet sauvignon|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family sangiovese stagliano 2013|us|r|sangiovese|california|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family sangiovese stagliano 2010|us|r|sangiovese|california|??|2010|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family sangiovese stagliano 2007|us|r|??|domestic wines|??|2007|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family salus estate cabernet sauvignon rutherford|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family rutherford cabernet sauvignon 2007|us|r|cabernet sauvignon|california|??|2007|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family resa pinot noir '21|us|r|pinot noir|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family resa grenache '21|us|r|grenache|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family ineo 2007|us|r|cabernet sauvignon|california|??|2007|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family estate salus cabernet sauvignon 2013|gb|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family estate chardonnay '23|us|w|chardonnay|napa valley|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family estate chardonnay 2016|gb|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family estate cabernet sauvignon 2021|us|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=574
S
X
X
W|staglin|family chardonnay napa valley 2022|us|w|chardonnay|california|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|family cabernet sauvignon sal|us|r|cabernet sauvignon|california|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon sal|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon premiere napa valley rutherford lot 87|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate rutherford 2020|us|r|cabernet sauvignon|california|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate rutherford 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate rutherford 2017|us|r|cabernet sauvignon|california|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate rutherford 2011|us|r|cabernet sauvignon|california|??|2011|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate 2011|us|r|cabernet sauvignon|california|??|2011|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate 2009|us|r|cabernet sauvignon|california|??|2009|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon estate 2003|us|r|??|domestic wines|??|2003|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 30th anniversary selection 2012|us|r|cabernet sauvignon|california|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 2013|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 2012|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 2010|us|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 2006|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 2005|it|r|??|italy|??|2005|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 2005|it|r|??|italy|??|2005|13.5|??|medio|carne vermelha, massas, queijos|seco|=595
W|staglin|family cabernet sauvignon 1996|us|r|??|california varietal cabernet sauvignon|??|1996|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon 1994|us|r|??|california varietal cabernet sauvignon|??|1994|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|family cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
W|staglin|estate rutherford cab sauv 2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|estate rutherford|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|staglin|estate chardonnay 19|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|estate chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|estate cabernet sauvignon 2020|us|r|cabernet sauvignon|california|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|estate cabernet sauvignon 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|estate cabernet sauvignon 2016|us|r|cabernet sauvignon|california|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|estate cabernet sauvignon 2016|us|r|cabernet sauvignon|california|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=610
W|staglin|estate cabernet sauvignon 2014|us|r|cabernet sauvignon|california|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|estate cabernet sauvignon 2014|us|r|cabernet sauvignon|california|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=612
W|staglin|estate cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|estate cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=614
W|staglin|estate cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=614
W|staglin|estate cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=614
X
W|staglin|chardonnay napa valley|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|chardonnay 'estate' napa valley 2016|us|w|chardonnay|napa valley|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|chardonnay 2015|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|staglin|cabernet sauvignon 'salus' napa valley 2018|us|r|cabernet sauvignon|napa valley|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'salus' napa valley 2014|us|r|cabernet franc, cabernet sauvignon|napa valley|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon salus booth bella oaks 2014|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon salus|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon sal|us|r|??|california|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2018|us|r|cabernet sauvignon|rutherford|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2014|us|r|cabernet sauvignon|napa valley|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2013|us|r|cabernet sauvignon|napa valley|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2012|us|r|cabernet sauvignon|napa valley|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2010|us|r|cabernet sauvignon|napa valley|??|2010|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2009|us|r|cabernet sauvignon|napa valley|??|2009|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'estate' napa valley 2008|us|r|cabernet sauvignon|napa valley|??|2008|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 'booth bella oaks' napa valley 2013|us|r|cabernet franc, cabernet sauvignon, petit verdot|napa valley|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 2016|us|r|cabernet sauvignon|california|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 2015|us|r|??|california|??|2015|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 2014|us|r|cabernet sauvignon|california|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 2013|us|r|cabernet sauvignon|california|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon 2007 25th anniversary selection|??|r|??|??|??|2007|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
W|staglin|booth bella oaks cabernet sauvignon|us|r|??|california|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staglin|napa rutherford cabernet sauvignon 1994|us|r|cabernet sauvignon|california|??|1994|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stagioni|del vino montepulciano d abruzzo doc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiare|wines santa cruz mountains red wine 'scales and arpeggios' 2022|us|r|??|california|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiare|wines mendocino county white wine 'thirst trap' 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiare|rituals on repeat pinot noir santa cruz mountains 2022|us|r|pinot noir|santa cruz mountains|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wines still life with hillside dl|us|r|??|california|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|wines it's your birthday dl|us|r|??|california|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|wines in love with a memory dl|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|wine your touch and the breeze 2023|us|r|pinot noir|california|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine this slant of light chardonnay 2023|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|wine sunset in undertow 2022|us|r|pinot noir|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine sunrise in afterglow 2022|us|r|pinot noir|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine 'sultana of swat' 2023|us|r|carignan|california|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|wine still life with hillside 2022|us|r|zinfandel|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine shadows on a hill chardonnay 2023|us|w|pinot noir|california|??|2023|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
W|stagiaire|wine relief in ambiguity pinot noir 2024|us|r|pinot noir|california|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine plastic stars & paper moons 2020|jp|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|wine plastic stars and paper moons 2022|us|w|viognier|california|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|wine let's get fizzical nv|us|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagiaire|wine let's get fizzical 2022|us|w|pinot noir|california|??|2022|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
W|stagiaire|wine 'let's get fizzical' 2022|us|s|??|california|??|2022|12|??|leve|aperitivos, ostras, canapes|brut
W|stagiaire|wine it's your birthday 2022 2023|us|r|zinfandel|california|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine eternal return pinot noir 2023|us|r|pinot noir|california|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine dust in the tides 2023|us|r|pinot noir|california|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine dreams on layaway 2020|us|p|??|??|??|2020|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagiaire|wine 'don't tell mom' 2024|us|r|??|california|??|2024|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|wine consistency in chaos 2023|us|r|syrah|california|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|wine cheeky biso|us|r|merlot|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|thirst trap 2023|us|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|'thirst trap' 2022|us|w|sauvignon blanc|california|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stagiaire|thirst trap 2022|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|'sunrise in afterglow' 2022|us|r|syrah|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|sunrise in afterglow 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
