W|glengoyne|cask strength batch 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|201996|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|33 ans signatory vintage 30th anniversary|??|r|??|??|??|1984|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|8 year old house of mccallum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|cadenhead 12yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|cadenhead 12yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=458
W|glenlossie|cadenhead 12yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=458
W|glenlossie|fassdeckel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|flora and fauna 10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|flora and fauna series 10 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|signatory 12 years old single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|signatory 198433yo 30th anniversary 567 2 glasses|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenlossie|signatory 198433yo 30th anniversary 567 2 glasses|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=465
W|glenmaggie|bazz shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmaggie|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmaggie|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|glenmaggie|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmaggie|sparkling cabernet|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|glenmoangie|lasanta 07|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmoragie|triple cask reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmoraingie|original 10 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorange|18 yrs extremely rare|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorange|lasanta 12 yrs sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorange|x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|glenmorangie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|glenmorangie|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|glenmorangie|10 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=498
W|glenmorangie|10 ani 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=501
W|glenmorangie|10 anos 43 rotulo antigo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 anos gb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 anos gb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|glenmorangie|10 anos original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 anos the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 ar gamle tapning til samlere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 ears ld|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=510
W|glenmorangie|10 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=512
W|glenmorangie|10 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=512
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|glenmorangie|10 year old 150 anniversary 1843 edition in presentation tin|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old bot 1990s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old bot gift tin|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old cellar 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old cellar 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=529
W|glenmorangie|10 year old hand signed handcrafted by the sixteen men of tain in presentation tin bag and leaflet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old handcrafts of scotland 1980s tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old handcrafts of scotland 1990s tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old miniature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old old bottling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old old bottling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=535
W|glenmorangie|10 year old older bottling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old older bottling with tin box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=539
W|glenmorangie|10 year old original single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old sixteen men of tain 1980s bottling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 year old the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|glenmorangie|10 year the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=546
W|glenmorangie|10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=546
W|glenmorangie|10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=546
W|glenmorangie|10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=546
W|glenmorangie|10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=546
W|glenmorangie|10 years craftsmans cup|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=553
W|glenmorangie|10 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=553
W|glenmorangie|10 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=553
W|glenmorangie|10 years old 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years old american white oak casks 40|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|glenmorangie|10 years old 15 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 years the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=562
W|glenmorangie|10 years the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=562
W|glenmorangie|10 years the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=562
W|glenmorangie|10 ygb 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=567
W|glenmorangie|10 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=567
W|glenmorangie|10 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=567
W|glenmorangie|10 yo 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yo giraffe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=574
W|glenmorangie|10 yrs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10 yrs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=576
W|glenmorangie|10ans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10y single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10y the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10year original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|glenmorangie|10yo cask only used twice glasspack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo gift|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo glasspack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo original single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo the original single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yo the original single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|glenmorangie|10yo the original single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|glenmorangie|10yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=599
W|glenmorangie|10yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=599
W|glenmorangie|10yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=599
W|glenmorangie|10yr old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yr old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|glenmorangie|10yr old 1ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yrs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|10yrs the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|glenmorangie|12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|glenmorangie|12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|glenmorangie|12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|glenmorangie|12 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=613
W|glenmorangie|12 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=615
W|glenmorangie|12 anos 070|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 anos lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 anos nectar dor antiga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 anos the accord|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 anos the lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 ans nectar dor 46 highlands|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 eves the accord 43 diszdobozban|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 la santa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 lasanta 43|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 the accord|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 the lasanta sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|glenmorangie|12 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|glenmorangie|12 year old 175|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
X
W|glenmorangie|12 year old lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=641
W|glenmorangie|12 year old lasanta 3rd edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old lasanta extra matured in sherry casks|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 year old lasanta sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 year old lighthouse limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old malaga cask finish|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old millennium malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old miniature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old nectar dor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old nectar dor old packaging|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old nectar dor sauturnes cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 year old palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=654
W|glenmorangie|12 year old palo cortado finish|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 year old quinta ruban|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old quinta ruban 2nd edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old quinta ruban 3rd edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old quinta ruban old version|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 year old the accord|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old the accord|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|glenmorangie|12 year old the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 year old the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|glenmorangie|12 year the lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=667
S
W|glenmorangie|12 years geschenkverpakking|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|glenmorangie|12 years lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|glenmorangie|12 years lasanta sherry cask finish|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 years old 20102022 palo cortado cask 46|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 years old amontillado sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 years old lasanta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years old quinta ruban|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years old the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years old the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|glenmorangie|12 years old the original con estuche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years old the original sin estuche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenmorangie|12 years palo cortado finish|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 years palo cortado finish 46|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 years sherry cask finish the lasanta|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenmorangie|12 years the accord|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
