W|do|porto ceremony ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|chileno santa ema 4 blocks|chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno santa carolina|carmenere|cl|r|carmenere|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno santa carolina malbec|malbec|cl|r|malbec|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno santa carolina frizzante|rose|cl|s|chardonnay, pinot noir|valle central|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|chileno santa carolina frizzante|branco|cl|s|chardonnay, pinot noir|valle central|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|chileno santa carolina el pacto romano|romano|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno santa carolina el pacto chardonnay|chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno santa carolina el pacto|blend|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno santa carolina el pacto|blend|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=454
W|chileno santa carolina chardonnay|chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno santa carolina carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno santa carolina cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno santa alegra sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno san jose de apalta viognier late harvest|harvest|cl|w|viognier|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno san jose de apalta viognier late harvest|harvest|cl|w|viognier|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=460
W|chileno|rose suave reservado valle central|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|demi-sec
W|chileno|rose pinot noir bicicleta|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno|rose pinot noir bicicleta|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=463
W|chileno|rose almare cabernet sauvignon|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno|rose almare cabernet sauvignon|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=465
W|chileno|rose adobe reserva emiliana|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|chileno reservado|branco sweet white suave|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|demi-sec
W|chileno|sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno|santa carolina sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno|misto valsierra leve 3 pague 2 kit pronto|cl|r|??|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno|carmenere valsierra leve 3 pague 2 kit pronto|cl|r|carmenere|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno ravanal bodeguero de placilla carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno punti ferrer chardonnay|chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno perez cruz|tinto|cl|r|??|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno paso grande sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|chileno pangal sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno pacifico sur carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno montgras|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno montes cabernet sauvignon|classic reserva tinto|cl|r|cabernet sauvignon|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno montes alpha carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno montes alpha cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno monte infinitus sweet|rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno monte infinitus cabernet carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno montanero|white blend|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno montanero sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno montanero malbec|malbec|cl|r|malbec|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno metropolitano red|blend seco|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno metropolitano chardonnay seco|seco|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno metropolitano carmenere|tinto seco|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno metropolitano cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno marchile cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno macool reservado|rose|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|chileno macool reservado merlot|merlot|cl|r|merlot|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno los coches|rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno los coches carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno los coches cabernet sauvignon|tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno la junta santa lucia|rose rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno la junta momentos|sauvignon blanc branco|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno kasta icono cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno gato negro pinot noir|noir|cl|r|pinot noir|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno gato negro merlot|merlot|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno gato negro merlot|merlot|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=502
W|chileno gato negro carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno garra de|chardonnay balduzzi|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno g7 varietal sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno foye|sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno foye chardonnay seco|branco|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno|fino tinto seco pinot noir|cl|f|palomino|valle central|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|chileno|fino tinto seco malbec pailimo|cl|f|palomino|valle central|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|chileno|fino branco suave blend late harvest|cl|f|palomino|valle central|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|chileno felix santa ema|ema|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno emiliana syrah|tinto reserva organico|cl|r|syrah|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno emiliana carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno emiliana cabernet sauvignon|tinto reserva organico|cl|r|cabernet sauvignon|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno emiliana adobe syrah|tinto|cl|r|syrah|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno el raco|rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno diablo deep carmenere|valle del rapel tinto meio seco|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno dalbosco|classico carmenere 2013|cl|r|carmenere|valle central|??|2013|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cultura vini syrah|syrah|cl|r|syrah|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cremaschi furlotti|sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno cremaschi furlotti carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cono sur bicicleta pinot noir|rose|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno cono sur bicicleta pinot noir|noir|cl|r|pinot noir|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cono sur bicicleta cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno chilano sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno chilano carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno chilano cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno catalina santa ema|tinto|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno casillero del diablo sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=530
W|chileno casillero del diablo|rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno casillero del diablo|privada tinto|cl|r|??|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo red|blend|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo red belight meio seco|tinto|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo pedro jimenez|jimenez|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo merlot|tinto|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo merlot|merlot|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo merlot|merlot|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=538
W|chileno casillero del diablo malbec|malbec|cl|r|malbec|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo malbec|malbec|cl|r|malbec|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=540
W|chileno casillero del diablo devils carnaval fabulous red|red|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo chardonnay|chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno casillero del diablo carnaval sauvignon|sauvignon|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo carnaval red|red|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo carmenere|carmenere|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casillero del diablo cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=548
W|chileno casillero del diablo cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=548
W|chileno casillero del diablo cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=548
W|chileno casillero del diablo cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=548
W|chileno casillero del diablo belight sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno casas del toqui carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casas del toqui cabernet sauvignon|tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casas del maipo sauvignon blanc|branco|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno casas del maipo merlot|tinto|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casas del maipo carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casas del maipo cabernet sauvignon|tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno casa valduga origem sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno casa valduga origem|rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno casa valduga origem chardonnay|branco|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno casa libre siete perros pais|pais|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno carta vieja merlot|rose|cl|p|merlot|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno carmenere select terroir|santa ema|cl|r|carmenere|valle central|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chileno camino del|chile cabernet sauvignon tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno camino de|chile syrah rose|cl|p|syrah|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno camino de|chile pink moscato|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chileno camino de|chile merlot|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno camino de|chile carmenere tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cacique maravilla naranja|naranja|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cabernet sauvignon|vinedo chadwick tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cabernet sauvignon|tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cabernet sauvignon|classic santa ema tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno cabernet sauvignon block 44 balduzzi|tinto seco|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno|branco seco reserva casillero del diablo chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno|branco sauvignon blanc sweet wine vuelo|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno|branco reservado ice santa carolina|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chileno|branco chardonnay cono sur bicicleta|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno black bird sauvignon blanc|blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno black bird carmenere|tinto|cl|r|carmenere|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno black bird cabernet sauvignon|tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno baron philippe|rose|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|chileno baron philippe cabernet sauvignon|tinto|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno almaule balduzzi|tinto|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno 7 colores|tinto cabernet sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno 7 colores cortejo|rose|pt|p|??|tejo|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|chileno 3 medallas sauvignon blanc seco|seco|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chileno 3 medallas merlot|tinto seco|cl|r|merlot|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno 3 medallas cabernet sauvignon|sauvignon|cl|r|cabernet sauvignon|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chileno|1969 sauvignon blanc|cl|w|sauvignon blanc|valle central|??|1969|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chilano syrah|tinto|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=593
W|chilano syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=593
W|chilano sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chilano sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=596
W|chilano sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=596
W|chilano sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=596
W|chilano sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=596
W|chilano|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chilano|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=601
W|chilano|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=601
W|chilano|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=601
W|chilano red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=605
W|chilano pink moscato|moscato|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chilano moscato pink|pink|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chilano moscato|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chilano moscato|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=609
W|chilano moscato|moscato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano moscato|moscato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=611
W|chilano merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=613
W|chilano merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=613
W|chilano merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=613
W|chilano merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=613
W|chilano chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chilano chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=618
W|chilano carmenere|tinto|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano carmenere|tinto|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=620
W|chilano carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=622
W|chilano carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=622
W|chilano carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=622
W|chilano cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chilano cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=626
W|chilano cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=626
W|chianti|ruffino docg|it|f|palomino|toscana|chianti|NV|15|DOCG|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|chianti|ruffino docg|it|f|palomino|toscana|chianti|NV|15|DOCG|encorpado|quesos azuis, chocolate amargo, castanhas|seco|=629
W|chianti|ruffino docg|it|f|palomino|toscana|chianti|NV|15|DOCG|encorpado|quesos azuis, chocolate amargo, castanhas|seco|=629
W|chianti|ruffino|it|f|palomino|toscana|chianti|NV|15|DOCG|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|chianti|riserva oro dei sani docg|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|chianti|docg riserva del sole 2017|it|r|??|toscana|chianti|2017|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|chianti|classico san fabiano docg|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|chianti|classico riserva docg la selvanella|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|chianti|classico castello di brolio gran selezione 2020|it|r|??|toscana|chianti|2020|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|chianti|arbos docg|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|chi sta ema gres merlot tto|tto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cheval noir|bordeaux|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateu|saint roch cotes du rhone rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau ste michelle chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chateau ste michelle cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau|saint louis la perdrix|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau|saint christophe medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau redon|bordeaux 750ml|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau redon|bordeaux|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau pierrefitte lalandedepomerol|lalandedepomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau petr|petr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
