W|hakkaisan|seishu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halawi|simples istambul 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbe|flasche champagner haton et filles cadence brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|chateau climens|halbe flasche cru classe|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau de fargues|halbe flasche|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau de fargues|halbe flasche|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau dyquem|halbe flasche cru classe superieur|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau dyquem|halbe flasche cru classe superieur|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau suduiraut|halbe flasche cru classe|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau terre blanque|halbe flasche|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbe|flasche crozes hermitage les jalets maison paul jaboulet aine|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine schlumberger|halbe flasche gewurztraminer les princes abbes|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|domaine trimbach|halbe flasche gewurztraminer vendanges tardives|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halbe|flasche saintjoseph le grand pompee maison paul jaboulet aine|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halberth|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halberth|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halberth|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halberth|moscato giallo|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbrunder|conveggtor stein 2xl fur big green egg grill|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbrunder|conveggtor stone l fur big green egg l kaufen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbrunder|conveggtor stone m fur big green egg zubehor kaufen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbrunder|conveggtor stone xl fur big green egg xl zubehor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbstark|halbstark|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbstark|schwarzriesling weiburgunder|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halbsuer|granatapfelwein akoom|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbvollkorndinkellumache|500g bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbvollkorndinkeltagliatelle|500g bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halbzeit|aperomix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|halcon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|yorkville petit sirah terra|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|elevacion syrah mendocino california|us|r|syrah|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|esquisto gsm mendocino california|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|estate alturas syrah|??|r|syrah|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|estate syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|estate syrah yorkville highlands|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|estate syrah yorkville highlands|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=512
W|halcon|estate syrah yorkville highlands|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=512
W|halcon|estate white yorkville highlands|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halcon|mourvedre mendocino california|us|r|mourvedre|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|navideno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcon|vineyards tierra petite sirah yorkville highlands|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcones|navidenos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days chenin blanc petillant naturel|??|w|chenin blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halcyon|days chenin blanc petillant naturel|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halcyon|days chenin blanc petnat|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halcyon|days gris noir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days gris noir hawkes bay mag|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days halcyon|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days halcyon sauvignon blanc hawkes bay new zealand|nz|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halcyon|days kaatare|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days kotare|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days luz|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days luz syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days luz syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days musque chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halcyon|days nero davola unico zelo 14|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days ruth|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days sangiovese rose petillant naturel|??|p|sangiovese|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|halcyon|days vermillion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halcyon|days vermillion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|halde|140 075|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halde|14 075|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halde|14 075|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halde|chur pinot noir reserve|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halde|chur pinot noir reserve|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=541
W|halde|pinot noir reserve chur aoc 14 vol|??|r|pinot noir|??|??|2021|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|halde|pinot noir reserve chur aoc graubunden cottinelli|??|r|pinot noir|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|haldengut|hell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldengut|hell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=545
W|haldengut|hell tank 20 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldenkrone|haldenkrone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldenkrone|david tank 20 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldenkrone|premium f33|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldenkrone|tank 20 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldi|chandan face pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldi|lemon moringa 25g exaltetea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|badam halwa 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|biscotti 175g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|karachi halwa 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|mathari 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|nut roast chilli achari|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|panga tangy tomato 95 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|rasagula|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|sabudana mixture 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|soan papdi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldiram|teekha chevdo 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|jeera cookies 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|kaju cookies 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|motichoor ladoo 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur all in one 400 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur aloo bhujia sev 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur alu bhujia 220 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur alu bhujia 400 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur bhujia sev 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur bhujia sev 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur bhujia sev 350400 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur boondi 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur delicious joy 450 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur divine delight 950 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur festival treat 850 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur heavenly delight 14 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur khatta meetha 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur khatta meetha 400 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur lavish delight 1150 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur masala thepla 175g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur mixture 400 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur moong dal 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur moong dal 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur mung dal 400 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur panchratan mix 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur rasgulla tin 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur ratlami sev 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur royal celebration 1650 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur royal desire 19 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur royal heritage 2170 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur royal treasures kg|??|r|??|??|??|1935|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur salted fried peanuts 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur salted fried peanuts 200 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=594
W|haldirams|nagpur soan papdi 250 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|nagpur soan papdi 500 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|special suji rusk elaichi flavored sooji rusk 184g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldirams|suji rusk del184 g pouch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haldon|estate chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haldon|estate shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halen|mon gherkin relish|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halen|mon jin mor sir fonanglesey|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halen|mon large kilner jar 100g pure sea salt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halen|mon oak smoked water|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halen|mon pure white sea salt|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halen|mon pure white sea salt|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=606
W|halen|mon salted vanilla fudge 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halenberg|halenberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halenberg|halenberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=609
W|halenberg|gg 09|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halenberg|gg 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halenberg|gg 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halenberg|riesling auslese|??|d|riesling|??|??|2023|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|halenberg|riesling gg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halenberg|riesling gg|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halenberg|riesling gg|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halenberg|riesling gg|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=617
W|halenberg|riesling gg|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halenberg|riesling vdpgrosses gewachs|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halenberg|riesling vdpgrosses gewachs trocken|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halenberg|riesling vdpgrosses gewachs trocken|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=621
W|halenberg|spatlese 08|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|corker|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|corker black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|corker for corked bottles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|corker for screwcap bottles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|corker5 in 1 flaschenverschlu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wine club|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines glass|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines hat black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines hat blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines hat cream|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines hat green|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines hat red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haleys|wines tank top oatmeal w blue writing|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre akari shogun|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre alive jaws can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre benthic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre big hugs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre bodem|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre bodem|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=641
W|half|acre daisy cutter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre daisy cutter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|half|acre daisy cutter 192oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre daisy cutter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|half|acre daisy cutter can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre daisy cutter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|half|acre daisy cutter fifteen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre daisy cutter union|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre double daisy cutter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre double seasonal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre fader|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre gone away|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre green torch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre green torch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=655
W|half|acre grow greater|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre kolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre limited release|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre logue can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre orin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre pony pils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre pony pils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|half|acre reef knot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre seasonal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre slow melt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre slow melt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|half|acre special release|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre tome|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre way bird|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|acre way bird|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=670
W|half|acre way bird|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=670
W|half|arpea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|ata rangi crimson pinot noir martinborough new zealand|nz|r|pinot noir|wairarapa|martinborough|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bonein shropshire black ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bonein smoked wiltshire ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bonein wiltshire ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bonein york ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|boneless shropshire black ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|boneless smoked wiltshire ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|boneless st georges ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|boneless wiltshire ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|boneless york ham|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle 15yr old pedro ximenez williams and humbert jerez spain|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau suduiraut sauternes bordeaux france|chateau suduiraut sauternes bordeaux france|fr|d|??|bordeaux|sauternes|2011|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|bottle r lopez de heredia vina tondonia reserva|??|r|??|??|??|2012|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau bastorlamontagne sauternes bordeaux france|chateau bastorlamontagne sauternes bordeaux france|fr|d|??|bordeaux|sauternes|2016|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|chateau guiraud sauternes bordeaux france|chateau guiraud sauternes bordeaux france|fr|d|??|bordeaux|sauternes|2016|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|bottle magita cuvee tokaji late harvest beres tokaj hungary|hu|d|??|??|??|2016|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|bottle recioto della valpolicella docg classico capitel fontana tedeschi veneto italy|it|d|??|??|??|2019|10|docg|encorpado|sobremesas, queijos, frutas secas|doce
W|chateau saransotdupre listracmedoc bordeaux france|chateau saransotdupre listracmedoc bordeaux france|fr|r|??|bordeaux|medoc|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle crianza hacienda lopez de haro rioja spain|es|r|??|rioja|rioja|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle sweet agnes riesling seifried nelson new zealand|nz|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|chateau bastorlamontagne sauternes bordeaux france|les remparts de|fr|d|??|bordeaux|sauternes|2022|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|chateau pontet nivelle bordeaux france|chateau pontet nivelle bordeaux france|fr|r|??|bordeaux|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau cleray loire valley france|muscadet sevre et maine sur lie haute culture|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle 6pack bordeaux|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle badia a coltibuono cultusboni rs chianti classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle blackbird vineyards arise napa valley red|us|r|??|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle blackbird vineyards arise napa valley red|us|r|??|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|half|bottle bouchard le corton grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle brimoncourt brut regence champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|bottle brut champagne germar breton champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
S
W|domaine corinne perchaud|chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
