W|langhe|nebbiolo doc la spinetta rivetti|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rivetto|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo produttori del barbaresco cl75|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo produttori del barbaresco|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo principiano|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo prandi|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo magnum giovanni rosso|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la ca nova di rocca|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo francesco versi|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo enrico rivetto|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo domaine lapo berti|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo docrivettored wine|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo crissante alessandria|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo coppo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo colombo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo colombo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=414
W|langhe|nebbiolo chiara et giorgio boschis pira figli|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo castello di verduno|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina roccalini|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=326
W|langhe|nebbiolo cascina fontana|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=330
W|langhe|nebbiolo biologico|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola sottimano|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola brezza|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo 1 magnum trediberri|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo 0|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=425
W|langhe|nebbiolo tenuta rocca|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo spirito agricolo ballarin|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo roccheviberti|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rocche costamagna|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo produttori del barbaresco cl75|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo montegrilli 0|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo magnum|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lapo berti|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo domaine giuseppe mascarello|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo domaine francesco versio|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc prandi|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc bel colle|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc alberto ballarin|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo crissante alessandria|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo chiara et giorgio boschis pira figli|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cavallotto|es|s|nebbiolo|cava|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langhe|nebbiolo cavallotto|es|s|nebbiolo|cava|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|seco|=461
W|langhe|nebbiolo cantina darcy|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo brezza|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bio doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola mauro molino|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|langhe|nebbiolo renato cigliuti|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo montegrilli 0|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo malvira|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lapo berti|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la vedetta|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo fontanabianca|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo chiara et giorgio boschis pira figli|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina albano kologisk rdvin|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina albano|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina albano|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=484
W|langhe|nebbiolo carlo revello figli|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola sottimano|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo aurelio settimo langhe doc 075ltr|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=489
W|langhe|nebbiolo rizzi|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo parusso|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo nadia curto|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo morra gabriele|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lapo berti|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bajaj|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola sottimano|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=508
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=508
W|langhe|nebbiolo parusso|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo morra gabriele|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lapo berti|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo giuseppe rinaldi|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo gianfranco alessandria|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo gb burlotto|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo e pira e figli|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bartolo mascarello|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=519
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=519
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=519
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=519
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=519
W|langhe|nebbiolo giulia negri|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo fontanabianca|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=527
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=527
W|langhe|nebbiolo parusso|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo domaine giuseppe cortese|??|w|cortese|??|??|2017|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=532
W|langhe|nebbiolo ved 6 stk 16000 stk|??|r|nebbiolo|??|??|2016|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo parusso|??|r|nebbiolo|??|??|2016|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo marco parusso|??|r|nebbiolo|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola mauro molino|??|r|nebbiolo|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pio cesare|??|r|nebbiolo|??|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo parusso|??|r|nebbiolo|??|??|2013|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azienda agricola mauro molino|??|r|nebbiolo|??|??|2013|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo parusso|??|r|nebbiolo|??|??|2010|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2010|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2000|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo 1661 doc|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=546
W|langhe|nebbiola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebbio doc guido porro|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebbio doc massolino|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta vigna lirano blanc enrico rivetto|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc piemonte|it|r|??|piemonte|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc piemont franco conterno|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc la regina braida|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc del comune di novello nella cogli lattimo|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc del comune di novello nella cogli lattimo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc del comune di novello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc mauro marengo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta doc mauro marengo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=588
W|langhe|nascetta doc mauro marengo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=588
W|langhe|nascetta doc mauro marengo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=588
W|langhe|nascetta doc mauro marengo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=588
W|langhe|nascetta di novello doc anascetta elvio cogno 13426 z|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta di novello 0|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta di novello 0|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta del comune di novello doc cascina adelaide|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta del comune di novello|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta borea doc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta bianco|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta belcolle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta amphorae|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta franco conterno|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta diego conterno|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta diego conterno|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=604
W|langhe|nascetta|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nascetta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=607
W|langhe|nascetta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=607
W|langhe|nas cetta di novello elvio cogno|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nada fiorenzo|??|r|??|??|??|2004|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nada fiorenzo|??|r|??|??|??|2004|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=611
W|langhe|nada fiorenzo|??|r|??|??|??|2004|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=611
W|langhe|nabbiolo doc il crutin manzone|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|monpra rosso|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
