W|vino|rosado montgras pink sin|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|patricius tokaji furmint dry|??|w|furmint|??|??|NV|12|??|leve|peixes; saladas; massas leves|dry
W|vino|patria chica|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|patria|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternum rosso igt calabria iuzzolini|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|paternina reserva 1994|??|r|??|??|??|1994|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|paternina oro 2005|??|r|??|??|??|2005|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina monte haro blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina gran reserva 1973|??|r|??|??|??|1973|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda rosa 1988|??|r|??|??|??|1988|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda roja reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda oro crianza 1996|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda oro crianza 1992|??|r|??|??|??|1992|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda oro crianza 1989|??|r|??|??|??|1989|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda oro 2005|??|r|??|??|??|2005|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda oro 1995|??|r|??|??|??|1995|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul 1996|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul 1987|??|r|??|??|??|1987|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul 1986|??|r|??|??|??|1986|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul 1980|??|r|??|??|??|1980|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul 1970|??|r|??|??|??|1970|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paternina banda azul 1969|??|r|??|??|??|1969|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pater familiae icono red blend 14|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pater familiae heredium red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pater familiae filius red blend 14|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|patagonia sauvignon blanc|ar|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|patagonia chardonnay 750cc|ar|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|patagonia chardonnay|ar|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|patagonia carmenere 750cc|ar|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|patagonia carmenere|ar|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|patagonia cabernet sauvignon 750cc|ar|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|patagonia cabernet sauvignon 750cc|ar|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=532
W|vino|patagonia cabernet sauvignon|ar|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra verdejo|??|w|verdejo|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pata negra valdereserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra valdepreservado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra vald crianza vdf2 34x6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra toro tempranillo roble|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra toro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra toro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra tinto roble toro 34x6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra rueda verdejo bt187mlx24|??|w|verdejo|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pata negra roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=544
W|vino|pata negra rioja crianza|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra ribera crza bot187mlx24|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra reserva tempranillo|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra reserva 2007|??|r|??|??|??|2007|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=550
W|vino|pata negra oro rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|pata negra oro blanco bvf 34x6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra oro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra gran reserva 1997|??|r|??|??|??|1997|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra gran reserva 1995|??|r|??|??|??|1995|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra gran reserva 1992|??|r|??|??|??|1992|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra gran reserva 1983|??|r|??|??|??|1983|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=559
W|vino|pata negra ed espcial crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata negra crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pata en la raja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|passorosso etna doc rosso passopisciaro vini franchetti|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|passito suavis 2023 toscana bianco igt santa lucia|it|d|??|??|??|2023|12|igt|encorpado|sobremesas; queijos azuis|doce
W|vino|passito stretto di calabria cl 50|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito siciliano jaraya|??|d|??|sicilia|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito liquoroso moscato di samos vin doux 2023 samos wine|??|d|moscato|??|??|2023|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito liquoroso moscato di samos vin doux 2023 samos wine|??|d|moscato|??|??|2023|12|??|encorpado|sobremesas; queijos azuis|doce|=568
W|vino|passito liquoroso moscato di samos vin doux 2023 samos wine|??|d|moscato|??|??|2023|12|??|encorpado|sobremesas; queijos azuis|doce|=568
W|vino|passito liquoroso moscato di samos vin doux 2023 samos wine|??|d|moscato|??|??|2023|12|??|encorpado|sobremesas; queijos azuis|doce|=568
W|vino|passito liquoroso malvasia|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito liquore menhir martinez|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito liquore menhir martinez|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce|=573
W|vino|passito greco di bianco cl 50 cantina viglianti|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito emozioni di ghiaccio croci|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito emozioni di ghiaccio croci|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce|=576
W|vino|passito emozioni di ghiaccio croci|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce|=576
X
W|vino|passito diamante tasca dalmerita|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito diamante tasca dalmerita|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce|=580
W|vino|passito di arneis vdt|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito bianco di verdea 2023 solitaire|??|d|??|??|??|2023|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito bianco di verdea 2021 solitaire|??|d|??|??|??|2021|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito bianco di verdea 2018 solitaire|??|d|??|??|??|2018|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito aresco|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito arcass 0|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passito 2016 le margherite|??|d|??|??|??|2016|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|passiperduti sicilia doc bianco donnafugata|it|r|??|sicilia|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|passion de portugal rosado|pt|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|passio blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|passio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|passerina vigor umani ronchi 2024|??|w|passerina|??|??|2024|12|??|leve|peixes; saladas; massas leves|??
W|vino|passerina vigor umani ronchi 2024|??|w|passerina|??|??|2024|12|??|leve|peixes; saladas; massas leves|??|=593
W|vino|paso drake cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paso del sol cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paso a paso blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paso a paso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasito mi barrilito rivelino 10vol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasito mi barrilito rivelino 10vol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=599
W|vino|pasito adans 6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasion orange macabeo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasion de moscatel organic blc b3|??|r|moscatel|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasion de monastrell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasion de bobal organic b3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasion bobal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pascual toso reserva pack 2bt|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso reserva malbec botella|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=610
W|vino|pascual toso reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=610
W|vino|pascual toso reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=610
W|vino|pascual toso reserva cabernet sauvignon botella|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=615
W|vino|pascual toso reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=615
W|vino|pascual toso finca pedregal blend 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso finca pedregal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso estate sauvignon blanc x|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pascual toso estate malbec botella|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso estate malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso estate cabernet sauvignon x|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso alta syrah x|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso alta malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso alta malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=626
W|vino|pascual toso alta chardonnay x|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pascual toso 135 aniversario x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso 135 aniversario x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=629
W|vino|pascual toso 135 aniversario x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=629
W|vino|pascual toso 135 aniversario caja de lujo x 3 und|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso 135 aniversario barrancas blend estuche 3bt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascual toso 135 aniversario barrancas blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pascona classic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasaporte rosso borgona|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasaporte rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasaporte rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=637
W|vino|pasanau finca la planeta 2003|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasanau finca la planeta 2001|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasanau finca la planeta 1996|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pasanau crianza 1995|??|r|??|??|??|1995|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|particular old|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|particular blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|particular|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parrell joven novell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parotet vermell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parotet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parnas rosado 2001|??|p|??|??|??|2001|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|parnas 2000|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paris de nuit rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|paris de nuit ice rose demi sec|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|demi-sec
W|vino|paris de nuit ice blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paris de nuit brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|pargua blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pares balta radix syrah rose 2003|??|p|syrah|??|??|2003|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|pares balta mas pons 2004|??|r|??|??|??|2004|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parellada brisada blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pardono crianza 2000|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parcelles blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parcelles|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parcela 7|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parcela 5|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parcela 100|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paramo de casser reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|parajes del cabriel tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paraje lencia crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paraje la encina rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|paraje la encina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|parada de atauta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para sonreir|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para principiantes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para principiantes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=672
W|vino|para el|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para consagrar ucero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para consagrar ucero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=675
W|vino|para consagrar gonzalez byass|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para consagrar ecclesia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para consagrar ecclesia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=678
W|vino|para consagrar de cia mata anos 40|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|para consagrar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico villa tirrena igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico villa tirrena igp cl 150 astucciata|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico terre di ala igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico seiano rosso igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico seiano bianco igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico notturno dei calanchi igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico noe dop cl 75|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico falesia chardonnay igp cl 75|??|w|chardonnay|??|??|NV|12|igp|leve|peixes; saladas; massas leves|??
W|vino|paolo e noemia damico calanchi igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico atlante igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|paolo e noemia damico agylla grechetto igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|panzas slias blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|panxut|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pantaguel el jardin de los caprichos n 12 karim mussi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pansa blanca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pangea ventisquero syrah 750cc|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pandosia bianco calabria igp spadafora|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|pampas tinto patrimonial 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pampas de ica rosado seco patrimonial 125 de alcohol|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|pampas de ica rosado seco patrimonial 125 de alcohol|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=700
W|vino|pampas de ica blanco patrimonial 125 de alcohol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pampas de ica blanco patrimonial 125 de alcohol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=702
W|vino|palomo cojo blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palo santo sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|palo santo malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palo santo cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palo cortado seco leonor 12 anos|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|palo cortado harveys|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|palo alto reserva ii merlotshiraztempranilloviognier|??|r|viognier|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|palo alto reserva i cabernet sauvignoncarmenereshiraz|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|palmas solotredici 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palmas solopalmas 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palmas cabernet ris 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palmas cabernet lt 15|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palmas cabernet 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palm lescarelle rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|palazzone vignarco rosso igt cl 75|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|palazzone terre vineate doc cl 75|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|palazzone sangiovese igt cl 75|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|palazzone piviere igt cl 75|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|palazzone campo del guardiano doc cl 75|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|palazzone armaleo igt 75|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|palacio villachica vs blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio villachica crnz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio reserva especial 1935|??|r|??|??|??|1935|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|palacio del viso tempranillo igp tierra de castilla|es|r|tempranillo|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|palacio del viso seleccion especial igp tierra de castilla|es|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de vivero verdejo|??|w|verdejo|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|palacio de villachica crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de treto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de paramon tinto bt34|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de paramon rosado bt34|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|palacio de monsalud tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de leon 1983|??|r|??|??|??|1983|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de la vega reserva 1997|??|r|??|??|??|1997|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de arganza gran reserva 1967|??|r|??|??|??|1967|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de arganza 1979|??|r|??|??|??|1979|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de arganza 1970|??|r|??|??|??|1970|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|palacio de arganza 1958|??|r|??|??|??|1958|13.5|??|medio|carnes vermelhas; queijos curados|??
