W|griesel|bdb degorgement tardif blanc de blancs brut nature|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|grignolino|dasti perracchio wine|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti perracchio|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti perracchio wijn uit|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti poletto eugenio|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti rabezzana|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti rabezzana|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=458
W|grignolino|dasti rabezzana|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=458
W|grignolino|dasti rabezzana|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=458
W|grignolino|dasti robazzolo|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti robazzolo|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=462
W|grignolino|dasti robazzolo|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti ronco|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti ronco red wine|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti ronco rode wijn|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti ronco rott vin|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dasti sufragio doc stella|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dastitenuta dei re lt 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del bosco vigne vecchie azienda agricola accornero|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferato casalese doc|??|r|??|??|??|1985|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferato casalese doc|??|r|??|??|??|1990|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato tenuta migliavacca|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese bionuova cappelletta lt 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc|??|r|??|??|??|1977|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc auriel|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc tenuta migliavacca|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc tenuta migliavacca|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|grignolino|del monferrato casalese doc tenuta migliavacca|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|grignolino|del monferrato casalese doc tenuta migliavacca|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|grignolino|del monferrato casalese doc tenuta migliavacca|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|grignolino|del monferrato casalese doc bio 6 bottiglie|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc bio nuova cappelletta|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc bricco del bosco|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc bricco del bosco accornero|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc bricco del bosco accornero|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=493
W|grignolino|del monferrato casalese doc bricco del bosco accornero|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=493
W|grignolino|del monferrato casalese doc bricco del bosco accornero|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=493
W|grignolino|del monferrato casalese doc bricco del bosco accornero|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=493
W|grignolino|del monferrato casalese doc bricco del bosco vigne vecchie accornero|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc bricco del bosco vigne vecchie accornero|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=498
W|grignolino|del monferrato casalese doc bricco del bosco vigne vecchie accornero|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=498
W|grignolino|del monferrato casalese doc bricco del bosco vigne vecchie accornero|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=498
W|grignolino|del monferrato casalese doc bricco del bosco vigne vecchie accornero|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=498
W|grignolino|del monferrato casalese doc bricco mondalino gaudio bricco mondalino|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc g vicara wine outlet|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc g vicara wine outlet|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|grignolino|del monferrato casalese doc g vicara wine outlet|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|grignolino|del monferrato casalese doc g vicara wine outlet|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|grignolino|del monferrato casalese doc g vicara wine outlet|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|grignolino|del monferrato casalese doc g vicara|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc g vicara|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|grignolino|del monferrato casalese doc g vicara|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|grignolino|del monferrato casalese doc gaudio gaudio bricco mondalino|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc il ruvo castello gabiano|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc pryncipe|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc san bastiano castello di uviglie|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc san bastiano castello di uviglie|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|grignolino|del monferrato casalese doc san bastiano castello di uviglie|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|grignolino|del monferrato casalese doc san bastiano castello di uviglie|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|grignolino|del monferrato casalese doc san bastiano castello di uviglie|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese doc san bastiano castello di uviglie|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|grignolino|del monferrato casalese doc vigne vecchie bricco del bosco|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese docg|??|r|??|??|??|1978|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese docg|??|r|??|??|??|1979|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato casalese scamuzzi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato della valle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato della valle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grignolino|del monferrato della valle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grignolino|del monferrato della valle|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato doc|??|r|??|??|??|1979|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato docg|??|r|??|??|??|1981|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del monferrato op1 vinicea|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte costamagna|it|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte|it|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte|it|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte|it|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte|it|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte|it|r|??|??|??|1981|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte|it|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte cantine curti|it|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte giordano|it|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|del piemonte giordano|it|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|grignolino|del piemonte giordano|it|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|grignolino|della bussia|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|delle langhe docg|it|r|??|langhe|langhe|1983|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|deltetto|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|deltetto exclusieve wijn|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|deltetto exclusive wine|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|deltetto exklusivt vin|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|di frassinello francone|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|doc|??|r|??|??|??|1964|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|doc|??|r|??|??|??|1968|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|doc|??|r|??|??|??|1971|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|doc bio maggiora|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|dogliotti doc|??|r|??|??|??|1980|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|enrico serafino doc|??|f|??|??|??|1964|20|doc|encorpado|queijos, sobremesas, chocolate|doce
W|grignolino|ferruccio nicolello|??|r|??|??|??|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|fontanafredda|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|fontanafredda|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=558
W|grignolino|fontanafredda|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=558
W|grignolino|fontanafredda|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=558
W|grignolino|francone|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|fratelli|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|furnet il falchetto|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|g auriel|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|giovanni scanavino|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|heitz cellar|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|heitzkallaren|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|heitzkelder|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|la spinona|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|le chatelet|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|marchesi di barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|marquis de villadoria|??|r|??|??|??|1971|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|mauro osvaldo figli|??|r|??|??|??|1971|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|monferrato casalese gaudio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|nobile dell alta langa|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|piemonte|it|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|piemonte buon paggio|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|piemonte marchesi di barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|piemonte vigin|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|pinologna|??|r|??|??|??|1971|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|pio cesare doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|pio cesare doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|grignolino|pio cesare docg|??|r|??|??|??|1970|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|poderi luigi einaudi|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|poderi luigi einaudi|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|renato rabezzana doc|??|r|??|??|??|1971|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|spinoglio|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|tenuta|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|vicara casalese|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignolino|vicara casalese|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=590
W|grignolinogrignolino|dasti doc|??|r|??|??|??|2011|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grignosca|grignosca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotage|chocolate t1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotage|chocolate t2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotons|black pepper|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotons|nature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotons|parmesan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotons|parmesan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=598
W|grignotons|parmesan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=598
W|grignotons|poivre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grignotons|poivre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=601
W|grigo|pinot grigio brut 075 12 villa cornaro|??|s|pinot grigio|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grigole|emozioni danfora grigoletti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigolli|bruno trilogia rosso riserva trentino superiore doc|it|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grigorescu|dry muscat|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigorescu|feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigorescu|gewurztraminer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigorescu|pinot gris|??|w|pinot gris|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigorescu|pinot noir cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigorescu|roze|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigorescu|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigori|family reserve coonawarra cabernet|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigori|vintners cabernet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigori|vintners cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigori|vintners chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigori|vintners chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigori|vintners merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigori|vintners merlot|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigori|vintners sa chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigori|vintners sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grigoriadis|wines barbera|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigoriadis|wines refosco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigri|grigri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grigsby|chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grijer|grijer|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grijp|nooit meer mis en kies voor een abonnement op je favoriete wijn favorieten abonnementen er is keuze uit de villa blanche chardonnay en sauvignon blanc maar ontdek ook andere heerlijke|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grijs|marmeren pompadour schouw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grijze|duinen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grika|daniels|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grilaj|pentru gratar ecosmart cromat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grilaj|pentru gratar super cromat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grilajraft|frigider gn 11|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grilajraft|frigider gn 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griliazh|caramel 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|850 watt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|banana wsweet dipping 350g th|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|grill|bioceramic ckstgr4768053|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grill|brick 4x4x9 gb12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|chill mix 6pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|cuvee emilia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|de 355 cm de acero al carbono marca gibson home coleccion fireblue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|de contact dublupanini maker profesional|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|de contact panini toaster sandwich maker profesional|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|de contactpaninigrill toastersandwich maker electric|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grill|expert seasoning for fishseafood 30g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|expert seasoning shashlykbarbec30g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|fun playset|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|fuszerkeverek|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|fuszerkeverek 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|fuszerkeverek toldi fuszer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|geschenkset|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|grand master beef series 89 pax|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|grand master pork series 45 pax|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|gratar striat pentru cuptor cu carbuni pira model 70|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|gruner veltliner ried scheiben dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grill|handske lyst lder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|hot fuszerkeverek 200g szorodoboz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|house shiraz pinotage|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|house shiraz pinotage|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|house shiraz pinotage red wine|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|marinade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|marinade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|grill|marinade hr skov|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|marked ciabattas 40x120gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|master fan club malbec|??|r|malbec|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|master gourmet szosz ajandekcsomag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|masters mixed trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|mat para evitar limpieza parrillas y hornos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|medium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|panini antiadherente imaco ig2923|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|partner instant read thermometer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|grill|profesional de banc cu placa neteda electric 40x60cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grill|profesional de banc cu placa neteda gaz 4060cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
