W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|quintarelli veneto igt primofiore|it|r|??|??|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|quintarelli veneto igt rosso del bepi|it|r|??|??|??|2016|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|quintarelli veneto primofiore|it|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|quintarelli veneto rosso primofiore|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi akaji 5bts|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbaresco|it|r|??|barbaresco|barbaresco|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera d alba docg|??|r|barbera|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera d alba docg|??|r|barbera|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera d alba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera d alba docg|??|r|barbera|??|??|2023|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera d alba doc|??|r|barbera|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=417
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=417
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=417
W|giuseppe|rinaldi barbera dalba docg|??|r|barbera|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba docg|??|r|barbera|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=424
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=424
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=424
W|giuseppe|rinaldi barbera dalba docg|??|r|barbera|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=429
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=429
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=429
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=429
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=434
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=434
W|giuseppe|rinaldi barbera dalba 1|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba docg|??|r|barbera|??|??|2023|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba|??|r|barbera|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=439
W|giuseppe|rinaldi barbera dalba doc|??|r|barbera|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba doc|??|r|barbera|??|??|2018|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba doc|??|r|barbera|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba doc|??|r|barbera|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba doc|??|r|barbera|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba doc|??|r|barbera|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera dalba piedmont italy|it|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barbera db4alba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|1965|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=454
W|giuseppe|rinaldi barolo|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunata riserva|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|1991|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=461
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=463
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=463
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=466
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=466
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=474
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2014|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=477
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=477
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=480
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=480
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=480
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=405
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=405
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=405
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=405
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=488
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=488
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=488
W|giuseppe|rinaldi barolo brunate 6|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=494
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=494
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=494
W|giuseppe|rinaldi barolo brunate 6|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=499
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=499
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=499
W|giuseppe|rinaldi barolo brunate 1|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2010|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg 1|it|r|??|barolo|barolo|2010|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2011|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2013|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2015|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate docg|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=514
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=516
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=516
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=521
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste|it|r|??|barolo|barolo|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|1997|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|2004|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|2005|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg 1|it|r|??|barolo|barolo|2005|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|2006|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|2007|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|2008|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg|it|r|??|barolo|barolo|2009|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate le coste docg preorder|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunate|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|giuseppe|rinaldi barolo brunate riserva|it|r|??|barolo|barolo|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunatele coste|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo brunatele coste|it|r|??|barolo|barolo|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=543
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=543
W|giuseppe|rinaldi barolo bussia 1|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=547
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=547
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=547
W|giuseppe|rinaldi barolo bussia|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=547
W|giuseppe|rinaldi barolo cannubi|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=554
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=557
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzo ravera|it|r|??|barolo|barolo|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi san lorenzoravera|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubi slorenzo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubisan lorenzo|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubisan lorenzoravera docg|it|r|??|barolo|barolo|2005|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubisan lorenzoravera docg|it|r|??|barolo|barolo|2006|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubisan lorenzoravera docg|it|r|??|barolo|barolo|2007|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo cannubisan lorenzoravera docg|it|r|??|barolo|barolo|2008|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo dolcetto dalba|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi barolo dolcetto dalba|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi barolo dolcetto dalba|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi barolo le coste|it|r|??|barolo|barolo|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|giuseppe|rinaldi barolo tre tine docg mg|it|r|??|barolo|barolo|2010|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2011|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=581
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=581
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=581
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2012|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=586
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=586
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=586
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=586
W|giuseppe|rinaldi barolo tre tine docg mg|it|r|??|barolo|barolo|2013|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
