S
W|gener|oli doliva verge extra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|carte doree bouteille|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|carte noire bouteille|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|claeyssens 38 07 ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|claeyssens de wambrechies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|de france houlle carte noire|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|de france houlle carte or|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|de wambrechies 49|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|de wambrechies 49 annees 8090|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|gres vi feneu saint hubert 32|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|peterman 30 l|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|peterman citron 149|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|peterman cuberdon 149|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|peterman fruits des bois 149|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|peterman pomme 149|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|peterman violette 149|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|schiedam de letoile rossignollefebvre fils|??|r|??|??|??|1910|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|smeets peterman gaufre de liege 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genievre|smeets peterman vanille 17|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|barbera dasti superiore gianni doglia red|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|barbera dasti superiore red|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|espanol monastrell roble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|espanol monastrell roble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=508
W|genio|espanol zero0 blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genio|espanol zero0 tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|y figura|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|y figura|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genio|y figura albarino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genio|y figura albarino|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genio|y figura albarino|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genio|y figura albarino von attis bodega y vinedos|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genio|y tinta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geniophobia|geniophobia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genis|huni veya bastrgac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|cellar ecologic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|cellar proboleda vi de vila|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|cellar ximenis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler costers|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler costers|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler costers priorat|es|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler costers vi de guarda priorat|es|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler poboleda vi de vila priorat|es|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler poboleda vi de villa priorat|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler priorat ecologic|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler ximenis priorat|es|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|celler ximenis priorat|es|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|ecologic doq 155 vol|??|r|??|??|??|2017|13.5|doq|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|poboleda vi de vila|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genium|raboso igt veneto|it|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|art playing cards|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|clips and pins assorted|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|foldable clip|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|genius|loci|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|loci filarole|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|loci filarole|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|loci bio hisztaminszegeny bor|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|loci fiano sannio doc terre stregate|??|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|genius|loci pet nat lorenzetti zehender|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|loci sangiovese toscana|it|r|sangiovese|tuscany|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|music playing cards|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|ortrugo from the piacenza hills doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|plantbased burger 2pcs 230gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|plantbased kebab 6pcs 225gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|plantbased meatballs 15pcs 225gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|plantbased nuggets 8pcs 200gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genius|riesling persoonlijke aanbeveling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genius|stationery metal case with crayons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|stationery modeling clay 180g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|writing pad grade 1 80 leaves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|writing pad grade 3 80 leaves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genius|yellow chalk 12pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genjbema|tarninowka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genkei|genkei|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genkei|genkei|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genkei|30|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genkei|30|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=563
W|genkei|40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genki|forest sparkling water bamboo grapefruit|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water calamansi|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water grape|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water green apple|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water lemon|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water lychee|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water orange|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water peach|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water plum|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water pomegranate|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water sakura white grape|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genki|forest sparkling water yogurt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genmaishu|junmai|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genna|manna cannonau di sardegna doc cantina gennamanna|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|genna|manna cantina gennamanna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennaro|dente greco di tufo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennaro|papa campantuono falerno del massico dop|??|r|??|??|??|2020|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gennaro|papa conclave falerno del massico dop|??|r|??|??|??|2023|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gennaro|papa opimiano campania rosso igt|it|r|??|??|??|2023|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gennemfarvede|lampelys creme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennemfarvede|lampelys lilla|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennemfarvede|lampelys limegrn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennemfarvede|lampelys mrkelilla|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennemfarvede|lampelys rd|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennesis|gennesis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gennesse|ruby red kolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geno|branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geno|branco|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geno|branco|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geno|branco|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=594
W|geno|tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geno|tinto|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geno|vinho regional alentejano tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|mini travel duffel bag in polyfine fabric material|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|pesto biffi classico 100 italiano 980 g|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|salame smoking goose|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|tinto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|tinto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=602
W|genoa|tinto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=602
W|genoa|tinto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=602
W|genoa|tinto gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|tinto gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=606
W|genoa|tinto gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=606
W|genoa|tinto gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=606
W|genoa|tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|genoa|tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|genoa|tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|genoa|tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|genoa|tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|genoa|tinto gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoa|tinto gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=616
W|genoa|tinto gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=616
W|genoa|tinto gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=616
W|genoa|tinto gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=616
W|genoa|tinto gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=616
W|genoels|chardonnay blauw|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoels|chardonnay goud|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoels|elderen blauw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoels|elderen chardonnay blauw|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoels|elderen chardonnay goud|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoels|elderen pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoels|elderen pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=627
W|genoels|elderen rose parel|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genoels|elderen zilver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoels|elderen zilveren parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoels|elderen zwarte parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoels|elderen zwarte parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=632
W|genoels|zwarte parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|chardonnay blauw|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|chardonnay blauw|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|chardonnay blauw|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|chardonnay blauw|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=637
W|genoelselderen|chardonnay blauw haspengouwse wijn|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|chardonnay goud|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|chardonnay goud|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|chardonnay goud|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genoelselderen|levenswater wit 40 alc v|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|pinot noir rood|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|pinot noir vintage|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|rose parel|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genoelselderen|rose parel|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genoelselderen|zarte parel brut|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|genoelselderen|zilveren parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|zilveren parel|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|zilveren parel brut|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|genoelselderen|zwarte parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoelselderen|zwarte parel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|genoelselderen|zwarte parel|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoese|fresh basil pesto 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoese|pesto 190g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genomskinlig|mosaik i rostfritt stal vit glasmosaik for vagg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genos|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genosi|country pride chicken patty|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner eselsberg riesling qba feinfruchtig 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter riesling sekt extra trocken deutschland 1|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter riesling sekt extra trocken deutschland 12|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter riesling sekt extra trocken deutschland 3|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter riesling sekt extra trocken deutschland 6|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter rose sekt extra trocken deutschland 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter rose sekt extra trocken deutschland 12|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter rose sekt extra trocken deutschland 3|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg karmeliter rose sekt extra trocken deutschland 6|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg lemberger mit samtrot kabinett fein fruchtig rotwein deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg lemberger mit samtrot kabinett fein fruchtig rotwein deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg lemberger mit samtrot kabinett fein fruchtig rotwein deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg lemberger mit samtrot kabinett fein fruchtig rotwein deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg riesling sekt brut deutschland 1|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg riesling sekt brut deutschland 12|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg riesling sekt brut deutschland 3|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg riesling sekt brut deutschland 6|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg sankt veit riesling sekt extra brut deutschland 1|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg sankt veit riesling sekt extra brut deutschland 12|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg sankt veit riesling sekt extra brut deutschland 3|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg sankt veit riesling sekt extra brut deutschland 6|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg trollinger mit lemberger dq feinherb rotwein deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg trollinger mit lemberger dq feinherb rotwein deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg trollinger mit lemberger dq feinherb rotwein deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn fleiner kirchenweinberg trollinger mit lemberger dq feinherb rotwein deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn gluhwein rot 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn gluhwein wei 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg riesling dq trocken weiwein deutschland 1|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg riesling dq trocken weiwein deutschland 12|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg riesling dq trocken weiwein deutschland 3|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg riesling dq trocken weiwein deutschland 6|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg riesling weiwein dq feinfruchtig deutschland 1|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg rotwein dq deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg rotwein dq deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg rotwein dq deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg rotwein dq deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg weiwein riesling dq feinfruchtig deutschland 12|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg weiwein riesling dq feinfruchtig deutschland 3|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener salzberg weiwein riesling dq feinfruchtig deutschland 6|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg lemberger weiherbst dq feinherb rosewein deutschland 1|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg lemberger weiherbst dq feinherb rosewein deutschland 12|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
