W|glenelly|lady may|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|15yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=473
W|glenfarclas|15yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=473
W|glenfarclas|15yr old tasting set with 2 miniatures|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|16 jaar sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|16 year old 105|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|16 year old 1st release family cask 9246|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|16 year old family cask 2528|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|16 years old sherry cask matured|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|16 yo sherry casks|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|16yo 19912007 213214215 5624 10219 46 wb882|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=484
W|glenfarclas|17 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 ar kokkens vinhus egen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 eves 07 pdd 43|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|glenfarclas|17 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=496
W|glenfarclas|17 year old cask 900285|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 year old family cask 3418|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 year old 43|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=508
W|glenfarclas|17 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=508
W|glenfarclas|17 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=512
W|glenfarclas|17 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|175th anniversary|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|175th anniversary bottling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|179th anniversary of the glenfarclas distillery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17ans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|glenfarclas|17yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|glenfarclas|17yo 20042021 autumn edition 535|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17yo 43 c6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|17yr single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 anos litro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 jahre 1 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 year old premium edition oloroso sherry casks|??|f|??|??|??|1996|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|18 year old family cask 2462|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 year old 43|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 year old 43|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=532
W|glenfarclas|18 years 43o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|18 yr old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185 anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185 anniversary|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=538
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=538
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=538
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=538
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=538
W|glenfarclas|185th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=538
W|glenfarclas|185th anniversary 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185th anniversary edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185th anniversary edition 07 dd 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185th anniversary edition 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|185th anniversary edition 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=548
W|glenfarclas|19 year old quarter casks 3703 37083712 38613866|??|r|??|??|??|1987|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19 year old family cask 6640|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19 year old oloroso sherry cask|??|f|??|??|??|1996|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|19 year old family cask 2385|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask release x|??|r|??|??|??|1953|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|46 years|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19542014 the family casks 1259 plain butt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|50 years nr 35110|??|r|??|??|??|1955|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|58 year old sp15 cask 2216 sherry butt 454 abv|??|f|??|??|??|1955|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask autumn|??|r|??|??|??|1955|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1956|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|sherry casks|??|f|??|??|??|1956|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask autumn|??|r|??|??|??|1957|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|56 year old a14 cask sherry hogshead 402 abv|??|f|??|??|??|1958|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask release x|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 56 years old a14 sherry cask|??|f|??|??|??|1958|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask release iv|??|r|??|??|??|1959|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1960|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask release ix|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask release x|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|50 year old single cask|??|r|??|??|??|1963|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1963|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1965|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|casks 4194 4195 4197|??|r|??|??|??|1966|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask spring|??|r|??|??|??|1966|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|fino casks|??|f|??|??|??|1966|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|smws 187 31 year old 526 abv|??|r|??|??|??|1966|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask release vi|??|r|??|??|??|1968|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask release vii|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 44 years old a14 sherry cask|??|f|??|??|??|1970|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask autumn|??|r|??|??|??|1971|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19712014 the family casks release a14 sherry butt 147|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask 447|??|r|??|??|??|1972|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask 447|??|r|??|??|??|1972|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=585
W|glenfarclas|family cask autumn|??|r|??|??|??|1972|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask winter|??|r|??|??|??|1972|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19732010 the family casks release vi 2567|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask spring|??|r|??|??|??|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 39 years old refill hogshead|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|40 year old|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|40 years old family collection vi|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|the family casks release a13 6514|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask 07 fadd 413|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 44 years old 4th fill hogshead|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|seek the ultimate|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19792019 rare vintage selection cask 8065|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|anni astucciato|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask winter|??|r|??|??|??|1981|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|port cask|??|r|??|??|??|1981|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|port cask family collection iv|??|r|??|??|??|1981|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask spring|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask winter|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1984|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|29 year old smws 1187 wooden shelves in a sweetie shop|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|glenfarclas|family cask summer|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|refill sherry butts|??|f|??|??|??|1986|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|refill sherry butts family collection v|??|f|??|??|??|1986|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask summer|??|r|??|??|??|1987|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|single family cask|??|r|??|??|??|1987|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|glenfarclas|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask cask strength 4966|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask winter|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 30 years old sherry cask 1374|??|f|??|??|??|1988|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|19882018 edition n22 thomas reid|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19882018 limited rare bottling edition n22 thomas reid|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 33 years old sherry butt|??|f|??|??|??|1989|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|the family casks release w17 13055|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19892003 golden g 5051|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19892014 vintage limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19892015 the family casks release w15 13004|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19892016 bottled for taiwan travel retail 13050|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19892021 32 year old 13007 sherry butt|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|19892021 the family casks release s21 13007|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|anni astucciato|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|single family cask|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902005 christmas single highland malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902015 25 year old authentic collection 526|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902015 edition n19 george buchanan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902017 27 year old authentic collection cadenheads 519|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902018 cask strength limited rare bottling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902018 limited rare bottling 71977209|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902020 edition n24 robert brown|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19902021 31 yo van wees 100th anniversary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|1990s 10 yo tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|anni astucciato|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19912004 single cask bottling 5619|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19912021 the family casks special edition bottled for the 10th anniversary of swa 210|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|25 year old single cask|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|anni astucciato|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|the family casks release s20 2904|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|the family casks release w18 5984|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|21 year old smws 1197 jackpot|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|anni astucciato|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask 07 fadd 538|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19932013 bottled for villa konthor 462|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19932013 limited rare bottling premium edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 27 years old refill sherry butt|??|f|??|??|??|1994|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|the family casks release w18 1581|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19942007 the family casks 2935|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|glenfarclas|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|cask strength|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|christmas edition|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19952015 the family casks release w15 6640|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19952017 cask strength oloroso sherry hogsheads 573 wb8744|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|glenfarclas|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19962011 premium edition vintage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19962016 the family casks release s16 1067|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19962018 family casks 1499 468 wf91|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19962024 28 year old rob roy macgregor the famous scots edition no 26|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19962024 rob roy macgregor the famous scots edition no 26|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask 20 yo the sparrow bottled for kokkens vinh|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask autumn|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask summer|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family casks 25 years old sherry butt|??|f|??|??|??|1997|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|19972009 cask strength premium edition 555|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19972018 limited rare bottling oloroso sherry casks|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|19972018 oloroso sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|family cask summer|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19982013 the family casks autumn 8976|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|25 year old last of the millenium generations series no 4|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|family cask|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|19992014 the family casks autumn 6321 sherry butt|??|f|??|??|??|2014|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenfarclas|19992019 bottled for js bar ikebukuro shinanoya ginza 7062|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|20 year old quarter casks 251261|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenfarclas|20 year old for bar minmore house 10th anniversary cask 7270|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
