W|gb|clos dora aop minervois la liviniere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo chinato|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=456
W|gd|vajra barolo chinato|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=456
W|gd|vajra barolo chinato digestif nv|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2015|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2016|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=465
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=465
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=469
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=471
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=471
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=471
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=475
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=475
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=475
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=475
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=475
W|gd|vajra barolo coste di rose|it|p|??|barolo|barolo|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=475
W|gd|vajra barolo coste di rose docg|it|p|??|barolo|barolo|nv|12.5|docg|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo doc bricco delle viole|it|r|??|barolo|barolo|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo doc bricco delle viole|it|r|??|barolo|barolo|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo doc ravera|it|r|??|barolo|barolo|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo doc ravera|it|r|??|barolo|barolo|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|gd|vajra barolo doc ravera|it|r|??|barolo|barolo|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg albe|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg albe|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=488
W|gd|vajra barolo docg albe|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=488
W|gd|vajra barolo docg albe|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg albe doc|it|r|??|barolo|barolo|2014|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg bricco delle viole|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg bricco delle viole mg|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg bricco delle viole italia tinto|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg coste di rose|it|p|??|barolo|barolo|2020|12.5|docg|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra barolo docg ravera|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo docg ravera|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=497
W|gd|vajra barolo docg ravera italia tinto|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo luigi baudana|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo monterustico red|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=502
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=502
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=502
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=502
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=502
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=511
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=511
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=511
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=515
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=517
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=517
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=517
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=517
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=253
W|gd|vajra barolo ravera case|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo ravera docg|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra barolo vino spumante di qualita extra brut ns della neve rose|it|s|??|barolo|barolo|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gd|vajra bricco delle viole|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=543
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=545
W|gd|vajra bricco delle viole barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=545
W|gd|vajra bricco delle viole barolo piedmont italy|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo docg|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=551
W|gd|vajra bricco delle viole barolo docg italy|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo docg italy|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=553
W|gd|vajra bricco delle viole barolo docg italy|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra bricco delle viole barolo docg italy|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=555
W|gd|vajra bricco delle viole barolo piedmont|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra cerretta barolo|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra cerretta barolo|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra cerretta barolo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare j c langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=563
W|gd|vajra clare jc|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=563
W|gd|vajra clare jc|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=563
W|gd|vajra clare jc|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=563
W|gd|vajra clare jc|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc cuvee red|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=571
W|gd|vajra clare jc langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gd|vajra clare jc langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo piedmont italy|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc langhe nebbiolo piedmont italy|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|gd|vajra clare jc nebbiolo langhe|it|r|nebbiolo|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra clare jc nebbiolo langhe piedmont italy|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra coste di rose|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra coste di rose barolo|it|p|??|barolo|barolo|2015|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra coste fossati dolcetto dalba|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra coste fossati dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra coste fossati dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra doc nebbiolo clare jc|??|r|nebbiolo|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra dolceto dalba|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto coste fossati|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto d alba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=591
W|gd|vajra dolcetto dalba|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=601
W|gd|vajra dolcetto dalba 6x|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=605
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=605
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=605
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=605
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=605
W|gd|vajra dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=605
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=612
W|gd|vajra dolcetto dalba coste e fossati|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba coste e fossati|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba coste fossati|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba coste fossati|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba costefossati|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce|=627
W|gd|vajra dolcetto dalba doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce|=627
W|gd|vajra dolcetto dalba doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce|=627
W|gd|vajra dolcetto dalba doc|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba doc|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba piamonte italia|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra dolcetto dalba piedmont|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gd|vajra freisa kye|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra freisa kye langhe rosso|it|r|??|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra freisa kye langhe rosso|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra freisa kye langhe rosso|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=637
W|gd|vajra freisa kye langhe rosso piedmont italy|it|r|??|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra jc clare|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra jc clare langhe nebbiolo piedmont italy|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra jc clare nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra kye|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra kye|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra kye langhe freisa|it|r|??|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=254
W|gd|vajra kye langhe freisa piedmont italy|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra kye langhe rosso freisa|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra lange nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe bianco dragon|it|w|??|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra langhe clare jc nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe doc nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe doc nebbiolo clare jc|it|r|nebbiolo|langhe|langhe|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe doc nebbiolo italia tinto|it|r|nebbiolo|langhe|langhe|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe doc riesling petracine|it|w|riesling|langhe|langhe|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra langhe doc riesling petracine|it|w|riesling|langhe|langhe|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=654
W|gd|vajra langhe doc rosso|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe doc rosso|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=656
W|gd|vajra langhe doc rosso|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=656
W|gd|vajra langhe doc rosso 201922|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe doc rosso italia tinto|it|r|??|langhe|langhe|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe freisa kye|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe freisa kye|it|r|??|langhe|langhe|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe freisa kye|it|r|??|langhe|langhe|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe freisa kye|it|r|??|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe italy red blend|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
