W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor egri csillag|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=451
W|gal|tibor egri csillag|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor egri csillag szaraz feherbor 075|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor egri csillag|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor egri csillag|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=455
W|gal|tibor egri csillag white|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gal|tibor egri pinot noir rose|??|p|pinot noir|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gal|tibor egri szurkebaratpinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gal|tibor fuzio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor kadarka|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor kadarka szaraz vorosbor 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor labirintus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor labirintus egri bikaver superior|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor labirintus egri bikaver superior red|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor pinceszet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor titi egri csillag szaraz feherbor 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gal|tibor viognier|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gal|titok halkollagen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|gala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|400 2 rona|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|apple 4s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|apples|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|apples bx 10 box lbs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|blanc de blancs|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|blanc de blancs extra brut|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gala|bros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|cajna kobasica 300g gavrilovic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|chandra kharata 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|chardonnay hermes|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|chardonnay hermes|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=481
W|gala|chardonnay hermes|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=481
W|gala|cloth brush tile soft 189 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|cotes de gascogne horgelus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|cuvee palava|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|cuvee palava|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=486
W|gala|dinner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|double hockey toilet brush 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|double hockey toilet brush with con 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|double lip bathroom wiper 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|dupla orolt porkolt kave 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|estate black label chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate black label chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate black label pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|estate constable amos pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|estate white label chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate white label pinot gris|??|w|pinot gris|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate white label pinot gris|??|w|pinot gris|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate white label pinot gris|??|w|pinot gris|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=499
W|gala|estate white label pinot noir|??|w|pinot noir|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate white label pinot noir|??|w|pinot noir|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate white label pinot rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gala|estate white label riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|estate white label sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|ezee squeezee wiper 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|floor brush hardy 235 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|fridge jar cleaner 209 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|gimi stendissimo cloth drying stand 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|hell njb brauerei 10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|igt svizzera italiana|it|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|iron bull floor scrubbing 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|kitchen sink plunger med 204 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|kitchen sink shergrip brush 304 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|mark small cloth brush 329 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|mesni narezak 150g gavrilovic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|microfiber cloth 4 in 1 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|microfiber duster 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|microfiber floor cloth 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|microfiber twist mop 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|natural ramo 60g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|no dust broom xi 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|pasteta 100g gavrilovic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|pinot noir merlot bergrus|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|pinot noirmerlot bergrus|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|pinot pinot brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gala|pinot pinot rose extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gala|pinot ryzlink brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gala|pinot ryzlink brut nature|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gala|red apple|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|regalos empresariales|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gala|rosso igt della svizzera italiana|it|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|ryzlink vlassky hermes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|sauvignon blanc hermes|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|sparkle magic 3x4 combo pack 5 pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|spin mop 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|spin mop refill 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|sponge wipe combo pack 3 pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|swash card 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|tajada surtido 5uds 60g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|toilex with square 287 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vainilla ramo 60g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vanilla pudding powder 111g parallel import|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vesnice bavory chardonnay pinot|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vesnice bavory chardonnay pinot|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vesnice bavory palava cuvee|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vesnice bavory palava cuvee|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vinarstvi blanc de blancs extra brut nejlepsi sekt ceska pro rok|??|s|??|??|??|2025|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gala|vinarstvi chardonnay hermes vertikala sada 6 rocniku nejlepe hodnoceneho chardonnay ceska desetileti6ks|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes chardonnay top 20 chardonnay z cr|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes chardonnay 2020spickove chardonnay z vapencoveho podlozi palavy top 15 chardonnay ceska|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes chardonnay 2021top 10 suche vino z teto odrudy ceska z vapencoveho podlozi palavy|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes chardonnay 2022dlouhodobe jedno z nejlepsich chardonnay ceska z vapencoveho podlozi palavy|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes chardonnay 2023dlouhodobe jedno z nejlepsich chardonnay ceska z vapencoveho podlozi palavy|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes chardonnay 2024dlouhodobe jedno z nejlepsich chardonnay ceska z vapencoveho podlozi palavy|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gala|vinarstvi hermes ryzlink vlassky nejlepsi ryzlink vlassky na svete z palavy a toto je opet nejlepe hodnoceny vlasak ceska|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vinarstvi hermes ryzlink vlassky nejlepsi ryzlink vlassky na svete z palavy a toto je opet nejlepe hodnoceny vlasak ceska|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vinarstvi hermes ryzlink vlassky nejlepsi ryzlink vlassky na svete z palavy a toto je posledni roky jeden z nejlepe hodnocenych vlasaku ceska|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vinarstvi hermes sauvignon 2021top 3 sauvignon ceska z vapencoveho podlozi palavy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|vinarstvi sekt pinot pinot rose extra brut nejlepsi ruzovy sekt ceska|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gala|vinarstvi sekt pinot ryzlink brut nature top 3 sekt z cr|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gala|vino rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|washington apple|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|wiener extra orolt porkave 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gala|winery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|galaad|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|coffret|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|ex fut de rhum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|finish rhum distillerie la mine dor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|nuit de samhain|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|nuit de samhain distillerie la mine dor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|origine millesime|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|prelude|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaad|table de chefs distillerie la mine dor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galabert|galabert|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|adventure balloons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|branco douro|pt|r|??|douro|douro|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|leylime|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|mission|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|popstar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|sarava|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|sarava|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|sarava skin contact|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|sarava skincontact|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|wine sarava loureiro|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|wine sarava loureiro|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|wines sarava loureiro vinho branco|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|wines vinho branco sarava skin contact|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactic|wines vinho rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|galactic|wines vinho sarava branco|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|galactica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|cabernet central valley chile u|cl|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|galactica|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|galactica|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|cabernet sauvignon 24|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|cabernet sauvignon central valley chile|cl|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=602
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=602
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=602
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=602
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|galactica|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=607
W|galactica|sauvignon blanc 24|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|galactica|sauvignon blanc central valley chile|cl|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|galactick|villa sepia languedoc|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galadino|primitivo susumaniello salento|??|r|primitivo|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galadriel|andersen winery blehyldeblomst|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galadriel|mousserende blevin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galagonya|kivonat kapszula big star|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galagonya|tabletta 150db|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galagonya|tabletta dr flora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galagonya|viragos hajtasveg filteres herbaria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galagonyabogyo|mama 50g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galagonyavirag|mama 50g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaktiv|bio kullancsriaszto spray|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaktivbio|szunyogriaszto spray|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaktoboureko|galaktoboureko|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaktoboureko|8stk ca15kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galaktompoureko|galaktompoureko|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galambok|a tuzeloallasban|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galamus|galamus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|cabernet sauvignon private reserve|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada cabernet sauvignon 6 botellas|??|r|cabernet sauvignon|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada carmenere|??|r|carmenere|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada carmenere 6 botellas|??|r|carmenere|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada chardonnay|??|w|chardonnay|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|galan|reserva privada chardonnay 6 botellas|??|w|chardonnay|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|galan|reserva privada chardonnay vin alb|??|w|chardonnay|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|galan|reserva privada malbec|??|r|malbec|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada malbec 6 botellas|??|r|malbec|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada merlot 6 botellas|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada rose carmenere|??|p|carmenere|??|??|nv|12.5|reserva|leve|aperitivos, frutos do mar, saladas|seco
W|galan|reserva privada rose carmenere 6 botellas|??|p|carmenere|??|??|nv|12.5|reserva|leve|aperitivos, frutos do mar, saladas|seco
W|galan|reserva privada sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|galan|reserva privada sauvignon blanc 6 botellas|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|galan|reserva privada syrah|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|reserva privada syrah 6 botellas|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|vermut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|vineyards private reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|vineyards private reserve carmenere|??|r|carmenere|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galan|vineyards reserva privada carmenere vin rosu|??|r|carmenere|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galana|galana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galana|galana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=650
W|galana|cantina di monti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galanga|57 gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galanga|seca ck 56 gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galangal|galangal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galangal|chopped root alpinia officinarum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galangal|imported 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galangal|root powder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galant|by johan vineyards|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galant|des abbesses|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galant|des abbesses macvin|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galantas|cabernet franc|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galantas|cabernet franc gran reserva|??|r|cabernet franc|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galantas|gran reserva haras de pirque|??|r|??|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galantas|gran reserva cabernet franc|??|r|cabernet franc|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galantas|gran reserva cabernet franc|??|r|cabernet franc|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|galante|bianco|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|galante|cantina carboni|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|galante|isola dei nuraghi igt dolce cantina carboni|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|doce
W|galante|pinot grigio|??|w|pinot grigio|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|galante|pinot grigio italy|it|w|pinot grigio|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
