W|gustinella|pomaro rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau timotheus gruner veltliner|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|oggau timotheus weiss|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau timotheus weiss|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=465
W|gut|oggau weinland rose|??|p|??|??|??|2016|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose brutal|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gut|oggau weinland rose brutal|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gut|oggau weinland rose brutal|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gut|oggau weinland rose brutal|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gut|oggau weinland rose maskerade|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose maskerade|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose maskerade|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose maskerade|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose winifred|??|p|??|??|??|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose winifred|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose winifred|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose winifred|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rose winifred|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau weinland rot|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot atanasius|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot atanasius|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot atanasius|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot atanasius|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot bertholdi|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot bertholdi|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot bertholdi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot joschuari|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot joschuari|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot joschuari|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot joschuari|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot josephine|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot josephine|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot josephine|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot josephine|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot maskerade|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot maskerade|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot maskerade|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland rot maskerade|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland timotheus|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland timotheus|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland timotheus|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss emmeram|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss emmeram|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss emmeram|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss maskerade|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss maskerade|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss maskerade|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss maskerade|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss mechthild|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss mechthild|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss mechthild|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss theodora|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss theodora|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss theodora|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss theodora|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weinland weiss timotheus|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weiss|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau weiss super raro uno por pedido|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau wine tasting 16102025|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau wine tasting 16102025|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|gut|oggau winifred|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=524
W|gut|oggau winifred|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=524
W|gut|oggau winifred|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|gut|oggau winifred|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=530
W|gut|oggau winifred|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=532
W|gut|oggau winifred burgenland austria|at|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred uno por pedido|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gut|oggau winifred|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gut|oggau winifred|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gut|oggau winifred|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|gut|oggau winifred|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|gut|oggau winifred|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|gut|oggau winifred|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|gut|oggau winifred|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|gut|oggau winifred nuevo botella|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred uno por pedido|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred austria rose wine|at|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred hoodie limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred mag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred mag|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|oggau winifred rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=552
W|gut|oggau winifred rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=552
W|gut|oggau winifred rose 12|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=556
W|gut|oggau winifred rose mg|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=559
W|gut|oggau winifred rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=559
W|gut|oggau winifred rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=559
W|gut|oggau winifred rose uno por pedido|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|oggau winifred rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=564
W|gut|steyerberg langegohn schiefer riesling trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|steyerberg menschel fruhburgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|steyerberg orange gewurztraminer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|steyerberg riesling trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|steyerberg weisser burgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden blanc de noir spatburgunder kologisk pfalz tyskland|de|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|von beiden blanc noir spatburgunder kologisk pfalz tyskland|de|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|von beiden chardonnay reserve kologisk hvidvin pfalz tyskland|de|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|von beiden chardonnay trocken kologisk hvidvin pfalz tyskland|de|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|von beiden erleuchtung kologisk rdvin pfalz tyskland|de|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden gelber muskateller trocken kologisk hvidvin pfalz tyskland|de|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden grauburgunder kologisk hvidvin pfalz tyskland|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden grauburgunder appenhofener kologisk hvidvin pfalz tyskland|de|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden grauburgunder trocken|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden hellseher kologisk hvidvin pfalz tyskland|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden kologisk blanc de noir spatburgunder|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|von beiden kologisk grauburgunder tysk hvidvin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden leuchtstoff kologisk hvidvin pfalz tyskland|de|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden riesling kologisk hvidvin pfalz tyskland|de|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gut|von beiden rose cuvee durchblick kologisk rose pfalz tyskland|de|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gut|von beiden sauvignac kologisk hvidvin pfalz tyskland|de|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden sauvignac kologisk hvidvin pfalz tyskland|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden scheurebe trocken kologisk hvidvin pfalz tyskland|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gut|von beiden secco weis tysk sekt mousserende kologisk pfalz tyskland|de|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gut|von beiden spatburgunder kologisk rdvin pfalz tyskland|de|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutarom|marinated cauliflower 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutarom|pickled cabbage leaves vacuum 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutbiome|balance 130g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutbrain|reset box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gute|angebote 6 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gute|besserung bio vollmilchschokolade 70g confiserie berger|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gute|laune|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gute|nacht duschgel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gute|weine machen gute freunde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|gutedel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|gutedel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=600
W|gutedel|gutedel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=600
W|gutedel|gutedel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=600
W|gutedel|gutedel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=600
W|gutedel|gutedel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=600
W|gutedel|gutedel|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|gutedel|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|weingut martin wamer|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|22 deutscher qualitatswein dqw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|badenweiler romerberg trocken hermann dorflinger|de|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|chasselas heugumber ziereisen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|chasselas heugumber ziereisen|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|chasselas viviser ziereisen|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|chasselas viviser ziereisen|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|grunerner altenberg|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|gutswein trocken bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|halbtrocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|heugumber|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|im liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|im liter feinherb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|kabinett trocken loffler deutscher weiwein|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|kalk loss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|kalk und loss|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|kirchhofen baden trocken|de|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|landwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|qba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|qba trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|rebfuchs trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|rosenberg baden qba|de|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gutedel|schlatter maltesergarten weingut martin wamer|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|sekt brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gutedel|selektion k|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|st exsteinkrugle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|st van ziereisen in perswijn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|steinkreuz|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|steinkreuz bio|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=637
W|gutedel|trocken1 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|v exviviser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|vom kalkstein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|vom kalkstein weingut schneider|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedel|von huckwagner baden|de|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutedelsauvignon|sekt trocken|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutelaunepaket|gutelaunepaket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guten|sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|gutenberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|gutenberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=647
W|gutenberg|1 20 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|101|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|2 sftgfop1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|20 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|25 45|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|25 50|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|250|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|372|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|ftgfop1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|premium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|tgfop1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutenberg|tgfop1 20 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutensberg|gutensberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guter|stern boonekamp 72|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau deck|guter wein|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau haut bacalan|guter wein|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau luchey halde|guter wein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guterriez|colosia olorosso xeres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guterweg|neckenmarkter ried bodigraben|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|600g aravoolupuhastuspulber|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|alumiiniumfoolium 30m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|keraamiliste pindade puhastuspiim|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|niiske tualettpaber kummeliga 2x70tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|porandapuhastusvahend laminaadile|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|prillipuhastuslapid 54tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|prugikotid seotavad rohelised 30tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|salvratikute karp 120lehte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutgunstig|sangadega prugikotid 20tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guthrie|clones chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guthrie|clones chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guthrie|clones pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guthrie|clones pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guthrie|family faux picpoul blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guthrie|family wine bellbird chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guthrie|family wines electric syrah sonoma california|us|r|syrah|california|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guthrie|family wines heirloom carbonic grenache california|us|r|grenache|california|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guthrie|heirloom grenache|??|r|grenache|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guthrie|walk the line riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guthrie|wild gruner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutierrez|colosia 3yo fino del puerto en rama nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia 5yo fino del puerto en rama nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
