W|branco|bons ventos fresh kit 4 garrafas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino cordero chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino colome torrontes estate|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino collection telmo sauvignon blanc dona paula|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino coleccion chardonnay norton|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|argentino club de playa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino chardonnay saint felicien|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino chardonnay luca|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino chardonnay finca flichman|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino chac chac sauvignon blanc vina las perdices|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino chac chac sauvignon blanc vina las perdices|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=457
W|branco|argentino cepa tradicional semillon|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino catena zapata saint felicien sauvignon garrafa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino catena chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino catena chardonay|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino casarena estate torrontes 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino canciller torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino callia torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino callia tardio colheita tardia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino callia tardio blanco dulce|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino callia tardio blanco dulce|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=467
W|branco|argentino callia pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino callia chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino calibrado torrontes seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino calibrado chardonnay seco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino cafayate terroir de altura torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino cafayate terroir de altura torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=473
W|branco|argentino bodega dante robino novecento blend de blancas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino blend talacasto|it|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino benjamin nieto sanetiner chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino anubis chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino antigal uno sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino antigal uno chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino antigal aduentus blancs de blancs|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino amalaya|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino alunco torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino alma negra blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
S
W|branco|argentino alfredo roca chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino alfredo roca chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=486
W|branco|argentino alfredo roca alma inquieta white malbec 2023|??|w|malbec|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino alfredo roca alma inquieta white malbec|??|w|malbec|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino alfredo roca alma inquieta white malbec|??|w|malbec|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=489
W|branco|argentino alamos chardonnay catena zapata|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino alamos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino aime moscato ruca malen|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino abrasado chardonnay terroir selection|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino abrasado chardonnay blend parcelas|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentino abras torrontes 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina the grill master sauvignon blanc|ar|w|sauvignon blanc|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina the grill master chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina susana balbo tradicion chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina susana balbo signature torrontes|ar|w|??|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina pulenta sauvignon blanc|ar|w|sauvignon blanc|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina norton coleccion torrontes|ar|w|??|mendoza|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|argentina norton coleccion sauvignon blanc|ar|w|sauvignon blanc|mendoza|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|argentina norton coleccion chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|argentina norton barrel select chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|argentina norton 1895 torrontes|ar|w|??|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina norton 1895 chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina mora vista chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina crios low alcohol|ar|w|??|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina anubis chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|argentina alamos chardonnay|ar|w|chardonnay|mendoza|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|area15 solitude trebbiano toscano 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arco daguieira 2021 bairrada|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arco daguieira|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arca nova loureiro 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arca nova alvarinho 2023 vinhos verdes|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arca nova 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arboleda chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois savagnin ouille 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois savagnin ouille 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois savagnin ouille 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois en chemenot savagnin ouille 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois en chemenot savagnin ouille 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois chardonnay face nord de sauvagny 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois chardonnay 2019|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbois blanc savagnin ouille en chemenot 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbo riesling seco|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|arbo moscato trebbiano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aracuri blend branco chardonnay e sauvignon blanc 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aphros melissae 2018 vinhos verdes|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aphros loureiro 2023 vinhos verdes|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aphros daphne loureiro vinho verde 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|apartado 1 colheita tardia 2020 beira atlantico igp|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
X|=106
W|branco|aoc chablis louis jadot|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aoc chablis grand cru vaudesir 2017|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|aoc chablis albert bichot domaine long depaquit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aoc chablis 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anunciada velha 2021 tejo|pt|w|??|tejo|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|anubis chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|antraigue marsanne vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago superior 2017 setubal|pt|w|??|setubal|??|2017|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago setubal|pt|w|??|setubal|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago reserva setubal|pt|w|??|setubal|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago reserva 2018 peninsula de setubal|pt|w|??|setubal|??|2018|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago chardonnay setubal|pt|w|chardonnay|setubal|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago 2020 peninsula de setubal|pt|w|??|setubal|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio saramago|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio marinha talhao 50 blanc de noir|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|antonio madeira vinhas velhas dao 2020|pt|f|palomino|dao|??|2020|13.5|DOC|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|antao vaz da peceguina alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|antao vaz da peceguina 2019 alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes loureiro muros antigos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes loureiro muros antigos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=555
W|branco|anselmo mendes escolha muros antigos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes curtimenta 2023 vinhos verdes doc|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes curtimenta 2022 moncao|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes contacto verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes bi 2017 beira interior|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes alvarinho parcela unica|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes alvarinho muros de melgaco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes alvarinho muros antigos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes alvarinho moncao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes alvarinho curtimenta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes alvarinho contacto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmann riesling spatlese trocken|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anselmann gewurztraminer spatlese|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ann vernaccia colli toscana centrale 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ann vernaccia colli della toscana centrale 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anko torrontes 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anjou ronceray 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anjou noir chenin blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anjou blanc lit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|anjou blanc lit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=576
W|branco|anjou blanc lit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=576
W|branco|anjou blanc la croisee des chenins 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angove long row sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angove long row sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=580
W|branco|angelica zapata chardonnay alta 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angelica zapata chardonnay alta 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=582
W|branco|angelica zapata chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angelica zapata chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angelica zapata chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angelica zapata chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=586
W|branco|angelica chardonnay catena|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|angaro chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aneto reserva 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|aneto grande reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|aneto grande reserva 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|aneto 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|andreza reserva doc douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|andreza reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|andreza codega do larinho 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|andresen white 10 anos blend com|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|andre lurton chateau coucheroy pessacleognan|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ana flor alvarinho quinta do lobo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|amitie sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|amitie sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=600
W|branco|amitie oak barrel viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|amitie oak barrel viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=602
W|branco|amitie oak barrel viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=602
W|branco|amitie oak barrel chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|amitie oak barrel chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=605
W|branco|amitie miraflores reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|amitie chardonnay dovv|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|amitie below|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ami sauvignon blanc abreu garcia|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano woodbridge chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano vireton pinot gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano trinchero joel gott oregon pinot gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano sutter home chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano robert mondavi woodbridge chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano robert mondavi private selection chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano robert mondavi private selection chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=616
W|branco|americano napa cellars chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano motto winery essence sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano menage a trois gold chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|americano marimar estate la masia chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano marimar estate acero chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano king estate signature pinot gris branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano king estate acrobat pinot gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|americano columbia crest grand estates chardonnay 2019|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|ameixambar colheita selecionada 2023 acores|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ameal loureiro 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|amancay chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvinho colheita selecionada|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alves de sousa reserva pessoal 2018|??|w|??|??|??|2018|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alves de sousa pessoal 2015 douro|pt|w|??|douro|??|2015|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|alves de sousa berco 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|alves de sousa berco 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|alvaro castro 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho ventura vinhos de autor|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho soulmate grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alvarinho select castellamare|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho scala coeli|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho parcela unica anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho muros de melgaco anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho muros antigos anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho jovem hermann|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho deu la deu vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho curtimenta anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho contacto anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho brazilian collection vinicola foppa ambrosicom pixcom pix6x desem juros|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho brazilian collection vinicola foppa ambrosicom pixcom pix6x desem juros|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=646
W|branco|alvarinho brazilian collection vinicola foppa ambrosi com pix com pix 6 x de sem juros|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho brazilian collection vinicola foppa ambrosi|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho bouza|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho barricado hermann|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho azevedo reserva 2021 12|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alvarinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alvarinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=653
W|branco|alturas de chile selection sauvignon blanc 2023|cl|w|sauvignon blanc|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alturas de chile selection chardonnay 2024|cl|w|chardonnay|valle central|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alturas de chile selection chardonnay 2024|cl|w|chardonnay|valle central|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco|=656
W|branco|alturas de chile reserva chardonnay 2022|cl|w|chardonnay|valle central|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alturas de chile reserva chardonnay 2021|cl|w|chardonnay|valle central|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|altos los romeros riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|altos los romeros pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|altos da beira|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alto do pocinho reserva 2021 doc douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|alto do pocinho reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alto do pocinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alto da capela 2019 portalegre|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alte rosso 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|altayari gran torrontes 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|altas quintas 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|altano reserva 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|altano douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
