W|arindo|shaya|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|equinoxe zero nonalcoholic red wine 00|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|mousseux zero blanc 00|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|mousseux zero rose 00|??|p|??|??|??|NV|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arjolle|muscat petits grains|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|paradoxe|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|rose syrah cabernet|??|p|syrah|??|??|NV|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arjolle|rouge merlot grenache|??|r|merlot|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|arjolle|zero alcohol merlot grenache|??|r|merlot|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arjolle|zero alcohol rose|??|p|??|??|??|NV|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arjolle|zero alcohol sauvignon viognier|??|w|??|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arjolle|zero alcohol sparkling|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, queijos|brut
W|arjona|sin crianza rioja bodegas navajas spain|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
X
W|ark|cat bookmarks orange|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|cat bookmarks purple|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|colour key to success key tag|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|king bookmarks cream|??|f|??|??|??|NV|17|??|medio|queijos azuis, sobremesas|doce
W|ark|m24 engleklistermrker med glimmer|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|m24 julekalenderklistermrker 124|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|m24 juleklistermrker|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|m24 stjerneklistermrker med glimmer|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|of the covenant aaron rod manna vessel and tablets by holysands|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|ark|wines chardonnay bacch|??|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|ark|wines orange pinot gris 2022|??|w|??|??|??|2022|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|ark|wines pinot gris 2022|??|w|??|??|??|2022|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|ark|wines sol riesling pet nat 2023|??|w|riesling|??|??|2023|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkadia|arkadia|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkane|love goliath neipa|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkane|no oka|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkane|no oka 2018 mystery 6pack|??|r|??|??|??|2018|13.5|??|medio|carnes, massas, queijos|seco
W|arkansas|arkansas|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkansas|black applejack 21 year|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkas|antre cabernet sauvignon merlot|??|w|cabernet sauvignon|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkas|frozen whole octopus cleaned large premium quality 1750g 3240g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkas|pinot noir 2022|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arkas|selina dry white greece anthina|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkas|selina red greece anthina|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkas|selina rose peloponese greece anthina|??|p|??|??|??|NV|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arkas|ugni blanc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arke|2024 val di sole|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arke|2024 valdisole|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arke|2024 valdisole|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco|=540
W|arke|huile aromatisee au romarin|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkebiskopen|och dodens ankomst|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|baseball cap|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|beanie hat|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|branded halfpint glass|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|branded pint glass|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|branded stein pint glass|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|ceramic tankard pint glass|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|grape grain jute bag|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|pint glass|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|special reserve port|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkells|wireless power bank 5000mah|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|arkenstone|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|cabenet 2019|??|r|??|??|??|2019|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|cabernet sauvignon heimark 2018|??|w|cabernet sauvignon|??|??|2018|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|cabernet sauvignon heimark 2021|??|w|cabernet sauvignon|??|??|2021|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|cabernet sauvignon heimark 2022|??|w|cabernet sauvignon|??|??|2022|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|cabernet sauvignon napa valley 2017|us|w|cabernet sauvignon|california|napa valley|2017|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|cabernet sauvignon nvd 2020|??|w|cabernet sauvignon|??|??|2020|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|estate red howell mountain 2015|??|r|??|??|??|2015|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|estate red howell mountain 2017|??|r|??|??|??|2017|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|estate red howell mountain 2017|??|r|??|??|??|2017|13.5|??|medio|carnes, massas, queijos|seco|=562
W|arkenstone|estate red howell mountain 2020|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|estate sauvignon blanc 2018|??|w|sauvignon blanc|??|??|2018|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|nvd cabernet sauvignon 2017|??|w|cabernet sauvignon|??|??|2017|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|nvd cabernet sauvignon 2019|??|w|cabernet sauvignon|??|??|2019|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|nvd cabernet sauvignon napa valley usa 2019|us|w|cabernet sauvignon|california|napa valley|2019|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|obsidian|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|proprietary red howell mountain estate napa valley 2017|us|r|??|california|napa valley|2017|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|red rossi 2020|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|sauvignon blanc 2022|??|w|sauvignon blanc|??|??|2022|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arkenstone|vineyards estate red napa valley california 2018|us|r|??|california|napa valley|2018|13.5|??|medio|carnes, massas, queijos|seco
W|arkenstone|vineyards estate red napa valley california 2018|us|r|??|california|napa valley|2018|13.5|??|medio|carnes, massas, queijos|seco|=573
W|arkezia|fazi battaglia|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkezia|fazi battaglia|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco|=575
W|arkezia|muffo di san sisto 2015 fazi battaglia|??|r|??|??|??|2015|13.5|??|medio|carnes, massas, queijos|seco
W|arkezia|muffo di san sisto 2022 tenute san sisto|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arkezia|muffo di san sisto 2023 tenute san sisto|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arkhangelskaya|chesnochnaja s percem|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkhangelskaya|khlebnaja|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkhangelskaya|malt|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkhangelskaya|mozhzhevelovaya yagoda|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkhangelskaya|severnaya vyderzhka ch|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkhangelskaya|severnaya vyderzhka cowber|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkhe|a badacsony|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkille|catarratto lucido 2024|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arkimia|vino bianco azienda agricola schirru|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkina|blau glas|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkina|blau pet|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkina|grun glas|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arko|mingle mud|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arko|sand silver|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arko|skin care creamy cashmere moisturizers mydo kosmetyczne 90 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arko|skin care creamy cotton moisturizers mydo kosmetyczne 90 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arko|skin care creamy mydo kosmetyczne dodatkowe nawilzenie 90 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arko|skin care creamy rownowazace mydo kosmetyczne miod i krem 90 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
X
W|arkos|vinho verde branco|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkose|arkose|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkouda|arkouda|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arkticke|ryby a morske plody v hodnote az 2000 kc|??|r|??|??|??|2000|13.5|??|medio|carnes, massas, queijos|seco
W|arktika|premix lemonlime 42 24 pack cans|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arktika|premix raspberry 42 24 pack cans|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arktika|st laurent 2024 0 bio|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|arktos|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|arktos|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco|=606
W|arktos|2024|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards 2024|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards 2024|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco|=610
W|arktos|elevation vineyards cuvee malou 2025|??|r|??|??|??|2025|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards fume blanc 2024|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards pnoe|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards pnoe 2024|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|elevation vineyards sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arktos|elevation vineyards sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arktos|elevation vineyards xinomavro rose|??|p|??|??|??|NV|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arktos|elevation vineyards xinomavro rose 2024|??|p|??|??|??|2024|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arktos|pnoe|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arktos|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arktos|sauvignon blanc 2024 arktos elevation vineyards|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arktos|sauvignon blank|??|w|??|??|??|NV|12.5|??|leve|frutos do mar, saladas, queijos|seco
W|arktos|xinomavro rose 2024|??|p|??|??|??|2024|12.5|??|leve|saladas, frutos do mar, aperitivos|seco
W|arkuri|khatouni 2023|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arla|arla|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|100|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|125|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|150|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|16 200|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|200|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|200|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco|=631
W|arla|250|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|35 200 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|45 18|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|50 125|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|500|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|70 150|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|8500|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina feta plastic pack 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie olejowej z chili 100 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie olejowej z oliwkami i czosnkiem 100 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie olejowej z suszonymi pomidorami 100 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie olejowej z zioami 100 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie solankowej z czerwona papryka chili 410 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie solankowej z czosnkiem i pietruszka 410 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser biay typu srodziemnomorskiego w zalewie solankowej z oregano i bazylia 410 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser wiorkowany cheddar mozzarella 200 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser wiorkowany mozzarella 200 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina ser wiorkowany red cheddar 200 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina serek kremowy pesto i rukola 125 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina serek kremowy pomidory i bazylia 125 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|apetina smak roku serek kremowy z jalapeno 125 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|blazer blue|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|brie rosenborg|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|burger slices cheddar 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|butter unsalted foil 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
X
X
X
X
X
X
X
X
W|arla|cultura kefir naturel|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|cultura kefir naturel|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco|=666
W|arla|cultura kefir vanillesmaak|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|feta apetina in oil 265g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|havarti|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|light 15|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|mozzarella 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|mozzarella grated 200gr|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural cheddar chunk 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural gouda|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural gouda slices 150g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural mozzarella chunk 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural mozzarella shredded 175g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural mozzarella slices 150g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural pizzatopping shredded 175g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|natural strawberry yogurt 100g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|salted butter 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|ser havarti 150 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|ser havarti jalapeno 150 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|ser havarti matured 150 g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|ser port salut|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|smooth creamy butter salted 250g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|smooth creamy butter unsalted 250g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika ask|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika den hvide dame|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika drunken dog|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika gammel knas|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika gammel knas creme|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika hgelundgaard 8|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika krondild|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika rd lber|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unika slvrv|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|unsalted butter 200g|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arla|whipping cream|??|f|??|??|??|NV|17|??|medio|queijos azuis, sobremesas|doce
W|arla|whipping cream|??|f|??|??|??|NV|17|??|medio|queijos azuis, sobremesas|doce|=699
W|arla|whipping cream|??|f|??|??|??|NV|17|??|medio|queijos azuis, sobremesas|doce|=699
W|arlandino|grignolino dasto doc 2023|??|r|??|??|??|2023|13.5|doc|medio|carnes, massas, queijos|seco
W|arlanza|dop gran lerma bodegas lerma 2016|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
W|arlanza|dop gran lerma bodegas lerma 2018|??|r|??|??|??|2018|13.5|??|medio|carnes, massas, queijos|seco
W|arlanza|dop lerma crianza bodegas lerma 2018|??|r|??|??|??|2018|13.5|??|medio|carnes, massas, queijos|seco
W|arlappia|arlappia|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlati|2023 igp salento susumaniello trullo di pezza|??|r|??|??|??|2023|13.5|igp|medio|carnes, massas, queijos|seco
W|arlati|salento susumaniello rosso igt|??|r|??|??|??|NV|13.5|igt|medio|carnes, massas, queijos|seco
W|arlaud|2015 morey st denis 1er cru aux chezeaux|??|r|??|??|??|2015|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2015 morey st denis 1er cru les blanchards|??|r|??|??|??|2015|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2016 charmes chambertin grand cru|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2016 gevreychambertin 1er cru aux combottes|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2016 morey st denis|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2016 morey st denis 1er cru les ruchots|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2022 morey st denis 1er cru aux cheseaux|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2022 moreystdenis|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2023 morey st denis 1er cru aux cheseaux|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|2023 moreystdenis|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|bonnes mares|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|bourgogne aligote 2023|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|bourgogne roncevie 2022|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|bourgogne rouge oka|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|bourgogne rouge oka 2021|??|r|??|??|??|2021|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|bourgogne rouge roncevie 2023|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|chambolle musigny|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|chambolle musigny chatelots|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|chambolle musigny les sentiers 2020|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|chambolle musigny sentiers|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|chambollemusigny 2015|??|r|??|??|??|2015|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|chambollemusigny 2023|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|charmes chambertin|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|charmes chambertin 2013|??|r|??|??|??|2013|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|charmes chambertin 2018|??|r|??|??|??|2018|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|charmes chambertin 2020|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|clos de la roche 1999|??|r|??|??|??|1999|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|clos de roche gc 2020|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|clos roche|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|clos saint denis|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|cyprien 2016 vosne romanee aux reas|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|echezeaux|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|echezeaux grand cru 2013 1|??|r|??|??|??|2013|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|gevrey chambertin 1er cru aux combottes 2020|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|gevrey chambertin 2022|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|gevrey chambertin combottes|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|grd cru charmes chambertin 2018|??|r|??|??|??|2018|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|hautes cotes de nuits blanc 2023|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|hautes cotes de nuits rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|hautes cotes de nuits rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco|=747
W|arlaud|moerysaintdenise les millandes|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey les ruchots 2021|??|r|??|??|??|2021|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey saint denis 1er cru les millandes 2023|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey saint denis blanchards|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey saint denis cheseaux|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey saint denis millandes|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey saint denis rouge|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|arlaud|morey saint denis ruchots|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
