1. W|cantine povero|moscato dasti 2022 bottle|it|w|moscato|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
449. W|canto|del grillo 2021 abbazia san giorgio|??|r|grillo|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
450. W|canto|del grillo 2021 abbazia san giorgio|??|r|grillo|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=449
451. W|canto|del grillo 2022 abbazia san giorgio|??|r|grillo|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
452. W|canto|del grillo|??|r|grillo|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
453. W|canto|del grillo chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
454. W|canto|del grillo cri cri|??|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
455. W|canto|del grillo cri cri|??|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=454
456. W|canto|del grillo igt|??|r|grillo|??|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
457. W|canto|della civetta 2018 igp merlot|??|r|merlot|??|??|2018|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
458. W|canto|della civetta 2018 merlot|??|r|merlot|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
459. W|canto|delle sabbie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
460. W|canto|dos liivres cenair maica|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
461. W|canto|dos liivres corte cantoria|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
462. W|canto|dos liivres corte cantoria|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=461
463. W|canto|dos liivres gran chardonnay cuvee|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
464. W|canto|dos liivres gran reserva cantoria corte 5|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
465. W|canto|dos liivres reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
466. W|canto|dos liivres reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
467. W|canto|dos liivres reserva marselan|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
468. W|canto|dos liivres reserva merlot|??|r|merlot|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
469. W|canto|dos liivres reserva pinot noir|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
470. W|canto|dos liivres reserva tannat cuvee|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
471. W|canto|dos liivres tannat cuvee|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
472. W|canto|fijo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
473. W|canto|gourmet produto 100 artesanal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
474. W|canto|kechwa con un ensayo sobre la capacidad de creacion artistica del pueblo indio y mestizo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
475. W|canto|merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
476. W|canto|nono alvarinho|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
477. W|canto|nono alvarinho|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
478. W|canto|nono alvarinho|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
479. W|canto|nono alvarinho doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
480. W|canto|nono vinho verde|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
481. W|canto|nono vinho verde doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
482. W|canto|nono vinho verde doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=481
483. W|canto|pinot noir chardonnay mcc brut|??|s|chardonnay|??|??|2022|12|??|leve|frutos do mar, aperitivos, sushi|brut
484. W|canto|pinot noir mcc brut|??|s|pinot noir|??|??|2020|12|??|leve|frutos do mar, aperitivos, sushi|brut
485. W|canto|pinotage|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
486. W|canto|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
487. W|canto|shiraz mcc brut|??|s|shiraz|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
488. W|canto|villano poesia reunida 19491994|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
489. X
490. X
491. X
492. X
493. X
494. X
495. W|canto|wooded chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
496. W|canto|x 2006 tinto|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
497. W|canto|x chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
498. W|canto|x decimo red|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
499. W|canto|x decimo rose|??|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
500. W|canto|x decimo white|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
501. W|canto|x red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
502. W|canto|x rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
503. W|canto|x white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
504. W|cantoalba|carmenere de la ronciere chili|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
505. W|cantoalba|chardonnay la ronciere|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
506. W|cantoalba|pinot noir la ronciere|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
507. W|cantoblanco|rioja weiwein|es|w|??|rioja|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
508. W|cantodoro|cantodoro|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
509. W|cantodoro|feudo arancio sicilia doc|it|r|??|sicilia|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
510. W|cantodoro|riserva|??|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
511. W|cantogordo|vinedo unico estuche 2 botellas|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
512. W|cantogordo|vinedo unico magnum 1|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
513. W|cantoiseau|red blend|??|r|red blend|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
514. W|cantolio|lopis primitivo salento igt|??|r|primitivo|??|??|2023|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
515. W|cantolio|primitivo di manduria dop 140 terra|??|r|primitivo|??|??|2023|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
516. W|cantolio|primitivo di manduria dop 150 mare 2022 1|??|r|primitivo|??|??|2022|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
517. W|cantolio|primitivo di manduria dop 150 mare 2023 0|??|r|primitivo|??|??|2023|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
518. W|cantolio|primitivo di manduria dop 150 mare 2023 1|??|r|primitivo|??|??|2023|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
519. W|cantolio|primitivo di manduria dop mandonion|??|r|primitivo|??|??|2023|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
520. W|cantolio|primitivo di manduria mandonion primitivo puglia|it|r|primitivo|puglia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
521. W|cantolio|terre 14 primitivo di manduria dop|??|r|primitivo|??|??|NV|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
522. W|cantolio|urceus primitivo di manduria|??|r|primitivo|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
523. W|cantolio|urceus primitivo di manduria doc|??|r|primitivo|??|??|2018|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
524. W|cantolio|urceus primitivo di manduria dop|??|r|primitivo|??|??|2023|13.5|dop|encorpado|carne vermelha, massas, queijos curados|seco
525. W|cantomania|friday at mirage get ready to vibe sing and dance with the iconic dj collective cantomania every last friday from february to june|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
526. W|cantomoro|cantomoro|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
527. W|canton|60g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
528. W|canton|de ginger|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
529. S
530. S
531. S
532. S
533. S
534. S
535. S
536. S
537. S
538. S
539. W|canton|pineapple drink|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
540. W|cantoneira|oratorio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
541. W|cantoneira|para banheiro plastica atlas com gancho primafer 50122 branco mp|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
542. W|cantonese|almond|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
543. W|cantonese|black sesame seeds|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
544. W|cantonese|olive seeds|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
545. W|cantonese|pecan nut|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
546. W|cantoni|grave del friuli docg|it|r|??|friuli|??|1981|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
547. W|cantoni|grave del friuli docg blanc|it|w|??|friuli|??|1981|12.5|docg|medio|peixes, frutos do mar, saladas|seco
548. W|cantonovo|annata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
549. W|cantonovo|primitivo|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
550. W|cantonovo|primitivo|??|r|primitivo|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
551. W|cantonovo|primitivo|??|r|primitivo|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
552. W|cantonovo|primitivo rose|??|p|primitivo|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
553. W|cantonovo|primitivo rose 2024 0|??|p|primitivo|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
554. X
555. X
556. W|cantor|cantor|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
557. W|cantor|x 6|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
558. W|cantor|cantor|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
559. W|cantor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
560. W|cantor|rojo|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
561. W|cantor|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
562. W|cantore|di castelforte aglianico donna elena|??|r|aglianico|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
563. W|cantore|di castelforte chardonnay masserie mazzetta|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
564. W|cantore|di castelforte primitivo|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
565. W|cantore|di castelforte primitivo di manduria donna maria|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
566. W|cantore|di castelforte primitivo donna maria|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
567. W|cantore|di castelforte primitivo passito|??|d|primitivo|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
568. W|cantore|di castelforte rosato salento|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
569. W|cantore|di castelforte rosso puglia|it|r|??|puglia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
570. W|cantore|di castelforte salice salentino|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
571. W|cantore|john verdicchio dei castelli di jesi classico superiore fattoria nanni|??|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
572. W|cantos|a la luna|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
573. W|cantos|blancos tempranillo org|??|w|tempranillo|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
574. W|cantos|blancos verdejo|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
575. W|cantos|de sirena|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
576. W|cantos|de vaipiedra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
577. W|cantos|de valpiedra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
578. W|cantos|de valpiedra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=577
579. W|cantos|de valpiedra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=577
580. W|cantos|de valpiedra|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
581. W|cantos|de valpiedra|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
582. W|cantos|de valpiedra crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
583. W|cantos|de valpiedra crianza rioja doca 2021 finca valpiedra|es|r|??|rioja|??|2021|13.5|doca|medio|carne vermelha, massas, queijos curados|seco
584. W|cantos|de valpiedra finca valpiedra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
585. W|cantos|de valpiedra rioja crianza tinto|es|r|??|rioja|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
586. W|cantos|de valpiedra rioja spain|es|r|??|rioja|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
587. W|cantos|del diablo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
588. W|cantos|del diablo|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
589. W|cantos|del diablo|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
590. W|cantos|del diablo|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
591. W|cantos|del diablo|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
592. W|cantos|del diablo garnacha mentrida 2021 750 ml|??|r|garnacha|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
593. W|cantos|del diablo vinedo de parcela|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
594. W|cantosan|cantosan|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
595. W|cantosan|blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
596. W|cantosan|brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
597. W|cantosan|verdejo vinas viejas|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
598. W|cantosan|verdejo vinas viejas|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=597
599. W|cantosan|verdejo vinas viejas|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
600. W|cantovera|9 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
601. W|cantovera|9 crianza 2023 do ribera del duero|es|r|??|ribera del duero|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
602. W|cantovera|9 crianza 2023 do ribera del duero|es|r|??|ribera del duero|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=601
603. W|cantovera|9 meses|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
604. W|cantovera|9 meses ribera del duero tinto|es|r|??|ribera del duero|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
605. W|cantovera|9 ribera del duero|es|r|??|ribera del duero|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
606. W|cantovera|suum 2023 ribera del duero|es|r|??|ribera del duero|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
607. W|cantovera|suum 2023 ribera del duero|es|r|??|ribera del duero|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=606
608. W|cantrina|a rose is a rose is a rose chiaretto|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
609. W|cantrina|groppello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
610. W|cantrina|rine bianco 2020 case only|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
611. W|cantrina|riviera del garda classico groppello 2022 case only|??|r|??|??|??|2022|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
612. W|cantrina|riviera del garda classico groppello 2023 case only|??|r|??|??|??|2023|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
613. W|cantrina|riviera del garda classico groppello lombardy italy|it|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
614. W|cantrina|valtenesi a rose is a rose is a rose chiaretto|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
615. W|cantrina|valtenesi a rose is a rose is a rose chiaretto 2022 case only|??|p|??|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
616. W|cantrina|valtenesi a rose is a rose is a rose chiaretto 2023 case only|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
617. W|cantrina|valtenesi a rose is a rose is a rose chiaretto 2024 case only|??|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
618. W|cantu|vinho branco quinta de bons ventos|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
619. W|cantu|vinho ramirana gran reserva carmenere syrah tamanho 750|??|r|syrah|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
620. W|cantu|vinho ramirana trinidad maipo syrah cabernet sauvignon carmenere|cl|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
621. W|cantu|vinho the grill master sauvignon blanc tamanho 750|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
622. W|cantu|vinho ventisquero grey leyda pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
623. W|cantu|vinho ventisquero grey sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
624. W|cantu|vinho ventisquero queulat casablanca sauvignon blanc|cl|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
625. W|cantu|vinho ventisquero queulat maipo carmenere|cl|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
626. W|cantu|vinho ventisquero reserva red blend|??|r|red blend|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
627. W|cantu|vinho verde branco doc bons ventos embalagens podem variar|pt|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
628. W|cantu|vinho verde branco levity|pt|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
629. W|cantucci|cantucci|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
630. W|cantucci|cantucci|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=629
631. W|cantucci|250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
632. W|cantucci|a la pistache 150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
633. W|cantucci|al cioccolato 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
634. W|cantucci|al cioccolato 400 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
635. W|cantucci|al cioccolato 500 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
636. W|cantucci|al cioccolato bianco e caffe antico forno santi 200 g|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
637. W|cantucci|al cioccolato biscottificio belli 150 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
638. W|cantucci|al cioccolato dubiscotti 48 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
639. W|cantucci|al cioccolato e arancia 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
640. W|cantucci|al cioccolato grossi pezzi 250 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
641. W|cantucci|al cioccolato marabissi 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
642. W|cantucci|al cioccolato sinatti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
643. W|cantucci|alla mandorla 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
644. W|cantucci|alla mandorla igp biscottificio belli scatola regalo 250 g|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
645. W|cantucci|alla mandorla vino poggio santo confezione da 500 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
646. W|cantucci|allarancia marabissi 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
647. W|cantucci|alle mandorle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
648. W|cantucci|amande 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
649. W|cantucci|aux amandes 125g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
650. W|cantucci|aux amandes 150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
651. W|cantucci|aux amandes et pistaches 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
652. W|cantucci|biscotti med mandler|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
653. W|cantucci|cioccolato a pezzi 1 kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. W|cantucci|classici 200g|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
655. W|cantucci|classici alla mandorla biscottificio belli astuccio 100 g|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
656. W|cantucci|classici pasticceria sinatti|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
657. W|cantucci|classici sinatti|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
658. W|cantucci|con mandorle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
659. W|cantucci|con mandorle 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
660. W|cantucci|di prato|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
661. W|cantucci|di prato in vintage blik|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
662. W|cantucci|lauriely 200|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
663. X
664. W|cantucci|piccolini von marabissi 120g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
665. W|cantucci|pistache 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
666. W|cantucci|pistache et chocolat noir 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|cantucci|recouvert de chocolat 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
668. W|cantucci|sfizio 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
669. W|cantucci|toscani 500 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
670. W|cantucci|toscani di prato 500g biscottificio antonio mattei|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
671. W|cantucci|toscani igp fratelli lunardi|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
672. W|cantucci|toscani igp i migliori cantucci artigianali dalla toscana|it|r|??|toscana|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
673. W|cantucci|tozzetti artigianali 400 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
674. W|cantucci|tozzetti artigianali al cioccolato 400 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
675. W|cantucci|vicenzi 225g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
676. W|cantucci|with lemon peels in yellow tin marabissi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. W|cantuccini|225g matilde vicenzi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
678. W|cantuccini|225g matilde vicenzi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=677
679. W|cantuccini|al cioccolato caja x 250 prato belli cioccobelli|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
680. W|cantuccini|al parmigiano dop|??|r|??|??|??|NV|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
681. W|cantuccini|al pistacchio 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
682. W|cantuccini|alle mandorle 150 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
683. W|cantuccini|alle mandorle 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
684. W|cantuccini|alle mandorle 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
685. W|cantuccini|alle mandorle forno cennini 500gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
686. W|cantuccini|alle mandorle marini 12x200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
