W|tempera 101|karbon alu tuba kartonska kutija|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana ribera del duero 2018|es|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=533
W|telmo rodriguez|matallana 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2013|??|r|??|??|??|2013|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2012|??|r|??|??|??|2012|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2011|??|r|??|??|??|2011|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana 2010|??|r|??|??|??|2010|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|matallana|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|malaga mr moscatel 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|malaga molino real 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|malaga molino real 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|malaga molino real 2014|??|r|??|??|??|2014|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|m2 matallana ribera del duero tinto 2006|es|r|??|??|??|2006|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz tempranillo 2022|??|r|tempranillo|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz tempranillo 2021|??|r|tempranillo|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz rioja doc|es|r|??|rioja|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz rioja 2023|es|r|??|rioja|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
=552
W|telmo rodriguez|lz rioja 2022 6 bottles|es|r|??|rioja|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz rioja 2018 spain|es|r|??|rioja|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=556
W|telmo rodriguez|lz doc rioja organic bio eco 2021 81 z|es|r|??|rioja|??|2021|13|doc|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
=560
W|telmo rodriguez|lz 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lz|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=565
=565
W|telmo rodriguez|lg valbuxan tinto lextimo valdeorras|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lg valbuxan tinto lexitimo 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lg valbuxan tinto lexitimo 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lg valbuxan 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|las beatas single vineyard 2022|??|r|??|??|??|2022|13|??|encorpado|carne vermelha; massas; queijo|seco
W|telmo rodriguez|las beatas labastida rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|las beatas 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lanzaga rioja 2019 6 bottles|es|r|??|rioja|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lanzaga rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lanzaga doc rioja organic bio eco 2018 147 z|es|r|??|rioja|??|2018|13|doc|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lanzaga 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lanzaga 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
=579
W|telmo rodriguez|lanzaga 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|lanzaga|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=582
W|telmo rodriguez|ladeiros do xil o diviso 2017|??|r|??|??|??|2017|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|ladeiros do xil as caborcas 2017|??|r|??|??|??|2017|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|ladeiros do xil a falcoeira 2017|??|r|??|??|??|2017|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|ladeiras do xil falcoeira a capilla valdeorras spain 2019|??|r|??|??|??|2019|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|la estrada single vineyard 2022|??|r|??|??|??|2022|13|??|encorpado|carne vermelha; massas; queijo|seco
W|telmo rodriguez|la estrada rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|la estrada lanziego 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|la estrada|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|l to z rioja 2022|es|r|??|rioja|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=592
W|telmo rodriguez|godello de parcela falcoeira 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|godello de paraje o barreiro 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gazur do ribera del duero organic bio eco 2021 62 z|es|r|??|??|??|2021|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gazur do ribera del duero|es|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gazur 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gazur|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=599
W|telmo rodriguez|gago tinta de toro 2019|es|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
=601
W|telmo rodriguez|gago pago la jara 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gago g 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gago g|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gago do toro 2018 114 z|es|r|??|??|??|2018|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gago do toro|es|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gago 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
=608
=608
W|telmo rodriguez|gago 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba mencia valdeorras spanje|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba mencia valdeorras 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba mencia valdeorras|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba mencia 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=615
=615
W|telmo rodriguez|gaba mencia 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
=618
=618
=618
W|telmo rodriguez|gaba mencia|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil valdeorras|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil o barreiro valdeorras|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil o barreiro godello 2023|??|r|??|??|??|2023|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil o barreiro godello|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil o barreiro 2024|??|r|??|??|??|2024|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil o barreiro 2022|??|r|??|??|??|2022|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil o barreiro|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
=629
=629
W|telmo rodriguez|gaba do xil mencia valdeorras|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil mencia tinto 2021|??|r|??|??|??|2021|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil mencia 2019|??|r|??|??|??|2019|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil mencia|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
=635
=635
W|telmo rodriguez|gaba do xil godello valdeorras spanje|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil godello valdeorras do|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil godello 2024|??|r|??|??|??|2024|13|do|medio|carne vermelha; massas; queijo|seco
=640
W|telmo rodriguez|gaba do xil godello 2022|??|r|??|??|??|2022|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil godello 2021|??|r|??|??|??|2021|13|do|medio|carne vermelha; massas; queijo|seco
=643
W|telmo rodriguez|gaba do xil branco|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
=645
=645
=645
W|telmo rodriguez|gaba do xil blanco o barreiro 2024|??|w|??|??|??|2024|12.5|do|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|gaba do xil blanco o barreiro 2023|??|w|??|??|??|2023|12.5|do|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|gaba do xil barreiro 2022|??|r|??|??|??|2022|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil 2021|??|r|??|??|??|2021|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|gaba do xil 0 barreiro godello valdeorras galicie|??|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|g pago la jara 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|g pago la jara 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|g pago la jara 2012|??|r|??|??|??|2012|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|g gago|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=657
=657
W|telmo rodriguez|g dehesa gago|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=660
=660
=660
W|telmo rodriguez|falcoeira mencia 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira branco 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira branco 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira branco 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira a capilla valdeorras|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira a capilla 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira a capilla 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
=670
W|telmo rodriguez|falcoeira a capilla 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira a capilla 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira a capilla 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira a capilla|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|falcoeira 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|estrada lanzaga|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
X
X
X
W|telmo rodriguez|el transistor verdejo 2024|??|w|verdejo|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
=681
W|telmo rodriguez|el transistor verdejo 2022 6 bottles|??|w|verdejo|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|el transistor verdejo 2020|??|w|verdejo|??|??|2020|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|el transistor verdejo 2019|??|w|verdejo|??|??|2019|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|el transistor 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|el transistor 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
=687
W|telmo rodriguez|el transistor 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|el transistor|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=690
=690
W|telmo rodriguez|dehesa gago toro|es|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago tinto de toro 2022|es|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago tinta de toro 2022 6 bottles|es|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago g 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago do toro 2021 60 z|es|r|??|??|??|2021|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago do toro|es|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
=698
W|telmo rodriguez|dehesa gago 2023 spain|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
=701
W|telmo rodriguez|dehesa gago 202223|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=703
W|telmo rodriguez|dehesa gago 2022 spain|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=707
W|telmo rodriguez|dehesa gago 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehesa gago|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|dehasa gago 2021 spain|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente vino de cosecheros 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente vino de cosecheros 2021 6 bottles|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente tempranillo 2018 rioja spain|es|r|tempranillo|rioja|??|2018|13.5|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente rioja 2022 spain|es|r|??|rioja|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente rioja 2021 spain|es|r|??|rioja|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente rioja 2018 spain|es|r|??|rioja|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente rioja 2017 14|es|r|??|rioja|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=719
=719
W|telmo rodriguez|corriente doc rioja 2020 71 z|es|r|??|rioja|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente bueno de diario rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente bueno de diario 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente 2022 0 drs|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=726
W|telmo rodriguez|corriente 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=728
W|telmo rodriguez|corriente 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
=730
W|telmo rodriguez|corriente 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
=732
W|telmo rodriguez|corriente 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|corriente|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=735
=735
W|telmo rodriguez|cebreros pegaso pizarra|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|cebreros pegaso granito 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|cebreros pegaso granito|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
X
W|telmo rodriguez|branco de sta cruz 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|branco de santa cruz valdeorras 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|branco de santa cruz godello 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|branco de santa cruz 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=745
W|telmo rodriguez|branco de santa cruz 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
=747
W|telmo rodriguez|branco de santa cruz|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=749
=749
W|telmo rodriguez|bodegas lanzaga lz rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodegas lanzaga lz 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodegas lanzaga la estrada 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodegas lanzaga la estrada 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodegas lanzaga la estrada 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
X
X
X
W|telmo rodriguez|bodega lanzaga tabuerniga 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodega lanzaga rioja tabuerniga 2018|es|r|??|rioja|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodega lanzaga rioja la estrada 2017|es|r|??|rioja|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
X
W|telmo rodriguez|bodega lanzaga rioja corriente 2021|es|r|??|rioja|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodega lanzaga rioja|es|r|??|rioja|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodega lanzaga lz 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodega lanzaga las beatas 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|bodega lanzaga la estrada 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
X
W|telmo rodriguez|basa verdejo rueda fdl|es|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|basa verdejo 2024 6 bottles|??|w|verdejo|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|basa verdejo|??|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
=772
=772
W|telmo rodriguez|basa rueda|es|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=775
=775
=775
=775
W|telmo rodriguez|basa magnum 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|basa do rueda|es|r|??|??|??|NV|13|do|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|basa blanco rueda do|es|w|??|??|??|NV|12.5|do|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|basa blanco 2024|??|w|??|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|basa blanco 2022|??|w|??|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|basa blanco|??|w|??|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
=785
W|telmo rodriguez|basa 2024 spain|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|basa 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
=788
=788
W|telmo rodriguez|basa 2021 spain|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|basa 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=792
=792
=792
W|telmo rodriguez|basa 2020 spain|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|basa 2019 spain|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|basa|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=798
=798
W|telmo rodriguez|as caborcas single vineyard mencia 2021|??|r|??|??|??|2021|13|??|encorpado|carne vermelha; massas; queijo|seco
W|telmo rodriguez|as caborcas 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|as caborcas 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|as caborcas 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|as caborcas 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|as caborcas|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
X
X
W|telmo rodriguez|altos lanzaga rioja 2011|es|r|??|rioja|??|2011|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|altos lanzaga|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre tinto monastrell spain|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre tinto monastrell alicante|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre tinto monastrell 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
=813
W|telmo rodriguez|almuvedre tinto monastrell|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=815
=815
=815
=815
W|telmo rodriguez|almuvedre monastrell 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre 2023 spain|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=824
W|telmo rodriguez|almuvedre 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|almuvedre|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|al muvedre 202123|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=828
W|telmo rodriguez|al muvedre|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=830
=830
W|telmo rodriguez|a falcoeira 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|a falcoeira 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|2024 verdejo basa rueda spain|es|w|verdejo|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|telmo rodriguez|2018 tabuerniga|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|2018 lanzaga lz|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|2017 lanzaga rioja|es|r|??|rioja|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo rodriguez|telmo rodriguez|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=839
W|telmo rodrigez|almurvedre tinto monastrell alicante|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo monastrell|telmo monastrell|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo malaga|telmo malaga|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo gaba|di xil mancia|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo dehesa|gago tempranillo 2022|??|r|tempranillo|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
=845
W|telmo dehesa|gago spain|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
