W|dark silkie|cask strength 645|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=465
W|darling cellars|cabernet sauvignon 145|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|cabernet sauvignon merlot|fr|r|cabernet sauvignon, merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|cabernet sauvignon merlot|fr|r|cabernet sauvignon, merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=468
W|darling cellars|cabmerlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|cap classique blanc de blanc brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|cap classique brut rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|cap classique nectar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|cellarmaster malbec 2023|fr|r|malbec|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=475
W|darling cellars|chardonnay reserve|fr|w|chardonnay|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|darling cellars|chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|chenin blanc 135|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|chenin blanc sauvignon blanc|fr|w|sauvignon blanc, chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|cheninsauvignon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chocoholic pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chocoholic pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|darling cellars|chocoholic pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|darling cellars|chocoholic pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|darling cellars|chocoholic pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|darling cellars|chocoholic pinotage 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chocoholic pinotage 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chocoholic pinotage 202124|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chocoholic pinotage bag in box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|chocoholic pinotage south africa wine delivered in a wine gift bag box|za|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|dc de alcoholised rose nv|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|dealcoholised dc rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|dealcoholised dc sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|dealcoholised dc shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|dealcoholised dc shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=495
W|darling cellars|dealcoholised dc sparkling blanc|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|dealcoholised dc sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|dealcoholised rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|dealcoholised rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=499
W|darling cellars|dealcoholised rose nv|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|dealcoholised sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|dealcoholised sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=502
W|darling cellars|dealcoholised sauvignon blanc nv|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|dealcoholised sauvignon blanc nv|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=504
W|darling cellars|dealcoholised shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|dealcoholised sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|dealcoholised sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=507
W|darling cellars|dealcoholised sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=507
W|darling cellars|dealcoholised sparkling rose nv|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|dealcoholised sparkling rose sauvignon blancgrenache|fr|s|sauvignon blanc, grenache|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|dealcoholised sparkling white nv|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|dealcoholized shiraz nv|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|gustus bukettraube 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|gustus pinotage 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|hannuwa amphora chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|hannuwa amphora chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=516
W|darling cellars|hannuwa amphora sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|lady ann darling sauvignon blanc 2018|fr|w|sauvignon blanc|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|lady ann darling white 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|lady ann sauvignon blanc semillon 2023|fr|w|sauvignon blanc, semillon|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|lime kilns 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|lime kilns chenin blanc 2024|fr|w|chenin blanc|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|lime kilns white 2019|fr|w|??|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|low alcohol sauvignon blanc nv|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|low alcohol shiraz nv|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|mcc bl de bls 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|mcc blanc de blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|mcc blanc de blanc brut 2018|fr|s|??|??|??|2018|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|mcc brut rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|merlot reserve|fr|r|merlot|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|nectar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|nonalcoholic rose south africa|za|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|obv darling mcc 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old blocks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old blocks pinotage 14|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old bush vine chenin 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old bush vine chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|old bush vine cinsaut|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old bush vines cap classique blanc de blanc brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling cellars|old bush vines chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|old bush vines chenin blanc 2023|fr|w|chenin blanc|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|old bush vines cinsaut|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old bush vines pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|old bush vines rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|old tractor pinotage 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|pinotage chocoholic|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|pinotage chocoholic|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=549
W|darling cellars|pinotage reserve|fr|r|??|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|pyjama bush rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|pyjama bush rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=552
W|darling cellars|pyjama bush rose 2025|fr|p|??|??|??|2025|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|pyjama bush rose 2025|fr|p|??|??|??|2025|13.5|??|medio|frutos do mar, saladas|seco|=554
W|darling cellars|res bg shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|res cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|res chenin bla|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|res merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve black granite shiraz 2018|fr|r|shiraz|??|??|2018|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve black granite shiraz 2023|fr|r|shiraz|??|??|2023|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve black granite shiraz 2023|fr|r|shiraz|??|??|2023|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=561
W|darling cellars|reserve bushvine cab sauv 2023|fr|r|??|??|??|2023|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|darling cellars|reserve evening star 2018|fr|r|??|??|??|2018|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve merlot|fr|r|merlot|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve pinotage|fr|r|??|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve pyjama bush sauvignon blancgrenache rose 2025|fr|p|sauvignon blanc, grenache|??|??|2025|13.5|RESERVE|medio|frutos do mar, saladas|seco
W|darling cellars|reserve sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|darling cellars|reserve shiraz black granite|fr|r|shiraz|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve shiraz black granite|fr|r|shiraz|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=571
W|darling cellars|reserve six tonner merlot 135|fr|r|merlot|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve six tonner merlot 2023|fr|r|merlot|??|??|2023|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve terra hutton cabernet sauvignon 2017|fr|r|cabernet sauvignon|??|??|2017|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|reserve the capeman smg 2017|fr|r|??|??|??|2017|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darling cellars|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|sauv blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=579
W|darling cellars|sauvignon blanc 2023|fr|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|sauvignon blanc 2025|fr|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|sauvignon blanc chenin blanc|fr|w|sauvignon blanc, chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|sauvignon blanc dealcoholised wine|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|sauvignon blanc low alcohol white wine|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=586
W|darling cellars|shiraz 135|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|shiraz low alcohol red wine|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|signal tower sauvignon blanc 2025|fr|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|signal tower sauvignon blanc 2025|fr|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco|=590
W|darling cellars|sir charles cabernet sauvignon merlot 2020|fr|r|cabernet sauvignon, merlot|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|swartland chenin blanc|za|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|swartland reserve chenin blanc|za|w|chenin blanc|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|darling cellars|sweet red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|sweet rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling cellars|sweet white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling cellars|terra hutton cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|the capeman smg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|the capeman smg red blend 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|the old grain silo darling 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|the old tractor pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|the old tractor pinotage 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|the old tractor pinotage 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=603
W|darling cellars|trio|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|v res bg shirz|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|wildflower jeripigo hanepoot nv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellars|zimazela shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cellers|old blocks pinotage 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling chocoholic|pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling chocoholic|pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=610
W|darling christmas|christmas|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling creek|creek|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cushion|baby anton koala|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cushion|baby bob penguin|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cushion|baby daisy dog|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cushion|baby felix rabbit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling cushionbaby|guggi giraffe|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling dc|05 sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling dealcoholised|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling dealcoholised|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling dealcoholised|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling delights|gift|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling devotion|devotion|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling downs|cube roll wagyu mb5 55kg65kgslab|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling downs|rump cap wagyu mb5 15kg25kgslab|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling downs|striploin wagyu mb5 5kg7kgslab|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling downs|tenderloin wagyu mb5 25kg32kgslab|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling downs|tomahawk wagyu mb5 55kg6kgslab|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling downs|wagyu mb5 tbone|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling doxie|eau de parfum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling estate|aligote 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling estate|aligote 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling estate|aligote 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling estate|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darling estate|gamay 2022|fr|r|gamay|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling estate|gamay 2023|fr|r|gamay|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling estate|sangiovese 2023|it|r|sangiovese|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling green|olives 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling green|olives jar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling kutya|szaraz huszoldseg 3kg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling kutyaelszarszarnyaszold|3kg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling olives|limited edition green olives 350g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling olives|marmalade 260g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling olives|plain olive paste 120g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling ovp|cinsault 23|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling pitted|broken olives|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling red|bag|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling red|roses|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling river|shiraz 2022|fr|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling rose|dealcoholised wine|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darling sauvignon|blanc 2024|fr|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|darling sauvignon|blanc 2024|fr|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=652
W|darling sauvignon|blanc 2024|fr|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=652
W|darling sauvignon|blanc 2024 fairview south africa|za|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|darling sauvignon|blanc dealcoholised wine|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darling shiraz|dealcoholised wine|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling shirazmalbecgrenanche|2022|fr|r|shiraz, malbec|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling sonoma|coast chardonnay den chosta 2022|us|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|darling sonoma|coast pinot noir 2021|us|r|pinot noir|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling sonoma|coast pinot noir den chosta 2023|us|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling sonoma|coast syrah den chosta 2023|us|r|syrah|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling sparkling|rose dealcoholised wine|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darling sweet|salted soft caramels 150g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling sweet|tannie evitas classic toffee 150g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling sweets|toffees 45g various|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling the|old grain silo shiraz 2023|fr|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling wines|azaya vineyard pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling wines|den chosta chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|darling wines|den chosta sonoma coast chardonnay 2023|us|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darling wines|deodora vineyard pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling wines|la cruz vineyard pinot gris 2023|fr|w|pinot gris|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darling wines|le cruz vineyard pinot gris 2022|fr|w|pinot gris|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|darling wines|syrah den chosta 2022|fr|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darling wines|westpet pinot noir petaluma gap 2022 124 abv|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darlinghoney fig|liqueur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darlingtons hot|horseradish|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darlingtons lemon|curd|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darlingtons passionfruit|curd|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darlingtons spicy|tomato onion chutney|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darlyn tstrap|sandals black|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|darmagi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|darmagi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=682
W|darmagi|1985 cabernet sauvignon|fr|r|cabernet sauvignon|??|??|1985|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|1990 cabernet sauvignon|fr|r|cabernet sauvignon|??|??|1990|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|1991 gaja|fr|r|??|??|??|1991|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|1996 gaja|fr|r|??|??|??|1996|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|1998|fr|r|??|??|??|1998|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2001 gaja|fr|r|??|??|??|2001|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2003 gaja|fr|r|??|??|??|2003|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2004 gaja|fr|r|??|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2004 gaja|fr|r|??|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco|=691
W|darmagi|2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2020 langhe rosso|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi|2021 langhe rosso|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi gaja|gaja|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
