W|giochessa|giochessa|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgi|spumante lodola vsq cl 75|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giorgi|spumante metodo classico top zero nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giorgi|spumante tenuta cassinello metodo classico brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giorgi|spumante tenuta cassinello metodo classico brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=453
W|giorgi|spumante tenuta cassinello metodo classico brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=453
W|giorgi|spumante top zero|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giorgia|grande mediterraneo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgia|grande mediterraneo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=457
W|giorgia|grande raixe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgia|grande raixe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=459
W|giorgino|giorgino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|alberto alberto serenelli broccanera|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|and gianni pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgio|and gianni pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=463
W|giorgio|armani acqua di gio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gio eau de toilette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gio edp caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gio edp caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=467
W|giorgio|armani acqua di gio edt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gio edt caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gio edt m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gioia eau de parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gioia eau de parfum gift set fragrances|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gioia eau fraiche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani acqua di gioia feminino eau di parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani air di gioia eau de parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani armani code pour femme edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani armani code rechargeable edt caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani code absolu edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani code men edt refillable h|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani emporio because its you woman edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani light di gioia edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani light di gioia edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=482
W|giorgio|armani men stronger with you only edt h|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani my way eau de parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani power fabric spf 25 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani profondo edt caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani set acqua gioia 2 pzs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si armani edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si armani edp miniatura body lotion lipstick edp set de dama|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si armani edp shower gel body lotion edp set de dama|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si edp classic clearance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si passione edp|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si passione edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si passione intense edt m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani si travel edp miniatura edp set de dama|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani stronger with you intensely para hombre hombre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|armani terra di gioia woman edp m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|bartolomaus toscana igt|it|r|??|tuscany|??|2008|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|beverly hills red edt m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|gianni pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgio|gianni pinot grigio 20|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgio|gianni pinot grigio|??|w|pinot grigio|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgio|gianni pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgio|i|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|iannoni sebastianini coccorone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|ii|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|ii gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|meletti borgeri bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgio|meletti cava|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giorgio|meletti cavallari bolgheri rosato doc|es|s|??|??|??|2024|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giorgio|meletti cavallari borgeri bolgheri bianco doc|es|s|??|??|??|2023|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giorgio|meletti cavallari borgeri bolgheri rosso doc|es|s|??|??|??|2023|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giorgio|meletti cavallari impronte bolgheri rosso doc superiore|es|s|??|??|??|2021|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giorgio|odero pinot nero doc frecciarossa|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pecora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pelissero barbaresco docg nubiola|it|r|??|barbaresco|barbaresco|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pelissero barbaresco tulin|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pelissero barbera dalba piani|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pelissero langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pelissero nubiola barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|pelissero tulin|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|poeta gli idromiele confezione regalo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|poeta idromiele barricato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|poeta idromiele classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|poeta la bombetta di giorgino integratore biologico italiano|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|poeta le 7 meraviglie confezione regalo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|poeta tintura madre di propoli flacone contagocce da|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo domaine fattaria la massa|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=535
W|giorgio|primo la massa|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo csmpetit verdot 075 liter|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|giorgio|primo|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|giorgio|primo|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=540
W|giorgio|primo|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo igt tenuta la massa|??|r|??|??|??|2012|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo igt|??|r|??|??|??|2016|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo igt toscana|it|r|??|tuscany|??|2011|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo la massa|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|primo rosso toscana igt|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|rivetti la spinetta il nero di casanova sangiovese|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgio|scarzello e figli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgione|acrylic paint|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgione|fabric colours 12 colors|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgione|gouache color 6 colors|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgione|water color|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgione|water color 6 colors|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgione|watercolor pad a3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgos|balatsouras doric white wine2021|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorgos|balatsouras doric wine|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorgos|balatsouras doric wine|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giori|lemoncillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|paso robles nebbiolo|??|r|nebbiolo|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|paso robles red gemellaia|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|paso robles aglianico|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|paso robles barbera|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|paso robles fiano|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|il campo rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|il campo bianco|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|aglianico case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|aglianico|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|aglianico french camp|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|aglianico luna matta vineyard paso robles|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|barbera bottle|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|barbera|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|barbera paso robles|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|barbera paso robles|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|giornata|benessere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|campo carbonico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|carbonico red bled paso robles|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|come una volta lovelanghe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|completa 01 luglio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|completa 18 giugno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|fiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|fiano case|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|gemellaia super tuscan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|il campo bianco case|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|il campo bianco paso robles ava california usa 135|us|w|??|california|??|2023|12.5|ava|medio|peixes, frutos do mar, saladas|seco
W|giornata|il campo rosso|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo rosso paso robles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo rosso paso robles ava|??|r|??|??|??|nv|13.5|ava|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo rosso paso robles ca usa|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|il campo sangiovese blend|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|in famiglia lovelanghe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|montepulciano case|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|montepulciano|it|r|montepulciano|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|nebbiolo case|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|nebbiolo nebbia|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|nero davola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|orango tango|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|orango tango|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|giornata|orango tango case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|orango tango|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|orango tango orange wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|orango tango paso robles ava|??|r|??|??|??|nv|13.5|ava|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|orangotango|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|sangiovese case|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|sangiovese|??|r|sangiovese|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|vermentino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|vermentino case|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|vermentino|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornata|wines french camp vineyard aglianico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornata|wines gemellaia tuscan red blend paso robles ca|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornato|il campo bianco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giornico|oro im halbeli 05|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giornico|oro doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giornico|oro merlot ticino doc|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giornico|oro merlot ticino doc|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=620
W|giornico|oro merlot ticino doc|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=620
W|giornico|oro ti doc merlot|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giornico|oro ticino doc merlot gialdi|??|r|merlot|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giorno|white dessert wine armenia|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giorno|nuovo cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorno|nuovo nero d avola|??|r|nero d avola|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorno|white dessert wine armenia|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco|=625
W|giorno|white dessert wine armenia|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco|=625
W|giorti|giorti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giorti|moschofilero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|gios|marani akhasheni|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani kindzmarauli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani kindzmarauli|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani kisi reserve|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani mukuzani|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani mukuzani|gb|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani rkatsiteli mtsvane reserve|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani rkatsitelimtsvane reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani saperavi|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani saperavi reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gios|marani tsinandali|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioser|alef bet chica 90354|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioser|alef bet grande 90949|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioser|grande de plastico 4927|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioso|barolo majesttisk rdvin pa tilbud|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioso|barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gioso|barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=649
W|giostra|tagada|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giostra|tagada rosso|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giosue|bolgheri il drago e la fornace|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giosue|valdobbiadene prosecco sup extra dry docg|??|s|??|??|??|2024|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|giotis|baking powder 200gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|baking powder 20g 21g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|baking powder 21 pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|baking powder 3x60gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|bechamel in powder 162gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|beschamel 162 g 020|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|farina 500gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|garni vanilla flavour pastry making 200gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|mix for crepes 300gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|potato puree 125gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotis|white couverture 125gr|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giotti|extra dry prosecco nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giotti|panetonne classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotti|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giotti|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=668
W|giotti|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=668
W|giotti|prosecco 6 btl case ex gst pbtl|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giotti|prosecco brut 11|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giotti|prosecco nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giotti|prosecco nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=673
W|giotto|9 pieces|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotto|bini rosso fanino serragghia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotto|bini rosso fanino serragghia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=676
W|giotto|bini zibibbo heritage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotto|bini zibibbo heritage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=678
W|giotto|bini zibibbo serragghia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotto|bini zibibbo serragghia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
X
W|giotto|hazelnut cream snacks 9 x129g parallel import best before date 24052026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
