W|syrah|7even zevenwacht|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvestra|rose bressia pinot noir|??|p|pinot noir|??|??|2024|12.5|??|medio|saladas, peixes, aves|seco
W|sylvestra|rosado familia bressia|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|sylvestra|bressia torrontes|??|r|torrontes|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
X
X|=886
X
W|sylvanus|estate the cipher reserve pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate the cipher reserve pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate the cipher reserve pinot noir|??|r|pinot noir|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate the cipher pinot noir|??|r|pinot noir|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate pinot noir|??|r|pinot noir|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate pinot noir|??|r|pinot noir|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco|=895
W|sylvanus|estate pinot noir|??|r|pinot noir|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate longbow pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate longbow pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate homeblock reserve pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate homeblock reserve pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate home block pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate home block pinot noir|??|r|pinot noir|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|sylvanus|estate cipher pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
X
X
X
X
X
X|=911
X
X
X
X
X
W|sylvanske|zelene arawinery mutenice|??|r|??|??|??|2025|13.5|??|medio|carnes, massas, queijos|seco
X
W|sylvanske|zelene 2024vino tiche lahvove pozdni sber c s 724|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
X
W|sylvanske|zelene vino hruska fresh premium pozdni sber polosuche|??|r|??|??|??|2024|13.5|??|medio|carnes, massas, queijos|seco
X
X
X
X
X
X|=927
X
X
X
X
W|sylvanske|zelene zemske skrabek bile vino suche|??|r|??|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
X
W|sylvanske|zelene sur lie vino hruska top collection vyber z hroznu suche|??|r|??|??|??|2021|13.5|??|medio|carnes, massas, queijos|seco
X
X
X
X
X
X
X|=941
W|sylvaner|zotzenberg grand cru|??|r|??|??|??|2021|13.5|Grand Cru|medio|carnes, massas, queijos|seco
X
X
X
X
X
X
X
W|sylvaner|weinberg dolomiten igt|??|r|??|??|??|NV|13.5|IGT|medio|carnes, massas, queijos|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X|=967
X
X
X
X
X
X
X
X
X
X
X
X|=979
X|=979
X
X
X
X
W|sylvaner|sudtirol eisacktaler doc classica|??|r|??|??|??|2024|13.5|DOC|medio|carnes, massas, queijos|seco
W|sylvaner|sudtirol eisacktaler doc 2023praepositus|??|r|??|??|??|NV|13.5|DOC|medio|carnes, massas, queijos|seco
X
X
X
X
X
W|sylvaner|sly blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, aves, saladas|seco
X
X
W|sylvaner|siggi blanc|??|w|??|??|??|2017|12.5|??|medio|peixes, aves, saladas|seco
X
X
X
W|sylvaner|rosenberg vieilles vignes domaine barmesbuecher bio|??|p|??|??|??|2023|12.5|??|medio|saladas, peixes, aves|seco
