W|gerler|sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerstacker|cherry wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|christkind roter punsch alcohol free|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|christkindles gluhwein wei 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|christkindles kinderpunsch 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|christkindles kinderpunsch bib|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|christkindles markt gluhwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|christkindles marktgluhwein rose 6|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerstacker|eierpunsch 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|feuerzangenbowle 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|gluhwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|gluhwein nuernberger markt gluhwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|gluhwein nurnberger market|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|granatapfelsecco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|heinz ruhmann feuerzangenbowle 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|heisser winterzauber 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|holunderpunsch heier hugo 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|holunderpunsch heier hugo bib|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|kinder punsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|kirschgluhwein 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|marillen punsch 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|nuernberger markt gluhwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|nurnberger gluhwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|nurnberger red wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|nurnberger sterne gluhwein tempranillo|es|r|tempranillo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerstacker|rose punsch|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerstacker|rose punsch bib|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerstacker|weinschorle rot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerston|archivist selection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerston|classic selection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerston|classic selection blended malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerston|lost distillery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerston|the lost distilleries|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerston|the lost distillery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gert|lush|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertie|cabernet franc clare valley australia|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertie|cabernet franc|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertie|cabernet franc|??|r|cabernet franc|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertie|goes wild chenin blanc|??|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gertie|max gutedel|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertie|max gutedel dry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertie|stripe natural|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerto|gerto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerto|toplou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gertrud|rose limited edition valais aoc 1laffu|??|p|??|??|??|2024|12.5|aoc|leve|aperitivos, frutos do mar, saladas|seco
W|gerty|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gerumi|vino rosso bulgarini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerusalem|artichoke tapenade organic 140g|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gervai|janos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gervai|janos pinot noir 13|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gervais|gobillard champagne a hautvillers brut authentique|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gervais|petits suisses nature 95 mg 12x60g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gervais|petits suisses nature 95 mg 6x60g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerwurztraminer|gerwurztraminer|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gery|chocolatos 10g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gery|chocolatos 16g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gery|chocolatos choco mini 33g x 10s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gesalzene|butterkaramellcreme salidou 220g la maison darmorine frankreich|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschalte|bioschwarzerknoblauchzehen 70g bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschalte|erbsen mit kurkuma sukartoffeln und spirulina 160 g bio|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschalte|sonnenblumenkerne 3kg celnat bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|3 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|appenzeller|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|geschenk|best of amiata cru de cao|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|box holz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|box holz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|geschenk|box holz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|geschenk|box holz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|geschenk|box holz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|geschenk|box schwarz einzeln|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|buch wein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|caracter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|crozes hermitage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|doos bernardi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|firenze|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|holzkiste schatulle fur 1 flasche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|geschenk|karton 1 flasche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|klassischer bordeaux|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|in holzkiste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|met champagne blanc noir|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenk|met champagne premiere rencontre maconloche rasteau|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenk|met prosecco brut wild nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenk|met rosso di montepulciano|it|r|montepulciano|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|met saint veran chateau la commanderie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|napoli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|rioja genieerpaket|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|roma|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|salento|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|samt und seide deutsche burgunder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|schaumweine luxusbrause|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|sicilie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|spitzencrus in holzkistchen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenk|venezia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|geschenkabo|bon appetit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkabo|bonjour la france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkabo|bonjour la france bio|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkabo|creme de la creme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbon|geschenkbon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|amarone barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|amerika delicatessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|aperitivo semplice|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|apero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|aus kraftpapier mit magnetverschluss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|balsamico box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|baron ladron spanien|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|bloom champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenkbox|bull ant cabernet merlot australien|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|chianti classico docg la tradizione italiana|it|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|danke klassik|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|deluxe feinkost genuss magnetbox schwarz 382812 cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|deluxe herzlichen gluckwunsch das stilvolle genieergeschenk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|exklusiver amarone satinato italienische delikatessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|fur 1 flasche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|fur 2 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|fur 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|fur wein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|gemischt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|genuss lichtmomente|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|grand reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|geschenkbox|grazie mille mini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|groe cuvee 2 glaser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|geschenkbox|italie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|italienische eleganz le volte delikatessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|italienischer hochgenuss borgonero und mehr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|konfigurator feinkost geschenkset m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|langmeil|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|laurentperrier sfeer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|liebe mit rose sekt keksen und marmelade|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenkbox|luxe genieten|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|madelsabend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|mediterraanse proeverij|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|mit kafer cremant brut und pralinen|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkbox|mit kafer cremant rose und pralinen|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenkbox|mit laurentperrier rose brut und pralinen|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkbox|mit le volte und pralinen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|mit rotwein 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|mit schaumweinen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|mitarbeiter wertschatzung im korb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|olio di olive extra vergine monocultivar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|olive box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|poggio colombi maremma la tradizione italiana|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|primitivo 80 vecchie vigne genuss aus bella italia|it|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|roero arneis mit barbera dalba la dolce vita|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|geschenkbox|rot 6 exquisite rotweine aus aller welt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|serata romantica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|spanien trifft italien wein genuss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|spanien und leckeres aus italien|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|st ignatius|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|starter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|sudtiroler marende|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino italien 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino italien 5 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino italien 6 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino piemont 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino piemont 5 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino piemont 6 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino sudtirol 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino sudtirol 4 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino sudtirol 6 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino toskana 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino toskana 4 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino toskana 6 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino veneto 3 flaschen|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino veneto 5 flaschen|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viaggio del vino veneto 6 flaschen|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|viel gluck mini die kleine aufmerksamkeit mit groer wirkung|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|vino bianco 3 flaschen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkbox|vino bianco 5 flaschen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkbox|vino bianco 6 flaschen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkbox|vino e sapori liano la tradizione italiana|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|vino rosso 3 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|vino rosso 5 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|vino rosso 6 flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|wein leckeres mit wein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|weinbergsfeuer 2x weinbergsfeuer rot emaille tasse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|weinhandwerk und backkunst wm scheurebe weissburgunder bredaland weingeback|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|wine is love 1 x macho man 1 x tintafina casa rojo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|xmas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|zum befullen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkbox|zusammenstellen mit wein|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|geschenkdoos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|050020 ltr kruik|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1 fles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1 fles labeled|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles billecartsalmon brut reserve|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkdoos|1fles bodega enate chardonnay 234|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkdoos|1fles bodega toro albala don px|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles bodegas frontonio la cerqueta garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles cave talmard macon chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkdoos|1fles champagne palmer co brut reserve|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkdoos|1fles champagne palmer co grands terroirs|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenkdoos|1fles champagne palmer co rose solera|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenkdoos|1fles fsc mix contour 115x115x400mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles fsc mix contour zilver 89x89x360mm hermanwines na na elders verpakking|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles fsc mix signs morse code 89x89x365mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles fsc mix white star 89x89x360mm|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkdoos|1fles have yourself a sparkling christmas wit|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geschenkdoos|1fles li veli la cerrate primitivo di manduria|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles louis de grenelle grande cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkdoos|1fles louis de grenelle rose si irresistible|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|geschenkdoos|1fles louis de grenelle vincent edouard poirier brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkdoos|1fles masseria li veli askos susumaniello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles merry christmas rood|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles montenidoli vernaccia di san gimignano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles pere ventura primer brut reserva|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|geschenkdoos|1fles pere ventura tresor reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles pieropan soave classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|1fles vietti roero arneis docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|2 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|2 flessen labeled|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|2fles corette chardonnay corette merlot|??|w|merlot|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkdoos|2fles fsc mix contour zilver 181x89x365mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|2fles perrin luberon blanc ventoux rouge|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkdoos|2flessen frontonio botijo blanco botijo rojo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geschenkdoos|2flessen frontonio microcosmico macabeo garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geschenkdoos|2flessen li veli fiano torremossa orion primitivo|??|w|primitivo|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
