W|branco|finca rivadavia torrontes varietal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona ermelinda reserva 2024 peninsula de setubal|pt|w|??|setubal|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|dona ermelinda 2024 peninsula de setubal|pt|w|??|setubal|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dona dominga viognier reserva da familia|??|w|viognier|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|don laurindo crosara malvasia candia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|don laurindo 2 netos blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|don laurindo 2 netos blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=449
W|branco|don guerino sinais riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|don guerino sinais riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=451
W|branco|don abel quero quero chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|domino salao frio alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|domino s bento 2023 ivv portugal|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|domaine maire grand heritage savagnin cotes du jura|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|dom rafael mouchao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom rafael 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dom ponciano colheita selecionada 2013 vinhos verdes|??|w|??|??|??|2013|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom martinho 2022 regional alentejano|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom lopo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X|=104
W|branco|dom diogo azal 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom diogo arinto 2025 vinhos verdes|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom diogo arinto 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom de minas sauvignon blanc 2018|??|w|sauvignon blanc|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dom candido reserva chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dolium escolha paulo laureano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dolium escolha by paulo laureano 2019 alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dogma reserve limited collection sauvignon blanc 2018|??|w|sauvignon blanc|??|??|2018|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|doce vietti moscato dasti docg|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce uvas diversas taylors fine white|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce sweet casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce sauvignon blanc los cardos dona paula|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce nederburg late harvest africa do sul|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce nederburg late harvest africa do sul|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=475
W|branco|doce les comperes sauternes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce leonis sweet szamorodni|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce las perdices late harvest|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce dr loosen riesling kabinett blue slate|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce disznokotokaji late harvest|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce disznoko tokaji aszu 5 puttonyos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce de sobremesa frances chateau de ricaud loupiac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce cordero con piel de lobo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce chateau dereszla tokaji aszu 5 puttonyos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce chateau cantegril barsac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce casa silva late harvest gewurtraminer semillon viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doce beni di batasiolo bosc dla rei docg moscato asti|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doc riesling quinta dos termos|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doc reserva 2022 quinta dos termos|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|do porto ferreira|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|branco|do porto ferreira|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce|=491
W|branco|dnamo sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dizeres 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|divai arinto 2022 doc alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|discordia herdade vale d evora|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|discordia 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dirler cade aoc alsace riesling 2021|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|diplomate dempire cuvee collection 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|diamonds pearls chenin blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dialogo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|di mallo chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|di bartolo suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|dgraca reserva viosinho 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|dgraca reserva rabigato 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|dgraca donzelinho branco 2017 douro|pt|w|??|douro|??|2017|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dgraca 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dez tostoes biologico|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dez tostoes 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dez tostoes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|desvios|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|desiata umbria branco igt|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|desden dulce tardio|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|descoberta casa passarella|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|desafinado colheita 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dernauer riesling ahr 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|departement 33 2020 bordeus franca|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|denis dubourdieu lextravagant de doisydaene sauternes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|denis dubourdieu chateau doisydaene|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|denis dubourdieu chateau cantegril barsac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|demisec schloss johannisberg riesling gelblack|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|demisec schloss johannisberg riesling bronzelack|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|demisec gewurztraminer collezione rar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|demisec frisante brasileiro lunae salton|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|demi sec freixenet mia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|demi sec dom adamo sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dei gioveni 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|defio nat cool pelicula pack 2021 obidos|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de sol a sol rancio airen 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de sobremesa aurora colheita tardia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa suave vinhedos do vale sao francisco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa suave vento serrano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa suave pet vinhos cappelletti|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa suave niagara lovatel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa suave niagara lovatel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=534
W|branco|de mesa suave niagara|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa suave catafesta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|de mesa seco vento serrano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco niagara lovatel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco niagara lovatel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=540
W|branco|de mesa seco niagara galiotto 1un de|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco niagara|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco lovatel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco lorena|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|de mesa seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=546
W|branco|de guarda clos de lunes dargent bordeaux 2018|fr|w|??|bordeaux|??|2018|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|davila 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dao vinhas velhas 2021|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dao terracota 1|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dao manifesto|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dao antonio madeira 2019|pt|f|palomino|dao|??|2019|13.5|DOC|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|dante robino novecento blend de blancas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dandy de cidro|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|damian aldo baldin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dalva reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|dalva metamorfose grande reserva 2014 douro|pt|w|??|douro|??|2014|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|dalva 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|da quinta carvalhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|da gaivosa grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|da gaivosa branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|da gaivosa 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|da foz 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|da estancia guatambu|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|d graca viosinho reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|d graca viosinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|d graca reserva samarrinhodonzelinho 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|d graca rabigato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|d alsace riesling wolfberger|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cv curriculum vitae magnum 1 douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|cv curriculum vitae 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|cv curriculum vitae 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=572
W|branco|cuvee sidoine ipg mediterrane|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuvee giuseppe chardonnay miolo|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuvee faustine vieilles vignes blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuvee faustine vieilles vignes 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuvee collection general de la revolution jeancharles abbatucci 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|custoza doc corte noa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|custoza doc corte noa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=579
W|branco|curvos superior vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|curvos sauvignon blanc vinhos verdes|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|curvos reserva vinhos verdes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|curvos loureiro vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|curvos avesso vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|curva douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|curva douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=586
W|branco|curva douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=586
W|branco|curtimenta casa passarella|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|curral teles lambda 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|curral teles kappa 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|curatolo grillo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cume chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero varietal pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero varietal chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero gran reserva chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero gran reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero clasico chenin chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cuesta del madero chenin blanc e chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cruzille blanc la mollepierre 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cruzeiro dos arcos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crotta chardonnay reserva|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|crotta chardonnay reserva|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=603
W|branco|crotta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crotta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=605
X|=104
X|=104
W|branco|crios torrontes susana balbo 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crios torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crios sustentia pinot gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crios dulce natural torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crios de susana balbo torrontes 2021 argentino|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crios de susana balbo torrontes 2021 argentino|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=613
W|branco|crios chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crios chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=615
W|branco|crimson ranch chardonnay california michael mondavi|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cricri savoie 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crhistophe patrice chablis 1er cru montmains 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|credencial|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|creation no8 chardonnay franca 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crasto superior douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|crasto superior|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|crasto doc douro 2018 quinta do crasto|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|crasto doc douro 2018|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|crasto 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|crama mircesti reasling|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
X|=104
W|branco|cottas reserva 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|cottas garrafeira 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|cottas colheita 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du rhone le serre du rieu blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du rhone e guigal aoc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du rhone brunel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du rhone blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du rhone blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura savagnin ouille en beaumont 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura savagnin ouille 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura savagnin ouille 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura savagnin ouille 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura savadonnay 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura en beaumont savagnin ouille 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura en beaumont savagnin ouille 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes du jura chardonnay le calvaire 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cotes des roses sauvignon blanc|??|p|sauvignon blanc|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|cotes des roses sauvignon blanc|??|p|sauvignon blanc|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=663
W|branco|coteaux du layon moelleux tanaisie 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coteaux daix en provence chateau blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coteaux champenois blanc chamery 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coteaux bourguignons lettre deloise blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coteaux bourguignons blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cote des roses chardonnay por gerard bertra|??|p|chardonnay|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|cote des roses chardonnay|??|p|chardonnay|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|cote des roses chardonnay|??|p|chardonnay|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=671
W|branco|cote de provence miraval|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cote de beaune blanc les monsnieres 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cote chalonnaise cuvee roche 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cote chalonnaise cuvee roche 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa del mulino abruzzo pecorino|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal undated|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal superior|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal superior|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=679
W|branco|costa boal homenagem grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|costa boal garrafeira|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal galego|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal field blend douro 2023|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal field blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|costa boal chardonay|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corvo bianco meia garrafa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corvo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cortoncharlemagne grand cru 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|cortoncharlemagne grand cru 2021|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|cortoncharlemagne grand cru 2021|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=690
