W|taittinger|champagne rose|fr|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut|=466
W|taittinger|blanc de blancs comtes de champagne 2012|fr|s|??|??|??|2012|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taittinger|blanc de blancs comtes de champagne 2011|fr|s|??|??|??|2011|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taittinger|2016 millesime champagne frankreich|fr|s|??|??|??|2016|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taittinger|2014 comtes de champagne blanc de blancs champagne frankreich|fr|s|??|??|??|2014|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taittinger|2013 comtes de champagne blanc de blancs|fr|s|??|??|??|2013|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taittinger|2013 blanc de blancs brut comtes de champagne|fr|s|??|??|??|2013|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|2008 comtes de champagne blanc de blancs brut|fr|s|??|??|??|2008|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|2007 comtes de champagne rose brut|fr|p|??|??|??|2007|12.5|??|leve|petiscos; saladas; peixes|brut
W|taittinger|2005 comtes de champagne blanc de blancs brut|fr|s|??|??|??|2005|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|2004 comtes de champagne blanc de blancs brut|fr|s|??|??|??|2004|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|2002 comtes de champagne blanc de blancs brut|fr|s|??|??|??|2002|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|2002 comtes de champagne blanc de blancs brut|fr|s|??|??|??|2002|12|??|leve|aperitivos; canapes; frutos do mar|brut|=492
W|taittinger|1995 comtes de champagne brut|fr|s|??|??|??|1995|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|1995 comtes de champagne blanc de blancs brut|fr|s|??|??|??|1995|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|1993 comtes de champagne blanc de blancs brut|fr|s|??|??|??|1993|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|1982 champagne brut collection andre masson|fr|s|??|??|??|1982|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittinger|1961 comtes de champagne blanc de blancs brut|fr|s|??|??|??|1961|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taittenger prestige|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
X
W|tait the ball buster|shiraz merlot cabernet|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tait the ball buster|shiraz cabernet sauvignon merlot 2022|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; massas; queijo|seco
X
X
W|tait ball buster|shiraz cabernet 2022 barossa valley|au|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tait ball buster|shiraz cabernet 2021 barossa valley|au|r|??|??|??|2021|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|taisne riocour|rose de saignee brut champagne|fr|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|brut
W|taisne riocour millesime|brut champagne|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taisne riocour grande|reserve champagne brut nv|fr|s|??|??|??|NV|12|reserve|leve|aperitivos; canapes; frutos do mar|brut
W|taisne riocour grande|reserve brut champagne nv|fr|s|??|??|??|NV|12|reserve|leve|aperitivos; canapes; frutos do mar|brut
W|taisne riocour|blanc de noirs brut champagne nv|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taisne riocour|blanc de blancs brut champagne nv|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tais|rose pinot noir|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tais|rose pinot noir|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco|=513
W|tais|pinot noir rose 2022|??|p|??|??|??|2022|12.5|??|leve|petiscos; saladas; peixes|seco
W|tair|doc syrah 2024 domaine gayda|??|r|??|??|??|2024|13.5|doc|encorpado|carne vermelha; massas; queijo|seco
W|tair|doc sauvignon blanc 2024 domaine gayda|??|w|??|??|??|2024|12.5|doc|leve|frutos do mar; aves; saladas|seco
W|taipa mayer|sauvignon blanc barricado 2021|??|w|??|??|??|2021|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taipa mayer|sauvignon blanc 2021|??|w|??|??|??|2021|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tainic|sauvignon blanc doc sec|??|w|??|??|??|NV|12.5|doc|leve|frutos do mar; aves; saladas|seco
W|tainic sarba|doc sec|??|??|??|??|??|NV|13|doc|medio|??|seco
W|tainic muscat ottonel|doc sec|??|??|??|??|??|NV|13|doc|medio|??|seco
W|tainic|merlot demisec|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tainic cuvve|blanc doc feteasca regalamuscat ottonel sec|??|w|??|??|??|NV|12.5|doc|leve|frutos do mar; aves; saladas|seco
W|tainic|chardonnay doc sec|??|w|??|??|??|NV|12.5|doc|medio|frutos do mar; aves; saladas|seco
W|tainic|chardonnay baricat sec|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tainic|cabernet sauvignon roze demisec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tainic|cabernet sauvignon demidulce|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tainic|cabernet sauvignon baricat demidulce|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tainic aligote|doc sec|??|??|??|??|??|NV|13|doc|medio|??|seco
W|tailslide|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tailormade wine labels|labels|??|??|??|??|??|NV|13|??|medio|??|seco
W|tailored republic|2023 cabernet sauvignon california|us|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; massas; queijo|seco
X
W|tailored republic|2022 pinot noir california|us|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tailored republic|2021 rose of grenache california|us|p|??|??|??|2021|12.5|??|leve|petiscos; saladas; peixes|seco
W|tailored republic|2020 pinot noir arroyo seco california|us|r|??|??|??|2020|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tailored republic|2020 chardonnay california|us|w|??|??|??|2020|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tailored republic|2020 cabernet sauvignon california|us|r|??|??|??|2020|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tailored republic|2019 pinot noir arroyo seco california|us|r|??|??|??|2019|13.5|??|medio|carne vermelha; massas; queijo|seco
X
W|tailored republic|2018 pinot noir california|us|r|??|??|??|2018|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tailored republic|2018 pinot noir arroyo seco california|us|r|??|??|??|2018|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tailored republic|2017 pinot noir california|us|r|??|??|??|2017|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taillet|champagne exlusivt extra brut|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|taillet|champagne egalit brut|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
X
X
W|taille aux loups|brut tradition nv|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taillandier|2023 vdf oh ma jolie syrah|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|taiheizan kimoto|junmai|jp|??|??|??|??|NV|13|??|medio|??|seco
W|taiheizan kimoto|junmai|jp|??|??|??|??|NV|13|??|medio|??|seco|=551
W|taiheikai tokubetsu|junmai|jp|??|??|??|??|NV|13|??|medio|??|seco
W|taiheikai tokubetsu|junmai|jp|??|??|??|??|NV|13|??|medio|??|seco|=553
W|taiheikai tokubetsu|junmai|jp|??|??|??|??|NV|13|??|medio|??|seco|=553
W|taiheikai|junmai origarami|jp|??|??|??|??|NV|13|??|medio|??|seco
W|taiheikai|junmai origarami|jp|??|??|??|??|NV|13|??|medio|??|seco|=556
W|taiheikai|junmai ginjo binkakoi|jp|??|??|??|??|NV|13|??|medio|??|seco
W|taiheikai|junmai ginjo binkakoi|jp|??|??|??|??|NV|13|??|medio|??|seco|=558
W|taiheikai|1314 junmai ginjo genshu|jp|??|??|??|??|NV|13|??|medio|??|seco
W|taiheikai|1314 junmai ginjo genshu|jp|??|??|??|??|NV|13|??|medio|??|seco|=560
W|taibo romagna|sangiovese doc superiore tenuta santa lucia|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha; massas; queijo|seco
W|taibo romagna|sangiovese doc superiore 2023 organic|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha; massas; queijo|seco
W|taiao|estate merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taiao|estate chardonnay 750|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tai tira|sauvignon blanc 2025|??|w|??|??|??|2025|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tai tira|sauvignon blanc 2023|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tai tira|pinot noir 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tai tira|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tai tira marlborough|sauvignon blanc|nz|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
X
W|tai rosso riveselle|2024 piovene porto godi|pt|f|??|??|??|2024|20|??|encorpado|queijos; sobremesas; frutas secas|doce
W|tai rosso e|syrah illidio corte capitelli|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
X
W|tahuna|sauvignon blanc reserve|??|w|??|??|??|NV|12.5|reserve|medio|frutos do mar; aves; saladas|seco
W|tahuna|sauvignon blanc 2025|??|w|??|??|??|2025|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahuna|sauvignon blanc 2023 screw cap|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahuna|sauvignon blanc 2023 screw cap|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco|=577
W|tahuna|sauvignon blanc 2023 screw cap|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco|=577
W|tahuna|sauvignon blanc 2023|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahuna|sauvignon blanc 07|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahuna|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahuna|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=582
W|tahuna|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=582
W|tahuna|reserve hawkes bay chardonnay 2023 by sileni|??|w|??|??|??|2023|12.5|reserve|medio|frutos do mar; aves; saladas|seco
W|tahuna|pinot noir hb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tahuna|pinot noir 2022 screw cap|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tahuna|pinot noir 2022 screw cap|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco|=587
W|tahuna|pinot noir 2022 screw cap|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco|=587
W|tahuna|pinot noir 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
X
W|tahuna|merlot hb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tahuna|merlot 2021 screw cap|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tahuna|merlot 2021 screw cap|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco|=593
W|tahuna|merlot 2021 screw cap|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco|=593
W|tahuna|merlot 2019 screw cap|??|r|??|??|??|2019|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tahuna|merlot 2019 screw cap|??|r|??|??|??|2019|13.5|??|medio|carne vermelha; massas; queijo|seco|=596
W|tahuna|merlot 2019 screw cap|??|r|??|??|??|2019|13.5|??|medio|carne vermelha; massas; queijo|seco|=596
W|tahuan|malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahtas|white varietal wine|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahona|blanco flight|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahon de tobelos|reserva 2018 rioja|es|??|??|??|??|2018|13|reserva|medio|??|seco
X
W|tahi|sauvignon blanc marlborough 2025|nz|w|??|??|??|2025|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tahbilktahbilk|old vines cabernet shiraz|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilktahbilk|old vines cabernet shiraz|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=605
W|tahbilk winery|old vines cabernet shiraz 2017|??|r|??|??|??|2017|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk winery|old vines cabernet shiraz|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk winery|cabernet sauvignon 2017|??|r|??|??|??|2017|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk winery|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk tahbilk|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tahbilk sparkling coueslant|chardonnay pinot noir 12 bottles|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|tahbilk|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tahbilk|riesling 2024|??|w|??|??|??|2024|12.5|??|leve|frutos do mar; aves; saladas|seco
X
X
W|tahbilk|old vines nagambie lakes cabernet sauvignon shiraz 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|old vines cabernet shiraz 2017|??|r|??|??|??|2017|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|old vines cabernet shiraz|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|old vines cabernet shiraz|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=619
W|tahbilk|old vines cabernet sauvignon shiraz|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|old vine cabernet shiraz 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk nagambie lakes|cabernet sauvignon 2021|??|r|??|??|??|2021|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk nagambie lakes|cabernet sauvignon 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk museum|cabernet sauvignon 2015|??|r|??|??|??|2015|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk museum|cabernet sauvignon 2007|??|r|??|??|??|2007|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk museum|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk grenache mourvedre|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tahbilk|estate riesling 12 bottles|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
X
W|tahbilk|estate chardonnay 2024 nagambie|??|w|??|??|??|2024|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tahbilk|estate chardonnay 2023 nagambie|??|w|??|??|??|2023|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tahbilk|estate chardonnay 12 bottles|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tahbilk|estate cabernet sauvignon 2020 12 bottles|??|r|??|??|??|2020|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|estate cabernet sauvignon 2018|??|r|??|??|??|2018|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk coueslant|chardonnay pinot nv|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tahbilk|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tahbilk|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco|=637
W|tahbilk|cabernet sauvignon shiraz old vines nagambie lakes 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon shiraz old vines nagambie lakes|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon nagambie lakes 2021|??|r|??|??|??|2021|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon nagambie lakes|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon goulburn valley australia|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon 2022|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon 2021 nagambie|??|r|??|??|??|2021|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon 2020 nagambie|??|r|??|??|??|2020|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon 2019 nagambie|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon 2018 nagambie|??|r|??|??|??|2018|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=649
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=649
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=649
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=649
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=649
W|tahbilk|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=649
W|tagua tagua villa di concovinho|tinto gran reserva carmenere 2018|??|r|??|??|??|2018|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua villa di conco vinho|tinto varietal cabernet sauvignon 2022|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua villa di conco vinho|tinto gran reserva cabert sauvignon 2018|??|r|??|??|??|2018|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua|syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua superior|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tagua tagua superior|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tagua tagua superior|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua seleccion|sauvignon blanc 2024|??|w|??|??|??|2024|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tagua tagua seleccion|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tagua tagua seleccion|merlot 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tagua tagua seleccion|chardonnay 2024|??|w|??|??|??|2024|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tagua tagua seleccion|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tagua tagua|sauvignon blanc 2024 central valley chile|cl|w|??|??|??|2024|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tagua tagua|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tagua tagua|reserva merlot|??|r|??|??|??|NV|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua|reserva cabernet sauvignon 50 carmenere 50|??|r|??|??|??|NV|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua|reserva cabernet sauvignon|??|r|??|??|??|NV|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tagua tagua limited edition|cabernet sauvignon cabernet franc petit verdot|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua gran|reserva red blend|??|r|??|??|??|NV|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua gran|reserva chardonnay 2023|??|w|??|??|??|2023|12.5|gran reserva|medio|frutos do mar; aves; saladas|seco
W|tagua tagua gran|reserva chardonnay|??|w|??|??|??|NV|12.5|gran reserva|medio|frutos do mar; aves; saladas|seco
W|tagua tagua gran|reserva cabernet sauvignon 2018|??|r|??|??|??|2018|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua gran|reserva cabernet sauvignon|??|r|??|??|??|NV|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua first class|merlot 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tagua tagua first class|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua family|reserve cabernet sauvignon|??|r|??|??|??|NV|13.5|reserve|encorpado|carne vermelha; massas; queijo|seco
W|tagua tagua|chardonnay white dry 13 075|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tagua tagua|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua|syrah 2023 vin rosu|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua|syrah 2023|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua|syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua|sauvignon blanc 2023 vin alb|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tagua|reserva merlot 2022 vin rosu|??|r|??|??|??|2022|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua|reserva merlot 135 0|??|r|??|??|??|NV|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua|reserva cabernet sauvignon 2022 vin rosu|??|r|??|??|??|2022|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua|reserva cabernet sauvignon 135 0|??|r|??|??|??|NV|13.5|reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua|merlot 2023 vin rosu|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tagua|merlot 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tagua manenoir|pinot noir 13 alk 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tagua gran|reserva cabernet sauvignon syrah nebbiolo 135 0|??|r|??|??|??|NV|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua gran|reserva cabernet sauvignon 2020 vin rosu|??|r|??|??|??|2020|13.5|gran reserva|encorpado|carne vermelha; massas; queijo|seco
W|tagua family|reserve cabernet sauvignon 2020 vin vin rosu|??|r|??|??|??|2020|13.5|reserve|encorpado|carne vermelha; massas; queijo|seco
W|tagua family|reserve cabernet sauvignon 135 0|??|r|??|??|??|NV|13.5|reserve|encorpado|carne vermelha; massas; queijo|seco
W|tagua|chardonnay 2023 vin alb|??|w|??|??|??|2023|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tagua|cabernet sauvignon 2023 vin rosu|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagua|cabernet sauvignon 2022|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagos grillo sicilia|doc late harvest dessert wine|??|d|??|??|??|NV|10|doc|encorpado|sobremesas; queijos; frutas secas|doce
W|tagonius|syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagonius gran vino|reserva seleccion 2003|??|??|??|??|??|2003|13|reserva|medio|??|seco
W|tagliavanti primitivo rosso puglia|igt 2019|??|r|??|??|??|2019|13.5|igt|medio|carne vermelha; massas; queijo|seco
X
X
W|tagliatelle ai frutti di bosco con vino sforzato della valtellina|docg 250 gr sala cereali|??|??|??|??|??|NV|13|docg|medio|??|seco
W|tagliamare vino spumante|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tagliamare spumante|brut magnum argiolas sardinien italien|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
