W|las|jaras wines nouveau old vines mendocino county|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cenizas cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|cenizas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|causas del decir|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|catrinas chipotle morita powder|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|catedrales fernando angulo|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|casillas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|casas de vaqueria super premium 1692 750 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|casas de vaqueria reserva corral merlot 750 cc|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|casas de vaqueria reserva corral carmenere 750 cc|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|casas de vaqueria reserva corral cabernet sauvignon 750 cc|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|cartas love letters sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|cartas love letters sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=486
W|las|cartas del rabi natan de breslov volumen iv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cartas del rabi natan de breslov volumen iii|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cartas del rabi natan de breslov volumen ii|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cartas del rabi natan de breslov volumen i|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cartas del rabi natan de breslov juego de 4 tomos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cartas del boom|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cartas cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|carlinas old vine garnacha|??|r|garnacha|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|carlinas garnacha 75 cl|??|r|garnacha|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|carcavas atalaque|es|s|??|cava|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|las|caraballas verdejo organic|??|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|caraballas verdejo|??|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|candelas extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|las|candelas brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|las|canastas y arcones gravan iva 16|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|canastas precios|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|canastas navidenas llevan mermelada|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|canastas navidenas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|canastas logo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|canas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|canadas rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|campanas vinicola navarra|??|r|??|??|??|1954|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|campanas tinto tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|campanas tinto reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|campanas tinto crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|campanas tempranillo|??|r|tempranillo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|campanas rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|campanas rosado|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|campanas rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|campanas rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=516
W|las|campanas reserva|??|r|??|??|??|2013|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|campanas no doblan por nadie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|campanas navarra vinicola navarra sa|??|r|??|??|??|1982|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|campanas navarra vinicola navarra sa|??|r|??|??|??|1982|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=520
W|las|campanas chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|campanas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|campanas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=523
W|las|campanas|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|camelias sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|camelias cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|camelias blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|camelias blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=528
W|las|camelias|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|camelias|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|calzadas tinacula x|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cadenas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cabezadas de matadula rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cabezadas de matadula|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|cabanuelas tinto 34 vinedos del jorco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|brujas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|borios aop saint chinian domaine la bosque|??|r|??|??|??|2023|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas tradicionales blanco|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas tradicionales|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas tradicionales|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas tilapaisesti loppu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas bruno murciano valencia spain|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas bruno murciano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas bruno murciano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=544
W|las|blancas blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas blanco|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|blancas|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|berajot traen beraja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|beatas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|batallas en el desierto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|bas merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|bas gewurztraminer bodegas sommos somontano dop 075|??|w|gewurztraminer|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|bas gewurztraminer|??|w|gewurztraminer|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|barricas vinos y licores arcones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|barreras de arena tratada de castillologia costera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|barbaros nueva york n 1819|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|bairetas moskatel naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|bairetas moskatel naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=558
W|las|bairetas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|bacantes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aves de paso 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aves de paso 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=562
W|las|aves de paso 037|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aves de paso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras del ingenioso detective frank stain|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras de sherlock holmes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras de sherlock holmes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=567
W|las|aventuras de sherlock holmes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=567
W|las|aventuras de pinocho otros relatos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras de pinocho|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras de pimpa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras de mike|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aventuras de genitalia y normativa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|astrales ribera del duero christina|es|r|??|ribera del duero|??|2005|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|armas secretas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|arenas reserva obalo|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|arcinas sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|arcinas rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|arcinas reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|arcinas cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|arcinas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|araucarias|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|americas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alturas rosado|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|alturas red blend|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alturas pinot noir|??|r|pinot noir|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alturas pinot noir|??|r|pinot noir|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=587
W|las|alturas merlot|??|r|merlot|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alturas de mi pueblo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alturas carmenere|??|r|carmenere|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|alturas cabernet sauvignon|??|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|almas del pueblo negro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aldeas monastrell el morron|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|aldeas malvasia canada la torre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas del sol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas de la tejera|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas de la paloma|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas de frontonio la tejera|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas de frontonio la tejera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas de frontonio la tejera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=600
W|las|alas de frontonio bodegas frontonio|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|alas de deseo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|afinidades electivas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|acequias malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|acequias cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|abogadas vino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|8 reglas del amor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|7 mejores anchoas de santona|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|48 leyes del poder|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|39 avot melaja de shabat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|36 mujeres inmortales de la poesia japonesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 mejores anchoas del cantabrico|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 mejores anchoas del cantabrico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 mejores anchoas de santona|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 marias tinto blend vina gandolini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 brujas limpiador concetrado madera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 brujas limpia cristales pistola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 brujas desinfectantes limpiazul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|3 blanco chozas carrascal|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|2ces vit|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|2ces rott|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|22 energias creadoras|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|10 mejores piezas de panaderia del mundo segun el ranking global de taste atlas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larzacterrassen|larzacterrassen|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larzacterrassen|larzacterrassen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larzacterrassen|larzacterrassen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=626
W|larzacterrassen|larzacterrassen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=626
S
W|larvine|dollon le vin de la aoc valais|??|r|??|??|??|2022|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|larvikit|pirit asvany karkoto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larutan|verdejo bodegas parra jimenez castilla spain|es|w|verdejo|castilla|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larutan|orange verdejo la mancha spain|??|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larus|touriga nacional vinho regional de lisboa|??|r|touriga|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larus|touriga franca vinho regional de lisboa|??|r|touriga|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larus|brut nature|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|larural|ull de libre 2200|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larural|ull de lebre|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larural|sumoll|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larural|malvasia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larural|macabeu alt camp|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larural|garnatxa rosada|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larural|claret 10|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laruns|selection janier|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue winery|sonoma coast single vineyard pinot noir charles heintz vineyard|us|r|pinot noir|sonoma|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|thorn ridge vineyard pinot noir sonoma coast usa|us|r|pinot noir|sonoma|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|thorn ridge vineyard pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|st aubin les murgers des dents de chien|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|st aubin 1er cru sous roche dumay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|sonoma coast pinot noir thorn ridge|us|r|pinot noir|sonoma|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|sonoma coast pinot noir|us|r|pinot noir|sonoma|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|sonoma coast chardonnay h klopp vineyard|us|w|chardonnay|sonoma|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larue|saintaubin chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larue|saintaubin|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|saintaubin 1er cru sous roche dumay|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|saintaubin 1er cru murgers des dents de chien|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|saintaubin 1er cru murgers des dents de chien|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|saintaubin 1er cru les combes|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|saintaubin 1er cru|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|pulignymontrachet la garenne|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|pulignymontrachet 1er cru sous le puits|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|pulignymontrachet 1er cru sous le puits|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|pulignymontrachet 1er cru sous le puits|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|pulignymontrachet 1er cru sous le puits|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|pulignymontrachet 1er cru sous le puits|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=664
W|larue|puligny montrachet 1er sous le puits|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|h klopp vineyard chardonnay sonoma coast usa|us|w|chardonnay|sonoma|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larue|h klopp vineyard chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larue|chassagne montrachet rouge|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|chassagne montrachet|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|chardonnay h klopp vineyard sonoma coast|us|w|chardonnay|sonoma|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larue|chardonnay h klopp vineyard sonoma coast|us|w|chardonnay|sonoma|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larue|bourgogne pinot noir|fr|r|pinot noir|bourgogne|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larue|bedrock vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lartvine|dollon le vin de la alex stauffer|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartvine|le vin de la aoc valais|??|r|??|??|??|2023|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|lartvine|lartvine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartose|le vin de la aoc valais|??|r|??|??|??|2023|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|sauvignon blanc 202324|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lartiste|rose igp coteaux de narbonne|??|p|??|??|??|2024|12.5|igp|leve|saladas; peixes grelhados; massas leves|seco
W|lartiste|rose brut schloss vaux|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lartiste|rose|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lartiste|pinot noir 202324|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|lv99 magnum 15 liter in giftbox|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|gamay noir|??|r|gamay|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|gamay|??|r|gamay|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|brut schloss vaux|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lartiste|lartiste|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiste|lartiste|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartist|tonuri by gabriel lacureanu|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartist|rosu by gabriel lacureanu|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartist|rose by gabriel lacureanu|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lartist|rose by gabi lacureanu|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lartist|feteasca neagra doc by gabriel lacureanu|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartist|fetasca neagra by gabi lacureanu|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartist|color doc by gabriel lacureanu|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartist|alb by gabi lacureanu|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lartisan|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lartisan|pinot noir igp pays doc pinot noir languedoc france|fr|r|pinot noir|languedoc|??|2024|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|petite rouge organic 180g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|mountain man reblochonstyle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|mepunga gruyere organic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan le|rouge organic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan le|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan le|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=707
W|lartisan le|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=707
W|lartisan le|grenache noir|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan le|grenache noir|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=710
W|lartisan le|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
