W|damoiseau arrange|mangue passion 30|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helm vineyard 2013|fr|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helm vineyard 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2010 original wood case|fr|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2011|fr|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2014|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2015|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms vineyard 2007|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|helms vineyard cabernet sauvignon 2013|fr|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard 2010|fr|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard 2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard 2013|fr|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard 2014|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard cabernet sauvignon 2012|fr|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|hershey vineyard cabernet sauvignon 2016|fr|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard 2006|fr|r|??|??|??|2006|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard 2011|fr|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard 2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard 2013|fr|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|lotus vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|onda cabernet sauvignon 2015|fr|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|onda cabernet sauvignon napa valley usa 2019|us|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|onda doro cabernet sauvignon napa valley|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|onda st helena napa valley cabernet sauvignon 2019|us|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|rutherford helms vineyard cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|vaso cabernet 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|vaso cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana estates|vaso cabernet sauvignon napa valley usa 2021|us|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana etli|kase|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana etli|taco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana gurme|burger 180 gr|gr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana helms|2008|fr|r|??|??|??|2008|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana helms|vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana helms|vineyard rutherford cabernet sauvignon 2005|fr|r|cabernet sauvignon|??|??|2005|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana hershey|vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana kaburgal|gnocchi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana kul|bast|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana kulbast|kulbast|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana lixenberg|wallen amsterdam|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana lokum|lokum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana lotus|vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana napa|valley lotus cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana onda|2010|fr|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana onda|cabernet 2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana onda|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana onda|cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana onda|sauvignon blanc 2020|fr|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|dana pelinkovac|pelinkovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana point|double wall vacuum flask with insulated and carabiner attachment lid|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana sadjevec|pearapple brndy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana saslk|saslk|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana sosis|frn patates|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana vaso|vaso|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dana vaso|2015 cabernet sauvignon|fr|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|danablu|danablu|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danae parfume|for her|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaeg frozen|pasteurized liquid egg whites 1kg x 6pcsbox|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaeg frozen|pasteurized liquid egg whites 5kg x 2pcsbox|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaeg frozen|pasteurized liquid whole eggs 1kg x 6pcsbox|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaeg frozen|pasteurized liquid whole eggs 5kg x 2pcsbox|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaeg organic|free range danish eggs 53g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaeg organic|free range eggs 10s|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danann kuyrugu|koptu tutsuluk|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaris sauvignon|blanc 2020|fr|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|danaus|5|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danaus organic|red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbino portamento|port paso robles 2004|us|r|??|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbo farming|maquina kg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|ridge|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|2018 2020 chardonnays|fr|r|chardonnay|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=527
W|danbury ridge|chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=527
W|danbury ridge|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=530
W|danbury ridge|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=530
W|danbury ridge|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=530
W|danbury ridge|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=530
W|danbury ridge|chardonnay 2023 case|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|chardonnay essex england 2021|gb|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|chardonnay octagon block 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|new releases mixed case|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|octagon block chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|octagon block chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=539
W|danbury ridge|octagon block chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=539
W|danbury ridge|octagon block pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|pinot noir|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=544
W|danbury ridge|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=544
W|danbury ridge|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=544
W|danbury ridge|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=544
W|danbury ridge|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=544
W|danbury ridge|pinot noir 2022 case|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=551
W|danbury ridge|pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=551
W|danbury ridge|pinot noir 2023 case|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|pinot noir essex 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|wine estate chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|wine estate chardonnay 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|wine estate chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|wine estate chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|wine estate octagon block chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|danbury ridge|wine estate octagon block pinot noir 2018|fr|r|pinot noir|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|wine estate pinot noir 2018|fr|r|pinot noir|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|wine estate pinot noir 2019|fr|r|pinot noir|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|wine estate pinot noir 2021|fr|r|pinot noir|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|danbury ridge|wine estate pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance battle|battle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance chardonnay|columbia valley|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dance fever|2 lp|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance in|peace 107|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance of|miriam framed canvas|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance of|strength|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance of|strength grup|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance of|strength individual|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance of|the clouds|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance of|the clouds 2018 red wine yunnan|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dance the|night away|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancer cardigan|6 months5 years|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancer in|pink black chalk wine hampshire uk|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancer ragdoll|ragdoll|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancer vincent|2008 chevalier montrachet grand cru|fr|r|??|??|??|2008|13.5|GRAND CRU|encorpado|carne vermelha, queijo|seco
W|dancer vincent|2023 bourgogne blanc arrives 33|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dancing all|the way to the backdoor of the backery at 5 in the morning 2023 steen|at|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing all|the way to the backdoor of the bakery at 5 in the morning|at|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing all|the way to the backdoor of the bakery at 5 in the morning 2023|at|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing all|the way to the backdoor of the bakery at 5 in the morning 2023|at|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=584
W|dancing bear|cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bee|apple mead bottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bull|cabernet sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bull|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bull|cabernet sauvignon 2018|fr|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bull|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dancing bull|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bull|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=592
W|dancing bull|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=592
W|dancing bull|zinfandel 2002|fr|r|zinfandel|??|??|2002|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing bull|zinfandel 2018|fr|r|zinfandel|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing couple|b in glass|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing couple|in glass|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing coyote|petite sirah|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=600
W|dancing crow|cabernet sauvignon 2022|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|old stake 1901 vineyard 2018|fr|r|??|??|??|1901|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=605
W|dancing crow|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=605
W|dancing crow|sauvignon blanc 2022|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|sauvignon blanc 2022|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=608
W|dancing crow|vineyards cabernet|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|vineyards chardonnay lake county 2021 new 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|vineyards chardonnay lake county 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|vineyards field blend old stake 1901 vineyard lake county 2022|fr|r|??|??|??|1901|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|vineyards rose lake county 2023|fr|p|??|??|??|2023|13.5|??|medio|frutos do mar, saladas|seco
W|dancing crow|vineyards sauvignon blanc big valley district lake county 2022|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|vineyards sauvignon blanc lake county|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|vineyards unfiltered sauv blanc big valley district lake county 22|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dancing crow|vineyards zinfandel north coast 2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing crow|zinfandel north coast 2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing dove|central otago pinot noir 2023|nz|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing duchess|duchess|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing duchess|sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dancing duo|caricature|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing flame|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing flame|carmenere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing flame|gran reserva pinot noir 2024|fr|r|pinot noir|??|??|2024|13.5|GRAN RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing flame|gran reserva pinot noir chile|cl|r|pinot noir|??|??|NV|13.5|GRAN RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing flame|gran reserva sauvignon blanc chile|cl|w|sauvignon blanc|??|??|NV|12.5|GRAN RESERVA|medio|peixe, frutos do mar|seco
W|dancing flame|malbec|fr|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing flame|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing flame|ojos del salado do valle central malbec 2022|fr|r|malbec|??|??|2022|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dancing flame|ojos del salado do valle central malbec 2023|fr|r|malbec|??|??|2023|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dancing flame|ojos del salado do valle central merlot 2021|fr|r|merlot|??|??|2021|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dancing flame|ojos del salado do valle central merlot 2022|fr|r|merlot|??|??|2022|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dancing flame|ojos del salado do valle central rose 2021|fr|p|??|??|??|2021|13.5|DO|medio|frutos do mar, saladas|seco
W|dancing flame|ojos del salado do valle central rose 2022|fr|p|??|??|??|2022|13.5|DO|medio|frutos do mar, saladas|seco
W|dancing flame|ojos del salado do valle central rose 2024|fr|p|??|??|??|2024|13.5|DO|medio|frutos do mar, saladas|seco
W|dancing flame|ojos del salado do valle central shiraz 2021|fr|r|shiraz|??|??|2021|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dancing flame|ojos del salado merlot 2019|fr|r|merlot|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing flame|reserva cab|fr|r|??|??|??|NV|13.5|RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing flame|reserva cab|fr|r|??|??|??|NV|13.5|RESERVA|encorpado|carne vermelha, queijo|seco|=640
W|dancing flame|villarrica gran reserva carmenere 2020|fr|r|??|??|??|2020|13.5|GRAN RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing flame|villarrica gran reserva carmenere 2021|fr|r|??|??|??|2021|13.5|GRAN RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing flame|villarrica gran reserva roussanne marsanne 2021|fr|w|marsanne, roussanne|??|??|2021|12.5|GRAN RESERVA|medio|peixe, frutos do mar|seco
W|dancing flame|villarrica gran reserva roussanne marsanne 2022|fr|w|marsanne, roussanne|??|??|2022|12.5|GRAN RESERVA|medio|peixe, frutos do mar|seco
W|dancing flame|villarrica gran reserva roussanne marsanne 2024|fr|w|marsanne, roussanne|??|??|2024|12.5|GRAN RESERVA|medio|peixe, frutos do mar|seco
W|dancing flame|villarrica gran reserva shiraz 2020|fr|r|shiraz|??|??|2020|13.5|GRAN RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing flame|villarrica gran reserva shiraz 2021|fr|r|shiraz|??|??|2021|13.5|GRAN RESERVA|encorpado|carne vermelha, queijo|seco
W|dancing forest|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|distillery limousin rye|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|limousin rye|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|limousin rye 11year cask strength|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|limousin rye wisconsin select single barrel aromatic bitters|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|swiss mister|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|swiss misters 10 year rye|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing goat|wiscy city solo cask waterford pick rye|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing grapes|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|2017 proprietary red|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|bordeaux blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|mad hatter 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|napa valley red 2017|us|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|proprietary red 2009|fr|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|proprietary red blend napa valley 2017|us|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|red wine 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|vineyard red beckstoffer 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing hares|vineyard red wine 2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing in|spot|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing in|the sand|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing in|the sun 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing mary|jane|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing music|box peter rabbit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing music|box savannah|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing old|vine zinfandel 2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing orchids|arrangement|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
