W|grissini|integral 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grobes|graues meersalz guerande 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grobes|salz weies kristallsalz aus deutschland 350g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groby|moricz 1119 budapest villanyi ut 1 groby moricz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groc|damfora|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groc|damfora|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=465
W|groc|verdejo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groceries|groceries|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groceries|set scanner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grocery|bag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grocery|box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grocery|box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=471
W|grocery|box incentive solutions|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grocery|package 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grocery|test 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groch|zielony poowki bio 500 g bio planet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groch|zoty bio 1 kg bio planet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groch|zoty bio 400 g bio planet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groch|zoty poowki bio 400 g naturavena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|carlton hill vineyard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee pinot noir willamette valley oregon|nz|r|pinot noir|willamette valley|willamette valley|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee pinot noir willamette valley oregon|nz|r|pinot noir|willamette valley|willamette valley|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee pinot noir willamette valley|nz|r|pinot noir|willamette valley|willamette valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee willamette valley oregon pinot noir|nz|r|pinot noir|willamette valley|willamette valley|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee willamette valley pinot noir|nz|r|pinot noir|willamette valley|willamette valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee willamette valley pinot noir|nz|r|pinot noir|willamette valley|willamette valley|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter cuvee willamette valley pinot noir|nz|r|pinot noir|willamette valley|willamette valley|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=488
W|grochau|cellars commuter pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars commuter willamette valley pinot noir|nz|r|pinot noir|willamette valley|willamette valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars convivial|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars convivial gamaypinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars convivial pinot noirgamay|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars melon de bourgogne|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars melon de bourgognewilliamette valley|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars pinot blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grochau|cellars pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=498
W|grochau|cellars pinot noir commuter cuvee|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars pinot noir commuter cuvee|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars pinot noir commuter cuvee willamette valley|nz|r|pinot noir|willamette valley|willamette valley|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|cellars willamette valley chardonnay|nz|w|chardonnay|willamette valley|willamette valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grochau|gc commuter cuvee pinot noir willamette valley|nz|r|pinot noir|willamette valley|willamette valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|gc commuter cuvee pinot noir willamette valley|nz|r|pinot noir|willamette valley|willamette valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|grochau|pinot noir bjornson vineyard eolaamity hills|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochau|pinot noir le rouleur willamette valley|nz|r|pinot noir|willamette valley|willamette valley|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grochowka|weganska|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grodfood|chicken liver pate 290g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grodfood|chicken pate 130g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grodfood|chicken pate with mushrooms 130g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grodfood|pate 100g with fried onions belarus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grodz|stumicka mastika|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|cuvee grauweissburgunder sachsen dqw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|reserve|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|reserve blanc de blancs brut ried stefflweiss|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|groe|rotaliantasche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|rotweine 06022026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|schieferlagen der pfalz|de|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|schieferlagen der pfalz|de|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|weinreise riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groe|weinreise spatburgunder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|weiweine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groe|weiweine 05062026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebe|kirchspiel grosses gewachs riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groebe|riesling westhofener kirchspiel gg rheinhessen|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groebe|sauerkirschsaft fruchtgehalt 100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebe|verjus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebe|verjus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=529
W|groebes|apfelkirsch saft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelkiwisaft fruchtgehalt 100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelquittensaft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelsaft fruchtgehalt 100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelsaft naturtrub fruchtgehalt 100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelsecco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelsinensaft fruchtgehalt 100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|apfelwein alc 50 vol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|kennenlernpaket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|klostertropfen qualitatswein mild biowein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|q apfelsaft klar 100 saft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|qualitatsbirnensaft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|quittensaft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|seccolino rose biowein|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groebes|seccolino rot deutscher perlwein biowein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|seccolino wei biowein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|traubensaft rot 100 saft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|traubensaft rot 100 saft aus bio anbau nach egokoverordnung|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|traubensaft wei 100 saft|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|traubensaft wei 100 saft aus bio anbau nach egokoverordnung|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groebes|winterweingenuss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groen|marmeren pompadour schouw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groen|marmeren schouw met vloerplaat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groen|pesto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groendruif|22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groendruif|semillon|??|w|semillon|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groendruif|semillon|??|w|semillon|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=556
W|groendruif|semillon|??|w|semillon|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groendruif|semillon|??|w|semillon|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=558
W|groene|appel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|appel 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|appel mede|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|banaan siroop vedrenne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|chalkidiki olijven met amandelen philotimo 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|chalkidiki olijven met jalapeno philotimo 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|chalkidiki olijven met knoflook philotimo 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|chalkidiki olijven met rode peper philotimo 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|curry kruidenpasta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|gunpowder thee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|hartvocaat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|knoflookolijven|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|munt siroop pages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|olijven knoflook|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|olijventapenade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|pesto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|pesto kaas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|thee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|thee citroen fairtrade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|thee puur fairtrade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|theeparels met jasmijn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groene|wijn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|antoinette marie|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|antoinette marie|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|cabernet sauvignon premium|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|classic collection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|pinotage rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groenland|pinotage rose|??|p|??|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groenland|pinotage rose classic|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groenland|premium cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|premium cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|premium collection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|premium merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|premium merlot|??|r|merlot|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|premium syrah|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|premium syrah|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=595
W|groenland|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groenland|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groenland|shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|steenkamp cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|steenkamp cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|steenkamp collection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|steenkamp ou bosstok steen|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenland|steenkamp ou bosstok steen|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
X
X
W|groente|en fruitset hout 6delig|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groente|fruit claartje lindhout|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groente|gerecht van restaurant choux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenten|chips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groentensaus|groentensaus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groenvoer|groenvoer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groepsreservering|groepsreservering|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groepvergadering|groepvergadering|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groer|beleuchteter sektkuhler mit musik box the joouly ltd 65|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|groer|genuss in kleinen flaschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groer|herrgott riesling kabinett|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groer|sektkuhler mit musikbox und led beleuchtung the joouly bowl l|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|groer|wein|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groer|wiesenknopf|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groer|wiesenknopf|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|groes|gewachs riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groes|gewachs weissburgunder|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|paket agrarokologiebox lehrbox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|paket groes essgeschirr lernset|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|paket italienbox bildungsbox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|paket meine erste kellerbox lernbox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|paket reisebox nach spanien bildungsbox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|paket welttourneebox bildungsbox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groes|reservat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groesbeekse|proeverij rondleiding|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groesgewachssurprisepaket|groesgewachssurprisepaket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groeten|uit purmerend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groeten|uit purmerend chocolade kers likeur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groeten|uit purmerend koffie mokka likeur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groeten|uit purmerend stroopwafel likorette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler birtok syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler boraszat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler boraszat eger|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler cabernet sauvignon bor|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler chardonnay superior bor|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|buttler egri bikaver classicus bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler egri bikaver grand superior|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler egri bikaver grand superior bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler egri chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|buttler egri csillag bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler egri kadarka superior|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler egri kadarka superior|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=651
W|grof|buttler egri kadarka superior|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=651
W|grof|buttler egri kekfrankos|hu|r|kekfrankos|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler egri pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler gb egri bikaver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler gb rose wina rozowe|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grof|buttler irsai oliver bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler kadarka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler kadarka superior bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler muskotaly bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagy eged grand superior bikaver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagy eged kadarka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagyeged bikaver grand superior pdo|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagyeged superior kadarka pdo|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagyeged syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagyeged syrah grand selection pdo|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler nagyeged viognier|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|buttler olaszrizling bor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler pinot noir superior bor|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler rose bor|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grof|buttler sauvignon blanc bor|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|buttler syrah grand selection|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler szarkas kekfrankos|hu|r|kekfrankos|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|buttler szarkas pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|buttler viognier|??|w|viognier|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|buttler winery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld 1857 tokaj kologisk furmint|hu|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld 1857 tokaj kologisk furmint hvidvin|hu|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld 6 puttonyos tokaji aszu|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld andante|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld andante furmint|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld aszu 5 puttonyos|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld aszu 6 puttony|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld aszu 6 puttonyos aszu edes 05|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld aszu 6 puttonyos selection|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld aszu 6 puttyonos|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld fortissimo late harvest|??|d|??|??|??|2023|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grof|degenfeld fortissimo organic tokaji late harvest|hu|d|??|??|??|2019|10|??|encorpado|sobremesas, queijos, frutas secas|doce
