W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandial|brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandial|brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=474
W|grandial|brut sparkling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandial|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grandial|rose brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandier|grandier|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandier|bordeaux|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandier|bordeaux|fr|r|??|bordeaux|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandier|vinho tinto frances|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandiflora|orchid|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandin|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandin|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=484
W|grandin|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=484
W|grandin|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=484
W|grandin|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=484
W|grandin|brut cuvee|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandin|brut methode|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandin|gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grandin|gran reserva rosado|??|p|??|??|??|nv|12.5|reserva|leve|aperitivos, frutos do mar, saladas|seco
W|grandin|metd brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandin|methode traditionnelle brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandin|methode traditionnelle brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandin|methode traditionnelle brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=495
W|grandin|methode traditionnelle brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=495
W|grandin|rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grandior|merlot bocor villany pdo gunzer 075|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandiosa|inspiracion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandiose|les copains chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandiose|les copains chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandiose|les copains merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandiose|les copains merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandioso|toscana rosso|it|r|??|tuscany|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandioso|toscana rosso persoonlijke aanbeveling|it|r|??|tuscany|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandioso|toscana rosso|it|r|??|tuscany|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandioso|toscana rosso|it|r|??|tuscany|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=507
W|grandioso|toscana rosso persoonlijke aanbeveling|it|r|??|tuscany|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandioso|toscana rosso recommandation personnelle|it|r|??|tuscany|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandioze|najaarsproeverij|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|liquer pear golden 8 williams|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|pet nat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grandis|stalinskaya gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|stroh jagertee 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|unearthed garganega|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandis|villanyi cabernet sauvignon szaraz vorosbor 15|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|villanyi cuvee szaraz vorosbor 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|villanyi irsai oliver szaraz feherbor 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandis|villanyi kekrankos rose szaraz bor 15|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grandissime|maison legrand sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandissime|maison legrand sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=522
W|grandjean|chateauneuf du pape|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandjo|grandjo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandjo|grandjo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grandjo|grandjo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grandjo|grandjo|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandjo|grandjo|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandjo|branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandjo|doce branco engarrafado em 37|??|r|??|??|??|1966|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|grandjo|douro branco|pt|r|??|douro|douro|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandjo|late harvest|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grandjo|late harvest|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce|=533
W|grandjo|late harvest branco|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grandjo|late harvest real companhia velha|??|d|??|??|??|2021|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grandjo|meio doce|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|grandjo|meio doce branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|grandjo|meio seco branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandlait|lait frais demiecreme pasteurise la bouteille de|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandlait|lait frais entier la bouteille de|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandluxe|grandluxe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|elvira peanut cookies 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|elviras sighs 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|exorcism wind chime|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|raethel barossa valley cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|secret wine stain remover 3oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wild embossed robin noel barrel tin 300g 1804|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wild wildflower oats tin 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=550
W|grandma|wilds all butter clementine cranberry cake|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed christmas village market tin 160g 1739|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed jolly santa friends tin 160g 1777|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed kitten postbox tin 200g 1809|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed oval kitchen dresser tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed oval kitchen dresser tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=556
W|grandma|wilds embossed red espresso tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed red espresso tin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=558
W|grandma|wilds embossed robin noel tin 150g 1803|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed robin with a post box tin 160g 1774|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed santa woodland friends tin 160g 1773|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds embossed santas starry night 150g 1772|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grandma|wilds embossed winter village scene 600g 1753|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds giant merry meowmas tube 200g 1722|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds giant merry woofmas tube 200g 1721|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds giant penguin tube 200g 1720|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds hare robin 200g1791|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds hedgehog robin box 200g 1790|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds large teddy tin 300 gms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds large teddy tin 300 gms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=571
W|grandma|wilds luxury biscuit selection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds luxury christmas biscuits assortment 400g 1728|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds mince pie box 1014|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds orange marmalade botanical floral tube 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds ornate black gold biscuits in tube 150g 1750|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds ornate purple gold tube 150g 1751|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds ornate white and gold biscuits in tube 150g 1752|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandma|wilds partridge in a pear tree bauble 75g 1814|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds partridge in a pear tree black tube christmas pudding 100g 1800|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds red ceramic camper van 150 gms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds red ceramic camper van 150 gms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=582
W|grandma|wilds salted caramel oat botanical floral tube 150g bbd end may2026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds savoury biscuits 350g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds sea salt caramel oat biscuits|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds seville orange marmalade biscuits|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds stem ginger lemon biscuit floral tu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds stem ginger loaf cake|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds sweet cherry bakewell biscuits|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|grandma|wilds sweet cherry bakewell biscuits botanical floral tube 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|grandma|wilds triple choc chip 150 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandma|wilds triple choc chip 150 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|grandma|wilds wildflower meadow tin 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grandmas|apple rasp sangria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|apple rasp sangria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|grandmas|cookies oatmeal raisin 25oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|cucumbers spicy 900g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|cucumbers with cherry leaf 900g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|cucumbers with currant leaf 900g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|kitchen millet 900g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|original unsulphured molasses|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|peach sangria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmas|peach sangria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=604
W|grandmas|pie almas suti ajandekcsomag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmaster|015|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmaster|02|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmaster|025|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmaster|041|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmaster|230|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmaster|380|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmere|familial cafe moulu 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmont|bourgueil ac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmother|gose|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmother|terrine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandmothers|biscuits authentic 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|domaine saint jacques marissou|grandmougin blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandor|40 dutch edam slices 160g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|45 emmental 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|belprado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|brie 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|camembert 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|dairy butter unsalted 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|dutch edam ball 19kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|dutch edam ball 900g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|dutch gouda|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|dutch gouda loaf 3kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|edam loaf 3kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|emmental block 3kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|emmentaler slices 160g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|fondue 40 fidm 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|maasdam|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|maasdam slices 160g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|matured dutch gouda|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|old mill gouda wedge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|white cheddar|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandor|yellow cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandor|young sliced gouda 160g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|chachas home style wine rosso salento 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|chachas homestyle wine rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|chachas homestyle wine rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=642
W|grandpa|chachas pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandpa|chachas rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|chachas rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=645
W|grandpa|headache powders|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|headache powders 12s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|headache powders|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=647
W|grandpa|headache powders stick pack 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpa|jos recky horsky caj bio hojnik horsky 30g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandparents|grandkids table topics|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpontet|saintemilion grand cru 1|??|r|??|??|??|1998|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpre|minotaure rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grandpre|minotaure rose|??|p|??|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grandpuy|ducasse pauillac rouge|??|r|??|??|pauillac|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpuyducasse|grandpuyducasse|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandpuylacoste|grandpuylacoste|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|amis old vine zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|grands|barrails aoc lussac saint emilion franca tinto seco|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|blancs du languedocroussillon|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|blancs du rhone|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|bois cairanne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|cabernets francs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|champs rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|charrons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|charrons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=667
W|grands|cras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|crus classe de graves|es|r|??|bordeaux|graves|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|crus classe de saintemilion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|crus classees 1855 plakat by yann arthusbertrand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|domaines single estate in gb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|grands|echezeaux jadot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux jadot cb6|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux drouhin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=701
W|grands|echezeaux grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=701
W|grands|echezeaux grand cru|??|r|??|??|??|1988|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|1996|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|1997|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux grand cru|??|r|??|??|??|1998|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
