W|goat|geiss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godard|goose foie gras 2 x 65g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godard|goose foie gras 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godard|goose lard 37kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godard|goose lard 4 x 350g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godard|goose pate 4 x 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godard|mee morgon grand cras|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godawan|godawan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godawan|indian single malt series 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godawan|indian single malt series 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godawan|series 02 single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godawan|single malt series 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godawan|single malt series 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddes|ec16425|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|artemis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|demeter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|eau de parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|eau de parfum intense|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|kolye|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|of fortuna or tyche 30cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|of love|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|provisions infinite cycles suncatcher|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goddess|provisions money magick ritual kit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeau|godeau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeau|ducarpe saint emilion grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|godel|machine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|godelia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|godelia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|godelia|godelia|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|blanco godello|??|w|godello|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godelia|blanco godello|??|w|godello|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=488
W|godelia|blanco seleccion|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godelia|cuvee extra brut gr 6 botellas|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|godelia|cuvee extra brut gran reserva|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|extra brut
W|godelia|extra brut gran riserva|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|godelia|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=494
W|godelia|godello|??|r|godello|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|godello|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|godello dona blanca bierzo|es|w|godello|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|godelia|mencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|mencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=500
W|godelia|mencia|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|mencia bierzo|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|mencia rose bierzo|es|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godelia|quilos seleccion de parcelas mencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godelia|rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godelia|seleccion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|seleccion godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|seleccion godello mencia twin pack|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|seleccion mencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|seleccion mencia|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|seleccion tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|sparkling brut gran reserva 12 abv|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|godelia|viernes|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes godello|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes mencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes mencia|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes mencia|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes mencia|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|godelia|viernes mencia de pueblo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes mencia del bierzo 135 abv|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes mencia do bierzo|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|viernes tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godelia|vino rosado mencia|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godello|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=526
W|godello|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=526
W|godello|valtuille|??|r|godello|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|a coroa valdeorras|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|quinta do estranxeiro ribeira sacra do 075ltr|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|godello|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|antonio montero|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|abeledos do monterrei|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|alvaredoshobbs 075|??|r|godello|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|barrica dominio de tares|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|barrica do dominio de tares|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|beio|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|boros szett|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|brezo gregory perez bierzo spain|es|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|carros bueyes|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|casal novo|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|centum terrae do valdeorras|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|cepas viejas dominio de tares|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|do bierzo soto del vicario|es|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|dona blanca bierzo do|es|w|godello|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godello|een veelbelovende witte druif|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|emilio moro la revelia|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|entrecuestas tilenus|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|esencial blanco do bierzo castro bergidum|es|w|godello|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godello|gaba do xil|??|r|godello|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|gancedo organic|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|gargalo do monterrei spain|es|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|gargalo monterrei|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|louro rafa palacios valdeorras galicia spa|es|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|mar de frades|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|mar de frades|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=556
W|godello|mar de frades do rias baixas|??|r|godello|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|mara martin blanco|??|w|godello|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godello|mara moura sobre lias|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|merayo|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|monteseiros tilenus|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|o barreiro gaba do xil telmo rodriguez do valdeorras spain|es|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|o luar do sil|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|o luar do sil|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|godello|o luar do sil|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|godello|o valdeorras ponte da boga|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|oluar do sil capellanes|za|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|or gouveio|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|pago de valdoneje|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|pascuala|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|pazo pondal|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|pazo pondal|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=572
W|godello|reserva|??|r|godello|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|sestercio|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|sonrisa dominio de tares|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|tambora|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|vadeorras pai e nai|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|valdeorras|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godello|valdeorras joaquin rebolledo|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godellotreixadura|carlos villanueva ribeiro 120|??|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godendrank|godendrank|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godenza|sangiovese predappio doc noelia ricci|??|r|sangiovese|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|godenzio|chianti classico riserva|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godessa|assyrtiko|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|woodbox|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|woodbox|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|ambleville grande champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|ambleville grande champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=588
W|godet|antarctica icy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|antarctica icy white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godet|antartica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|antartica gbx|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|antartica giftset|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|antartica icy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|creme de la creme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|creme de la creme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|godet|cuvee jean godet vs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|extra 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|extra vieille grande champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|extra vieille grande champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=600
W|godet|fin bois 43|??|r|??|??|??|1968|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|fine champagne xo 40|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|folle blanche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godet|folle blanche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=604
W|godet|folle blanche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=604
W|godet|folle blanche antarctica|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godet|folle blanche epicure 40|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godet|freres napoleon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|freres napoleon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=609
W|godet|freres tres vieille reserve napoleon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|freres xo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|gastronome|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|gastronome fine champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|gastronome organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|gastronome organic xo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|grande champagne 42|fr|s|??|champagne|??|1989|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|grande champagne 44|fr|s|??|champagne|??|2000|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|la sauzaie single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|napoleon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|no 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pearadise 38|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pearadise 38 gb 2 pohar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pearadise 05 diszdobozban poharakkal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pineau des charentes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pineau des charentes 075 ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pineau des charentes rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|pineau des charentes rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=627
W|godet|renaissance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|singlegrape folle blanche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godet|terre xo 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|trinity vsvsopxo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=633
W|godet|vs classic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs classic 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs classique 40 gb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs classique 07|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs classique|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vs cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=640
W|godet|vs cuvee 40 gb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vsop|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vsop|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|godet|vsop|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|godet|vsop original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vsop original 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|vsop original 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=647
W|godet|xo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|xo excellence|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|xo excellence|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=650
W|godet|xo extra old fine champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|xo fine champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godet|xo fine champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=653
W|godet|xo gastronome organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|godet|xo terre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godet|xo terre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=657
W|godet|xo terre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=657
W|godet|xo terre 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|godeval|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|godeval|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|cepas vellas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|cepas vellas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=663
W|godeval|cepas vellas|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|cepas vellas|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|cepas vellas vino blanco do galicia|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godeval|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|godeval|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|godeval|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|godeval|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|godeval|godello|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|godeval|godello|??|r|godello|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|godello|??|r|godello|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|godello espana|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|godello espana|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=676
W|godeval|godello valdeorras|??|r|godello|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|revival|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|revival|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|valdeorras godello|??|r|godello|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godeval|vino blanco do valdeorras|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godex|capsule by 10s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|cocktail|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|cocktail from alcozon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|kit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|pivnica cajkov|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|strong cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|strong 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|godfather|super strong 8 500mlx24|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfather|ultra premium xxs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godfreys|cranberry schnapps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godhill|furmint|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godhill|furmint|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godhill|furmint|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godhill|furmint kesei szuretelesu edes|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godhill|istenhegy cuvee|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godhill|pinceszet sargamuskotaly|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godibile|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godibile|prosecco doc bv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|godibile|prosecco extra dry godibile|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godier|chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godille|godille|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
