W|branco|kendalljackson vintners reserve chardonnay 2021 california eua|??|w|chardonnay|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|guyot moscatel galego 2023 douro|pt|w|moscatel|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|guyot 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|gutta supera|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|guru 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|guru 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|guru|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|guri 2024 ig minho|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gulfi carjcanti terre siciliane carricante|it|w|??|sicilia|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|guatambu luar do pampa chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|guaspari vista do bosque viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|guaspari vale da pedra|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|guaspari porcellino alvarinho e sauvignon blanc canelones uruguai|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gruner veltliner loss hiedler|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grillo selezione nissim orestiadi doc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grillo mazzei zisola|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grillo curatolo arini|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grillo borgo selene|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grifo vinhas velhas 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grifo reserva 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|grifo grande reserva 2019|??|w|??|??|??|2019|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|grifo essencia 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grifo 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grey chardonnay ventiquero|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grey chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grego cavino moschofilero|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grego cavino moschofilero|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=475
W|branco|grego cavino mega spileo assyrtiko|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|greco sannio dop safra 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|greco igp masseria santa maria|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grechetto 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grechetto 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco|=480
W|branco|grecanico terre siciliane 2022|it|w|??|sicilia|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|gravuras do coa reserva 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|gravuras do coa reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|gravuras do coa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grape angel viorica|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grape angel premium viorica 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grape angel premium pinot gris 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grao vasco douro doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|grao vasco 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|grao vasco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|granito cru magnun alvarinho 2021 1 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|granito cru alvarinho 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|granito cru alvarinho 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=493
W|branco|granito cru 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|grandjo meio doce 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|grandjo meio doce|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|grandes quintas colheita 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|grande rocim reserva 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|grande reserve cairanne|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|grande reserve cairanne|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=500
W|branco|grande reserva principal|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
S|=47
W|branco|grande druida encruzado magnum 2022 1 doc dao|pt|w|??|dao|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|grande druida encruzado 2022 doc dao|pt|w|??|dao|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|grande druida encruzado 2020|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|grand vicious reserva alvarinho magnun 2020 1 vinhos verdes|??|w|??|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|grand cru cortoncharlemagne 2019|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|grand clos chenin blanc 2023|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|grand bateau 2022 bordeus franca|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|grand ardeche louis latour|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|gran torrontes alta yari|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gran tarapaca reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|late harvest toro de piedra|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|late harvest toro de piedra|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=514
W|branco|gran moraine chardonnay yamhillcarlton 2018 willamette valley or eua|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gran chardonnay do casa valduga|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gran chardonnay do casa valduga|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=517
W|branco|grambeira 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|grainha reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|grain de lune sauvignon gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goncalves faria 2014 beira atlantico|??|w|??|??|??|2014|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goldeneye 2019|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|goldener tropfen|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|goethe seco casa del sole premiado ouro 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goethe seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goethe demi sec vinhas do sol|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goethe demi sec casa del sole|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goes tradicao suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|goes tradicao suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=529
W|branco|goes tradicao seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|goes tradicao seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=531
W|branco|goes tradicao seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=531
W|branco|gloria reynolds art tradition 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|gloria reynolds 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|glen carlou petit chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|glen carlou chardonnay 2016 boberg|??|w|chardonnay|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giz vinhas velhas bairrada|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giulio straccali|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gitton pere fils clos joanne dorion pouillyfume 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giesen chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giaretta gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giaretta chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giardino sauvignon blanc bebber|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|giardino chardonnay bebber|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gianni gagliardo roero arneis 2022 piemonte italia|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gianni gagliardo fallegro langhe favorita 2022 italia|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer select castellamare caixa 6|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer select castellamare|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer paul mas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer luiz argenta l a jovem|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer luigi bosca|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer dopff moullin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer doc trentino la cherubina|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gewurztraminer andica miguel torres|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|geronimo 2020 peninsula de setubal|pt|w|??|setubal|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|gerard bertrand gio grenache|??|w|grenache|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gerard bertrand gio grenache|??|w|grenache|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=557
W|branco|gerard bertrand extra blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gerard bertrand extra blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=559
W|branco|geracoes magnum 2025 1 vinhos verdes|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|geracoes 2025 vinhos verdes|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|georges duboeuf maconvillages chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|georges duboeuf la cuvee|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|georges duboeuf chardonnay vin de france|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|genese terroir montanha m m alvarinho magnum 2024 1 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|genese terroir montanha m m alvarinho 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|general de la revolution cuvee collection 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gelso bianco fiano igt 2023|??|w|fiano|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gb sauvage riesling qba trocken 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gb sauvage riesling 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gb sauvage rheingau riesling 2024|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gb charme riesling 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gazela pack portugal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gavi fontanafredda docg 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gavi docg del comune di gravi granee|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gavi docg cabianca|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gavi docg cabianca|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=577
W|branco|gavi docg batasiolo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gavi di gavi bel colle|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gaudio verdelho 2019 alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|gaudio alvarinho 2015 alentejo|pt|w|??|alentejo|??|2015|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|gauchezco estate torrontes 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gato negro sweet white|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gato negro sweet white|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=584
W|branco|gato negro sauvignon blanc 187|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gato negro sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gato negro chardonnay gato negro chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gato negro chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gato negro 9 lives reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|gato negro 9 lives reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=590
W|branco|gato negro 9 lives reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|gato negro 9 lives reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=592
W|branco|gato negro 9 lives chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gatao pack portugal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gatao lata|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gaseificado goethe meio seco lumino trevisol premiado ouro 2025|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garzon single vineyard albarino|??|w|albarino|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|garzon reserva albarino uruguaio|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|garzon reserva albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|garzon reserva albarinho|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|garzon estate sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garzon estate sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=602
W|branco|garzon estate sauvignon|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garzon estate pinot grigio de corte|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garzon estate pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garzon albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica reserva 2021 tejo|pt|w|??|tejo|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica reserva 2019 moncao|??|w|??|??|??|2019|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita selecionada 2018 igp lisboa|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2022 doc douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2020 regional alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2020 regional alentejano|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2020 doc beira interior|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2020 doc bairrada|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2019 moncao|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica colheita 2019 igp lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|garrafeira benfica 2019 ilha do pico|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garibaldi reserva alvarinho 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|garibaldi ice zero alcool bebida nao alcoolica de vidro|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garibaldi frisante seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|garbo akis riesling italico 2024|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ganadero blanco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gaivosa alves de sousa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gaia melon de bourgogne 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|gaia melon b 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|furd alsace pinot gris 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fuori porta sangiovese|??|w|sangiovese|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fuori porta sangiovese|??|w|sangiovese|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=629
W|branco|frutado portugues lavradeira|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frutado portugues gaivota|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frutado maresia garrafa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fruity|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frontonio la loma los santos garnacha blanca 2021|??|w|garnacha|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fronteira colheita 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fronteira 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frontaura verdejo do rueda|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frizzante santa carolina|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|branco|frisante villa fabrizia lambrusco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante vele al vento lambrusco dellemilia amabile|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante suave ponto nero freebie|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|frisante suave nacional moscato vivant pack 4 latas cada|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|frisante settesoli wave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante santa vita moscatel 6 latas de|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante santa vita moscatel 1|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante santa carolina summer edition ice|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|frisante rio valley moscatel garrafa|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante naturelle casa valduga|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante naturelle|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante lovin caixa com 6 unidades|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante green mayos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante cavicchioli lambrusco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante casal da bica|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante casa ronaldi lambrusco dellemilia dolce|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante almaden moscatel|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frisante a andreani lambrusco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frida kahlo carmen reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|fresh amphora rocim|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frescobaldi remole|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frescobaldi pomino bianco doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frescobaldi pomino|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixo terroir 2019 regional alentejano|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixo sauvignon blanc 2023 regional alentejano|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixo reserva 2021 regional alentejano|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|freixo chardonnay 2022 regional alentejano|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixo alvarinho 2021 regional alentejano|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet zero alcool|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet seco pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet pinot grigio doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet mia sangria white frizzante|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|branco|freixenet mia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|freixenet 0 alc 0 kcal white blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frei joao classico 2020 bairrada doc|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fray leon chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
