W|georges|laval cumieres brut nature jeroboam|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|noellat nuits saint georges|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits saint georges|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits saint georges|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits saint georges boudots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits saint georges cras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits saint georges rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=426
W|georges|noellat nuits st georges|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=437
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux boudots cru|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=430
W|georges|noellat nuits st georges aux cras cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux cras cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux cras cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux cras cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges aux cras cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuits st georges les boudots|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuitssaintgeorges cru les boudots|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuitssaintgeorges|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuitssaintgeorges|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat nuitsstgeorges|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee cru|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee cru les chaumes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=460
W|georges|noellat vosne romanee|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee beaux monts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee chaumes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts cru|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les beaux monts|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les chaumes cru|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les petits monts cru|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les petits monts cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les petits monts cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee les petits monts cru|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee petit monts cru|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee petit monts cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee petit monts cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee petit monts cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosne romanee petits monts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee cru les beaux monts low fill|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee cru les beauxmonts|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee cru les chaumes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee cru les chaumes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee cru les petitsmonts|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee cru les petitsmonts|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|noellat vosneromanee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|old bay bloody mary mix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|pina colada cocktail mix 32oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy cru les 4 terroirs no 20 brut champagne nature nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|georges|remy champagne blanc de noirs|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|remy blanc de noirs|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|remy blanc de noirs|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|remy blanc de noirs grand cru|??|w|??|??|??|2016|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|georges|remy bouzy blanc les houardes|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|remy bouzy rouge les vaudayants|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy bouzy rouge les vaudayants|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy champagne cru les 4 terroirs n21 brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|remy champagne grand cru le mont de tauxieres|fr|s|??|champagne|??|2016|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|georges|remy julie dufour julien prelat sebastien bression 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy le mont de tauxieres|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy le mont de tauxieres|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy le mont de tauxieres|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy le mont de tauxieres grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les 4 terroirs n19 premiere cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les 4 terroirs n20 champagne aoc extra brut|fr|s|??|champagne|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|extra brut
W|georges|remy les 4 terroirs n21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les hauts clos|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les hauts clos|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les hauts clos grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les muits premiere cru|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les muits|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les muits|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terro champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|remy les quatre terroirs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs no21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs nv 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs nv 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs nv b21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les quatre terroirs premier cru no21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|remy les vaudayant grand cru rose|??|p|??|??|??|nv|12.5|grand cru|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy les vaudayants rose 19 grand cru|??|p|??|??|??|nv|12.5|grand cru|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy les vaudayants rose|??|p|??|??|??|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy les vaudayants rose|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy les vaudayants rose|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy les vaudayants rose nv 21|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy les vaudayants rose nv r22|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|remy quatre terroirs base|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|reynaud|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|reynaud|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=551
W|georges|road pinot gris|??|w|pinot gris|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|road pinot noir williams hill|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|road riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|road rose les terrasses|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|road syrah block one|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|road wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=560
W|georges|roumier bonnes mares|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1983|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1983|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=581
W|georges|roumier bonnes mares grand cru japan label|??|r|??|??|??|1983|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1993|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1996|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1996|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=585
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1997|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1999|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|1999|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=588
W|georges|roumier bonnes mares grand cru us label|??|r|??|??|??|1999|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2000|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2000|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=591
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2001|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2002|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2002|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=594
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2003|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2004|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2005|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2006|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2006|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=599
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2007|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2008|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2008|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=602
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2009|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2009|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=604
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2010|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2010|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=606
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2011|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2011|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=612
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=612
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=615
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=620
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru 1|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=626
W|georges|roumier bonnes mares grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=626
W|georges|roumier bourgogne rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=630
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=634
W|georges|roumier bourgogne rouge|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle les cras cru|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=638
W|georges|roumier chambolle musigny|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
