W|lapostolle|grand selection merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapola|lapola|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=432
W|lapola|dominio do bibei|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapola|lapola|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapola|lapola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapola|lapola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=436
W|lapola|lapola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=436
W|lapola|lapola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=436
W|lapola|lapola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=436
W|lapoderosa|lapoderosa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapo|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapo|premium rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapo|berti langhe nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapo|berti dolcetto dogliani|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapo|berti barolo fossati|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapo|berti barolo fossati|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapo|berti barolo fossati|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=447
W|lapo|berti barolo del comune di la morra|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapo|berti barolo del comune di la morra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapo|berti langhe nebbiolo|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapo|berti langhe nebbiolo|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapo|berti barolo del commune di la morra|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|super premium alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|super premium 1 liter alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|mint 375|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|lingonberry 07|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|lingonberry 1 liter alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|lemon shot 3750 alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|flavored lemon 1 liter 375 alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|expresso shot 3750 alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|espresso 07|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|eclipse alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|eclipse 1 liter alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|coco shot 3750 alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|bilberry 07|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|bilberry 1 liter alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplandia|ananas shot 3750 alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplagnottebellevue|saint emilion|fr|r|??|saint emilion|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplagnotte|bellevue chateau st emilion organic|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplagnotte|bellevue chateau st emilion organic|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplagnotte|bellevue chateau st emilion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplace|madiran sans sulfite tannat france|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplace|madiran rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laplace|madiran rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=474
W|laplace|madiran rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=474
W|lapiz|x12 kr971550y classwork|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan triangular grafito 2b con borrador x3 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan triangular duo grafito chequeo x12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan triangular amarillo 2b con borrador x3 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan triangular 76075 jumbo x3 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan jumbo chequeo rojo cajita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan jumbo chequeo rojo blister x3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan bicolor 76023 delgado x3 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan amarillo 2hb cajita x 12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan amarillo 2hb blister x3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan 76058 grafito 2b|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|vinifan 76057 bicolor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|titan faber castell amarillo 2b estuche 12un|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|stabilo swano 4906 2b cborrador x 1 und|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|stabilo exam grade 288bl4ep1 x4 tajadorborrador|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|stabilo exam grade 288bl3ex3 tajador borrador blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|stabilo chequeo 9793152 poly x2blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|stabilo 28212p003 othello estx128b6b4b3b2bbhbfh2h3h4h|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|slim touch|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|secretary|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|ponti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|plantable 8m|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|plantable|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|pencil tactil stylus linkon para apple ipad palm rej|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|para cejas 3 pelos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|optico tactil para cualquier dispositivo bgp|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|nolan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|lapiz|negro kajal a prueba de agua|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|microblanding para cejas y barba dro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|metallic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|mecanico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|mavapen con aceite de tratamiento para cuticulas maval|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|mavapen con aceite de tratamiento para cuticulas maval|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=509
W|lapiz|magico dr beckmann|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|magico dr beckmann|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=511
W|lapiz|london|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|laser masaje luz azul dro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|laser azul para hongos en las unas dro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|iroko|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|infinity eco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|infinito el oso cafe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|infinito con puntas de colores 12 pz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito triangular 2b eco lapiz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito negro con goma|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito n2|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito largo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito jumbo 2b|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito corto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito carpintero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito 2b artesco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|grafito|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|foster|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber triang eco grip x2|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber triang 1205 jumbo 2b|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber grafito titan 2b negro x3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber grafito titan 2b blisx6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber castell tecnico regent 9000 6h sin borrador|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber castell tecnico regent 9000 2b con borrador|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|faber 311277 grafito titan 2b amarillo x3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|eco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|delineador de cejas y ojos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|definidor de cejas la valdiri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|microblading bgp|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|grafito titan 2b|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|color hexagonal faber castell 12 unidades|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|color colour grip estuche de metal 24 piezas fac112423|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|cejas pupa true definition waterproof 004 negro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|cejas pupa true definition waterproof 004 negro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=544
W|lapiz de|cejas pupa true definition waterproof 003 castano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|cejas pupa true definition waterproof 003 castano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=546
W|lapiz de|cejas pupa true definition waterproof 001 rubio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|cejas pupa true definition waterproof 001 rubio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=548
W|lapiz de|cejas efecto pelo a pelo la valdiri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|cejas efecto microblading|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz de|acupuntura 3 en 1 dro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|corrector punta metalica|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|corrector liquido artel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|corrector faber castell gip blister 1un|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|corrector del esmalte mavala|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|corrector del esmalte mavala|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=556
W|lapiz|colour grip cohete estuche metal 16 piezas fac112457|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|chequeo con borrador rojo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|checador|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|cejas pupa true definition waterproof 02 castano claro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|cejas pupa true definition waterproof 02 castano claro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=561
W|lapiz|campus university corrector|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|borrador|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|bicolor azul y rojo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|bicolor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|bic evolution hb 4un|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|beatrix|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco triangular jumbo 2b|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco triangular amarillo 2b x3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco tabla de multiplicar x3 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco hexagonal 2b con borrador grafito|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco grafito jumbo x 2 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco grafito 2b x5 blister|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco grafit amarillo triang 2hb con borrador artesco cja x 12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco emojis x 4 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco chequeo x2 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco chequeo rojo x und|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco bicolor x2 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco bicolor delgado x1und|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco amarillo triangular 2b cborrador cja x12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|artesco amarillo 2hb x5 blis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|arcoiris|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|alpha teens masculino blisx4|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|alpha 57144 bi chequeo grafito caja x 12 unds|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapiz|alpha 2b triangular x12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|vinum weiburgunder 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|triangular tristar pop 2b compactor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|rafael 137 b2 fabercastell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|preto tris decorado collection sparkling|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lapis|preto fabercastell decorado redondo tons pastel masrhmallow un|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|preto cis sextavado rose 2b cores un|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapis|pants|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel north coast|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel lodi|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel|??|r|zinfandel|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel|??|r|zinfandel|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=596
W|lapis|luna zinfandel california|us|r|zinfandel|california|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel california|us|r|zinfandel|california|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=598
W|lapis|luna zinfandel|??|r|zinfandel|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel california red|us|r|zinfandel|california|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel|??|r|zinfandel|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel red dry wine|??|r|zinfandel|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel|??|r|zinfandel|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel|??|r|zinfandel|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=604
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=606
W|lapis|luna zinfadel california|us|r|??|california|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna wines sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna wines romanza shoup vineyard old vine zinfandel|??|r|zinfandel|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna wines red blend north coast california|us|r|??|california|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna wines lodi cabernet sauvignon california|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna wines chardonnay north coast california|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna wines chardonnay north coast california|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=620
W|lapis|luna wines chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=625
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=625
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=625
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=625
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=625
W|lapis|luna sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=625
W|lapis|luna reserve cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna red wine blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna red blend reserve|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna red blend|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=636
W|lapis|luna pinot noir red dry wine|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir north coast ca|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir california usa|us|r|pinot noir|california|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir california|us|r|pinot noir|california|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir california|us|r|pinot noir|california|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=650
W|lapis|luna pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=650
W|lapis|luna pinot noir california|us|r|pinot noir|california|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir 750nl|??|r|pinot noir|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
