W|langhe|doc freisa lice adriano marco e vittorio|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|arneis doc|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=440
W|langhe|arneis doc|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=440
W|langhe|arneis doc|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=440
W|langhe|arneis brunet doc|??|w|arneis|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis briccodoro doc 13 vol|??|w|arneis|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis briccodoro dante rivetti|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis briccodoro|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis brandini le margherite|??|w|arneis|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis bianco|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis aurelia|??|w|arneis|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis arvia azienda rizieri|??|w|arneis|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis ansi casina bric|??|w|arneis|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis agricola molino piemonte|it|w|arneis|piemonte|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis|??|w|arneis|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis vinho branco fino seco doc italia|??|f|arneis|??|??|2023|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|langhe|arneis vinho branco fino seco doc italia|??|f|arneis|??|??|2023|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=457
W|langhe|arneis agricola molino piemonte|it|w|arneis|piemonte|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis|??|w|arneis|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis giribaldi|??|w|arneis|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis|??|w|arneis|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis azienda mario giribaldi rodello bio|??|w|arneis|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|arneis|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=464
W|langhe|arneis|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=464
W|langhe|arneis|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=464
W|langhe|arneis|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=464
W|langhe|arneis|??|w|arneis|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=464
W|langhe|alteni di brassica gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|alteni di brassica gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=240
W|langhe|202120202019 nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|20192021 nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|bricco appiani|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate rose nv english sparkling wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langham|wine estate rose nv|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langham|wine estate dry white|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate dorset rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langham|wine estate culver classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate culver classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=481
W|langham|wine estate culver classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate corallian classic cuvee nv english sparkling wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langham|wine estate corallian classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate corallian classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=485
W|langham|wine estate corallian classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=485
W|langham|wine estate corallian classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate blanc de blancs nv english sparkling wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langham|wine estate blanc de blancs nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|wine estate blanc de blancs nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=490
W|langham|sparkling rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langham|rose nv|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langham|rose dorset uk|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langham|estate rose brut nv dorset|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langham|estate rose brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langham|estate rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langham|estate dorset sparkling rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langham|estate dorset culver classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate dorset corallian classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate dorset blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate culver classic cuvee nv case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate culver classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate culver|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate corallion nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate corallian|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate blanc de blancs nv case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate blanc de blancs nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|estate blanc de blancs|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|culver nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|culver classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|culver classic cuvee dorset england nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|culver classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|culver classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=513
W|langham|corallian nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|corallian english sparkling wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langham|corallian classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|corallian classic cuvee extra brut dorset england|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|langham|corallian classic cuvee dorset|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|corallian classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|corallian classic cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=520
W|langham|classic cuvee nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|classic cuvee dorset england|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|blanc de blancs nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|blanc de blancs dorset nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|blanc de blancs dorset england|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|blanc de blancs brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langham|blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=528
W|langham|blanc de blanc nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langham|blanc de blanc nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=530
W|langh|nebbiolo morra gabriele macellai di pocapagli cn|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langh|nebbiolo foravia morra gabriele macellai di pocapagli cn|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langguth|vinothek spatlese 95|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langguth|vinothek spatlese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langguth|vinothek spatlese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=535
W|langguth|vinothek rivaner riesling halbtrocken 115|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|vinothek rivaner riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|vinothek riesling spatlese wijn|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|spatlese 10|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langguth|sparkling sekt riesling|??|s|riesling|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langguth|richards riesling trocken|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|richards riesling spatlese|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|richards riesling halbtrocken|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|himmlisches tropfchen wei 95|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langguth|gg dry riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langguth|erben auslese|??|d|??|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|langguth|erben auslese|??|d|??|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=547
W|langguth|piesporter goldtropfchen riesling auslese|??|f|riesling|??|??|1995|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|langgut|vinothek spatlese 95 bib|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langevin|pinot noir pays doc igp|??|r|pinot noir|??|??|2023|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|langevin|nocturne|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langevin|lumiere des sens|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langevin|cabernet sauvignon pays doc igp|??|r|cabernet sauvignon|??|??|2023|13.5|igp|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|thirty eight vineyard cabernet sauvignon red wine|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|single vineyard estate nero d avola|??|r|nero d avola|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langetwins|single vineyard estate clarksburg petite sirah|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langetwins|single vineyard estate clarksburg cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|old vine zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|old vine zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=559
W|langetwins|miller cabernet franc|??|r|cabernet franc|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|midnight reserve|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langetwins|midnight reserve|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langetwins|midnight reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langetwins|merrill vineyard clarksburg chenin blanc|??|w|chenin blanc|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langetwins|merrill chenin blanc|??|w|chenin blanc|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langetwins|lodi midnight reserve red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langetwins|family winery sand point zinfandel|??|r|zinfandel|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|centennial old vine zinfandel|??|r|zinfandel|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langetwins|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langers|watermelon fruit punch|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langers|mongo mango|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langers|cranberry cocktail|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langers|aop chalancey usa|??|r|??|??|??|NV|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|langers|agua fresca strawberry hibiscus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langers|agua fresca mango lime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langers|agua fresca cucumber lime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langer|reis halb vollkorn 3kg celnat bio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langer|berg reserve zweigelt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenwalter|pinot blanc et noir sekt|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langenstuck|riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|weisser burgunder gg bio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenmorgen|vdp riesling gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|seckinger|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenmorgen|riesling vdpgrosses gewachs trocken gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling vdpgrosses gewachs trocken|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling vdpgrosses gewachs trocken|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=587
W|langenmorgen|riesling vdpgrosses gewachs trocken|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=587
W|langenmorgen|riesling vdpgrosses gewachs sec gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling vdpgrosses gewachs sec gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=590
W|langenmorgen|riesling vdpgrosses gewachs gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling vdpgrosses gewachs gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=592
W|langenmorgen|riesling vdpgrosses gewachs gold|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=592
W|langenmorgen|riesling grosses gewachs von winning|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling grosses gewachs von winning|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|gg deidesheim weisser burgunder trocken bassermann jordan vdpgrosse lage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenmorgen|gg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenmorgen|gc riesling trocken bio|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|gc riesling trocken bio|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=599
W|langenmorgen|gc riesling trocken bio|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|deidesheim riesling trocken garage caveau|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling trocken gc dr burklinwolf|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling trocken gc dr burklinwolf|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling trocken gc dr burklinwolf|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling trocken gc dr burklinwolf|??|w|riesling|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling trocken gc dr burklinwolf|??|w|riesling|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenmorgen|riesling trocken gc dr burklinwolf|??|w|riesling|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenlouis|gruner veltliner|??|w|gruner veltliner|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenlonsheimer|spatburgunder no 1|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenloiser|weissburgunder kalksand|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenloiser|weingut hiedler|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenloiser|reserve alte reben gruner veltliner|??|w|gruner veltliner|??|??|2017|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenloiser|alte reben gruner veltliner auslese|??|d|gruner veltliner|??|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|langenlois|riesling l hiedler|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenlois|ortswein riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langenlois|grosse reserve blanc de blancs brut nature|??|s|??|??|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|langenberg|vdpgrosses gewachs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langenberg|saint hippolyte premier cru 05|??|r|??|??|??|NV|13.5|premier cru|medio|carnes vermelhas; massas; queijos|seco
W|langenberg|alsace domaine marcel deiss|fr|r|??|alsace|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelus|organic country style baguettes 400g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelus|organic burger buns with sesame seeds|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelus|blonde|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelou|langelou|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelo|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langelique|r18 champagne mouzon leroux et fils|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langelique|bdb brut nature|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|langelique|langelique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelique|langelique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=628
W|langelier|muscadet sevre et main|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelica|teafaolaj sampon ausztral teafa olajjal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelica|langhe doc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langelica|langhe chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langelica|faggyumukodest szabalyozo sampon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelica|chardonnay rocche dei manzoni|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langelica|botanics sampon zsiros hajra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelica|botanics sampon mandulaval es mehpempovel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelica|botanics sampon korpas hajra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langelica|langhe doc chardonnay rocche dei manzoni|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langelica|langhe doc chardonnay rocche dei manzoni|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|zinfandel redtail vineyard jahant|??|r|zinfandel|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|wv pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange winery|three hills chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|willamette valley rose of pinot noir|us|p|pinot noir|willamette|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lange|willamette valley pinot noir reserve|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|willamette valley pinot noir duo|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|willamette valley pinot noir|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|willamette valley pinot noir|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=647
W|lange|willamette valley classique pinot gris|us|w|pinot gris|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|willamette valley classique chardonnay|us|w|chardonnay|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|vin nocturne|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin lumiere des sens|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin jeanpierre robinot lumiere des sens vdf red|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin jeanpierre robinot le regard vdf red|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin jeanpierre robinot fetembulles sparkling white|??|s|??|??|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lange|vin jeanpierre robinot concerto di venezia red|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin jeanpierre robinot charme vdf white|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin iris|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin charme|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin bistrologie|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|vin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|twins single vineyard barbera|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|twins sand point zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|twins sand point chardonnay california|us|w|chardonnay|california|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|twins sand point chardonnay california|us|w|chardonnay|california|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=664
W|lange|twins sand point california cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|twins one hundred vineyard petite sirah|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|twins miller vineyard cabernet franc|??|r|cabernet franc|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|twins midnight reserve|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|twins merrill vineyard chenin blanc|??|w|chenin blanc|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|twins merrill vineyard chenin blanc|??|w|chenin blanc|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=670
