W|gewurztraminer|hospices|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|symbiose|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|symbiose|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|symbiose alsace ap|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|taureau|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terlan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terlan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=464
W|gewurztraminer|terrazze della luna trentino doc|it|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees dopff 12|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees dopff c6|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees dopff 12|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees dopff c6|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees dopff 12|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|terres epicees dopff c6|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|thurer weine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tiefenbrunner mer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tiefenbrunner merus doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tiefenbrunner merus doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=476
W|gewurztraminer|tiefenbrunner turmhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tiefenbrunner turmhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=478
W|gewurztraminer|tilquin a lancienne biere tilquin|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradicional|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=482
W|gewurztraminer|tradition|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=482
W|gewurztraminer|tradition|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=482
W|gewurztraminer|tradition|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=482
W|gewurztraminer|tradition domaine schaeffer|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition 750|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition cantina terlano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition doc|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition doc|??|w|??|??|??|2025|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition domaine albert mann|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition domaine albert mann alsace france|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition michel fonne|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition robert faller et fils alsace|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition sipp mack 1698|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tradition terlan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tramin selida|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tramin selida|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=500
W|gewurztraminer|trentino doc|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=502
W|gewurztraminer|trentino doc|it|w|??|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc casata monfort 37|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc ritratti lavis|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc casata monfort|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc lavis|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc villa piccola|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc 6 bottiglie|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc bellaveder|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc bio toblino|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc bottega vinai cavit|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc cantina resom tappo a vite|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc cantina rotaliana|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc crosano albino armani|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc gaierhof|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc gaierhof|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=519
W|gewurztraminer|trentino doc monfort|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc pradet cantina zehnhof cl 75|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc san matiot cembra cantina di montagna|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino doc tramonti|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino endrizzi|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trentino endrizzi|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=525
W|gewurztraminer|tresterbrand|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|tresterbrand|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=527
W|gewurztraminer|tresterbrand 42 vol|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trocken|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trocken wurzig strukturiert|gb|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trocken bergdoltreif nett edition|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trocken louis guntrum|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trocken louis guntrum|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=533
W|gewurztraminer|trocken selbachoster|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|trocken ullrich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|turckheim zind humbrecht|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|turckheim|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|turckheim zindhumbrecht|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ungheria tolna traminer tuzko|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|unser goldstuck|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|upupa orange weingut abraham|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|uvae solae|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|val venosta stachlburg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|valle isarco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|valle isarco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=545
W|gewurztraminer|valle isarco taschlerhof|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|valle isarco kofererhof|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vallee daoste doc|pt|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vallee daoste doc grosjean|pt|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ved|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vegoritis|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vegoritis|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vegoritis|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|veilleur de nuit manala|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|veilleur de nuit|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|veilleur de nuit manala|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|veilleur de nuit manala bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|veilleur de nuit manala bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vend tardives kieffer 19 bl|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendage tardif aoc bio domaine gmetz|??|w|??|??|??|2018|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendage tardif aoc bio domaine gmetz|??|w|??|??|??|2018|12.5|aoc|medio|peixes, frutos do mar, saladas|seco|=561
W|gewurztraminer|vendages tardives boland albert boxler frankrijk elzas wit|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendange tardive|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendange tardive boesch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendange tardive famille hugel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendange tardive grand cru zind humbrecht|??|w|??|??|??|2000|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendange tardive halbe flasche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardive albert hertz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardive paul ginglinger alsace frankrig|fr|w|??|??|??|2007|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=571
W|gewurztraminer|vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=571
W|gewurztraminer|vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=571
W|gewurztraminer|vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=571
W|gewurztraminer|vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=571
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco|=577
W|gewurztraminer|vendanges tardives domaine edmond rentz|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=580
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=580
W|gewurztraminer|vendanges tardives cave de beblenheim|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives domaine edmond rentz|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives hubert meyer|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=586
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=588
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=588
W|gewurztraminer|vendanges tardives wunsch mann|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives domaine kirmann|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=593
W|gewurztraminer|vendanges tardives domaine gruss|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives domaine grussfils|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives domaine grussfils|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=596
W|gewurztraminer|vendanges tardives domaine haegi elzas frankrijk bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives domaine jean sipp|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives edmont rentz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives michel fonne|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives ruhlmannschutz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives trimbach|??|w|??|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendanges tardives wolfberger|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendemmia tardiva dolce riserva terminum tramin alto adige doc|it|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|doce
W|gewurztraminer|vendemmia tardiva dolce riserva terminum tramin alto adige doc|it|w|??|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|doce
W|gewurztraminer|vendemmia tardiva dolce roen tramin alto adige doc|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|doce
W|gewurztraminer|vendemmia tardiva marco donati|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendemmia tardiva terminum tramin|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vendtard mersiol|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes domaine fleischer|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes cave de beblenheim|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes famille ruhlmann schutz|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes grand cru francois lipp|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vieilles vignes grand cru rosacker|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vigna caselle|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vigna castel rechtenthal hofstatter alto adige doc|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vigna kastelaz elena walch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vigna kolbenhof hofstatter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vigna kolbenhof hofstatter in cassa legno|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|villa|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|villa vescovile|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|villa wolf dr e loosen pfalz germany|de|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vin dalsace|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vin moelleux gpc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vin moelleux gpc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vom lehm|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vom lehm castelfeder|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vom lehm alto adige doc|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vom lolehm trocken rebholz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|von domaine haegi|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vorbourg vendanges tardives clos saint landelin veronique et thomas mure|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|vt cuvee christine dom schlumberger|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|w lieblich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|w lieblich meinhard deutscher weiwein|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wahlenbourg|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|weinbrand vvsop|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|weiss|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|westhoffen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|white wine barkan classic|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|winklerhermaden vulkanlandsteiermark oostenrijk|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wino biae wytrawne|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wino spod slezy|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wolfberger|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wolfberger ac vin dalsace|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wormer waibuer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|wousselt|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|yarden|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|yarden|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=652
W|gewurztraminer|yarden golan heights|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|yarden golan heights winery|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|zellenberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|zellenberg|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|zellenberg|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=657
W|gewurztraminer|ziegler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ziegler mauler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|zinnkoepfle boesch|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|zinnkoepfle sinneles domaine eric rominger|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminerelena|walch lt 075|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminerhofstatter|lt 075|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminerorchideessauvagesmurealsace|gewurztraminerorchideessauvagesmurealsace|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminerpinot|blancpinot grigio a stones throw apostrophe 23 cherubino margaret river australia|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminerschneiter|gewurztraminerschneiter|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminersekt|gewurztraminersekt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gewurztramminer|villa wolf|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gewuztraminer|cuvee do 150o aniversario|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gewuztraminer|selection de grains nobles domaine jean sipp|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|ebenezer shiraz barossa australia|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|rouge 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|sands grenache|??|r|grenache|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|seaside cabernet franc|??|r|cabernet franc|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|semillon muscat|??|w|semillon|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyer|wine co big easy|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|wine co grenache sands|??|r|grenache|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|wine co seaside cabernet franc barossa valley australia|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|wine co ulooloo shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyer|wines chenin blanc barossa valley australia|??|w|chenin blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|geyerhof|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|360 pet nat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
