W|grain|par grain caroline lededente grain de minuit|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|red willow lagniappe syrah js93 wa93 jd9496|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|reserve cabernet sauvignon columbia valley|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|reserve cabernet sauvignon columbia valley rating wa96 ag93 jd96|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramercy|syrah john lewis walla walla valley|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|syrah reveal lot 21 les collines|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|the deuce syrah walla walla valley|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|the third man grenache columbia valley|??|r|grenache|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|the third man gsm|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|the third man gsm|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=461
W|gramercy|the third man gsm columbia valley|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|the third man gsm columbia valley ratingwa91|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|third man|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramercy|viognier|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramercy|walla walla valley syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grami|techsavvy traveler set includes a usb mobile charger adapter and a car charger|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramigna|gramigna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramigna|gramigna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|gramina|gramina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramina|gramina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=471
W|gramina|vassaltis|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramina|gramina|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramina|gramina|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=474
W|gramine|pinot grigio longariva|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramiyum|pure ghee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|aligote|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|aligote|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|aligote|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|all red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|all rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|cuvee alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|cuvee visan alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|cuvee visan alb|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|cuvee visan rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|cuvee visan rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=486
W|gramma|cuvee visan rose 126|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|cuvee visan rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|cuvee visan rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|cuvee visan rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=490
W|gramma|cuvee visan rosu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|cuvee visan rosu vin rosu sec premium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|desert|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|desert|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|dramatic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|epic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca alba|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramma|feteasca alba sgr|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramma|feteasca neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=500
W|gramma|feteasca neagra|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca neagra editie limitata|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca neagra|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca neagra editie speciala|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=506
W|gramma|fomo fear of missing out|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|liric|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|metaph alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|metaph alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=512
W|gramma|metaph alb|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|metaph rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|metaph rose 128|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|metaph rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|metaph rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|metaph rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=518
W|gramma|metaph rosu|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|mioritzi alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|mioritzi rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|mioritzi rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=524
W|gramma|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramma|splash alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|splash alb sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramma|splash alb cutie 6 sticle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|splash rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|splash rose cabernet sauvignon|??|p|cabernet sauvignon|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|splash rose cutie 6 sticle|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|splash rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|splash rosu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|splash rosu cutie 6 sticle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|wines aligote|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|wines cuvee visan alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|wines cuvee visan rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramma|wines cuvee visan rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramma|wines feteasca alba|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramma|wines feteasca neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammada|red|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammada|white|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grammatica|igt cerbaiona|??|r|??|??|??|2020|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grammatica|igt cerbaiona|??|r|??|??|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grammatica|rosso toscana igt cerbaiona|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grammenos|family corfiot rose dry wine|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grammenos|family corfiot white dry wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grammenos|family kakotrygis corfiot dry wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammenos|family red dry wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammenos|kakotrigis white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grammenos|nobilos red dry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammenos|petrokoritho roze 750|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammenos|white wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grammercy|cellars picpoul|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammont|gamay cave philippe bovet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grammonte|merlot sicilia igt|it|r|merlot|sicily|??|2008|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grammy|grammenos winery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|chardonnay doc|??|w|chardonnay|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gramofon|chardonnay vin alb sec|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|cuvee rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|feteasca regala vin alb sec|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|merlot doc|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|merlot vin rosu sec|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramofon|rose merlot feteasca neagra doc|??|p|merlot|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gramofon|sauvignon blanc doc|??|w|sauvignon blanc|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gramofon|vinars personalitate distilata din chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|virtuoz rose merlot demisd|??|p|merlot|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramofon|wine chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine chardonnay sauvignon blanc|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine cuvee alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine cuvee chardonnay sauvignon blanc|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine cuvee rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine cuvee sb 126|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine feteasca neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine feteasca neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=578
W|gramofon|wine feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=580
W|gramofon|wine meatology feteasca r|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine meatology merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine meatology rose 13|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramofon|wine merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine muscat ottonel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine prosecco alb 11|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramofon|wine rose feteasca neagra|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramofon|wine rose feteasca neagra merlot 13|??|p|merlot|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramofon|wine sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine virtuoz chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine virtuoz chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramofon|wine virtuoz feteasca neagra demisec|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz feteasca neagra merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz feteasca neagramerlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=596
W|gramofon|wine virtuoz merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz muscat feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz muscat ottonel feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramofon|wine virtuoz rose merlot|??|p|merlot|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramofon|wine virtuoz sauvignon|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramogliano|gramogliano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramolere|barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramolere|barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramolere|bricat barolo|it|r|??|barolo|barolo|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gramona|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gramona cava iii lustros|es|s|??|??|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|imperial brut|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|la cuvee aliances|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|mart rose organic|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|gessami|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gessami organic|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|aliances la cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|aliances la cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=614
W|gramona|aliances la cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=614
W|gramona|aliances la cuvee extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gramona|aliances la cuvee nature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|allegro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|allegro reserva brut|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|argent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|argent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=621
W|gramona|argent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=621
W|gramona|argent|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|argent blanc granrva|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|argent brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|argent brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=626
W|gramona|argent brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=626
W|gramona|argent brut gran reserva|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|argent brut reserva|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|argent brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|argent rosat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|argent rosat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=632
W|gramona|argent rosat brut gran rva|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|argent rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|argent rose brut nature organic|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|batlle vi ranci solera inicial|??|r|??|??|??|1910|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|blanco aguja moustillant brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|bru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|brut imperial|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|brut imperial|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=640
W|gramona|brut imperial|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=640
W|gramona|brut imperial|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=640
W|gramona|brut imperial|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=640
W|gramona|brut imperial gran reserva|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|brut imperial gran reserva|??|s|??|??|??|1999|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|brut imperial gran rva|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|brut nature 3 lustros|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|brut nature 3 lustros se|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|brut nature innoble bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|ca la mar moustillant|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|ca la mar mustillant|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|cava argent blanc|es|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava argent rose do|es|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava celler batlle|es|s|??|??|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava gran reserva brut nature iii lustros do|es|s|??|??|??|2016|12|reserva|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|cava iii lustros|es|s|??|??|??|2014|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava imperial|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava imperial brut|es|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|cava la cuvee|es|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava la cuvee aliances 21|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava la cuvee alliances|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|cava la cuvee corpinnat|es|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|celler batlle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|celler batlle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|gramona|celler batlle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|gramona|celler batlle brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|celler batlle brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=667
W|gramona|celler batlle brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=667
W|gramona|celler batlle brut|??|s|??|??|??|2011|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|celler batlle brut|??|s|??|??|??|2014|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|celler batlle brut|??|s|??|??|??|2014|12|??|leve|aperitivos, frutos do mar, canapes|brut|=671
W|gramona|celler batlle brut gran rva|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|celler batlle gran reserva|??|r|??|??|??|2014|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|chardonnay mas escorpi|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|corpinnat brut imperial|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|corpinnat imperial|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|corpinnat la cuvee aliances metode tradicional brut|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|cuvee aliances|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|enoteca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|enoteca brut|??|s|??|??|??|2001|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|enoteca brut nature|??|s|??|??|??|2001|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|enoteca brut nature|??|s|??|??|??|2006|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|enoteca brut nature|??|s|??|??|??|2006|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=683
W|gramona|enoteca brut nature|??|s|??|??|??|2011|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|enoteca brut nature|??|s|??|??|??|2011|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=685
W|gramona|enoteca brut nature 100 puntos penin|??|s|??|??|??|2011|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|font jui xarello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|font jui xarello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=688
