X
W|gigantisk|skogsscorpion akta fjarilsexemplar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|les racines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|les racines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=463
W|gigondas|les racines les pallieres|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|les secrets de montmirail domaine brusset|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|les secrets de montmirail alain jaume|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|les secrets de montmirail domaine brusset|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|lhallali grande reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|lhallali grande reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|gigondas|lhallali grande reserve|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|lheritage|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|lintense|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|louisiane|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|louisiane|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=474
W|gigondas|louisiane|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=474
W|gigondas|louisiane personliche empfehlung|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|m chapoutier|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|m chapoutier|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|gigondas|m chapoutier|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|gigondas|malijay rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|montredon reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|olivier ravoire|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|pierre aiguille|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|pierre aiguille domaine paul jaboulet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|pierre aiguille paul jaboulet aine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|pierre aiguille paul jaboulet aine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=486
W|gigondas|pierre amadieu romanemachotte|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|premiere cuvee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|premiere cuvee 37|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|prestige le clos des cazaux 1|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|prestige le clos des cazaux|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|prestige le clos des cazaux|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|prestige arabesque romain duvernay|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|prestige des hautes garrigues domaine santa duc|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|promesse domaine aphillanthes rhone bio|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|racines les pallieres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|raphael sebastien|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|raspail ay gigondas|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve domaine des bosquets rhone frankrig|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve domaine des bosquets rhone frankrig|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve domaine des bosquets rhone frankrig|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve mont redon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve mont redon rr c6|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve mont redon rr c6|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|reserve mont redon rr c6|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rge aoc cellier des princes|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rhone aoc|fr|r|??|??|??|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rhonetrignonfrance|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte pierre amadieu rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gigondas|romane machotte demi|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte pierre amadieu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte pierre amadieu doble|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|romane machotte rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gigondas|rose aop|??|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|gigondas|rose au petit bonheur|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gigondas|rotwein trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|gigondas|rouge xavier|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge domaine du cayron|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge guigal|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|gigondas|rouge aop cecile chassagne|??|r|??|??|??|2022|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge xavier|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge bellecoste bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge bio domaine du trapadis|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge cuvee romaine patrick lesec|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge cuvee romaine patrick lesec|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=534
W|gigondas|rouge cuvee romaine patrick lesec|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=534
W|gigondas|rouge domaine perrin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge grand montmirail|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge grand montmirail|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge grand montmirail 1|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge la grand comtadine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge la grand comtadine|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge le fauquet domaine la fourmone|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge le gravillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge les bergines domaine la ligiere rhone france|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge les hauts de montmirail|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|rouge les secrets de montmirail|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|saint cosme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|santa duc hautes garrigues gigondas|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|santa duc hautes garrigues gigondas|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|signature gigondas lacave|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|signature aop|??|r|??|??|??|nv|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|signature dartiste gigondas rood|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|signature vin rouge de la vallee du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|smagekasse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|souteyrades|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|souteyrades|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=556
W|gigondas|souteyrades personliche empfehlung|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tadition signature dartiste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tardieu laurent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terra rosso|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terrasse du diable|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terrasse du diable|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terrasses de montmirail alain jaume|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terrasses de montmirail|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terrasses des dentelles|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terre des aines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terre des aines domaine montiri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|terres des aines domaine montiri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=571
W|gigondas|tradition|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gigondas|tradition|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gigondas|tradition|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gigondas|tradition castel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition chateau malijay|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition gour de chaule|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|tradition sfx famille gras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|valbelle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|ved|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|ventabren|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|ventabren moulin de la gardette|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|victor berard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|victor berard|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vidalfleury|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vidalfleury|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=587
W|gigondas|vidalfleury|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=587
W|gigondas|vieille vignes largnee rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vieilles vignes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vieilles vignes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=592
W|gigondas|vieilles vignes personliche empfehlung|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vieux clocher domaine arnoux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gigondas|vin domaine de la souchiere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giguiere|estate pillars of hercules|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giguiere|estate pillars of hercules red blend|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giguiere|estate pillars of hercules red blend dunnigan hills|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giguiere|estate pillars of hercules red blend dunnigan hills|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giguiere|estate the herdsman cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giguiere|estate the herdsman cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gihey|first harvest grilled nori seaweed full size 5pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gihey|flavored nori seaweed yuzu citrus 32pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giii|cabernet sauvignon to kalon vineyard|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gijangmulsan|masterpiece dried seaweed 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gijs|boerderij eieren|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gijs|kaasstengels|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gijs|karamelcake 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gijs|runder stoofvlees|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gik|live blue wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gik|pink wine|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gikpal|8x6ft soccer goal for backyard durable weatherproof upvc with soccer training gear 2 nets perfect for youth and adult practice|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gikyo|junmai ginjo 30|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gikyo|junmai ginjo 50|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gikyo|junmai ginjo genshu|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gil|berzal pequenas parcelas blanco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gil|berzal alma pura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal bajo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal glorya|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal parcelas pequenas tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal peq parcelas tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal pequenas parcelas blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gil|berzal recoveco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal recoveco san julian rioja alavesa|es|r|??|rioja|rioja|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal recoveco singular|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal rioja blanco parcelas|es|w|??|rioja|rioja|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gil|berzal rioja tradicion organic|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal rioja tradicion red wine|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal tradicion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|berzal tradicion rioja|es|r|??|rioja|rioja|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|calabrese recipe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gil|family est honoro vera monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estate bodegas atalaya laya 202023|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estate honoro vera garnacha 22|??|r|garnacha|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estate honoro vera rioja|es|r|??|rioja|rioja|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estate honoro vera rioja|es|r|??|rioja|rioja|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=637
W|gil|family estates godina garnacha|??|r|garnacha|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates biloba de vera rioja spain|es|r|??|rioja|rioja|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates blau carignan red blend|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gil|family estates clar del bosc priorat|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates clio jumilla monastrell|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates el nido clio spain|es|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates honoro vera rioja spain|es|r|??|rioja|rioja|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates honoro vera rioja tempranillo spain|es|r|tempranillo|rioja|rioja|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates honoro vera rioja tempranillo spain|es|r|tempranillo|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates honoro vera rosado rose spain|es|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gil|family estates juan gil azul spain|es|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family estates juan gil dry moscatel spain|es|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|family honoro vera monastrell spain|es|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|luna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|morrot montpeyroux divem|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|morrot montpeyroux divem|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gil|morrot montpeyroux divem|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gil|morrot montpeyroux divem|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gil|morrot vin de france carpe divem quatre|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gil|morrot vin de france carpe divem quatre|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|gil|morrot vin de france carpe divem quatre|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|gil|morrot vin de france carpe divem quatre|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|gila|cristalino r gb 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gila|cristalino r gb 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|gila|reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gila|reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|gila|silver 075 lts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gila|silver 075 lts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|gilad|midba cabernet sauvignon damaged label|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilad|midba chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gilad|midba murvedre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilad|nachal yabok|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilad|nachal yabok 19|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilad|nachal yabok damaged label|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilali|single vineyard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilber|amaretti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilber|amaretti gr200|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilber|aniciotti gr250|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilberries|pixie dust petnat friss ropogos buborek 2025bol 6 800 ft ft|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|menetousalon les renardieres|us|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|menetousalon blanc|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gilbert|menetousalon rouge|us|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|menetousalon rose|us|p|??|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gilbert|aurelien chirat soliste saint joseph rhone france|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gilbert|cellars gewurztraminer|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gilbert|cellars allobroges|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|cellars allobroges|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=686
W|gilbert|cellars allobroges|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|cellars allobroges red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|cellars cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gilbert|cellars cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=690
