W|las|vino the pirate blend|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices malbec|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices malbec|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=465
W|las|perdices malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|las|perdices malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=467
W|las|perdices logia estuche x 3 x 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices limited edition rose malbec|??|p|malbec|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|perdices limited edition chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|perdices late harvest viognier tardio|??|d|viognier|??|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|las|perdices late harvest viognier agrelo argentina|??|d|viognier|??|??|2020|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|las|perdices ice malbec agrelo argentina nv|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices gewurztraminer|??|w|gewurztraminer|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|perdices extra brut rose mendoza argentina nv|ar|s|??|mendoza|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|las|perdices extra brut lujan de cuyo argentina nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|las|perdices extra brut lujan de cuyo argentina nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut|=478
W|las|perdices extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|las|perdices exploracion sauvignon blanc casablanca|cl|w|sauvignon blanc|casablanca|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|perdices exploracion paraje altamira malbec|??|r|malbec|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices exploracion malbec la consulta|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices exploracion malbec gualtallary|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices exploracion malbec chacayes|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices exploracion los chacayes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices exploracion la consulta malbec|??|r|malbec|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva 1|??|r|??|??|??|2020|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva|??|r|??|??|??|2020|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva|??|r|??|??|??|2019|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva|??|r|??|??|??|2018|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva|??|r|??|??|??|2017|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco|=493
W|las|perdices don juan magnum x 1500 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices don juan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices classique malbec rose|??|p|malbec|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|perdices chac chac sauvignon blanc argentino|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|perdices chac chac reserva tannat|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices chac chac reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices chac chac malbec rose argentino|??|p|malbec|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|perdices chac chac cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices cabernet sauvignon agrelo argentina|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=505
X
W|las|perdices brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|las|perdices brut nature mendoza argentina nv|ar|s|??|mendoza|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|las|perdices bag in box duo 3lts malbeccabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices bag in box duo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices albarino reserva mendoza argentina|ar|w|albarino|mendoza|??|2023|12.5|reserva|medio|peixes; frutos do mar; aves|seco
W|las|perdices albarino|??|w|albarino|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|perdices albarino|??|w|albarino|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|perdices alae malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada petit verdot|??|r|petit verdot|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada cabernet franc argentina|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada cabernet franc agrelo argentina|??|r|cabernet franc|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada cabernet franc|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada cabernet franc|??|r|cabernet franc|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada ancelotta agrelo argentina|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada ancellotta|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada ancellotta|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|perdices ala colorada ancellotta|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=523
W|las|perdices ala colarada cabernet franc|??|r|cabernet franc|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pelayas 18 meses tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pedreras rose pet nat burbujas de arquiton|??|s|??|??|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|las|pedreras ribera del duero la coronela|es|r|??|ribera del duero|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras pelito lindo cebreros 140 abv|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras los arroyuelos cerberos|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras los arroyuelos cebreros 14 abv|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras los arroyuelos|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras linarejos vino blanco cebreros|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras linarejos skin contact white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras linarejos skin contact white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=534
W|las|pedreras linarejos|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras las animas|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras la coronela|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras cebreros pelito lindo garnacha|??|r|garnacha|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras cebreros pelito lindo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras cebreros linarejos albillo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras cebreros garnacha los arroyuelos|??|r|garnacha|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras cebreros discovery 6pack|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras burbujas de arquiton|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras barrio de los arroyuelos gredos|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pedreras arquiton rose sierra de gredos|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|pedreras arquiton rose cebreros|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|pedreras arquiton rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|pedreras arquiton rosado cebreros 135 abv|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|pedreras arquiton rosado|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|pedreras cebreros garnacha los arroyuelos|??|r|garnacha|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=542
W|las|pederas los linarejos blanco|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|particulas elementales|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|partes en conflico psicoanalisis conflicto y alteridad|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|parcelas rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|parcelas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|parcelas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=556
W|las|paradisiacas ultimo reino iv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|paradas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|pampas white malbec mendoza argentina|ar|r|malbec|mendoza|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pampas shiraz malbec mendoza argentina|ar|r|malbec|mendoza|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pampas malbec white|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pampas malbec shiraz|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pampas malbec 202425|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pampas malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|pampas chenin torrontes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|palabras de la noche|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|palabras de chabuca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|palabras andantes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|orcas solar de randez barrel aged rioja blanco|es|r|??|rioja|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|olas del melillero sparkling rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|las|olas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|olas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=572
W|las|ocho tinto|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ocho rosas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ocho horas edicion del centenario|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ocho de chozas carrascal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ocho chozas carrascal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ocho|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ocho|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=579
W|las|ocho 14 meses|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nuevas caras de la derecha por que funcionan las propuestas vacias y el discurso enfurecido de|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes torrontes salta argentina|ar|r|??|salta|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|nubes syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=584
W|las|nubes syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=584
W|las|nubes seleccion de barricas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes seleccion de barricas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=587
W|las|nubes selecc barricas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes petite sirah|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes petite sirah|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=590
W|las|nubes petite sirah|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=590
W|las|nubes petite sirah|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=590
W|las|nubes nimbus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes nimbus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=594
W|las|nubes nimbus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=594
W|las|nubes nimbus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=594
W|las|nubes nebbiolo gran reserva|??|r|nebbiolo|??|??|NV|13.5|gran reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|nubes nebbiolo gran reserva|??|r|nebbiolo|??|??|NV|13.5|gran reserva|encorpado|carnes vermelhas; massas; queijos|seco|=598
W|las|nubes nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|nubes nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=600
W|las|nubes nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=600
W|las|nubes nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=600
W|las|nubes nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=600
W|las|nubes kuiiys|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes kuiiy sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|nubes kuiiy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes kuiiy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=607
W|las|nubes kuiiy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=607
W|las|nubes jaak rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|nubes jaak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes jaak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=611
W|las|nubes jaak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=611
W|las|nubes jaak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=611
W|las|nubes gran reserva nebbiolo|??|r|nebbiolo|??|??|NV|13.5|gran reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|nubes el tannat salta argentina|ar|r|??|salta|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes el malbec salta argentina|ar|r|malbec|salta|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|nubes cumulus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes cumulus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=618
W|las|nubes cumulus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=618
W|las|nubes coleccion parcelas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes coleccion de parcelas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes coleccion de parcelas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=622
W|las|nubes 250g ganze bohne filterkaffee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|nubes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude berrouet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|notas de jean claude mendoza|ar|r|??|mendoza|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|norias tempranillo en crianza|??|r|tempranillo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas verdejo canaveras|??|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|ninas tempranillo syrah canaveras|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas son de ciencias|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas sauvignon do leyda valley|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas sauvignon blanc do leyda valley|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|ninas red mapuche|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche white|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche syrah cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche sauvignonchardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|ninas mapuche sauvignonchardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=642
W|las|ninas mapuche sauvignon blanc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|ninas mapuche rouge|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche ensamblaje carmenere syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche carmeneresyrah|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche carmeneresyrah|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=647
W|las|ninas mapuche carmeneresyrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche carmenere syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche cabernet syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche cabernet sauvignonsyrah|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche cabernet sauvignonsyrah|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=652
W|las|ninas mapuche branco|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas mapuche|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|ninas ella syrah reserva bio|??|r|syrah|??|??|2022|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ella syrah reserva bio|??|r|syrah|??|??|2022|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco|=656
W|las|ninas ella syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ella sauvignon blanc reserva bio|??|w|sauvignon blanc|??|??|2025|12.5|reserva|medio|peixes; frutos do mar; aves|seco
W|las|ninas ella sauvignon blanc reserva bio|??|w|sauvignon blanc|??|??|2025|12.5|reserva|medio|peixes; frutos do mar; aves|seco|=659
W|las|ninas ella sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|ninas ella sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=661
W|las|ninas ella chardonnay reserva bio|??|w|chardonnay|??|??|2024|12.5|reserva|medio|peixes; frutos do mar; aves|seco
W|las|ninas ella chardonnay reserva bio|??|w|chardonnay|??|??|2024|12.5|reserva|medio|peixes; frutos do mar; aves|seco|=663
W|las|ninas ella carmenere reserva|??|r|carmenere|??|??|2017|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ella carmenere bio|??|r|carmenere|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ella carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ella carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|las|ninas ella cabernet sauvignon reserva bio|??|r|cabernet sauvignon|??|??|2022|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ella cabernet sauvignon reserva bio|??|r|cabernet sauvignon|??|??|2022|13.5|reserva|encorpado|carnes vermelhas; massas; queijos|seco|=669
W|las|ninas de apalta chardonnay bio|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|ninas de apalta cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas carmenere do colchagua|cl|r|carmenere|colchagua|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas carmenere do colchagua|cl|r|carmenere|colchagua|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=673
W|las|ninas carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas brut chardonnay espumante|??|s|chardonnay|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|las|ninas apalta cabernet sauvignon gran reserva|??|r|cabernet sauvignon|??|??|2022|13.5|gran reserva|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas apalta cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|las|ninas ancestral fernando angulo|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|negras noches del dolor para educar hombrecitos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|mutaciones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|musas tannatmerlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|musas de darwin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|musas tannatmerlot|??|r|merlot|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|musas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|mulas sauvignon blanc vino blanco de chile|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|mulas sauvignon blanc 750cc organico|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|mulas sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|mulas sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=689
W|las|mulas rose 750cc organico|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|mulas rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
