W|gevrey|chambertin domaine robert philippe|fr|r|??|bourgogne|gevrey chambertin|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|clos stjacques jadot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|clos stjacques jadot mgn|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|en reniard|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|estournelles saintjacques jadot|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|estournelles saintjacques jadot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|estournelles saintjacques jadot cb3|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|estournelles saintjacques jadot cb6|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|lavauxstjacques jadot|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|lavauxstjacques jadot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|lavauxstjacques jadot cb6|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychabertin|la justice|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertain|clos du meix des ouches monopole|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertain|vieilles vignes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|gevreychambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|gevreychambertin|1 cru aux combottes domaine odoulcoquard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru cazetiers lucien le moine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru lavaut st jacques|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru lavaut st jacques|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru lavaut st jacques lucien le moine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru lavaux st jacques armand rousseau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru lavaux stjacques|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru les cazetiers lucien le moine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|from domaine richard|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1cru lavaux st jacques|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1cru lavaux st jacques|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1cru les champeux|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1cru les champeux|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aux combottes domaine arlaud|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=396
W|gevreychambertin|cru domaine denis mortet|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru domaine denis mortet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru domaine denis mortet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru red|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru alea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aoc capita domaine trapet|??|r|??|??|??|2017|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aoc clos des issarts monopole domaine faiveley|??|r|??|??|??|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aoc la combe aux moines domaine faiveley|??|r|??|??|??|2014|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aoc petite chapelle domaine marchandgrillot|??|r|??|??|??|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine hubert lignier|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine dujac|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine hubert lignier|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine rossignoltrapet|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine rossignoltrapet domaine rossignoltrapet|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine dujac|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru aux combottes odoulcoquard frankrijk bourgogne rood|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru bel air|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru belair|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru capita domaine jean trapet pere fils|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru capita domaine jean trapet pere fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru capita domaine jean trapet pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru capita domaine jean trapet pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru capita domaine jean trapet pere fils|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru cazetier vallet freres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru cazetiers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru cazetiers jadot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru cazetiers jadot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru champeaux dugat py|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru champeaux vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru cherbaudes vieilles vignes domaine pierre naigeon|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos des issarts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos du chapitre monopole|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos du fonteny monopole domaine bruno clair|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos du fonteny monopole domaine bruno clair|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur domaine jean trapet pere fils|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur domaine rossignoltrapet|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur domaine rossignoltrapet gevrey chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur domaine jean trapet pere fils|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos prieur domaine trapet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saint jacques aoc|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjacques domaine bruno clair|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos saintjaques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos st jacques domaine francoise et denis clair|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos st jacques|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru clos st jacques|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru combe au moine lucien le moine|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru combe aux moines|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru combe aux moines|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru craipillot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru craipillot dom j confuron cotetidot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru en ergot domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru estournelles st jacques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru estournellessaintjacques lucien le moine|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru fonteny domaine bruno clair|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru fonteny maison camille giroud|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru fonteny mark haisma|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru fontenys domaine georges noellat|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru fontenys domaine rebourseau|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru fontenys domaine georges noellat|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=465
W|gevreychambertin|cru fontenys mark haisma|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la combe aux moines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la combe aux moines domaine faiveley|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la combe aux moines domaine faiveley|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere arnaud mortet|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere domaine denis mortet|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere domaine harmandgeoffroy|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere arnaud mortet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere jeanmarie fourrier|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere domaine harmandgeoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere domaine heresztynmazzini|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru la perriere vieille vigne jeanmarie fourrier|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaut saintjacques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaut saintjacques lucien le moine|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaut saintjacques lucien le moine|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaut st jacques domaine pierre duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavautsaintjacques domaine duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saint jacques|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saintjacques arnaud mortet|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saintjacques arnaud mortet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saintjacques|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saintjacques|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saintjacques domaine harmandgeoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux saintjacques domaine harmandgeoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=491
W|gevreychambertin|cru lavaux stjacques domaine harmandgeoffroy|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavaux stjacques harmandgeoffroy|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru lavauxstjacques|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le fonteny domaine serafin pere fils|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le fonteny domaine serafin pere fils|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le fonteny domaine serafin pere fils|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le fonteny domaine serafin pere fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le fonteny domaine serafin pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le fonteny domaine serafin pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru le poissenot domaine geantetpansiot|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers domaine serafin pere fils|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers domaine serafin pere fils|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers domaine serafin pere fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers domaine serafin pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers domaine serafin pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers domaine philippe naddef les cazetiers|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=511
W|gevreychambertin|cru les cazetiers aoc|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cazetiers rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux domaine denis mortet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux domaine philippe naddef les champeaux|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux domaine philippe naddef les champeaux|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux domaine philippe naddef les champeaux|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux pierre bouree fils|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux pierre bouree fils|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champeaux pierre bouree fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les champonnets domaine denis mortet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cherbaudes louis boillot|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les cherbaudes lucien boillot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les combottes vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin pere fils|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin pere fils|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin pere fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux maison jane eyre|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine jean trapet pere fils|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux domaine serafin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gevreychambertin|cru les corbeaux domaine serafin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gevreychambertin|cru les corbeaux domaine serafin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=536
W|gevreychambertin|cru les corbeaux lucien boillot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les corbeaux vieilles vignes aoc|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les fontenys joseph roty|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les fontenys joseph roty|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru les fontenys labruyereprieur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle domaine rossignoltrapet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle domaine rossignoltrapet gevrey chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle domaine trapet pere et fils rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle domaine trapet pere et fils rouge|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle dom j confuron cotetidot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petite chapelle vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine jean trapet pere fils|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
