W|veuve clicquot|brut 12|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|vesuvio piedirosso|doc vipt 2023 cantine olivella|??|r|piedirosso|??|??|2023|??|doc|medio|massa, aves, queijos|seco|=642
W|vesuvio piedirosso|doc vipt 2023 cantine olivella|??|r|piedirosso|??|??|2023|??|doc|medio|massa, aves, queijos|seco|=642
X
X
W|vesuvio lacryma christi|rosso doc lacrimanero 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco
W|vesuvio lacryma christi|rosso doc lacrimanero 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=647
W|vesuvio lacryma christi|rosso doc lacrimanero 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=647
W|vesuvio lacryma christi|rosso doc lacrimanero 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=647
W|vesuvio lacryma christi|rosso doc lacrimanero 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=647
W|vesuvio lacryma christi|rosso doc 2023 fuocomuorto|??|r|??|??|??|2023|??|doc|medio|massa, aves, queijos|seco
W|vesuvio lacryma christi|bianco doc lacrimabianco 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco
W|vesuvio lacryma christi|bianco doc lacrimabianco 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=653
W|vesuvio lacryma christi|bianco doc lacrimabianco 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=653
W|vesuvio lacryma christi|bianco doc lacrimabianco 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=653
W|vesuvio lacryma christi|bianco doc lacrimabianco 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=653
W|vesuvio lacryma christi|bianco doc lacrimabianco 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=653
W|vesuvio lacryma christi|bianco doc 2023 fuocomuorto|??|r|??|??|??|2023|??|doc|medio|massa, aves, queijos|seco
W|vesuvio dop|rosato ereo 2025 cantine olivella|??|p|??|??|??|2025|??|??|medio|saladas, sushi, petiscos|seco
X
W|vesuvio|doc caprettone aryete 2021 casa setaro|??|r|??|??|??|2021|??|doc|medio|massa, aves, queijos|seco
X
X
W|vesuvio caprettone|doc emblema 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco
W|vesuvio caprettone|doc emblema 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=665
W|vesuvio caprettone|doc emblema 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=665
W|vesuvio caprettone|doc emblema 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=665
W|vesuvio caprettone|doc emblema 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco|=665
W|vesuvio bianco|doc|??|r|??|??|??|NV|??|doc|medio|massa, aves, queijos|seco
W|vesuvio bianco|doc|??|r|??|??|??|NV|??|doc|medio|massa, aves, queijos|seco|=670
X
X
X
X
X
X
X|=677
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X|=768
X
X
X
X
X
W|vestini campagnano asprinio|brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
X
X
X
W|vestigios|merlot|??|r|merlot|??|??|NV|13.5|??|medio|massa, aves, queijos|seco
W|vestigios|merlot|??|r|merlot|??|??|NV|13.5|??|medio|massa, aves, queijos|seco|=779
X
X|=781
W|vestigios|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vestigios|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=783
W|vestigios|albarino chardonnay 2024|??|r|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vestiges romains rouge|2023 igp pays du gard|fr|r|??|??|??|2023|??|igp|medio|massa, aves, queijos|seco
W|vestiges romains|rose 2023 igp pays du gard|??|p|??|??|??|2023|??|igp|medio|saladas, sushi, petiscos|seco
W|vestiges romains blanc|2023 igp pays du gard|??|r|??|??|??|2023|??|igp|medio|massa, aves, queijos|seco
W|vestige mediterranee|rose 2022|??|p|??|??|??|2022|??|??|medio|saladas, sushi, petiscos|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X|=992
S
X
X
X
X
W|veste porpora|tenuta ronci di nepi|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
X
