W|grand|soir rollon elixir set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|vintage rose|??|p|??|??|??|2015|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|vintage rose|??|p|??|??|??|2015|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=444
W|grand|vintage rose champagne moet chandon|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|vintage rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|vintage rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=447
W|grand|vintage rose cofanetto|??|p|??|??|??|2015|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|vintage rose extra brut|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grand|vintage rose extra brut|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=450
W|grand|vintage rose extra brut|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=450
W|grand|vintage rose extra brut|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=450
W|grand|vintage rose extra brut personliche empfehlung|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grand|viognier 1612 igp du gard cellier des chartreux|??|w|viognier|??|??|nv|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grand|vip package good for 50 to 60 pax|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|winter tasting at poodle bar bistro melb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|yerevan 7yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|zeph|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand2020|grand2020|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
X
W|granda|tradizioni armoniche 5 prichuti ai 5 sapori 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granda|tradizioni gigli 5 prichuti ai 5 sapori 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granda|tradizioni syr tumini s chilli paprickami tumini al peperoncino 170g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granda|tradizioni syr tumini s lanyzem tumini al tartufo 175g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grandaddy|mimms 140 proof mule kickin moonshine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandaddy|mimms 96 proof blackbery moonshine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandaddy|mimms fresh peach cobbler moonshine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandaddy|mimms night owl georgia cream moonshine|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandaddy|mimms pecan roll georgia cream moonshine|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandads|light fruit loaf cake|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandads|secret giant|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandalla|gran reserva brut|??|s|??|??|??|2018|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|grandane|grandane|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|alicante bouschet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|alicante bouschet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=478
W|grandarte|alicante bouschet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|alicante bouschet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=480
W|grandarte|alvarinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|alvarinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=482
W|grandarte|chardonnay 125|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandarte|pinot noir 135|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|pinot noir vinho regional lisboa|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|touriga nacional|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandarte|touriga nacional vinho regional lisboa|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandas|sansrival small 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandas|sylvannas big 24s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandas|sylvannas small 12s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandasuarus|dilophosaurus cape wclaws|za|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandbois|wines la resistance riesling made|??|w|riesling|??|??|1984|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandbois|wines bad behaviour bacchus pet nat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandbois|wines container riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandbois|wines cuando la vida te da limones pet nat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandbois|wines heart pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandbois|wines kestrel riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandbois|wines kestrel riesling late harvest spatlese|??|d|riesling|??|??|2023|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grandbois|wines mixtape|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandbois|wines pinecone rose made|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grandbois|wines unicorn knight chardonnay pet nat made|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandbois|wines weiss|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|grandcour|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|jp pellegrin c chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandcour|jp pellegrin grandcour blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandcour|jp pellegrin grandcour rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|jp pellegrin m merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|jp pellegrin merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|jp pellegrin pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|jp pellegrin pinot noir p|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcour|jp pellegrin sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandcour|jp pellegrin viognier|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandcruwijnen|app download de grandcruwijnen app|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandcruwijnen|greatest bordeaux selection box|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|grande|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|1 quesos corcuera sl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=518
W|grande|absente|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=518
W|grande|absente|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=518
W|grande|absente 138 proof|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente 138 proof|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|grande|absente 138 w spoon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente 69|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente 69|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grande|absente 69|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grande|absente 69|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grande|absente 69|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|grande|absente 69 kartonik|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente 69 kartonik|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=530
W|grande|absente 69 kartonik|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=530
W|grande|absente 69 miniaturka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente absint|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|absente absynthe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|grande|absenthe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone aimone rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone bianco 13|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|alberone bianco italy|it|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|alberone bianco chardonnay 13|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|alberone bianco igt terre siciliane|it|w|??|sicily|??|nv|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|grande|alberone black bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone black bio organic rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone brut prosecco doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|grande|alberone chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|alberone hvid italiensk hvidvin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone italiensk rdvin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone la forza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone la forza hvidvin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone la forza rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone la forza rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=552
W|grande|alberone italiensk rdvin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=549
W|grande|alberone moscato|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone moscato 65|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone moscato vino spumante|??|s|moscato|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|alberone moscato vino spumante dolce|??|s|moscato|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|doce
W|grande|alberone my soul|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone organic red wine black bio 14|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone platinum collection zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone platinum collection zinfandel igt puglia|it|r|zinfandel|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone primavera rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|alberone prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|alberone prosecco 11|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|alberone prosecco brut doc italian sparkling wine from veneto|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|grande|alberone prosecco superiore wine|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|alberone rdvin handvrk i hver drabe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|alberone rose 13|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|alberone rose italiensk rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|alberone rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=572
W|grande|alberone rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=572
W|grande|alberone rosso 145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone rosso 145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=575
W|grande|alberone rosso 145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=575
W|grande|alberone rosso 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone rosso la forza 135|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone rosso oak aged|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone rosso oak aged|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=580
W|grande|alberone terre siciliane igp blanco italy|it|w|??|sicily|??|2020|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grande|alberone terre siciliane igt rosso|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone toscana rosso igt|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone vino rosso ditalia|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone zinfandel 15|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alberone zinfandel igt platinum collection|??|r|zinfandel|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|alone igt umbria|it|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|amore rosso di puglia igt|it|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|annata brut rose mattia vezzola costaripa|??|s|??|??|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|antipasto 230g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|arche saint emilion grand cru|??|r|??|??|??|2006|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|ardeche chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|arte alvarinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|arte alvarinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=595
W|grande|assiette creuse en porcelaine personnalisee 22cm elegance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|assiette creuse personnalisee 22cm elegance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|assiette en porcelaine personnalisee 22cm elegance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|assiette personnalisee 22cm elegance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|barde 20 montagne st emilion|??|r|??|??|st emilion|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|barde rs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|bianchi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|birra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|borga bruto|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|borga bruto branco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|bouteille de cocktail et 4 petites|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|brie de normandy 200 gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|brosse corps andree jardin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|caballeros malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|canasta navidena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|grande|cassagne rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|ceramic sand wax set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|ceramic vessel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cerzito taurasi riserva quintodecimo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=618
W|grande|champagne|fr|s|??|champagne|??|1989|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|champagne extra vieux|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|champagne jacques denis|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|collezione prosecco white collection|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|corterosso appassimento 14|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|corterosso primitivo di manduria|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|corterosso primitivo di manduria|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=638
W|grande|corterosso primitivo di manduria doc|??|r|primitivo|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cosa winnica nuna hibernal 115 alc biae wytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cosa winnica nuna leon millotmarechal foch 13 alc czerwone powytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cosa winnica nuna muscaris 10 alc biae posodkie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cosa winnica nuna solaris 07 12 alc biae powytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|courtade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|courtade alvarinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|courtade alvarinho blanc igp pays doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grande|courtade alvarinho france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|courtade chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|courtade chardonnay igp famille fabre|??|w|chardonnay|??|??|nv|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grande|courtade linstant rose|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|courtade linstant rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|courtade linstant sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|courtade organic chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|crevette sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|crevette sauvignon vin de france|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cru charmes chambertin vallet freres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|grande|cuvee 02|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 02|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=669
W|grande|cuvee 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 135 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 1531 cremant de limoux aoc brut|??|s|??|??|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 cremant de limoux aoc brut 1magnumflasche|??|s|??|??|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 cremant de limoux brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 cremant de limoux brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 cremant de limoux nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee 1531 cremant de limoux rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee 1531 de aimery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 1531 de aimery brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=680
