W|gran siesta|biodinamico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|ambar albarino|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|ambar albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|contrapunto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|contrapunto albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|d alvaro de bazan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|don alvaro|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|don alvaro bazan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|don alvaro de bazan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|don alvaro de bazan|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|don alvaro de bazan albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|don alvaro de bazan albarino|??|w|albarino|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|don alvaro de bazan albarino rias baixas|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=493
W|granbazan|etiqueta ambar 1 botella de|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta ambar|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=499
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=501
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=501
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=501
W|granbazan|etiqueta ambar albarino 13|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=506
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=506
W|granbazan|etiqueta ambar albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino case|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino do rias baixas spain 13|es|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino rias baixas|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino rias baixas 130|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino do rias baixas|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino do rias baixas|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino do rias baixas|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino do rias baixas|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=516
W|granbazan|etiqueta ambar albarino rias baixas|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar albarino rias baixas spain|es|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar rias baixas albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta ambar rias baixas albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|granbazan|etiqueta verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|granbazan|etiqueta verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|granbazan|etiqueta verde|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta verde|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=526
W|granbazan|etiqueta verde|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta verde 23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|etiqueta verde albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta verde albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=530
W|granbazan|etiqueta verde albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=530
W|granbazan|etiqueta verde albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=530
W|granbazan|etiqueta verde albarino|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta verde albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta verde albarino rias baixas|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta verde albarino rias baixas|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|etiqueta verde rias baixas albarino|??|w|albarino|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|everde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|granbazan|limousim|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|limousin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|limousin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=542
W|granbazan|limousin|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|limousin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|limousin albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|limousin albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=546
W|granbazan|limousin albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=546
W|granbazan|limousin albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=546
W|granbazan|limousin albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=546
W|granbazan|limousin albarino|??|w|albarino|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|limousin albarino spain|es|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|rias baixas albarino etiqueta verde|??|w|albarino|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|rias baixas albarino etiqueta verde|??|w|albarino|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|rias baixas albarino etiqueta verde|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|rias baixas albarino etiqueta verde|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=440
W|granbazan|rias baixas albarino etiqueta verde|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=440
W|granbazan|rias baixas sparkling albarino|??|s|albarino|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|granbazan|veigalobos albarino|??|w|albarino|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|verde|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbazan|verde albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbazan|verde albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=562
W|granbeau|chardonnay grande reserve|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbeau|chardonnay grande rserve|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbeau|chardonnay viognier grande reserve|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbeau|chardonnay viognier grande reserve cellier deole franzosischer weiwein|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbeau|colombard chardonnay grande reserve|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbeau|colombard chardonnay grande reserve|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granbeau|grande reserve syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbeau|grenache rose 202223|??|p|grenache|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|granbeau|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|granbeau|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=572
W|granbeau|rose grande cuvee|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|granbeau|rose grande cuvee|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=574
W|granberry|granberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbruno|toscana igt|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|granbruno|toscana igt|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|granbu|granbu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbussia|barolo riserva|it|r|??|barolo|barolo|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbussia|barolo riserva|it|r|??|barolo|barolo|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbussia|barolo riserva|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granbussia|barolo riserva jeroboam|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grancatella|vino bianco ciavola nera|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grancave|tinto|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granchia|allegra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|absente 69|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|achievement|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper large 18 2 pads|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper large 18s free|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper large 2 pads|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper large 8s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper large 8s 1 pad|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper medium 10s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper medium 10s 1 pad|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper medium 2 pads|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper medium 22 2 pads|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|adult diaper medium 22s free|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|affair|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|americano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|annee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|antoine|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|arche saint emilion grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|ardeche louis latour|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|ardeche chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|ardeche chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=605
W|grand|ardeche chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=605
W|grand|ardeche chardonnay louis latour|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|ardeche chardonnay louis latour|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=608
W|grand|ardeche chardonnay ardeche igp|??|w|chardonnay|??|??|2022|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grand|ardeche chardonnay louis latour|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|ardeche chardonnay louis latour 135 abv|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|ardeche chardonnay vino blanco do francia|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|ardeche louis latour blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
W|grand|arte alicante bouschet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|arte alicante bouschet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=655
W|grand|arte alicante bouschet box deal 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|arte alvarino lisboa portugalia|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|arte chardonnay lisboa doc 075|??|w|chardonnay|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grand|arte chardonnay lisboa portugalia|pt|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|arte pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|arte pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=661
W|grand|arte touriga nacional lisboa doc 075|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|arte touriga nacional lisboa portugalia|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|astoria brut nature anos|??|s|??|??|??|2000|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|grand|attelage dinner knife|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|aven ardeche grenacheshiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|baillard rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|baillard rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=668
W|grand|baillard rose 1 liter|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|baillard sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|grand|bari royal cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bari vulkano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|barrail de bernon|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|barrail de bernon lamarzelle figeac grand cru classe|??|r|??|??|??|1975|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|grand|bateau|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau aoc bordeaux sauvignon blanc|fr|w|sauvignon blanc|bordeaux|??|2023|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=686
W|grand|bateau blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=686
W|grand|bateau blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=686
W|grand|bateau blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|chateau beychevelle|grand bateau blanc by|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=692
W|grand|bateau blanc grand bateau|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc bordeaux|fr|w|??|bordeaux|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau blanc bordeaux aoc|fr|w|??|bordeaux|??|2020|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=678
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|grand|bateau bordeaux|fr|r|??|bordeaux|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux blanc|fr|w|??|bordeaux|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau bordeaux blanc|fr|w|??|bordeaux|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau bordeaux blanc|fr|w|??|bordeaux|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau bordeaux blanc aoc|fr|w|??|bordeaux|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau bordeaux box|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux rgerood|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux rouge|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux rouge|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=709
W|grand|bateau bordeaux rouge|fr|r|??|bordeaux|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux rouge|fr|r|??|bordeaux|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux rouge|fr|r|??|bordeaux|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux rouge aoc|fr|r|??|bordeaux|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau bordeaux superieur rood|fr|r|??|bordeaux|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau beychevelle|grand bateau by|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau beychevelle|grand bateau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau doublemagnum|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau le phare saint julien rouge|??|r|??|??|saint julien|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau les voiles medoc rouge|??|r|??|??|medoc|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau les voiles saintjulien rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau merlot cabernet sauvignon rood|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau merlot cabernet sauvignon rood|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|grand|bateau rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|grand|bateau rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|grand|bateau rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau beychevelle|grand bateau rouge by|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge grand bateau|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|grand|bateau rouge|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge bordeaux|fr|r|??|bordeaux|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge bordeaux red dry 14 15|fr|r|??|bordeaux|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge bordeaux aoc|fr|r|??|bordeaux|??|2018|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge bordeaux aoc|fr|r|??|bordeaux|??|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau rouge merlotcabernet sauvignon bordeaux|fr|r|cabernet sauvignon|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateau sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau sauvignon blanc bordeaux|fr|w|sauvignon blanc|bordeaux|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bateau sauvignon wit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bateaux bordeaux rouge|fr|r|??|bordeaux|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bella pinot noir|??|r|pinot noir|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bella pinot noir tinto|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bella pinot noir tinto|??|r|pinot noir|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bertrand cotes de rose 13|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|beylesse cote de provence rose|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
