W|franschoek cellars|the last elephant|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|manna|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=460
W|franz haas|manna|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=460
W|franz haas|manna 2018 075|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|manna 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|manna 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=466
W|franz haas|manna 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|manna igt 2023|fr|r|??|??|??|2023|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|manna igt rlchgtksb 2023|fr|r|??|??|??|2023|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|manna vigneti delle dolomiti igt|fr|r|??|??|??|NV|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|manna vigneti delle dolomiti igt 2023|fr|r|??|??|??|2023|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|manna vignetti delle dolimiti 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|merlot 2020|fr|r|merlot|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|metodo classico pas dose 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato giallo 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato giallo 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=479
W|franz haas|moscato rosa 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|franz haas|moscato rosa 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|franz haas|moscato rosa 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=482
W|franz haas|moscato rosa alto adige doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa alto adige doc 2023|fr|r|??|??|??|2023|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa alto adige moscato ros doc 2020 vino dolce|fr|r|??|??|??|2020|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa doc 2022|fr|r|??|??|??|2022|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa doc 2023|fr|r|??|??|??|2023|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|moscato rosa doc 2024|fr|r|??|??|??|2024|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|muller thurgau sofi 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|muller thurgau sofi vigneti delle dolomiti 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pas dose 2015 metodo classico pinot nero|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pas dose alto adige doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pas dose doc blanc de noir 2020|fr|w|??|??|??|2020|12.5|DOC|medio|peixe, frutos do mar|seco
W|franz haas|pas dose magnum astuccio 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|petit manseng 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|petit manseng 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=498
W|franz haas|petit manseng 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=498
W|franz haas|petit manseng vigneti delle dolomiti igt|fr|r|??|??|??|NV|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot bianco doc lepus 2021|fr|w|??|??|??|2021|12.5|DOC|medio|peixe, frutos do mar|seco
W|franz haas|pinot bianco lep|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|pinot bianco lep|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=503
W|franz haas|pinot bianco lep|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=503
W|franz haas|pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=506
W|franz haas|pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=506
W|franz haas|pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=506
W|franz haas|pinot grigio 2023 alto adige|fr|w|pinot grigio|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio 2024|fr|w|pinot grigio|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio 2024|fr|w|pinot grigio|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=511
W|franz haas|pinot grigio 2024|fr|w|pinot grigio|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=511
W|franz haas|pinot grigio alto adige doc|fr|w|pinot grigio|??|??|NV|12.5|DOC|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio alto adige doc 2024|fr|w|pinot grigio|??|??|2024|12.5|DOC|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio delle dolomiti igt 24|fr|w|pinot grigio|??|??|NV|12.5|IGT|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio igt 2024|fr|w|pinot grigio|??|??|2024|12.5|IGT|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio trentinoalto adige 2023|fr|w|pinot grigio|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|pinot grigio vigneti delle dolomiti|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=520
W|franz haas|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=520
W|franz haas|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=520
W|franz haas|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=520
W|franz haas|pinot nero 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero 2022 altoadige|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero 2022 doc alto adige|fr|r|??|??|??|2022|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=529
W|franz haas|pinot nero 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=529
W|franz haas|pinot nero 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=529
W|franz haas|pinot nero alto adige|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero alto adige doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero alto adige doc 2020 vino rosso|fr|r|??|??|??|2020|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero alto adige doc 2022|fr|r|??|??|??|2022|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero alto adige doc 24|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero alto adige doc schweizer|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero classic|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero igt 2022|fr|r|??|??|??|2022|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero mgm alto adige doc 2020 vino rosso|fr|r|??|??|??|2020|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero mgm alto adige doc 2021 vino rosso|fr|r|??|??|??|2021|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero ponkler|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero ponkler 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero ponkler 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=544
W|franz haas|pinot nero ponkler alto adige 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|franz haas|pinot nero rose 2024|fr|p|??|??|??|2024|13.5|??|medio|frutos do mar, saladas|seco
W|franz haas|pinot nero schweizer|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero schweizer|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=549
W|franz haas|pinot nero schweizer|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=549
W|franz haas|pinot nero schweizer|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=549
W|franz haas|pinot nero schweizer 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero schweizer 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|pinot nero schweizer 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=554
W|franz haas|pinot nero schweizer 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=554
W|franz haas|pinot nero schweizer 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=554
W|franz haas|ponkler 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|ponkler 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|ponkler alto adige doc 2014 vino rosso|fr|r|??|??|??|2014|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|sauvignon 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sauvignon 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=561
W|franz haas|sauvignon 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=561
W|franz haas|sauvignon alto adige doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=565
W|franz haas|sauvignon blanc 2023|fr|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|schweizer alto adige doc 2019 vino rosso|fr|r|??|??|??|2019|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|schweizer manna|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|schweizer manna 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|schweizer pinot nero alto adige doc 2020|fr|r|??|??|??|2020|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi bianco|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz haas|sofi mueller thurgau|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi muller thurgau 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi muller thurgau 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi muller thurgau 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=575
W|franz haas|sofi muller thurgau 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=575
W|franz haas|sofi muller thurgau vigneti delle dolomiti igt|fr|r|??|??|??|NV|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi muller thurgau vigneti delle dolomiti igt 2022 vino bianco|fr|w|??|??|??|2022|12.5|IGT|medio|peixe, frutos do mar|seco
W|franz haas|sofi rosso|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi rosso 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi rosso 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi rosso 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=582
W|franz haas|sofi rosso 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=582
W|franz haas|sofi schiava|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|sofi schiava 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz haas|spumante pas dose 2017|fr|s|??|??|??|2017|12|??|medio|aperitivos, frutos do mar|brut
W|franz haas|vigneti delle dolomiti igt manna 2023|fr|r|??|??|??|2023|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|vigneti delle dolomiti igt moscato giallo 2022|fr|r|??|??|??|2022|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|vigneti delle dolomiti igt petit manseng 2022|fr|r|??|??|??|2022|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|franz haas|vigneti delle dolomiti igt pinot grigio 2023|fr|w|pinot grigio|??|??|2023|12.5|IGT|medio|peixe, frutos do mar|seco
W|franz haas|weissburgunder doc lepus 2022|fr|r|??|??|??|2022|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz haaz|pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hahn|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|chardonnay spatlese 2023 trocken|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hahn|chardonnay spatlese trocken|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hahn|cuvee s 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|fidib|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|grauburgunder spatlese trocken 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|gruner veltliner|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|null komma null sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hahn|rose trocken 2024|fr|p|??|??|??|2024|13.5|??|medio|frutos do mar, saladas|seco
W|franz hahn|roter gluhwein|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|sauvignon blanc fingerspitzengefuhl|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hahn|scheurebe spatlese 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|spatburgunder spatlese trocken|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hahn|weissburgunder spatlese trocken|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hass|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hass|pinot nero|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=608
W|franz hass|pinot nero schweizer|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hass|pinot nero schweizer doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|hirtzberger|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|aixpoint smaragd gruner veltliner 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|axpoint smaragd gruner veltliner 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|chardonnay smaragd 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|chardonnay smaragd 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|chardonnay smaragd 2023 wachau austria|at|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|dry riesling steinterrassen federspiel|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|gruner veltliner|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner axpoint smaragd 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner axpoint smaragd 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner donaugarten steinfeder wachau 2016|at|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner federspiel rotes tor 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner federspiel rotes tor 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=623
W|franz hirtzberger|gruner veltliner kirchweg smaragd 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner rotes tor federspiel 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner rotes tor federspiel wachau 2015|at|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner rotes tor smaragd wachau 2017|at|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner smaragd axpoint 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner smaragd honivogl 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner smaragd kirchweg 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner smaragd rotes tor 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner smaragd rotes tor 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner smaragd rotes tor 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=633
W|franz hirtzberger|gruner veltliner steinfeder 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|gruner veltliner steinfelder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|honivogl gruner veltliner smaragd wachau 2006|at|r|??|??|??|2006|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|kirchweg smaragd gruner veltliner 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|ried axpoint gruner veltliner|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|ried hochrain riesling 2021|fr|w|riesling|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|ried hochrain riesling smaragd 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|ried setzberg smaragd riesling 2019|fr|w|riesling|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|ried setzberg wachau smaragd 2022|at|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|ried singerriedel riesling smaragd 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling federspiel steinterrassen 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling hochrain smaragd wachau 2016|at|w|riesling|??|??|2016|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling setzberg smaragd 2016|fr|w|riesling|??|??|2016|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling singerriedel smaragd 2016|fr|w|riesling|??|??|2016|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling singerriedel smaragd 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling smaragd hochrain 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling smaragd hochrain 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=650
W|franz hirtzberger|riesling smaragd setzberg 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling smaragd setzberg 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling smaragd steinporz 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling smaragd steinporz 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|riesling smaragd steinporz 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=655
W|franz hirtzberger|riesling smaragd steinterrassen|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|rotes tor federspiel gruner veltliner 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|rotes tor gruner veltliner federspiel 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|rotes tor gruner veltliner federspiel 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|rotes tor gruner veltliner smaragd wachau 2000|at|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|rotes tor smaragd|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|setzberg riesling smaragd 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|setzberg smaragd riesling 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|singerriedel riesling smaragd|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|singerriedel smaragd riesling 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|spitz steinfeder gruner veltliner 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|steinporz weissburgunder smaragd wachau 2011|at|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz hirtzberger|steinterassen federspiel riesling 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|steinterras riesling federspiel 2016|fr|w|riesling|??|??|2016|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|steinterras riesling federspiel 2018|fr|w|riesling|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|steinterras riesling federspiel 2019|fr|w|riesling|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|franz hirtzberger|steinterrassen wachau austria riesling 2021|at|w|riesling|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|franz hoffner|riesling rhein lieblich|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hoffner|riesling rhein lieblich bib|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hoffner|riesling rhein trocken|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hoffner|riesling rhein trocken bib|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz hoffner|weisswein|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz josef|bayerisch helles 0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz josef|kaiser testoviny fusilli|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz kafka|el hombre que trascendio su tiempo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|2017 pinot noir spatburgunder badenkaiserstuhl germany|de|r|pinot noir|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|achkarren spatburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|achkarren spatburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=683
W|franz keller|bassgeige grauburgunder erste lage trocken|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|bassgeige spatburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|bassgeige weissburgunder erste lage trocken|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
