W|greystone|organic waipara pinot gris|??|w|pinot gris|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=81
W|greywacke|sauvignon blanc 135|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc case|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=468
W|greywacke|sauvignon blanc marlborough new zealand|nz|w|sauvignon blanc|??|marlborough|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc marlborough nz|nz|w|sauvignon blanc|??|marlborough|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc 202425|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=410
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=482
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=468
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=468
W|greywacke|sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc marlborough new zealand|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc marlborough new zealand|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=487
W|greywacke|sauvignon blanc marlborough new zealand|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=487
W|greywacke|sauvignon blanc marlborough new zealand white wine|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc rating trr95|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc wild ferment|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon blanc wild ferment|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|sauvignon wild|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|the archive pack ch pn ws|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|vineyards pinot noir marlborough new zealand|nz|r|pinot noir|??|marlborough|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild 202324 sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild ferment sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild ferment sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=500
W|greywacke|wild ferment sauvignon blanc archive release|??|w|sauvignon blanc|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild ferment sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild ferment sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=503
W|greywacke|wild ferment sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild ferment sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=505
W|greywacke|wild ferment sauvignon blanc archive release|??|w|sauvignon blanc|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild marlborough sauvignon blanc|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=509
W|greywacke|wild sauvignon 14 abv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=522
W|greywacke|wild sauvignon|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|greywacke|wild sauvignon|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=525
W|greywacke|wild sauvignon|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|greywacke|wild sauvignon|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|greywacke|wild sauvignon|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|greywacke|wild sauvignon|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=533
W|greywacke|wild sauvignon marlborough new zealand|nz|r|??|??|marlborough|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon archive release|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=544
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=553
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=553
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=556
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=558
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=558
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=558
W|greywacke|wild sauvignon blanc marlborough new zealand 14|nz|w|sauvignon blanc|??|marlborough|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=563
W|greywacke|wild sauvignon blanc 14|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc half|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc from per bottle|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon blanc marlborough new zealand|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greywacke|wild sauvignon marlborough new zealand|nz|r|??|??|marlborough|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon rating trr96|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon screw cap|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greywacke|wild sauvignon single|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grez|grez|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grezan|grezan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grezan|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grezan|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grezan|rose aop faugeres francouzske ruzove suche vino|??|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|grezas|cotes du rhone aop rouge|fr|r|??|??|??|nv|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|grezette|grezette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grezette|grezette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=590
W|grezzone|glera frizzante marca trevigiana igp nefiltrovane sanfeletto|??|s|glera|??|??|nv|12|igp|leve|aperitivos, frutos do mar, canapes|seco
W|grezzopuro|cioccolato di modica 70|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grezzopuro|cioccolato di modica 80|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grezzopuro|cioccolato di modica 90|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grezzopuro|cioccolato di modica pepe bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grezzopuro|cioccolato di modica scorze darancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grganja|brut domacija bizjak|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grganja|brut domacija bizjak|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=598
W|grgic|cabernet sauvignon 075|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|chardonnay 075|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgic|fume blanc 075|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgic|merlot 075|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|plavac mali|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|plavac mali|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=604
W|grgic|plavac mali|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=604
W|grgic|plavac mali|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|posip|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|posip 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|rose 075|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grgic|sauvignon blanc 075|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgic|vina grgich plavac mali croatia|hr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgic|zinfandel 075|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|cabernet napa|us|r|??|california|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|cabernet napa|us|r|??|california|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|cabernet napasonoma|us|r|??|california|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|cabernet sauvignon library wood shipper|??|r|cabernet sauvignon|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hill fume|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 11 cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 13 cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 14 cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 18 violette late harvest|??|d|??|??|??|2018|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grgich|hills 18 violette late harvest dessert port|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grgich|hills 19 cabernet sauvignon yountville old vines 100th birthday|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 19 zinfandel napa valley|us|r|zinfandel|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 20 cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 20 cabernet sauvignon napa valley table red|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 20 merlot napa valley table red|us|r|merlot|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 20 paris commemorative chardonnay 100th birthday table white|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills 20 zinfandel napa valley|us|r|zinfandel|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grgich|hills 21 cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 21 paris commemorative chardonnay 100th birthday|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills 22 cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills 22 chardonnay napa valley table white|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills 22 fume blanc napa valley table white|us|w|??|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills 22 napa valley essence sauvignon blanc|us|w|sauvignon blanc|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills 23 chardonnay napa valley|us|w|chardonnay|california|napa valley|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|grgich|hills cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=643
