W|game|of thrones st emilion|??|r|??|??|st emilion|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamsjaga|60 g aromica gewurzmanufaktur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamsy|igp collines rhodaniennes domaine mucyn 125|??|r|??|??|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gamuto|gamuto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|black pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|cherry barrel|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|grani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gamza|suhindol aoc|??|r|??|??|??|2019|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|thomas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|thomas single vineyard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamza|white|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gamze|hot smoked nitrite free salmon 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamze|smokehouse free range nitrite free turkey breast sliced 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamze|smokehouse nitrite free free range beef bacon 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamze|smokehouse nitrite free free range middle bacon 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamze|smokehouse nitrite free free range sliced leg ham 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamze|smokehouse nitrite free free range turkey bacon 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamze|smokey pork meatballs 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|21 pirosmani khareba gruzja medium dry 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|21 separavi khareba gruzja dry 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|21 separavi khareba gruzja medium sweet 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gamziri|22 rkatsiteli khareba gruzja dry 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|22 rkatsiteli khareba gruzja medium dry 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|22 rkatsiteli khareba gruzja medium sweet 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gamziri|bps 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|bpw 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|bw 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gamziri|cpw 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gana|gana|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gana|s 25 en puntos mesa 247|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganaceto|ganaceto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|ganache|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|ganache|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|ganache|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|ganache|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=497
W|ganache|ganache|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=497
W|ganache|caramel 105gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|domaine de loctavin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|mont blanc 4x65g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganache|rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganache|rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|ganache|sweet praline 105gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|ganadero|ganadero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganadero|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganadero|blanco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganadero|blanco macabeo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganadero|garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganadero|tinto garnacha|??|r|garnacha|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganadero|tinto mentrida do von bodegas canopy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganadero|vino blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganadero|vino tinto garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganado|premium quality french fries shoestring extra long 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganando|guerras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganarcha|ganarcha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganasta|y arcones|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|capricho val de paxarinas godello|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|godello el bierzo leon spain|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|herencia del capricho godello|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|mencia|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|mencia el bierzo leon spain|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|ucedo mencia|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancedo|xestal mencia|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganchitos|30g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganchitos|frit ravich 100 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|calavera|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|de plastico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|dia de la mujer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|diseno hueso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|para ropa hogaraki 10 piezas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|perchero peltre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|portacartera|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancho|s jumbo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganchos|de animalitos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganchos|de terciopelo members mark gris 50 pzas zk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganchos|multiuso fellowes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganchos|para utensilios de cozinha lteng cinza tbi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganci|da unione per fili paralleli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|gancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|gancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=542
W|gancia|gancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=542
W|gancia|gancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=542
W|gancia|075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|120 mesi riserva alta langa doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|60 mesi riserva alta langa docg|??|r|??|??|??|2009|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|60 mesi riserva alta langa docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|americano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|americano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=551
W|gancia|americano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=551
W|gancia|americano 145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|americano 3212 fl oz box of|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|americano aperitivo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|americano aperitivo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=556
W|gancia|americano aperitivo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=556
W|gancia|americano aperitivo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=556
S
W|gancia|americano rosso bitter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|aperitivo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|aperitvo vermouth vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=564
W|gancia|asti 24 dolce 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gancia|asti 75|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|asti 75|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gancia|asti bs 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|asti docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|asti docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=576
W|gancia|asti edes feher pezsgo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|asti spumante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|atto primo blackberry sparkling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|atto primo mango|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|atto primo mango sparkling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|atto primo peach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|atto primo peach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=583
W|gancia|atto primo sparkling wine mango italy|it|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|bianco vermouth|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|bianco vermouth|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=587
W|gancia|bianco vermouth|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=587
W|gancia|bianco vermouth|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=587
W|gancia|bianco vermouth|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=587
W|gancia|brachetto daqui docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=593
W|gancia|brut pezsgo 075 11|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=596
W|gancia|brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=596
W|gancia|chianti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|chianti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=599
W|gancia|chianti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=599
W|gancia|chianti docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|chianti docg|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|chianti docg|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|gancia|clima limon lata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|delle venezie pinot grigio doc|??|w|pinot grigio|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gancia|di torino rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|dry vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|dry vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|gancia|dry vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|gancia|dry vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=608
W|gancia|extra dry vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|hibiscus spritz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|italiano 145|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|la ladra barbera d asti|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|moscato bubbly|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|moscato d asti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|moscato d asti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|gancia|moscato d asti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|gancia|moscato d asti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|gancia|moscato d asti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=617
W|gancia|moscato d asti sparkling|??|s|moscato|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|gancia|moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|gancia|moscato dasti bianco|??|w|moscato|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|moscato dasti docg|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|moscato dasti docg|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|gancia|moscato dasti docg|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=631
W|gancia|moscato dasti docg 0|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|moscato dasti rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|moscato rose|??|p|moscato|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=636
W|gancia|p grigio doc|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|p grigio doc|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=644
W|gancia|pezsgohaz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|picnic pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|pinot di pinot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|pinot di pinot brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|pinot di pinot brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=649
W|gancia|pinot di pinot sparkling piccolo|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=652
W|gancia|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=652
W|gancia|prose blanc|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gancia|prose blanc|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=655
W|gancia|prose blanc|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=655
W|gancia|prose blanc szaraz 075 115|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gancia|prose rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=660
W|gancia|prosecco 075|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco 750m|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=680
W|gancia|prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=680
W|gancia|prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=680
W|gancia|prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=680
W|gancia|prosecco brut 3x200b|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco brut doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco brut doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=686
W|gancia|prosecco brut doc cluster pack|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco brut white|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=690
W|gancia|prosecco doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=690
W|gancia|prosecco doc 3pack|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=694
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=694
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=694
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=694
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=694
W|gancia|prosecco doc brut|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=694
W|gancia|prosecco doc brut 0|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc brut btls|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc brut nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc brut nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=703
W|gancia|prosecco doc brut nv 8 pack|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
