W|langlois|cremant de loire vintage|fr|s|??|loire|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langhe|riesling doc al bric diego pressenda|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc saracco|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc saracco|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco|=454
W|langhe|riesling doc saracco|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco|=454
W|langhe|riesling doc saracco|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco|=454
W|langhe|riesling doc saracco|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco|=454
W|langhe|riesling doc elio perrone|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc massolino tappo a vite|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc massolino tappo a vite|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=460
W|langhe|riesling doc massolino tappo a vite|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=460
W|langhe|riesling doc castello di neive|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc castello di neive|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=463
W|langhe|riesling doc castello di neive|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=463
W|langhe|riesling doc cantina 12064 di dominik weigand|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc|??|w|riesling|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc|??|w|riesling|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco|=467
W|langhe|riesling doc|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=469
W|langhe|riesling cliem 0|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling clem ca viola|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling clem ca viola|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=472
W|langhe|riesling pecchenino|??|w|riesling|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=475
W|langhe|riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=475
W|langhe|renato ratti|??|r|??|??|??|2007|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|red wine produttori del barbaresco|??|r|??|??|??|1994|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|quatr nas rocche dei manzoni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|produttori del barbaresco|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|poderi aldo conterno|??|r|??|??|??|2006|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|poderi aldo conterno|??|r|??|??|??|2006|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=482
W|langhe|poderi aldo conterno|??|r|??|??|??|2006|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=482
W|langhe|pinot noir|??|r|pinot noir|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero tommaso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero nemus doc tenuta parco valle della vite|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero mgm 1 magnum gianluca colombo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero mgm 1 magnum gianluca colombo|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero gian luca colombo roddi cn|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc i cortini castello di neive|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc grappolo intero saisei|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc biologico 777 deltetto|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc gian luca colombo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc gian luca colombo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=494
W|langhe|pinot nero doc gian luca colombo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=494
W|langhe|pinot nero doc gian luca colombo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=494
W|langhe|pinot nero doc gian luca colombo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=494
W|langhe|pinot nero doc pinot noir 100 a d langhe neu gianmatteo raineri|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=500
W|langhe|pinot nero doc gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=500
W|langhe|pinot nero doc magnum gian luca colombo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc magnum gian luca colombo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=503
W|langhe|pinot nero doc magnum gian luca colombo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=503
W|langhe|pinot nero doc magnum gian luca colombo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=503
W|langhe|pinot nero doc pecchenino|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc pecchenino|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=507
W|langhe|pinot nero doc pecchenino|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=507
W|langhe|pinot nero doc cantina12064 di dominik weigand|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=511
W|langhe|pinot nero carlo giacosa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero 777 do|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=515
W|langhe|pinot nero|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|pinot nero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|passione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo doc baluma diego conterno|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo doc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo doc|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo doc|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo doc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo doc|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiolo cordero di montezemolo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebiollo ridaroca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolocarlin paolo manzone|??|r|nebbiolo|??|??|2025|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolocarlin paolo manzone|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo wine prandi|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo viticoltori rodello ultima annata|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo visat|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo viberti giovanni|??|r|nebbiolo|??|??|1923|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ventisei26|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ventisei26|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ventisei26|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=535
W|langhe|nebbiolo vecchie vigne nadia curto|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo vecchie vigne nadia curto|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=537
W|langhe|nebbiolo usignolo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ugo lequio|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo trediberri|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo terrazze del pelorosso doc e molino|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo spirito agricolo ballarin rott vin 6 flaskor|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo sori della sorba|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo sordo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo snart 20192021 gianmatteo raineri|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo simane reverdito|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo silvio grasso|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo silvio grasso|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo silvio grasso|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo settevie|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo schiavenza|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo scamuzzi|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo sbirolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo santa maria|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo runcaja|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo runcaja 20222023 alberto burzi|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rouge marica bacher|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rouge brezza|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rocche costamagna|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rocche costamagna|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=560
W|langhe|nebbiolo roccardo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo roccabella doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo revello|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo renzo castella madonnina|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo regret doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo rangone ca viola|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo raffaele gili la levrera ultima annata|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo produttori del barbaresco|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo produttori del barbaresco|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo produttori del barbaresco|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=570
W|langhe|nebbiolo principiano|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo prandi|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pietro benevelli|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo piervini|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo piero busso|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pian delle mole giulia negri|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pian delle mole giulia negri|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pian delle mole giulia negri|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=578
W|langhe|nebbiolo pian delle mole|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pian delle mole|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=580
W|langhe|nebbiolo pian del bosco|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perucca doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pertinace ultima annata|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco vietti|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco domaine vietti vietti|??|r|nebbiolo|??|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco doc vietti mg|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco doc vietti|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=589
W|langhe|nebbiolo perbacco doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=589
W|langhe|nebbiolo perbacco doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=592
W|langhe|nebbiolo perbacco vietti|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco vietti|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo perbacco|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo pelissero|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo passato doc organico|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo paolo scavino 375|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo olmo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ochetti renato ratti|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo occhetti prunotto piedmont italy|it|r|nebbiolo|piedmont|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo occhetti prunotto|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo occhetti|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo no name borgogno|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo nebbiolo doc|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo nativo sarotto|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo nativo doc magnum 1|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo nativo doc 0|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo muntaja|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo morra gabriele|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo montegrilli 0|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo montegrilli 0|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo meretta gian luca colombo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo mauro molino|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo matot valdinera|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo massolino|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo massolino|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo massolino|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo mascarello|??|r|nebbiolo|??|??|2004|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo mascarello|??|r|nebbiolo|??|??|2004|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=620
W|langhe|nebbiolo mascarello|??|r|nebbiolo|??|??|2004|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=620
W|langhe|nebbiolo mario costa|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo maria grazia carlo giacosa|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo maria grazia carlo giacosa|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo marghe doc damilano|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo marghe doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo magnum 1 prandi|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo luigi pira|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lovers tasting box 6 bottiglie|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lovers tasting box 6 bottiglie|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=630
W|langhe|nebbiolo limited edition|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo le filere|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo langhe doc cascina roccalini|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lampio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo lalu|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la spinona doc piemont022|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la spinetta mwo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la spinetta|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la spinetta|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=639
W|langhe|nebbiolo la farghetta elegant rdvin pa tilbud|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la farghetta|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo la farghetta|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=642
W|langhe|nebbiolo la farghetta|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=642
W|langhe|nebbiolo josch magnum 1 cantina 12064 di dominik weigand|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo josch cantina 12064 di dominik weigand|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo in amphoris|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo il principe doc michele chiarlo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo il favot|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo il crutin doc manzone giovanni|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo giovanni rosso rotwein aus dem piemont nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo giovanni rosso|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo giovanni rosso|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo gioso|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ginestrinoconterno fantino|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ginestrino conterno fantino|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ginestrino biologico|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ginestrino|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ginestrino|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=658
W|langhe|nebbiolo gian luca colombo roddi cn|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo gian luca colombo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo gian luca colombo|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=661
W|langhe|nebbiolo giacomo fenocchio|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
