W|syrah|vdf|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|le cabanon les alexandrins wine outlet|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco|=487
W|syrah|le cabanon les alexandrins wine outlet|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco|=487
W|syrah|le barroux vdf|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|le barroux|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|lazio igt cantina bacco|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|lazio igt le falde|??|r|syrah|??|??|2023|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|lazio igt|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|lazio igp sorvigliano donna chiara az agr 135vol|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|lazio igp barricato cantine capitani|??|r|syrah|??|??|2018|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|laurence de veyrac|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|lappel des sereines francois villard rhone valley france|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la traille|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la rosine dolina rodanu stephane ogier|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la rosine|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la rosine|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=504
W|syrah|la premiere|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la petite gallee rhone france|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la mascaronne organic provence france|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la marouette igp pays doc|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|la lause selection parcellaire rouge abbotts delaunay domaine de la lause|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la jeunesse pays doc domaine de la baume|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|la jeunesse domaine de la baume frankrijk|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la jeunesse|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la grande crete grand cru de sierre|??|r|syrah|??|??|NV|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco
W|syrah|la grande|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la farouche pays doc longueroche|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|la collina bilancia|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la circulade ein traum|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la cayetana|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|la carraia|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|kyrenia|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|ktima gerovassiliou|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=419
W|syrah|kotsifali|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|korlat vino crno|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|keermont south africa o|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|kankanadel elqui|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|jolielaide north coast|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|jeanmarie pont|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|jaspis ziereisen|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|jamais malade rouge|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|jaja de jau|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|jaboulet secret de famille|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|iron mullineux|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|intipalka peru|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|in situ reserva|??|r|syrah|??|??|NV|13.5|Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|il sole|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|il bosco bio dalessandro|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|igt vigneti zabu sgr|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt toscana rosso michele satta|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt toscana podere le vizzate tenuta di canneto|??|r|syrah|??|??|2015|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt toscana selvapiana|??|r|syrah|??|??|2020|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt toscana podere bellosguardo|??|r|syrah|??|??|2018|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt terre siciliane cantina santa ninfa|it|r|syrah|sicilia|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt terre siciliane biologico fluente quattrocieli|it|r|syrah|sicilia|??|2022|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt terre siciliane al feu|it|r|syrah|sicilia|??|2015|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt terre siciliane|it|r|syrah|sicilia|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt terre siciliane|it|r|syrah|sicilia|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco|=546
W|syrah|igt rosso toscana|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt mascarin san valentino|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt mascarin san valentino|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco|=549
W|syrah|igt mascarin san valentino|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco|=549
W|syrah|igt mascarin san valentino|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco|=549
W|syrah|igt domaine pichon|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt cusumano|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt via organic winery|??|r|syrah|??|??|2016|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt|??|r|syrah|??|??|2022|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt 2021cusumano|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt la cantina tra gli ulivi|??|r|syrah|??|??|2020|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igt|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|igp veneto zyme di celestino gaspari|it|r|syrah|veneto|??|2016|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp veneto zyme di celestino gaspari|it|r|syrah|veneto|??|2015|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp sicilia principe di granatey colomba bianca|it|r|syrah|sicilia|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp rouge|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp pays doc|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp ogra cotarella|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp collines rhodaniennes rouge domaine jamet|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|igp carpe diem|??|r|syrah|??|??|2020|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|hurlu|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|hurlu|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|hurlu|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|huape gran reserva|??|r|syrah|??|??|2021|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|horsepower sur echalas vineyard|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|home block|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|holy moly pfalz qba|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|high contrast vyd horsepower|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|herve souhaut rhone valley france|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|hera barrique aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|hera barrica aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|heiligenberg|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|haynes vyd failla|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|haynes vineyard forgeron|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|guillaume aurele frankrijk languedocroussillon rood|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grosse reserve|??|r|syrah|??|??|NV|15|??|encorpado|carnes, massas, queijos|seco
W|syrah|grenache rouge|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grenache carignan black knight|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grenache|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grape|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grape|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=587
W|syrah|grape|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=587
W|syrah|granite mullineux|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grandmaitre barrique aoc valais gregor kuonen|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|grandmaitre barrique aoc gregor kuonen|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|grandmaitre gregor kuonen|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grandmaitre gregor kuonen|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco|=593
W|syrah|grande reserva|??|r|syrah|??|??|2022|13.5|Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|grande reserva|??|r|syrah|??|??|NV|13.5|Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|grand teroir|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grand estates columbia valley columbia crest|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grand cru ville de sion|??|r|syrah|??|??|NV|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco
W|syrah|grand cru ville de sion|??|r|syrah|??|??|NV|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco|=599
W|syrah|grand cru sierre|??|r|syrah|??|??|NV|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco
W|syrah|grand cru|??|r|syrah|??|??|2023|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco
W|syrah|grand cru|??|r|syrah|??|??|NV|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco
W|syrah|grand cru|??|r|syrah|??|??|NV|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco|=603
W|syrah|gran reserva valle de casablanca|??|w|syrah|??|??|2019|12.5|Gran Reserva|encorpado|peixes, aves, saladas|seco
W|syrah|gran reserva q quintay|??|r|syrah|??|??|NV|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva felicio pascoal safra|??|r|syrah|??|??|2022|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva di dio|??|r|syrah|??|??|2023|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva casablanca valley casas del bosque chile|??|w|syrah|??|??|NV|12.5|Gran Reserva|encorpado|peixes, aves, saladas|seco
X
W|syrah|gran reserva c patronales|??|r|syrah|??|??|NV|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva x 6|??|r|syrah|??|??|2022|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva|??|r|syrah|??|??|2021|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva|??|r|syrah|??|??|2016|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva|??|r|syrah|??|??|NV|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|gran reserva|??|r|syrah|??|??|NV|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco|=615
W|syrah|gran reserva|??|r|syrah|??|??|NV|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco|=615
W|syrah|grain syrah cave marietherese chappaz|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|grabba|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gold series no 6 lillian 0750 californie usa|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gold series no 5 lillian 0750 californie usa|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gold series 3 lillian 0750 californie usa|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gold barrique aoc valais varonier|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|gimblett gravels vineyard|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gimblett gravels vineyard|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gimblett gravels trinity hill hawkes bay nz|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gilgal golan heights winery|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
X
X|=628
W|syrah|gestad ziereisen|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gestad ziereisen|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gestad ziereisen|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|ge ex gestad|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gamma|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gamay|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|galil mountain winery|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gabrielskloof|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|gabouillon|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|funaro igp|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|funaro|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|funaro|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=640
W|syrah|fully henri valloton|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fruit de lune|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|freizeit|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|freedom|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|franck balthazar rhone france|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|franc de pied|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fluente igt terre siciliane biologico quattrocieli|it|r|syrah|sicilia|??|2023|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|fluente igt terre siciliane biologico quattrocieli|it|r|syrah|sicilia|??|2023|13.5|IGT|encorpado|carnes, massas, queijos|seco|=648
W|syrah|flores de maio|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fleur de charlotte languedoc france|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fleur de charlotte languedoc france|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fleur de charlotte|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fina terre siciliane igp|it|r|syrah|sicilia|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|feudo arancio sicily italy|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|feudo arancio sicilia doc|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|fernand cina aoc valais fernand cina sa salgesch|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|fass no1 trocken|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|falesco tellus|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|expresion reserve|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|exploration nesirene|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|exklusiv|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|exklusiv|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco|=662
W|syrah|exception vol|??|r|syrah|??|??|2020|14|??|encorpado|carnes, massas, queijos|seco
W|syrah|eterno safra|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|estate stolpman|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|estate stolpman|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|estate lomond wines|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|essentielle vol|??|r|syrah|??|??|2022|14|??|encorpado|carnes, massas, queijos|seco
W|syrah|errazuriz elegante rode wijn|??|r|syrah|??|??|2000|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|errazuriz elegant rott vin|??|r|syrah|??|??|2000|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|errazuriz elegant red wine|??|r|syrah|??|??|2000|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|errazuriz|??|r|syrah|??|??|1998|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|ermelinda freitas|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|equilibre|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|epicerie a la francaise vdf domaine saint jean de la cavalerie|??|s|syrah|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|syrah|entrevon vdf|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|enla|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|en parallele sans sulfites ajoutes|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|en chamberlin cayuse vineyards|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|en chamberlin cayuse vineyards|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|en cerise cayuse vineyards|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|elza|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|el olivar alto estate|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|el convertido castilla spain organic|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|eichenfass aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|eh voila|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|edicion limitada|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|ecologico 100 syrah del penedes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|eaglepoint ranch mendocino|??|r|syrah|??|??|2004|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|duo|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|duca di salaparuta|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|duca di salaparuta|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=692
W|syrah|du valais johannestrunk aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|du valais aoc tonneliers|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|du valais aoc reserve des administrateurs cave stpierre|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|du valais aoc reserve des administrateurs cave st pierre|??|r|syrah|??|??|2024|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|du valais aoc reserve des administrateurs cave st pierre|??|r|syrah|??|??|2023|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|du valais aoc elevee en futs de chene reserve des administrateurs cave stpierre|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|du morocco syrocco thalvin alain graillot|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|du liban bekaa valley 20192020 domaine des tourelles|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|du liban|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|du liban|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|du liban|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|du liban|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=704
W|syrah|du domaine des bernunes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|du domaine|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dry rose wine|??|p|syrah|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|dry river lovat vineyard|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dry red wine|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dry red|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|double select luca|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dop vino de pago|??|r|syrah|??|??|NV|13.5|DOP|encorpado|carnes, massas, queijos|seco
W|syrah|dop vino de pago|??|r|syrah|??|??|NV|13.5|DOP|encorpado|carnes, massas, queijos|seco|=713
W|syrah|donsar|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|donkey and goat perli vineyard|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|domaine migas dimitris|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|domaine des cretes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|domaine coudoulet|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dolcetto|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|doce
W|syrah|dogier dolina rodanu stephane ogier|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dogier rhone domaine stephane ogier|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dogier|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dogier|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=723
W|syrah|doc sicilia vitese bio|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc sicilia sole di sesta cottanera|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc sicilia sole di sesta cottanera|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco|=726
W|syrah|doc sicilia sole di sesta cottanera|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco|=726
W|syrah|doc sicilia sole di sesta cottanera|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco|=726
W|syrah|doc sicilia biologico fondo filara nicosia 75|it|r|syrah|sicilia|??|2023|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc sicilia tenute mokarta|it|r|syrah|sicilia|??|2019|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc gaelle biologico tenuta rapitala|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc cortona stefano amerighi|??|r|syrah|??|??|2022|13.5|DOC|encorpado|carnes, massas, queijos|seco
