W|dabruzzo jannamico|jannamico|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz cuvee|el camino|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz cuvee|el camino 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz cuvee|el camino cabernetcarmenere chile|cl|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz cuvee|el camino colchagua valley chile|cl|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz el|camino blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz el|camino cabernet carmenere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz estate|cabernet sauvignon bot|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|carmenere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|estate cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|estate cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=511
W|dagaz granito|estate cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|estate cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|estate carmenere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz granito|estate carmenere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=515
W|dagaz granito|estate carmenere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=515
W|dagaz granito|estate carmenere 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz itatino|cinsault|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz itatino|cinsault|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=519
W|dagaz itatino|cinsault|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=519
W|dagaz itatino|cinsault do itata 2020|fr|r|??|??|??|2020|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dagaz kolwe|kolwe|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz kolwe|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz kolwe|cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz kolwe|super premium cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz kolwe|vineyard cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz rayen|chardonnay 2024 vino revelacion 2026 descorchados|fr|w|chardonnay|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dagaz riesling|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dagaz skaggring|brons|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz tierras|de pumanque|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz tierras|de pumanque|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=531
W|dagaz tierras|de pumanque|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=531
W|dagaz tierras|de pumanque 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz tierras|de pumanque 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=534
W|dagaz tierras|de pumanque 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz tierras|de pumanque red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz vigno|carignan 2020|fr|r|carignan|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagaz wine|selection 5 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagda tinto|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagda tinto|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=540
W|dagda tinto|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=540
W|dagda wit|wit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagda wit|wit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=543
W|dagda wit|wit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=543
W|dagernova 1fc|koln weiwein feinherb 6 x 0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova alaaf|you rose sekt|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dagernova alte|ahr weinhefebrand|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova dagernova|handschrift riesling sekt|fr|s|riesling|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dagernova die|heie rosa gluhwein|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova gluhpunsch|alkoholfrei 6 x 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova gluhwein|rot|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova gluhwein|rot 6 x 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova kaffeelikor|kaffeelikor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova rose|gluhpunsch 6 x 1|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dagernova rose|schorle|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dagernova secco|blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dagernova secco|maracuja|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova weier|gluhwein 6 x 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagernova weinbergpfirsich|likor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagfari skirt|beige|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagfari skirt|blue|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagfari skirt|burgundy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagfiol toarig|flerarig kologiske fr h7|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagga boy|safari sundowner pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagger leaf|pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagger pinot|grigio 2021|fr|w|pinot grigio|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dagim barramundi|farm raised fillets 340g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim belgian|homestyle waffles 390g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim cholomady|850g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim chopped|herring 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim chrayne|300g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim cocktail|fish balls 25pc|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim extra|strong chrayne 300g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim fried|fish balls 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim fried|fish balls family pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim fried|haddock|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim fried|plaice|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim fried|tuna burger 220g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim garlic|knots savory 340g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim haddock|goujons|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim lakarde|150g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim large|gefilte fish balls 300g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim mini|egg rolls cantonese style 226g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim mini|falafel balls mediterranean style 396g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim mini|potato latkes 230g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim naturally|golden breaded flounder 397g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim naturally|golden breaded tilapia 397g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim norwegian|farm raised salmon 160g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim norwegian|farm raised salmon skinless and boneless 160g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim party|schmaltz herring|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim pickled|herring|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim pickled|herring in tray|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim pink|salmon 418g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim premium|flounder fillet 397g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim premium|pollock fillet 397g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim premium|tilapia fillet 453g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
X
W|dagim schmaltz|herring vacuum pack 150g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim sliced|gefilte fish|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim sliced|salmon gefilte fish 160g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim tuna|bites 180g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagim veggie|grillers 425g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daginestra aglianico|del vulture doc 2011 grifalco|fr|r|aglianico|??|??|2011|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|daginestra aglianico|del vulture docg|fr|r|aglianico|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|daginestra aglianico|del vulture superiore|fr|r|aglianico|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagmar hyldeblomst|hyldeblomst|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagmar rabarber|rabarber|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagmar yuzu|citron|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagoba harbal|harbal|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagobert alsace|riesling grand cru 13|fr|w|riesling|??|??|NV|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|dagobert cremant|dalsace saint eloi 12|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dagon avatar|alb|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon avatar|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dagon avatar|rosu|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon clan|clestar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon clan|clestar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=616
W|dagon clan|har|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon clan|har|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=618
W|dagon clan|jar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon clan|jar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=620
W|dagon clan|jar sr|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon clan|jar sr|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=622
W|dagon clearstone|2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon clestar|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|avatar alb|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|avatar rose 2021|fr|p|??|??|??|2021|13.5|??|medio|frutos do mar, saladas|seco
W|dagon estate|avatar rosu|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|clearstone|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|clearstone 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|feteasca neagra|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|got merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|got merlot 2018|fr|r|merlot|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|sandridge 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon estate|sandrige|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon got|merlot 2021|fr|r|merlot|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon har|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon jar|2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon jar|2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon jar|sr 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon last|barrel pinot noir|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon sandridge|2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon sirocco|sirocco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagon via|secreta|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagonet champagne|cuvee de reserve 1er cru|fr|s|??|champagne|champagne|NV|12|RESERVE|medio|aperitivos, frutos do mar|brut
W|dagonet champagne|emprise blanc de noirs 1er cru|fr|s|??|champagne|champagne|NV|12|1ER CRU|medio|aperitivos, frutos do mar|brut
W|dagonet champagne|reserve blanche 1er cru|fr|s|??|champagne|champagne|NV|12|RESERVE|medio|aperitivos, frutos do mar|brut
W|dagravit vitaal|60 totaal multivitaminen|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis|2021 barolo|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|2012 gaja|it|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|2019 fra angelo gaja rdvin tilbud|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|angelo gaja|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|angelo gaja 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|angelo gaja 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|angelo gaja 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=654
W|dagromis barolo|docg 2021|it|r|??|??|??|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|dop gaja|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis barolo|gaja|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis di|gaja 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis di|gaja 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=659
W|dagromis di|gaja 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis di|gaja barolo magnum 2014|it|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagromis gaja|barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket festivigna|zaterdag 14 september|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket kind|tot 12 jaar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket kind|zaterdag 1409|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket kind|zondag 1509|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket volwassen|volwassen|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket volwassen|zaterdag 1409|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagticket volwassen|zondag 1509|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau 1990s|pur sang|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|1993 pur sang|fr|r|??|??|??|1993|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|2004 les jardin de babylone moelleux|fr|r|??|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|2005 jurancon les jardins de babylone sec|fr|r|??|??|??|2005|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|2009 silex|fr|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|2012 jurancon les jardins de babylone sec|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|2014 pur sang|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau|2014 silex|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau asteroide|asteroide|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau babylone|juracon 2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau blanc|etc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau blanc|fume de pouilly 2015|fr|w|??|??|??|2015|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau blanc|fume de pouilly 2018|fr|w|??|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau buisson|renard 2020 occ|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau buisson|renard sauvignon blanc pouillyfume loire valley fr 2022|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau cuvee|xxi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau d pouilly|fume pur sang blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau d pouilly|fume silex|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau domaine|des berthiers pouillyfume 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau jardins|de babylone moelleux 2015|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau jardins|de babylone sec 2015|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau jardins|de babylone sec 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau jurancon|jardins de babylone|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau jurancon|les jardins de babylone 2011|fr|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau le mont|damne chavignol 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau memento|mori|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau pouilly|fume|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau pouilly|fume 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau pouilly|fume tradition|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau pouilly|fume tradition|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=699
W|dagueneau pur|sang|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau pur|sang sauvignon blanc pouillyfume loire valley fr 2022|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau s|pouilly fume clos des chaudoux|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau s|pouilly fume tradition|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau serge|pouilly fume 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau silex|silex|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau silex|silex|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=706
W|dagueneau silex|pouilly fume 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagueneau vin|de france blanc etc 2019|fr|w|??|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|dagueneau vin|de france blanc etc 2022|fr|w|??|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|daguet de berticot|berticot rouge igp de latlantique|fr|r|??|??|??|NV|13.5|IGP|encorpado|carne vermelha, queijo|seco
W|daguet de berticot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daguet de berticot|merlot 2020|fr|r|merlot|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|daguet de berticot|sauvignon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daguet de berticot|sauvignon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=714
W|daguet de berticot|sauvignon 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|daguet de berticot|sauvignon blanc 2021|fr|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|daguet de berticot|semillon moelleux 2024|fr|w|semillon|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|daguet sauvignon|blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|daguet sauvignon|blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=719
W|dagupan bangus|bangus|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan bangus|belly|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan chicken|ball specials 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan fish|ball regular 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan kikiam|special 1kg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan kikiam|special 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan orlian|kikiam special 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan salted|fish monamon 24x340g ph|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan salted|tiny shrimp 24x340g ph|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan sauted|tiny shrimp 24x340g ph|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan sauteed|shrimp paste 24x250g ph|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan sauteed|shrimp paste spicy 24x250g ph|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan sauteed|shrimp paste sweet 24x250g ph|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagupan squid|ball special 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagvers baambrugs|big gehakt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagvers gasconne|kalfsgehakt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagvers half|om half gehakt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagvers lindenhoff|rundergehakt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagverse eieren|eieren|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagverse freiland|ei per stuk|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagverse kamper|lamsgehakt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dagverse producten|producten|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
