W|leaf|street cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje white|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje rouge 2017limited release|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje red|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje cuvee natalie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje couvent de m red|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje chris lherite|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du marje arak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin du bacouni mondeuse noire|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes sisyphe heureux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes sinopie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes seroul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes petardo rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes nour|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes jai vu passer les cowboys|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes coupe decale|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des pauzes azadeh|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des noces les roques de cana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis coutelou vin de france rouge|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis auguste clape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=492
W|le|vin des amis mas coutelou|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=495
W|le|vin des amis sold out|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin des amis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=499
W|le|vin des amis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=499
W|le|vin des amis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=499
W|le|vin demma costieres de nimes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de pantin bordeaux rouge|fr|r|??|bordeaux|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de loncle hansi sylvaner|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de loncle hansi risling|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de loncle hansi gewurztraminer|??|w|gewurztraminer|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vin de loncle hansi gewurztraminer|??|w|gewurztraminer|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=507
W|le|vin de loncle hansi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de lalchimiste n1 nm le vin de la aoc valais|??|r|??|??|??|NV|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de la tribu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de la syrah vieilles vignes le vin du solitaire|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|vin de la savagnin laida|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de la petite arvine le vin de lassassin|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de la humagne rouge lantagoniste|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de la cornalin le vin des amants|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de la|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de jardin|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de jardin|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=518
W|le|vin de jardin|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=518
W|le|vin de jardin|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de jardin|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de jardin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de jardin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=523
W|le|vin de blaise cuvee violette aoc cotes du rhone|fr|r|??|rhone|??|2021|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|le|vin de blaise cuvee marguerite aoc cotes du rhone villages sainte cecile|fr|r|??|rhone|??|2021|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|le|vin coule dans nos veines christian giacometti|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin coule dans nos veines|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin cest pas sorcier 10arsjubileumsutgavan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin cest pas sorcier|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|le|vin a boire de luc lapeyre rouge france|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin a boire de luc lapeyre rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|ville di antane valpolicella ripasso superiore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|ville di antane valpolicella ripasso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|ville di antane valpolicella rimbalso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|ville di antane pinot grigio morris|??|w|pinot grigio|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|ville di antane amarone della valpolicella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|villane rosso toscana igt bio|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|villages single vineyard chardonnay domaine de la metairie d alon|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|villageois|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village vinhas velhas|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village vacqueyras von domaine montirius|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village pinot noir ko domaine metairie d alon abbotts delaunay|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village des bois sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|village des bois pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village des bois pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=547
W|le|village des bois cremant de loire|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|village des amoureux la grange de loncle charles|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village des amoureux|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village des amoureux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|village|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vilain petit grain noir les serrals vin de france blanc|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vilain petit grain noir|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vilain petit grain noir|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vilain petit canard famille laplace vin de france|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vilain petit canard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vilain petit canard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=561
W|le|vignon cotes du roussillon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignole lazio igp|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|le|vignole colle picchioni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignole colle picchioni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=565
X
W|le|vignoble du reveur vibrations riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vignoble du reveur un instant sur terre|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignoble du reveur singulier|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignoble du reveur singulier|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=570
W|le|vignoble du reveur alsace singulier 23|fr|r|??|alsace|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignoble du pagure les terres vagabondes|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignoble des bois vaudons aop touraine rouge|??|r|??|??|??|2010|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|le|vignoble des bois vaudons aop touraine rouge|??|r|??|??|??|2010|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=574
W|le|vignoble des bois vaudons aop touraine rouge|??|r|??|??|??|2010|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=574
W|le|vignoble delian|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignoble de reveur artisan|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette poggiarello toscana rosso igt|it|r|??|toscana|??|2022|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette poggiarello toscana rosso igt|it|r|??|toscana|??|2022|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=579
W|le|vignette poggiarello toscana igt vino rosso|it|r|??|toscana|??|2021|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette poggiarello rosso|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette poggiarello|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette poggiarello|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=583
W|le|vignette novesettedue rosso|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette giardino toscana rosso igt|it|r|??|toscana|??|2022|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette giardino toscana rosso igt|it|r|??|toscana|??|2022|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=586
W|le|vignette giardino|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette fusaio toscana bianco igt|it|r|??|toscana|??|2022|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|vignette fusaio toscana bianco igt|it|r|??|toscana|??|2022|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=589
W|le|vignette fusaio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignes de mon pere mas des bressades|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron savoyard aop savoie blanc|fr|r|??|savoie|??|2016|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron savoyard aop savoie blanc|fr|r|??|savoie|??|2016|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=593
W|le|vigneron savoyard aop savoie blanc|fr|r|??|savoie|??|2016|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=593
W|le|vigneron latelier du vin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec blanc|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec 0|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigneron grec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=602
W|le|vigneron grec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=602
W|le|vigneron catalan languedoc rose|fr|p|??|languedoc|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|vigne winery cuvee proprietary estate red wine paso robles ca|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne winery chardonnay paso robles ca|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne vino bianco cantina zannotti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne sauvignon blanc paso robles|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne sauvignon blanc paso robles|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=609
W|le|vigne sandrone barolo|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne red basket wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne piu vecchie blanc|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne piu vecchie le coste|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne piu vecchie le coste|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=614
W|le|vigne piu vecchie|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne piu vecchie|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne merlot paso robles|??|r|merlot|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne estate nikiara red blend|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne du perron franiois grinand serene blanche|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne du perron franiois grinand persanne|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne du perron franiois grinand les etapes|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne du perron franiois grinand les ermitures|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne du perron franiois grinand katarina|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo zamo rosso|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo zamo bianco venezia giulia igt|??|r|??|??|??|2017|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo zamo bianco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo vigne cinquant anni merlot italy|??|r|merlot|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo vigne 50 anni friulano|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo vigne 50 anni friulano|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=629
W|le|vigne di zamo vigne 50 anni friulano|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=629
W|le|vigne di zamo vigne 50 anni friulano|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo venezia giulia zamo rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo venezia giulia zamo rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=633
W|le|vigne di zamo venezia giulia zamo rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo venezia giulia zamo bianco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo tullio zamo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo traminer aromatizzato igt tre venezie|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo traminer aromatico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo sauvignon fruili colli orientali|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo sauvignon blanc colli orientali del friuli|it|w|sauvignon blanc|friuli|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo sauvignon blanc colli orientali del friuli|it|w|sauvignon blanc|friuli|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=641
W|le|vigne di zamo sauvignon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=645
W|le|vigne di zamo rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=645
W|le|vigne di zamo ribolla gialla colli orientali del friuli|it|r|??|friuli|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=649
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=649
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=652
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=652
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=652
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo ribolla gialla|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=657
W|le|vigne di zamo refosco dal peduncolo rosso italy|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo pinot grigio ramato|??|w|pinot grigio|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo pinot grigio ramato|??|w|pinot grigio|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo picolit|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo picolit|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=663
W|le|vigne di zamo picolit|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=663
W|le|vigne di zamo orange zamo orange wine friuli italy|it|r|??|friuli|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo no name friulano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo merlot vigne cinquant anni colli orientali del friuli|it|r|merlot|friuli|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo merlot vigne 50 anni|??|r|merlot|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo merlot vigne 50 anni|??|r|merlot|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=669
W|le|vigne di zamo merlot friuli colli orientali vigne cinquantanni|it|r|merlot|friuli|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo merlot|??|r|merlot|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo merlot|??|r|merlot|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo friuli colli orientali sauvignon|it|r|??|friuli|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo friuli colli orientali sauvignon|it|r|??|friuli|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=674
W|le|vigne di zamo friulano no name|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo friulano no name|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=676
W|le|vigne di zamo friulano no name|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=676
W|le|vigne di zamo colli orientali del friuli ronco dei roseti|it|p|??|friuli|??|2018|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|vigne di zamo colli orientali del friuli picolit docg cl50|it|r|??|friuli|??|NV|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo chardonnay ronco delle acacie|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo chardonnay ronco delle acacie|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=681
W|le|vigne di zamo chardonnay ronco delle acacie|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=681
W|le|vigne di zamo chardonnay ronco delle acacie|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo chardonnay friuli colli orientali|it|w|chardonnay|friuli|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vigne di zamo bianco|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo bianco|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=686
W|le|vigne di zamo bianco|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=686
W|le|vigne di zamo bianco|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo bianco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di zamo friuli colli rosso ronco dei rosetti|it|p|??|friuli|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|vigne di sammarco susumaniello salento igp|??|r|??|??|??|2023|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco sumarone susumaniello salento igp|??|r|??|??|??|2019|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco solemnis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco salice salentino riserva dop|??|r|??|??|??|2021|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco salice salentino riserva red dry 14 075|??|r|??|??|??|2022|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco primitivo salento|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco primitivo di manduria zifa|??|r|primitivo|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco primitivo di manduria dop|??|r|primitivo|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco primitivo di manduria dop|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco primitivo di manduria|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco parva culpa nero di troia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco nottetempo chardonnay salento igp|??|w|chardonnay|??|??|2024|12.5|igp|medio|peixes; frutos do mar; aves|seco
