W|guigal|la doriane condrieu|fr|r|condrieu|rhone|condrieu|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|noire gamay|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|noire grolleau|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|noire grolleau cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|overnoy poulsard|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|overnoy trousseau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|quenard igp vin des allobroges petite arvine|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|selosse au dessus du gros mont extra brut champagne nv|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont extra brut disgorged nv 1|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont extra brut disgorged nv 1|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont extra brut disgorged nv 1|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont extra brut disgorged nv 1|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont extra brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont extra brut nv 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse au dessus du gros mont nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|selosse blanc de noirs largillier|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillaume|selosse champagne au dessus du gros mont|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guillaume|selosse champagne extrabrut largillier disg 0224 nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|guillaume|selosse extra brut largillier|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier blanc de noirs extra brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier blanc de noirs nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillaume|selosse largillier blanc de noirs nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=468
W|guillaume|selosse largillier blanc de noirs nv disgorgement|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillaume|selosse largillier extra brut 25 rel nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier extra brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier extra brut disg|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier extra brut disgorged nv 1|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier extra brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|selosse largillier extra brut nv|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent bossa nova|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|sergent bossa nova champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guillaume|sergent bossa nova champagne fr nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guillaume|sergent bossa nova premier cru blanc de noirs extra brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent champagne cru blanc de blancs extra brut les pres dieu|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent champagne cru blanc de blancs extra brut les pres dieu|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=481
W|guillaume|sergent champagne cru blanc de blancs les pres dieu extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent champagne cru blanc de noirs bossa nova extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent champagne cru blanc de noirs bossa nova extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=484
W|guillaume|sergent champagne cru rose de saignee extra brut olga|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent champagne cru rose de saignee extra brut olga|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=486
W|guillaume|sergent champagne bdn chemin des chappes disg 722 nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guillaume|sergent champagne extra brut premier cru bossa nova|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent champagne pataphysique extra brut|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent le chemin des chappes extra brut v92|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|guillaume|sergent les pres dieu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|sergent les pres dieu cru|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|sergent les pres dieu|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|sergent les pres dieu brut champagne v92|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|guillaume|sergent vrigny cru bossa nova|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|sorbe les poete argos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|sorbe les poete odyssee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaume|touton brut de peche|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|guillaume|virginie philip mip classic provence rose|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip classic rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip classic rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip classic rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=502
W|guillaume|virginie philip mip classic rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=502
W|guillaume|virginie philip mip classic rose doosvoordeel|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip classic rose salmanazar 9 liter|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip collection rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip collection rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaume|virginie philip mip collection rose doosvoordeel|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guillaumette|guillaumette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaumette|genepi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillaumette|genepi dry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillebot|plaisance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillebot|plaisance bordeaux|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemard|clerc bienvienue batard montrachet grand cru|??|r|??|??|??|2000|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemard|clerc chaume gaufriot beaune|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|guillemard clerc vougeot grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|clos vougeot|guillemard clerc|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemard|clerc les meix puligny montrachet cru|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemard|clerc puligny montrachet premier cru les folatieres|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemard|clerc puligny montrachet premier cru les pucelles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemard|pothier les greves beaune cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardclerc|bienvenues batard montrachet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardclerc|bienvenues batard montrachet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=523
W|guillemardclerc|bienvenuesbatardmontrachet grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardclerc|les pucelles pulignymontrachet premier cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardclerc|pulignymontrachet la rue aux vaches|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardclerc|saint romain en chevrot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardclerc|saint romain en chevrot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=528
W|guillemardclerc|saintromain en chevrot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemardpothier|hautescotes de beaune chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guilleminot|guilleminot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guilleminot|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guilleminot|champagne mixed case|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guilleminot|la belle annee millesime|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|corton et rognet grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|michel vire clesse quintaine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|pierre cru savignylesnarbantons|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|pierre savignylesbeaune cru aux serpentieres|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|savigny aux gravains cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|savignylesbeaune cru serpentieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|savignylesbeaune premier cru aux serpentieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemot|savignylesbeaune vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse retour a la terre|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse retour a la terre|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse une bulle|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse quintaine|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|une bulle|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse retour a la terre|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|une bulle|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse charleston|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse quintaine|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse retour a la terre|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse solstice|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse quintaine|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse retour a la terre|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|vireclesse solstice|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|fine de bourg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|fine de bourgogne|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|nv vin de france le feu et la glace|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|quintaine vireclesse|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|quintaine vireclesse chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillemotmichel|quintaine vireclesse retour a la terre|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillemotmichel|une bulle|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=550
W|guillemotmichel|vireclesse quintaine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillerault|fargette sancerre epsilon|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillerault|fargette sancerre iota montchauvy|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillerault|fargette sancerre iota montchauvy|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=567
W|guillerault|fargette sancerre les marnes val de loire white dry 145 075|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillerault|fargette sancerre psi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillerault|fargette sancerre val de loire white dry 135 075|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guilleraultfargette|sancerre blanc iota|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guilleraultfargette|sancerre les panseillots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guilleraultfargette|sancerre panseillo loire valley|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guilleraultfargette|sancerre rouge psi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|guillermo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|guillermo|de mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=577
W|guillermo|de mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|mendoza|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza malbec|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza malbec|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=581
W|guillermo|de mendoza malbec|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=581
W|guillermo|de mendoza malbec 19|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza malbec kosher|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza malbec kosher mevushal|ar|r|malbec|mendoza|mendoza|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza malbec reserve|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|de mendoza malbec reserve|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=587
W|guillermo|de mendoza malbec reserve|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=587
W|guillermo|de mendoza malbec reserve argentina|ar|r|malbec|mendoza|mendoza|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|facio hebequer entre el campo artistico y la cultura de izquierdas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|milan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|milan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=593
W|guillermo|milan|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|pinot noir argentina|ar|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillermo|ventas y soporte sales i will be back soon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillevic|cidrerie du pays dauray|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillevic|distillerie du gorvello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillevic|les vergers de kermabo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillevic|vergers de kerdaniel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guilliams|napa valley spring mountain cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillin|vasctappo 50 pz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|guillon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|chambolle musigny au village|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|chambolle musigny au village|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=605
W|clos de|guillon vougeot gc 23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|guillon vougeot grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|fut coteaux de laubance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|gevrey chambertin pere galland|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|gevrey chambertin pere galland|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=610
W|clos des|guillon marsannay portes monopole|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|guillon marsannay portes monopole|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=612
W|guillon|marsannay les queniciers|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|mazischambertin gc 23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|montagne de reims|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillon|premium blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|guillot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|guillot|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|aligo rhythm bourgogne aligote white|fr|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillot|broux bourgogne blanc|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillot|broux la myotte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|broux les combettes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|broux les combettes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=623
W|guillot|broux les perrieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel cb6 pomerol|??|r|??|??|pomerol|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel cb6 pomerol|??|r|??|??|pomerol|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel cb6 pomerol|??|r|??|??|pomerol|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel cb6 pomerol|??|r|??|??|pomerol|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel cb6 pomerol|??|r|??|??|pomerol|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=636
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|clauzel pomerol|??|r|??|??|pomerol|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|j vignes du maynes vdf megamix vol 2|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillot|j vignes du maynes maconvillages blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillotbroux|macon cruzille les perrieres|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotbroux|bourgogne renardieres|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotbroux|bourgogne rouge les renardieres|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotbroux|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guillotbroux|fine de bourgogne|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotbroux|maconcruz beaumont|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotbroux|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guilloteau|fromager daffinois|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|guilloteau|st angel triple cream|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotiere|de guillot clauzel pomerol|??|r|??|??|pomerol|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau guillot clauzel|guillotiere de guillot clauzel pomerol second vin du|??|r|??|??|pomerol|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau guillot clauzel|guillotiere de guillot clauzel pomerol second vin du 6|??|r|??|??|pomerol|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotina|para papel fellowes neutron a4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|guillotine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|85|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|85|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=656
W|guillotine|heritage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|murio guillotinado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|ossetra caviar limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotine|verre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guillotune|black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
