W|branco|nederburg sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marquesa de alorna grande reserva 2021 tejo|pt|w|??|tejo|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|marquesa de alorna grande reserva 2019 tejo|pt|w|??|tejo|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|marques de tomares rioja gran reserva doc|es|w|??|rioja|??|NV|12.5|DOCa|medio|peixes, frutos do mar, saladas|seco
W|branco|marques de tomares gran reserva doc rioja|es|w|??|rioja|??|NV|12.5|DOCa|medio|peixes, frutos do mar, saladas|seco
W|branco|marques de riscal rueda verdejo|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de riscal limousin rueda|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de riscal limousin 2021 espanha|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de riscal baron de chirel vinas centenarias|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de riscal baron de chirel vinas centenarias|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=463
W|branco|marques de riscal baron de chirel verdejo|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de montemorcomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de marinalva selecao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de marialva grande reserva 2016 bairrada|??|w|??|??|??|2016|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|marques de marialva colheita selecionada 2024 bairrada|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de marialva bical reserva 2021 bairrada|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|marques de marialva bical reserva 2021 bairrada|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=470
W|branco|marques de marialva arinto reserva 2021 bairrada|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|marques de borba vinhas velhas 2022 doc alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de borba vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de borba alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de borba 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de borba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marques de borba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=477
W|branco|marques dalmeida carm 2021 beira interior|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marmelar 2023 regional alentejano|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marius by michel chapoutier blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marius by michel chapoutier blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=481
W|branco|maritavora no5 colheita 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maritavora no3 reserva 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|maritavora no1 grande reserva 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|maritavora no1 grande reserva 2010 tavoravarosa|??|w|??|??|??|2010|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|marienburg riesling auslese gg clemens busch|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marichal albarino reserve collection|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|marias da malhadinha vinhas velhas 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mariana herdade do rocim|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria saudade vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria mora|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria mansa 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maria magdalena chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria izabel vinhas da princesa 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maria izabel vinhas da princesa 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=495
W|branco|maria izabel vinhas da princesa 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria izabel 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maria izabel 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria de lourdes carm 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maria bonita loureiro doc vinho verde|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maria bonita loureiro doc vinho verde|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=501
W|branco|maria bonita loureiro doc vinho verde|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=501
W|branco|marcus james sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marcos hehn riesling tavoravarosa 2017 tavoravarosa|??|w|riesling|??|??|2017|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marcos hehn riesling 2022 tavoravarosa|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marcos hehn riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marcos hehn cerceal grande reserva 2021 tavoravarosa|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|marcolino sebo despercebido|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marcado a ferros 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|marcado a ferros 2016|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maray viognier 2020|??|w|viognier|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maray suavignon blanc gran reserva 2018|??|w|??|??|??|2018|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|mar salgadono pixem ate3xdesem juroscomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mar de frades alvarinho ramon bilbao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mar de frades albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mapuche chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maos reserva 2016 douro|pt|w|??|douro|??|2016|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|maos rabigato 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maos codega do larinho 2016 douro|pt|w|??|douro|??|2016|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maos 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|manz dona fatima jampal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manus virgo chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manus virgo chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manus classico chardonnay 2024no pixem ate2xdesem juroscomprar|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manus classico chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manus classico chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manoella douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|manoella branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|manoella 2024 doc douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|mandriola de lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mandriola de lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=531
W|branco|mandriola de lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=531
W|branco|mamore sem amarras curtimenta 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|mamore de borba vinho de talha 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|mamore de borba talha vinhas velhas 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|mamore de borba talha da rita 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|mamore de borba reserva 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|mamore de borba grande reserva curtimenta 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|mamore de borba 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|malvasia macanita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|malvasia de colares lisboa 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|malvarinto de janas lisboa 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|malvarinto de janas lisboa 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|malpic 2022 peninsula de setubal|pt|w|??|setubal|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|malma gran reserva family wines chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|malhadinha 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|malhadinha 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=547
W|branco|malacara chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maison roche montagny villages|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mainova verdelho bio 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|mainova 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maias 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|maia 2021 cotes de provence franca|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|magnum peramanca evora 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|magnolia pinot grigio igp|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|magnolia pecorino abruzzo doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|magig of juju 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|magic of juju 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mafarrico 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|madruga by valle madruga 2021 trasosmontes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|madre terra ventrez sauvignon blanc 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|madre terra ventrez marselan 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|madre terra ventrez gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|madre terra auraz gewurtztraminer barricado 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|madame pilar reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|madame pilar grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|madame pilar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mad moser mm55 furmint seco 2021 tokaj hungria|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|mad moser mm5 furmint dry 2021 tokaj hungria|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maculan vespaiolo veneto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconvillages 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconvillages 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconverze 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconverze 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconprisse en chailoux 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconprisse en chailloux 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconloche en charpaux 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconlarochevineuse sea script 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconfuisse bois de la croix 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maconfuisse bois de la croix 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macon villages joseph drouhin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macon la rochevineuse les noyerets 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macon fuisse sebastien giroux|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macon chardonnay en serre 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macon blanc scritch 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maceration mmxx vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maceration mmxx 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maceration alsace pinot gris 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maceration 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|maceration 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macaw frisante tropical|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macaw frisante tropical|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=592
W|branco|macaw frisante suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|macanita viosinho by joaninha|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita vinha centenaria 2021 ilha do pico|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
S|=142
W|branco|macanita terrantez do pico 2023 ilha do pico|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita reserva 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|macanita reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|macanita quanto arinto gosto de ti 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita os caniveis douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita irmaos e enologos 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita gouveio douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita gouveio by joaninha 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita fita preta ancestral 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita chao dos eremitas alicante branco 2019 regional alentejano|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita as olgas 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|macanita arinto dos acores 2024 ilha do pico|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|macabeoverdejo artero|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|m chapoutier tresors dermitage collectors edition 2011 vallee du rhone ermitage franca|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|m chapoutier lermite 1999 vallee du rhone ermitage franca|??|w|??|??|??|1999|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|m chapoutier le meal blanc magnun 2002 1 vallee du rhone ermitage franca|??|w|??|??|??|2002|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|m chapoutier le meal blanc magnun 2001 1 vallee du rhone ermitage franca|??|w|??|??|??|2001|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|m chapoutier le meal blanc magnun 2000 1 vallee du rhone ermitage franca|??|w|??|??|??|2000|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lyngrove collection sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lv reserva 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|lv lobo de vasconcellos reserva 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|lv lobo de vasconcellos 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lv colheita 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|luz 2024 regional minho|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luz 10o elegance edition 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|lupucinus colheita 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lupucinus colheita 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|luminoso vermentino toscana 2024|??|w|vermentino|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luminoso vermentino maremma toscana 2022|??|w|vermentino|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luminoso vermentino 2019|??|w|vermentino|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz porto chardonnay 2018|??|f|palomino|??|??|2018|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|branco|luiz argenta terroir xxvii chardonnay e viognier|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta ripiano corte|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta la terroir xxvii vinho chardonnay viognier 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta la jovem gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta la classico friulano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta l a cave sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem sauvignon blanc 6 und|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem rose 6 und|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|luiz argenta jovem ripiano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=640
W|branco|luiz argenta jovem gewurztraminer copia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta jovem gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=643
W|branco|luiz argenta desalcoolizado sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta classico chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta cave terracota|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta cave sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luiz argenta cave chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato vinhas velhas magnum 2019 1 regional beiras|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato vinhas velhas 2024 regional beiras|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato vinhas velhas 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato vinha formal regional beiras|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato vinha formal 2023 bairrada|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato maria gomes 2024 regional beiras|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis pato maria gomes 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luis canas vinas viejas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi einaudi moscato dasti docg|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi bosca sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi bosca las compuertas riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi bosca filos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi bosca de sangre white blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi bosca chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luigi bosca chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=664
W|branco|luigi bosca chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lui wind blend sauvignon blanctorrontes 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lugana doc corte noa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luccarelli bianco puglia igp|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luccarelli bianco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luca chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luca chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luar do pampa gewurztraminer guatambu|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|luar do pampa gewurztraminer guatambu|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=673
W|branco|luar do pampa chardonnay guatambu|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lua cheia em vinhas velhas reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|lua cheia 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
