W|gruner|veltliner ida gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner pur gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=464
W|gruner|veltliner pur gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=464
W|gruner|veltliner pur persoonlijke aanbeveling|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner pure|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner pure|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qualitatswein|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qualitatswein|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=472
W|gruner|veltliner qualitatswein|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=472
W|gruner|veltliner qualitatswein|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qualitatswein|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=475
W|gruner|veltliner qualitatswein|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qualitatswein|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=477
W|gruner|veltliner qualitatswein|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=477
W|gruner|veltliner qualitatswein trocken burgenland|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner quarzsand|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner quergelesen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qw brunnthal 1 lage otw|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qw klassik|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qw scheiben 1 lage otw|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner qw vom urgestein|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner r doc|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner radikal|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner radikal herbert zillinger weinviertel oostenrijk 15|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner radikal herbert zillinger weinviertel oostenrijk 20|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rameln van weingut proidl in volkskrant magazine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reflexion k bi0|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reflexion k bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reichersdorf alte reben bio|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=495
W|gruner|veltliner reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=495
W|gruner|veltliner reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=495
W|gruner|veltliner reserve 1|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=503
W|gruner|veltliner reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=505
W|gruner|veltliner reserve alzinger 1|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=508
W|gruner|veltliner reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=508
W|gruner|veltliner reserve|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve fass n1 ried altenberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve alte reben|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve alte reben|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve alte reben weingut jordan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve carnuntum dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve carpe diem|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve dac wagram weingut schabl|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve felser berg|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve grande|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve hund ra pfaffl osterreichischer weiwein|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve joe|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve ried gaisberg weixelbaum austrian white wine|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve ried kellerberg weingut sutter|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve ried lamm kamptal dac|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve ried sonnleithen|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve sauberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner reserve sekt|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner reserve sekt|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner reserve sekt demi 0375 ltr|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner reserve sekt|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner reserve sekt steinhaus steininger|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner reserve trocken|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried achleiten federspiel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried alte setzen 1otw bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried alte setzen 1otw huber|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried alte setzen 1otw huber|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=537
W|gruner|veltliner ried alte setzen 1otw traisental dac reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried alte setzen 1otw traisental dac reserve bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried alte setzen otw erste lage traisental dac|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried altenberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried am steinberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried antlasbergen|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried atschbach|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried auere bergen weinviertel dac reserve|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried berg 1 otw bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried berg 1otw|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried berg erste lage|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried berg erste lage|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried berg erste lage|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=550
W|gruner|veltliner ried berg erste lage|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=550
W|gruner|veltliner ried berg vogelsang kamptal dac bio|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried berg vogelsang kamptal dac bio|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried bernthal kamptal dac|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried biri weinviertel dac|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried blauenstein dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried blauenstein kamptal dac|at|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried breiteln|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried breiter rain erste lage|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried breiter rain erste lage|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried breiter rain moser|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried bromberg|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried bromberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brunnberg traismauer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brunnthal|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brunnthal 1otw|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brunnthal reserve|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brunnthal reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brunnthal reserve|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried bursting|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried dechant 1e lage|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried dechant 1otw kamptal dac bio|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried dechant 1otw kamptal dac bio|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried draxelgraben wagram dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried ehrenfels erste lage|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried eisenhut|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried ekartsberg|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried engabrunner stein 1otw|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried engelmannsbrunner hochrain|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frauengrund|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frauengrund|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frauengrund|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=582
W|gruner|veltliner ried frauengrund kremstal dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frauengrund kremstal dac|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frauengrund kremstal dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frechau kremstal dac reserve|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried frechau kremstal dac reserve|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried furth 202324|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=595
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=597
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=600
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw kamptal dac|at|w|??|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw kamptal dac bio|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw kamptal dac bio|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg 1otw bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg erste lage alte reben kamptal dac|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gaisberg erste lage kamptal dac|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried galgenberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gebling 1otw|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gebling 1otw kremstal dac reserve bio|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gebling|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gebling erste lage|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gebling kremstal dac reserve|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gebling neunzehn|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried geppling|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried geyern|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gmirk gosing bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried goldberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried goldberg leithaberg dac|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried goldberg oberlaa bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gollin am nussberg erste lage otw|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gottschelle erste lage|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gottschelle erste lage|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gottschelle kremstal dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac|at|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac|at|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac bio|at|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac bio|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1otw kamptal dac bio|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub weingut hirsch|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub erste lage hirsch|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried halser|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hamert weinviertel dac|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hamert weinviertel dac bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hamert weinviertel dac bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hamert weinviertel dac bio|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hammergraben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hasel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hasel kamptal dac|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hausberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hermannschachern|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hermannschachern|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hermannschachern|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hermanschachern|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried herrenberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried herzstuck vom kirchberg nigl|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried himmelreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried himmelreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=651
W|gruner|veltliner ried himmelreich|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried himmelreich|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=653
W|gruner|veltliner ried himmelreich leithaberg dac|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried himmelreich leithaberg dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hinterberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hinterleiten|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hintern dorf|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hintern dorf|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochrain bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochrain|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochrain dac wagram weingut schabl|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hohenberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hoher rain geyerhof weingut bd|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hohlgraben|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried holzweingarten|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hundsberg|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hundsberg gmeinbock|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hundschupfen|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hundspoint|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hundspoint|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried johannesbergen frank|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kaferberg 1otw kamptal dac|at|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kaferberg 1otw kamptal dac bio|at|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kaferberg 1otw kamptal dac bio|at|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kaferberg 1otw kamptal dac bio|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kaiserberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kalkofen smaragd piewald|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kapellenberg|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg wachau dac|at|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg wachau dac|at|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg wachau dac|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg wachau dac|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kellerberg wachau dac|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchenberg dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchenberg dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=688
W|gruner|veltliner ried kirchengarten|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchengarten reserve setzer|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchengarten reserve setzer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
