W|tenuta moraria|maremma toscana doc 2021|it|r|??|toscana|??|2021|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|viola albana di romagna frangipane 2021 case only|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|vigna capriano del colle rubinera 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|vigna capriano del colle riserva monte bruciato 2021|??|r|??|??|??|2021|13|??|encorpado|carne vermelha; massas; queijo|seco
X
X
W|tenuta la|vigna capriano del colle lamettino 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|vigna capriano del colle lamettino 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
S
W|tenuta la|rocciosa vermentino di sardegna doc|??|w|vermentino|??|??|NV|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|presa lugana doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|presa bardolino doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
=558
W|tenuta la|pineta canaiolo toscana igt rosso 2021 vino rosso|it|r|??|toscana|??|2021|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|piccola tempietto 2009|??|r|??|??|??|2009|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|piccola nero di cio frizzante 2023|??|s|??|??|??|2023|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tenuta la|piccola malvasia secca frizzante 2024|??|s|??|??|??|2024|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tenuta la|piccola le petit rose syrah spumante|??|s|syrah|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tenuta la|piccola lambrusco picol ross|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|piccola lambrusco nero di cio|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|piccola joke brut metodo classico|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tenuta la|pergola roero arneis docg piedmont italy 2021 case|it|r|??|??|??|2021|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola roero arneis cisterna d asti 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola monferrato rosso rosso|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola monferrato rosso piedmont italy 2024|it|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola monferrato rosso italy barbera blend 2023|it|r|barbera|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola monferrato rosso 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola monferrato rosso 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=574
W|tenuta la|pergola monferrato rosso 2021 piedmont italy|it|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=576
W|tenuta la|pergola monferrato rosso 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=578
W|tenuta la|pergola monferrato rosso 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola monferrato rosso|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=581
W|tenuta la|pergola kermit lynch monferrato rosso piedmont italy 2020 case|it|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola il goccetto vino rosso 2024 piedmont italy|it|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola il goccetto piemonte italy brachetto blend 2023|it|r|??|piemonte|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola il goccetto italy|it|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola il goccetto 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola il goccetto|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola cisterna dasti superiore piedmont italy 2020 case|it|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola birbet cisterna d asti piedmont|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|pergola 2022 monferrato rosso|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=591
W|tenuta la|novella toscana sangiovese sambrena 2022|it|r|sangiovese|toscana|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella syrah colli toscana 2019|it|r|syrah|toscana|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta la|novella sambrena sangiovese tuscany igt 2022|it|r|sangiovese|tuscany|??|2022|13.5|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella sambrena sangiovese 2022|??|r|sangiovese|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella sambrena sangiovese 2021|??|r|sangiovese|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella sambrena bianco 2023|??|w|??|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|novella sambrena bianco 2022|??|w|??|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|novella musignana 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella igt musignana 2021|??|r|??|??|??|2021|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella colli della toscana fonte domini 2016|it|r|??|toscana|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|novella chianti classico casa di colombo 2019|??|r|??|chianti classico|chianti classico|2019|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana tra la terra e il cielo|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana roero arneis tabaria|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana quattro terre rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta la|meridiana puntet|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana piemonte chardonnay puntet|it|w|chardonnay|piemonte|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|meridiana piemonte bianco le quattro terre|it|w|??|piemonte|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|meridiana mosto parzialmente fermentato malaga|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana moscato dasti in fine|??|w|moscato|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|meridiana monferrato rosso rivaia|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana monferrato nebbiolo lantagonista|??|r|nebbiolo|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana le quattro terre|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana le gagie|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana lantagonista monferrato nebbiolo rosso doc 2020|??|r|nebbiolo|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana lantagonista|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana la malaga|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana in fine moscato dasti|??|w|moscato|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|meridiana bricco sereno|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana barbera dasti tra la terra e il cielo|??|r|barbera|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana barbera dasti le gagie|??|r|barbera|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana barbera dasti bricco sereno|??|r|barbera|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridiana barbera|??|r|barbera|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|meridana roero arneis tabaria docg 2023|??|r|??|??|??|2023|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|massa toscana igt giorgio primo 2017|it|r|??|toscana|??|2017|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|massa la massa tuscany igt red dry|it|r|??|tuscany|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|massa la massa igt 20202021|??|r|??|??|??|2021|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|massa la massa igt 2020|??|r|??|??|??|2020|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|massa giorgio primo toscana rosso igt|it|r|??|toscana|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta la|giustiniana rovereto di gavi white piedmont italy 2022|it|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|ghiaia ithaa 12750 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|gabbiola chianti classico riserva 2019 eqw|??|r|??|chianti classico|chianti classico|2019|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta la|gabbiola chianti classico docg fattoria san michele a torri|??|r|??|chianti classico|chianti classico|NV|13.5|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga rosso di montalcino|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga docg brunello di montalcino 2018|??|r|??|??|??|2018|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga by folonari brunello riserva cassa legno da 3 bottiglie|??|r|??|??|??|NV|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta la|fuga brunello di montelcino tuscany|it|r|??|tuscany|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga brunello di montalcino docg tuscany italy 2020|it|r|??|tuscany|??|2020|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga brunello di montalcino 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
=640
W|tenuta la|fuga brunello di montalcino 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
=642
W|tenuta la|fuga brunello di montalcino 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga brunello di montalcino 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga brunello di montalcino 2003|??|r|??|??|??|2003|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga brunello di montalcino|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=647
W|tenuta la|fuga 2019 brunello di montalcino|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fuga 2013 brunello di montalcino docg tuscany italy|it|r|??|tuscany|??|2013|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fortuna rosso di montalcino doc 2021|??|r|??|??|??|2021|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fortuna brunello di montalcino docg giobi selezione 2016|??|r|??|??|??|2016|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fortuna brunello di montalcino docg 2019|??|r|??|??|??|2019|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fortuna brunello di montalcino docg 2017|??|r|??|??|??|2017|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fiammenga piemonte doc grignolino jescot 2023|it|r|??|piemonte|??|2023|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fiammenga montecenere 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fiammenga monor bianco 2022|??|w|??|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|fiammenga jescot 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|fiammenga emersa freisa dasti 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola syna igp terre siciliane|it|r|??|??|??|NV|13|igp|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola sicilia bianco doc 2018|it|w|??|sicilia|??|2018|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|favola rosso di pietra 2019 sicily italy|it|r|??|sicily|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola la favolosa igp terre siciliane|it|r|??|??|??|NV|13|igp|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola la favola doc eloro pachino|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola fravolato igp terre siciliane|it|r|??|??|??|NV|13|igp|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola fravolato frappato 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|favola bianco 2018 sicily italy|it|w|??|sicily|??|2018|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta la|chiusa ansonica dellelba nativa 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|ca dritto doc bardolino classico tinto 2020|??|r|??|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|ca dritto doc bardolino classico rouge 2020|??|r|??|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
=670
=670
W|tenuta la|ca dritto doc bardolino classico rot 2020|??|r|??|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta la|ca doc bardolino classico rouge 2021|??|r|??|??|??|2021|13|doc|medio|carne vermelha; massas; queijo|seco
=674
=674
W|tenuta la|ca biso 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|ca bardolino chiaretto chieto 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta la|braccesca achelo|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta l|armonia rose de noir 2022|??|p|??|??|??|2022|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta l|armonia easy 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta l|armonia chic brut nature|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut nature
W|tenuta l|armonia chenin 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta l|armonia brio pop 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta l|armonia bianco pop 2021|??|w|??|??|??|2021|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta l|ariosa pedrastella carignano igt 2018|??|r|carignano|??|??|2018|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta l|ariosa cannonau simboli doc 2020|??|r|cannonau|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta kornell|in diretta winetip|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta kornell|dinner|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta kofererhof|valle isarco alto adige pinot grigio 2022|??|w|pinot grigio|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta j|hofstatter pinot bianco 2023|??|w|??|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta j|hofstatter joseph gewurztraminer 2023|??|w|gewurztraminer|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta iuzzolini|riserva maradea 2016|??|r|??|??|??|2016|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|principe spinelli rosso 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|prima fila pecorello 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|paternum 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|muranera 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|madre goccia igt|??|r|??|??|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|madre goccia 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|madre goccia 2023 case only|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|donna giovanna 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|ciro rosso doc bold calabrian red wine|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|ciro rosso classico doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
=703
W|tenuta iuzzolini|ciro rosso classico 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|ciro rosso 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|ciro rosato doc|??|p|??|??|??|NV|12.5|doc|leve|petiscos; saladas; comida asiatica|seco
W|tenuta iuzzolini|ciro doc rosso classico|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta iuzzolini|ciro doc bianco|??|w|??|??|??|NV|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta iuzzolini|ciro bianco doc|??|w|??|??|??|NV|12.5|doc|medio|peixes; frutos do mar; saladas|seco
=710
W|tenuta iuzzolini|ciro bianco 2024|??|w|??|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta italian|spicy calabrian pesto 180g|it|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta isole|e olena chardonnay 2023 gastronomische chardonnay met een aangenaam aroma van rijp fruit verse toast en een hint van gebrande hazelnootjes de smaak is krachtig en complex|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta illuminata|barolo santanna 2013|??|r|??|??|barolo|2013|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|quinto sterpeti|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|quinto quinto|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|quinto i biondi|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|quinto guardoalto toscana igt|it|r|??|toscana|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta il|quinto guardoalto|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|quinto ficaie morellino di scansano docg|??|r|??|??|??|NV|13|docg|medio|carne vermelha; massas; queijo|seco
S
W|tenuta il|polzella elisabetta rosso|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|polzella clara grechetto|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione toscana rosso 2023|it|r|??|toscana|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione rosso di montalcino doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione rosso di montalcino 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
=727
W|tenuta il|poggione rosato di toscana brancato 2024|it|p|??|toscana|??|2024|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta il|poggione brunello di montalcino riserva vigna paganelli 2019|??|r|??|??|??|2019|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino riserva magnum 145 vol bottle|??|r|??|??|??|NV|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino riserva 2019|??|r|??|??|??|2019|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino magnum 2012|??|r|??|??|??|2012|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino italian red wine|it|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2019 6 bottle case|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
=737
=737
=737
W|tenuta il|poggione brunello di montalcino 2018 eksklusiv vin|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
=742
W|tenuta il|poggione brunello di montalcino 2017 eksklusiv vin|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
=745
W|tenuta il|poggione brunello di montalcino 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2015 eksklusiv vin|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
=749
W|tenuta il|poggione brunello di montalcino 2014|??|r|??|??|??|2014|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 2013|??|r|??|??|??|2013|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino 145vol|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione brunello di montalcino|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|poggione 2023 il poggione rosso di toscana|it|r|??|toscana|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio when we dance chianti docg|??|r|??|??|??|NV|13.5|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio when we dance chianti 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio when we dance chianti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio sister moon rosso toscana igp|it|r|??|toscana|??|NV|13|igp|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio sister moon|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio roxanne bianco 2020|??|w|??|??|??|2020|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|palagio message in a bottle toscana rosso igt|it|r|??|toscana|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio message in a bottle toscana igp vermentino|it|w|vermentino|toscana|??|NV|12.5|igp|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|palagio message in a bottle rosso|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|palagio brand new day rosato|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta il|palagio|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nicchio rosso la ville toscana rosso igt 2023|it|r|??|toscana|??|2023|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespolo vino de sete rosso 2023 piedmont italy|it|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespolo vino da sete rosso 2022 piedmont italy|it|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespolo vino da sete bianco 2023|??|w|??|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|nespolo vino da sete 2023|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespolo nizza docg 2021|??|r|??|??|??|2021|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespolo barbera dasti docg tantevi 2022|??|r|barbera|??|??|2022|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespolo|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|nespola vino da sete vino bianco 1 liter|??|w|??|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
=775
W|tenuta il|nespola vino da sete bianco|??|w|??|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|falchetto brachetto dacqui 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|falchetto alta langa docg blanc de blancs extra brut|??|s|??|??|??|NV|12|docg|leve|aperitivos; canapes; frutos do mar|extra brut
W|tenuta il|cornareto freisa doc 1993|??|r|??|??|??|1993|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta il|cascinone rive barbera dasti superiore 2021|??|r|barbera|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|cascinone rive barbera dasti superiore|??|r|barbera|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|cascinone palazzina vendemmia tardiva moscato dasti docg 2017|??|w|moscato|??|??|2017|12.5|docg|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|cascinone palazzina vendemmia tardiva moscato dasti docg|??|w|moscato|??|??|NV|12.5|docg|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|cascinone moscato passito palazzina 2017|??|d|moscato|??|??|2017|13|??|encorpado|sobremesas; queijos azuis|seco
W|tenuta il|cascinone fontanino riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
=786
=786
W|tenuta il|cascinone dannona barbera dasti superiore 2021|??|r|barbera|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|cascinone crocera barbera dasti superiore 2021 italy 145|it|r|barbera|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|cascinone crocera barbera dasti superiore|??|r|barbera|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=791
W|tenuta il|cascinone crocera barbera dasti 2022|??|r|barbera|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|cascinone campo fiorito chardonnay piemonte doc|it|w|chardonnay|piemonte|??|NV|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|cascinone campo fiorito chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|canovino valpolicella ripasso doc classico superiore 2016|it|r|??|valpolicella|??|2016|13|doc|medio|carne vermelha; massas; queijo|seco
