W|damarino|damarino|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damifu 1pc|soccer shin guards football shields sports legging shinguards leg sleeves protective gear shank protector anticollision new orange m only installed|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damigiana|damigiana|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damigiana gordia|gordia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damigiana rosato|2024|fr|p|??|??|??|2024|13.5|??|medio|frutos do mar, saladas|seco
W|damijan bianco|kaplja collio gorizia friulivenezia giulia italy 2018|it|w|??|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|damijan bianco|nekaj 2014|fr|w|??|??|??|2014|12.5|??|medio|peixe, frutos do mar|seco
W|damijan collio|doc bianco kaplja 2019|fr|w|??|??|??|2019|12.5|DOC|medio|peixe, frutos do mar|seco
W|damijan collio|doc malvasia 2019|fr|r|??|??|??|2019|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damijan collio|doc pinot grigio 2020|fr|w|pinot grigio|??|??|2020|12.5|DOC|medio|peixe, frutos do mar|seco
W|damijan collio|doc ribolla gialla 2019|fr|r|??|??|??|2019|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damijan collio|doc rosso prelit 2018|fr|r|??|??|??|2018|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damijan collio|doc rosso prelit 2019|fr|r|??|??|??|2019|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damijan friulano|nekaj 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan kaplja|bianco 2013|fr|w|??|??|??|2013|12.5|??|medio|peixe, frutos do mar|seco
W|damijan malvasia|2014|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan malvasia|2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan malvasia|2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=491
W|damijan malvasia|collio gorizia friulivenezia giulia italy 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan nekaj|friulano|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan pinot|grigio 2019|fr|w|pinot grigio|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|damijan pinot|grigio 2021|fr|w|pinot grigio|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|damijan pinot|grigio ramato 2021|fr|w|pinot grigio|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|damijan podvercic|malvasia 75|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podvercic|ribolla 75|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|collio friuliano bianco nekaj 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|damijan podversic|collio friuliano bianco nekaj 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco|=500
W|damijan podversic|collio friuliano bianco nekaj 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco|=500
W|damijan podversic|degustazione di vini macerati|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|friulano nekaj 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|kaplja 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|kaplja 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=505
W|damijan podversic|kaplja 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|kaplja 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=507
W|damijan podversic|kaplja 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|malvasia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|malvasia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=510
W|damijan podversic|malvasia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=510
W|damijan podversic|malvasia 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|malvasia 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|malvasia 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|malvasia 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=515
W|damijan podversic|malvasia 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=515
W|damijan podversic|malvasia 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|nekaj|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|nekaj 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|nekaj igt 2017|fr|r|??|??|??|2017|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|damijan podversic|pinot grigio 2020|fr|w|pinot grigio|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|damijan podversic|pinot grigio 2021 case only|fr|w|pinot grigio|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|damijan podversic|pinot grigio 2022|fr|w|pinot grigio|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|damijan podversic|pinot grigio 2022|fr|w|pinot grigio|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=524
W|damijan podversic|pinot grigio doc 2021|fr|w|pinot grigio|??|??|2021|12.5|DOC|medio|peixe, frutos do mar|seco
W|damijan podversic|prelit 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|prelit 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla collio doc 2019 vino bianco|fr|w|??|??|??|2019|12.5|DOC|medio|peixe, frutos do mar|seco
W|damijan podversic|ribolla collio doc 2020 vino bianco|fr|w|??|??|??|2020|12.5|DOC|medio|peixe, frutos do mar|seco
W|damijan podversic|ribolla gialla|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla gialla|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=531
W|damijan podversic|ribolla gialla|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=531
W|damijan podversic|ribolla gialla 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla gialla 2018 case only|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla gialla 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla gialla 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=536
W|damijan podversic|ribolla gialla 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla gialla 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=538
W|damijan podversic|ribolla gialla 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|ribolla gialla igt 2017|fr|r|??|??|??|2017|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|damijan podversic|rosso prelit 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|rosso prelit 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=542
W|damijan podversic|rosso prelit 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=542
W|damijan podversic|rosso prelit 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|rosso prelit 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=545
W|damijan podversic|rosso prelit 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=545
W|damijan podversic|venezia giulia igt prelit 2016|fr|r|??|??|??|2016|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia kaplja 2018 case only|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia kaplja 2020 case only|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia malvasia 2018 case only|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia malvasia 2020 case only|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia nekaj 2020 case only|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia prelit 2020 case only|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia ribolla gialla 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan podversic|venezia giulia ribolla gialla 2020 case only|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan prelit|2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan prelit|2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=557
W|damijan ribolla|gialla 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan ribolla|gialla 2018 collio italy|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan ribolla|gialla 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan rosso|prelit 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan rosso|prelit collio gorizia friulivenezia giulia italy 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijan venezia|giulia igt bianco kaplja 2017|fr|w|??|??|??|2017|12.5|IGT|medio|peixe, frutos do mar|seco
W|damijan venezia|giulia igt friulano nekaj 2017|fr|r|??|??|??|2017|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|damijan venezia|giulia igt ribolla gialla 2010|fr|r|??|??|??|2010|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|damijanic borovnicek|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic borovnicek|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=567
W|damijanic borovnicek|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=567
W|damijanic borovnicek|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=567
W|damijanic erba|luigia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic mandarinetto|mandarinetto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic medenica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic medenica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=573
W|damijanic medenica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=573
W|damijanic medenica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=573
W|damijanic pelinkovac|pelinkovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic sljivovica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic teranino|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic teranino|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=579
W|damijanic teranino|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=579
W|damijanic teranino|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=579
W|damijanic travarica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic travarica|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=583
W|damijanic trnina|0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damijanic zizula|zizula|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|damilano|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|1752 barolo cannubi riserva 2016|it|r|??|??|??|2016|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|1752 barolo docg riserva cannubi 2016 by allocation only|it|r|??|??|??|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|1964 barolo|it|r|??|??|??|1964|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|1971 barolo|it|r|??|??|??|1971|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|1974 barolo|it|r|??|??|??|1974|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|1978 barolo|it|r|??|??|??|1978|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|1985 barolo|it|r|??|??|??|1985|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2012 barolo cannubi|it|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2012 barolo lecinquevigne|it|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2017 barolo cannubi|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2017 barolo cannubi riserva52|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2017 cannubi barolo docg|it|r|??|??|??|2017|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|2017 lecinquevigne barolo|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2019 barolo cannubi|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2019 cannubi barolo docg|it|r|??|??|??|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|2019 lecinquevigne barolo|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2020 barolo cannubi|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2020 barolo lecinquevigne|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2020 langhe nebbiolo|it|r|nebbiolo|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2020 lecinquevigne barolo|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2020 lecinquevigne barolo|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=607
W|damilano|2021 barbera dasti|it|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2021 barolo lecinquevigne|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2021 barolo lecinquevigne|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=610
W|damilano|2021 moscato dasti|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2022 arneis|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2022 barbera dasti zero sette|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2023 barbera dasti|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2023 nebbiolo|it|r|nebbiolo|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|2024 barbera dasti|it|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|arneis|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|arneis|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=618
W|damilano|arneis 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbaresco 1995|it|r|??|??|??|1995|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbaresco vigneti tenuta canubio 1958|it|r|??|??|??|1958|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera d asti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera d asti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=623
W|damilano|barbera d asti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=623
W|damilano|barbera dalba doc lablu|it|r|barbera|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dalba doc lablu 2019|it|r|barbera|??|??|2019|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dalba docg 1974|it|r|barbera|??|??|1974|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dalba lablu|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dalba lablu 2014|it|r|barbera|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dalba lablu 2022|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dalba lablu 2023|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=633
W|damilano|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=633
W|damilano|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=633
W|damilano|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=633
W|damilano|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=633
W|damilano|barbera dasti 2016|it|r|barbera|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dasti 2021|it|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dasti 2021|it|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=640
W|damilano|barbera dasti 2022|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dasti 2023|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barbera dasti 2023|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=643
W|damilano|barbera dasti zero sette 2022|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolino barolo 1961|it|r|??|??|??|1961|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=647
W|damilano|barolo 1955|it|r|??|??|??|1955|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 1958|it|r|??|??|??|1958|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 1965|it|r|??|??|??|1965|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 1966|it|r|??|??|??|1966|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 1967|it|r|??|??|??|1967|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 1968|it|r|??|??|??|1968|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 2000|it|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 2016 nebbiolo barolo lecinquevigne|it|r|nebbiolo|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 2020 nebbiolo barolo cannubi|it|r|nebbiolo|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo 2020 nebbiolo barolo del comune di serralunga dalba|it|r|nebbiolo|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2014|it|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2015|it|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2015|it|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco|=660
W|damilano|barolo brunate 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=663
W|damilano|barolo brunate 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=663
W|damilano|barolo brunate 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=663
W|damilano|barolo brunate 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=667
W|damilano|barolo brunate 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=667
W|damilano|barolo brunate 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=670
W|damilano|barolo brunate 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=670
W|damilano|barolo brunate 6 cs|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate 6 cs 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo brunate docg 2012|it|r|??|??|??|2012|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=676
W|damilano|barolo cannubi|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=676
W|damilano|barolo cannubi 1 cs|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 1752 riserva 2018|it|r|??|??|??|2018|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 1752 riserva 2018|it|r|??|??|??|2018|13.5|RISERVA|encorpado|carne vermelha, queijo|seco|=680
W|damilano|barolo cannubi 1752 riserva 2018|it|r|??|??|??|2018|13.5|RISERVA|encorpado|carne vermelha, queijo|seco|=680
W|damilano|barolo cannubi 1956|it|r|??|??|??|1956|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 1961|it|r|??|??|??|1961|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2001|it|r|??|??|??|2001|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2010|it|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2013|it|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2014|it|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2014 075 2014 145 075|it|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2015|it|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco|=691
W|damilano|barolo cannubi 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco|=693
W|damilano|barolo cannubi 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=695
W|damilano|barolo cannubi 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=695
W|damilano|barolo cannubi 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=695
W|damilano|barolo cannubi 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=695
W|damilano|barolo cannubi 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=700
W|damilano|barolo cannubi 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=700
W|damilano|barolo cannubi 6 cs 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 6 cs 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi 6 cs 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi docg|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi docg 2009|it|r|??|??|??|2009|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi geschenkkist|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi riserva 1752|it|r|??|??|??|NV|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi riserva 1752|it|r|??|??|??|NV|13.5|RISERVA|encorpado|carne vermelha, queijo|seco|=709
W|damilano|barolo cannubi riserva 1752 2010|it|r|??|??|??|2010|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi riserva 1752 2016|it|r|??|??|??|2016|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi riserva 1752 3 cs 2013|it|r|??|??|??|2013|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi riserva 1752 3 cs 2016|it|r|??|??|??|2016|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
